genotype,days_to_heading_BLUE,plant_height_BLUE
C0102806,NA,NA
C0102808,NA,NA
C0102810,NA,NA
C0102811,NA,NA
C0102812,NA,NA
C0102813,NA,NA
C0102814,NA,NA
C0102815,NA,NA
C0102816,NA,NA
C0102817,NA,NA
C0102818,NA,NA
C0102819,NA,77.98
C0102820,NA,NA
C0102821,NA,NA
C0102823,NA,59.27
C0102824,NA,NA
C0102825,NA,69.89
C0102826,227.72,75.98
C0102827,NA,71.98
C0102828,NA,NA
C0102829,NA,NA
C0102830,NA,NA
C0102831,NA,NA
C0102832,NA,63.15
C0102833,NA,NA
C0102834,NA,90.96
C0102835,NA,NA
C0102836,NA,NA
C0102837,NA,NA
C0102838,NA,NA
C0102839,NA,78.54
C0102840,NA,NA
C0102841,NA,NA
C0102842,NA,NA
C0102843,NA,NA
C0102844,NA,NA
C0102845,NA,NA
C0102847,NA,NA
C0102848,NA,NA
C0102849,NA,NA
C0102850,NA,NA
C0102851,NA,NA
C0102852,NA,66.28
C0102853,NA,NA
C0102854,NA,NA
C0102856,NA,NA
C0102857,NA,NA
C0102858,NA,NA
C0102860,NA,NA
C0102861,NA,NA
C0102862,NA,NA
C0102863,NA,NA
C0102864,NA,NA
C0102866,NA,NA
C0102868,NA,NA
C0102869,NA,NA
C0102870,NA,NA
C0102872,NA,NA
C0102873,NA,NA
C0102874,NA,NA
C0102875,NA,NA
C0102876,NA,NA
C0102877,NA,NA
C0102878,NA,NA
C0102879,NA,NA
C0102880,NA,NA
C0102881,NA,NA
C0102882,NA,NA
C0102883,NA,NA
C0102884,NA,NA
C0102885,NA,NA
C0102886,NA,NA
C0102887,NA,NA
C0102888,NA,NA
C0102889,NA,NA
C0102890,NA,NA
C0102891,NA,NA
C0102892,NA,NA
C0102893,233.57,NA
C0102894,NA,NA
C0102895,NA,NA
C0102896,NA,NA
C0102897,NA,NA
C0102898,NA,NA
C0102899,NA,NA
C0102900,NA,NA
C0102901,NA,NA
C0102902,NA,NA
C0102903,NA,NA
C0102905,NA,NA
C0102906,NA,NA
C0102907,NA,NA
C0102908,NA,NA
C0102909,NA,NA
C0102911,NA,NA
C0102912,NA,NA
C0102913,NA,NA
C0102914,NA,NA
C0102915,NA,NA
C0102916,NA,NA
C0102917,NA,NA
C0102928,NA,NA
C0102929,NA,NA
C0102930,NA,NA
C0102931,NA,NA
C0102932,NA,NA
C0102933,NA,NA
C0102934,NA,NA
C0102935,NA,NA
C0102936,NA,NA
C0102937,NA,NA
C0102938,NA,NA
C0102947,NA,NA
C0102967,NA,NA
C0102982,NA,NA
C0102983,NA,NA
C0102984,NA,NA
C0102985,NA,NA
C0102986,NA,NA
C0102988,NA,NA
C0102989,NA,NA
C0102990,NA,NA
C0102991,NA,NA
C0102992,NA,NA
C0102993,NA,NA
C0102994,NA,NA
C0102995,NA,NA
C0102996,NA,NA
C0102997,NA,NA
C0102998,NA,NA
C0102999,NA,NA
C0103000,NA,NA
C0103001,NA,NA
C0103002,NA,NA
C0103003,NA,NA
C0103004,NA,NA
C0103005,NA,NA
C0103006,NA,NA
C0103007,NA,NA
C0103008,NA,NA
C0103009,NA,NA
C0103010,NA,NA
C0103011,NA,NA
C0103012,NA,NA
C0103013,NA,NA
C0103014,NA,NA
C0103015,NA,NA
C0103017,NA,NA
C0103018,NA,NA
C0103019,NA,NA
C0103020,214.61,84.6
C0103046,NA,NA
C0103047,NA,NA
C0103048,NA,NA
C0103049,NA,NA
C0103050,NA,NA
C0103051,NA,NA
C0103052,NA,NA
C0103053,NA,NA
C0103054,NA,NA
C0103055,NA,NA
C0103056,NA,NA
C0103057,NA,NA
C0103058,NA,NA
C0103059,NA,NA
C0103060,NA,NA
C0103061,NA,NA
C0103062,NA,NA
C0103063,NA,NA
C0103064,NA,NA
C0103065,NA,NA
C0103066,NA,NA
C0103067,NA,NA
C0103068,NA,NA
C0103069,NA,NA
C0103070,NA,NA
C0103071,NA,NA
C0103072,NA,NA
C0103073,NA,NA
C0103074,NA,NA
C0103075,NA,NA
C0103076,NA,NA
C0103077,NA,NA
C0103078,NA,NA
C0103079,NA,NA
C0103080,NA,NA
C0103081,NA,NA
C0103082,NA,NA
C0103083,NA,NA
C0103084,NA,NA
C0103085,NA,NA
C0103086,NA,NA
C0103087,NA,NA
C0103088,NA,NA
C0103089,NA,NA
C0103090,NA,NA
C0103091,NA,NA
C0103092,NA,NA
C0103093,NA,NA
C0103094,NA,NA
C0103095,NA,NA
C0103096,NA,NA
C0103097,NA,NA
C0103098,NA,NA
C0103099,NA,NA
C0103100,NA,NA
C0103101,NA,NA
C0103103,NA,NA
C0103104,NA,NA
C0103114,NA,NA
C0103116,NA,NA
C0103117,NA,NA
C0103118,NA,NA
C0103119,NA,NA
C0103120,NA,NA
C0103121,NA,NA
C0103122,NA,NA
C0103123,NA,NA
C0103124,NA,NA
C0103125,NA,NA
C0103126,NA,NA
C0103127,NA,NA
C0103128,NA,NA
C0103129,NA,NA
C0103130,NA,NA
C0103131,NA,NA
C0103132,NA,NA
C0103133,NA,NA
C0103134,NA,NA
C0103135,NA,NA
C0103136,NA,NA
C0103137,NA,NA
C0103138,NA,NA
C0103139,NA,NA
C0103140,NA,NA
C0103142,217.45,89.29
C0103143,NA,NA
C0103144,NA,NA
C0103145,NA,NA
C0103146,NA,NA
C0103148,NA,NA
C0103149,NA,NA
C0103150,NA,NA
C0103151,NA,NA
C0103152,NA,NA
C0103163,NA,NA
C0103164,NA,NA
C0103165,NA,NA
C0103166,NA,NA
C0103167,NA,NA
C0103168,NA,NA
C0103169,NA,NA
C0103170,NA,NA
C0103172,NA,NA
C0103173,NA,NA
C0103174,NA,NA
C0103175,NA,NA
C0103176,NA,NA
C0103177,NA,NA
C0103179,NA,NA
C0103180,NA,NA
C0103181,NA,NA
C0103182,NA,NA
C0103183,NA,NA
C0103184,NA,NA
C0103185,NA,NA
C0103186,NA,NA
C0103188,NA,NA
C0103189,NA,NA
C0103190,NA,NA
C0103191,NA,NA
C0103192,NA,NA
C0103193,NA,NA
C0103194,NA,NA
C0103195,NA,NA
C0103196,NA,NA
C0103197,NA,NA
C0103198,NA,NA
C0103199,NA,NA
C0103200,NA,NA
C0103201,NA,NA
C0103202,NA,NA
C0103203,NA,NA
C0103204,NA,NA
C0103205,NA,NA
C0103206,NA,NA
C0103207,NA,NA
C0103208,NA,NA
C0103209,NA,NA
C0103210,NA,NA
C0103211,NA,NA
C0103212,NA,NA
C0103213,NA,NA
C0103214,NA,NA
C0103241,NA,NA
C0103243,NA,NA
C0103244,NA,NA
C0103245,NA,NA
C0103246,NA,NA
C0103247,NA,NA
C0103248,NA,NA
C0103249,NA,NA
C0103250,NA,NA
C0103251,NA,NA
C0103252,NA,NA
C0103253,NA,NA
C0103254,NA,NA
C0103258,NA,NA
C0103259,NA,NA
C0103260,NA,NA
C0103261,NA,NA
C0103262,NA,NA
C0103263,NA,NA
C0103264,NA,NA
C0103265,NA,NA
C0103266,NA,NA
C0103267,NA,NA
C0103268,NA,NA
C0103269,NA,NA
C0103270,NA,NA
C0103271,NA,NA
C0103272,NA,NA
C0103273,NA,NA
C0103274,NA,NA
C0103275,NA,NA
C0103276,NA,NA
C0103277,NA,NA
C0103278,NA,NA
C0103279,NA,NA
C0103280,NA,NA
C0103281,NA,NA
C0103282,NA,NA
C0103283,NA,NA
C0103284,NA,NA
C0103285,NA,NA
C0103286,NA,107.53
C0103287,NA,NA
C0103288,NA,NA
C0103289,NA,NA
C0103290,NA,NA
C0103291,NA,NA
C0103292,NA,NA
C0103293,NA,NA
C0103294,NA,NA
C0103295,NA,NA
C0103296,NA,NA
C0103297,NA,NA
C0103298,NA,NA
C0103299,NA,NA
C0103300,NA,NA
C0103301,NA,NA
C0103302,NA,NA
C0103303,NA,NA
C0103304,NA,NA
C0103305,NA,NA
C0103306,NA,NA
C0103307,NA,NA
C0103308,NA,NA
C0103309,NA,NA
C0103310,NA,NA
C0103311,NA,NA
C0103312,NA,NA
C0103313,NA,NA
C0103314,NA,NA
C0103315,NA,NA
C0103316,NA,NA
C0103317,NA,NA
C0103318,NA,NA
C0103319,NA,NA
C0103320,NA,NA
C0103321,NA,NA
C0103322,NA,NA
C0103323,NA,NA
C0103324,NA,NA
C0103325,NA,NA
C0103326,NA,NA
C0103327,NA,NA
C0103328,NA,NA
C0103329,NA,NA
C0103330,NA,NA
C0103331,NA,NA
C0103332,NA,NA
C0103333,NA,NA
C0103334,NA,NA
C0103335,NA,NA
C0103336,NA,NA
C0103337,NA,NA
C0103339,NA,NA
C0103340,NA,NA
C0103341,NA,NA
C0103342,NA,NA
C0103343,NA,NA
C0103344,NA,NA
C0103345,NA,NA
C0103346,NA,NA
C0103347,NA,NA
C0103348,NA,NA
C0103349,NA,NA
C0103350,NA,NA
C0103351,NA,NA
C0103352,NA,NA
C0103353,NA,NA
C0103354,NA,NA
C0103355,NA,NA
C0103356,NA,NA
C0103357,NA,NA
C0103358,NA,NA
C0103359,NA,NA
C0103360,NA,NA
C0103361,NA,NA
C0103362,NA,NA
C0103363,NA,NA
C0103364,NA,NA
C0103365,224.48,98.23
C0103366,NA,NA
C0103367,NA,NA
C0103368,NA,NA
C0103369,NA,NA
C0103370,NA,NA
C0103372,NA,NA
C0103373,NA,NA
C0103374,NA,NA
C0103375,NA,NA
C0103376,NA,NA
C0103377,NA,NA
C0103378,NA,NA
C0103379,NA,NA
C0103380,NA,NA
C0103381,NA,NA
C0103382,NA,NA
C0103384,NA,NA
C0103385,NA,NA
C0103386,NA,NA
C0103387,NA,NA
C0103388,NA,NA
C0103389,NA,NA
C0103390,NA,NA
C0103391,NA,NA
C0103392,NA,NA
C0103393,NA,NA
C0103394,NA,NA
C0103395,NA,NA
C0103396,NA,NA
C0103397,223.78,103.42
C0103398,NA,NA
C0103399,NA,NA
C0103400,NA,NA
C0103401,NA,NA
C0103402,NA,NA
C0103403,NA,NA
C0103404,NA,NA
C0103405,NA,NA
C0103406,NA,NA
C0103407,NA,NA
C0103408,NA,NA
C0103409,NA,NA
C0103410,NA,NA
C0103411,NA,NA
C0103412,NA,NA
C0103413,NA,NA
C0103414,NA,NA
C0103415,NA,NA
C0103416,NA,NA
C0103417,NA,NA
C0103418,NA,NA
C0103419,NA,NA
C0103420,NA,NA
C0103421,NA,NA
C0103422,NA,NA
C0103423,NA,NA
C0103424,NA,NA
C0103425,NA,NA
C0103434,NA,NA
C0103435,NA,NA
C0103436,NA,NA
C0103437,NA,NA
C0103438,NA,NA
C0103439,NA,NA
C0103440,222.16,98.74
C0103441,219.42,96.61
C0103442,NA,NA
C0103443,NA,NA
C0103444,NA,NA
C0103445,NA,NA
C0103446,NA,NA
C0103447,NA,NA
C0103448,NA,NA
C0103449,NA,NA
C0103450,NA,NA
C0103451,NA,NA
C0103452,NA,NA
C0103453,NA,NA
C0103454,NA,NA
C0103455,NA,NA
C0103456,NA,NA
C0103457,NA,NA
C0103458,NA,NA
C0103459,NA,NA
C0103460,NA,NA
C0103461,NA,NA
C0103462,NA,NA
C0103463,NA,NA
C0103464,NA,NA
C0103465,NA,NA
C0103466,NA,NA
C0103467,NA,NA
C0103468,NA,NA
C0103469,NA,NA
C0103470,NA,NA
C0103471,NA,NA
C0103472,NA,NA
C0103473,NA,NA
C0103474,NA,NA
C0103475,NA,NA
C0103476,NA,NA
C0103477,NA,NA
C0103478,NA,NA
C0103479,NA,NA
C0103480,NA,NA
C0103481,NA,NA
C0103482,NA,NA
C0103483,NA,NA
C0103484,NA,NA
C0103485,NA,NA
C0103486,NA,NA
C0103487,NA,NA
C0103488,NA,NA
C0103489,NA,NA
C0103490,NA,NA
C0103491,NA,NA
C0103492,NA,NA
C0103493,NA,NA
C0103494,NA,NA
C0103495,NA,NA
C0103496,NA,NA
C0103497,NA,NA
C0103498,NA,NA
C0103500,NA,NA
C0103501,NA,NA
C0103502,NA,NA
C0103503,NA,NA
C0103504,NA,NA
C0103505,NA,NA
C0103506,NA,NA
C0103507,NA,NA
C0103508,NA,NA
C0103509,NA,NA
C0103510,NA,NA
C0103511,NA,NA
C0103512,NA,NA
C0103513,NA,NA
C0103514,NA,NA
C0103515,NA,NA
C0103516,NA,NA
C0103517,NA,NA
C0103518,NA,NA
C0103519,NA,NA
C0103520,NA,NA
C0103521,NA,NA
C0103522,NA,NA
C0103523,NA,NA
C0103524,NA,NA
C0103525,NA,NA
C0103526,NA,NA
C0103527,NA,NA
C0103528,NA,NA
C0103529,NA,NA
C0103530,NA,NA
C0103531,NA,NA
C0103532,NA,NA
C0103533,NA,NA
C0103534,NA,NA
C0103535,NA,NA
C0103536,NA,NA
C0103537,NA,NA
C0103538,NA,NA
C0103539,NA,NA
C0103540,NA,NA
C0103541,NA,NA
C0103542,NA,NA
C0103543,NA,NA
C0103544,NA,NA
C0103545,NA,NA
C0103546,NA,NA
C0103547,NA,NA
C0103548,NA,NA
C0103549,225.75,NA
C0103550,NA,NA
C0103551,NA,NA
C0103552,221.29,83.7
C0103553,NA,NA
C0103554,NA,NA
C0103555,NA,NA
C0103556,NA,NA
C0103557,NA,NA
C0103558,NA,NA
C0103559,NA,NA
C0103560,NA,NA
C0103561,NA,NA
C0103562,NA,NA
C0103563,NA,NA
C0103564,NA,NA
C0103565,NA,NA
C0103566,NA,NA
C0103567,NA,NA
C0103568,NA,NA
C0103569,NA,NA
C0103570,NA,NA
C0103571,NA,NA
C0103572,NA,NA
C0103573,NA,NA
C0103574,NA,NA
C0103575,NA,NA
C0103576,NA,NA
C0103577,NA,NA
C0103578,NA,NA
C0103579,NA,NA
C0103580,NA,NA
C0103581,NA,NA
C0103582,NA,NA
C0103583,NA,NA
C0103584,NA,NA
C0103585,NA,NA
C0103586,NA,NA
C0103587,NA,NA
C0103588,NA,NA
C0103589,NA,NA
C0103590,NA,NA
C0103591,NA,NA
C0103592,NA,NA
C0103593,NA,NA
C0103594,NA,NA
C0103595,NA,NA
C0103596,NA,NA
C0103597,NA,NA
C0103598,NA,NA
C0103599,NA,NA
C0103600,NA,NA
C0103601,NA,NA
C0103602,NA,NA
C0103603,NA,NA
C0103604,NA,NA
C0103605,NA,NA
C0103606,NA,NA
C0103607,NA,NA
C0103608,NA,NA
C0103609,NA,NA
C0103610,NA,NA
C0103611,NA,NA
C0103612,NA,NA
C0103613,NA,NA
C0103614,NA,NA
C0103615,NA,NA
C0103616,NA,NA
C0103617,NA,NA
C0103618,NA,NA
C0103620,NA,NA
C0103621,NA,NA
C0103622,NA,NA
C0103623,NA,NA
C0103624,NA,NA
C0103625,NA,NA
C0103626,NA,NA
C0103627,NA,NA
C0103628,NA,NA
C0103629,NA,NA
C0103630,NA,NA
C0103631,NA,NA
C0103632,NA,NA
C0103633,NA,NA
C0103634,NA,NA
C0103635,NA,NA
C0103636,NA,NA
C0103637,NA,NA
C0103638,NA,NA
C0103639,NA,NA
C0103640,NA,NA
C0103641,NA,NA
C0103642,NA,NA
C0103643,NA,NA
C0103644,NA,NA
C0103645,NA,NA
C0103646,NA,NA
C0103647,NA,NA
C0103648,NA,NA
C0103649,NA,NA
C0103650,NA,NA
C0103651,NA,NA
C0103652,NA,NA
C0103653,NA,NA
C0103655,235.75,NA
C0103656,NA,NA
C0103659,NA,NA
C0103660,NA,NA
C0103661,232.39,103.98
C0103662,NA,NA
C0103663,NA,NA
C0103664,NA,NA
C0103665,NA,NA
C0103666,NA,NA
C0103667,NA,NA
C0103668,NA,NA
C0103669,NA,NA
C0103670,NA,NA
C0103671,NA,NA
C0103672,NA,NA
C0103673,NA,NA
C0103674,NA,NA
C0103675,NA,NA
C0103676,NA,NA
C0103677,NA,NA
C0103678,NA,NA
C0103679,NA,NA
C0103680,NA,NA
C0103682,NA,NA
C0103683,NA,NA
C0103684,NA,NA
C0103685,NA,NA
C0103686,NA,NA
C0103687,NA,NA
C0103688,NA,NA
C0103689,NA,NA
C0103690,NA,NA
C0103691,NA,NA
C0103692,NA,NA
C0103693,NA,NA
C0103694,NA,NA
C0103695,NA,NA
C0103696,229.41,NA
C0103697,NA,NA
C0103698,NA,NA
C0103699,NA,NA
C0103700,NA,NA
C0103701,NA,NA
C0103702,NA,NA
C0103703,NA,NA
C0103704,NA,NA
C0103705,NA,NA
C0103706,NA,NA
C0103707,NA,NA
C0103708,NA,NA
C0103709,NA,NA
C0103710,NA,NA
C0103711,NA,NA
C0103712,NA,NA
C0103713,NA,NA
C0103714,NA,NA
C0103715,NA,NA
C0103716,NA,NA
C0103717,NA,NA
C0103718,NA,NA
C0103719,NA,NA
C0103720,NA,NA
C0103721,NA,NA
C0103722,NA,NA
C0103723,NA,NA
C0103724,NA,NA
C0103725,NA,NA
C0103726,NA,NA
C0103727,NA,NA
C0103728,NA,NA
C0103729,NA,NA
C0103730,NA,NA
C0103731,NA,NA
C0103732,NA,NA
C0103733,NA,NA
C0103734,NA,NA
C0103735,NA,NA
C0103736,NA,NA
C0103737,NA,NA
C0103738,221.98,74.66
C0103739,NA,NA
C0103740,NA,NA
C0103741,NA,NA
C0103742,NA,NA
C0103743,NA,NA
C0103744,NA,NA
C0103745,NA,NA
C0103746,NA,NA
C0103747,NA,NA
C0103748,NA,NA
C0103749,NA,NA
C0103750,NA,NA
C0103751,NA,NA
C0103752,NA,NA
C0103753,NA,NA
C0103754,NA,NA
C0103755,NA,NA
C0103756,NA,NA
C0103757,NA,NA
C0103758,NA,NA
C0103759,NA,NA
C0103760,NA,NA
C0103761,NA,NA
C0103762,NA,NA
C0103763,NA,NA
C0103764,NA,NA
C0103765,NA,NA
C0103766,NA,NA
C0103767,NA,NA
C0103768,NA,NA
C0103769,NA,NA
C0103770,NA,NA
C0103771,NA,NA
C0103772,NA,NA
C0103773,NA,NA
C0103774,NA,NA
C0103775,NA,NA
C0103776,NA,NA
C0103777,NA,NA
C0103778,NA,NA
C0103779,NA,NA
C0103780,NA,NA
C0103781,NA,NA
C0103782,NA,NA
C0103783,NA,NA
C0103784,NA,NA
C0103785,NA,NA
C0103786,NA,NA
C0103787,NA,NA
C0103788,NA,NA
C0103789,NA,NA
C0103790,NA,NA
C0103791,NA,NA
C0103792,NA,NA
C0103793,NA,NA
C0103794,NA,NA
C0103795,NA,NA
C0103796,NA,NA
C0103797,NA,NA
C0103798,NA,NA
C0103799,NA,NA
C0103800,NA,NA
C0103801,NA,NA
C0103802,NA,NA
C0103803,NA,NA
C0103804,NA,NA
C0103805,NA,NA
C0103806,NA,NA
C0103807,NA,NA
C0103808,NA,NA
C0103809,NA,NA
C0103810,NA,NA
C0103811,NA,NA
C0103812,NA,NA
C0103813,NA,NA
C0103814,NA,NA
C0103815,NA,NA
C0103816,NA,NA
C0103817,NA,NA
C0103818,NA,NA
C0103819,NA,NA
C0103820,NA,NA
C0103821,NA,NA
C0103822,NA,NA
C0103823,NA,NA
C0103824,NA,NA
C0103825,NA,NA
C0103826,NA,NA
C0103827,NA,NA
C0103828,NA,NA
C0103829,NA,NA
C0103830,NA,NA
C0103831,NA,NA
C0103832,NA,NA
C0103833,NA,NA
C0103834,NA,NA
C0103835,NA,NA
C0103836,NA,NA
C0103837,NA,NA
C0103838,NA,NA
C0103839,NA,NA
C0103840,NA,NA
C0103841,NA,NA
C0103842,NA,NA
C0103843,NA,NA
C0103844,NA,NA
C0103845,NA,NA
C0103846,NA,NA
C0103847,NA,NA
C0103848,223.51,113.07
C0103849,220.61,90.7
C0103850,229.62,NA
C0103851,NA,NA
C0103852,NA,NA
C0103853,217.98,NA
C0103854,NA,NA
C0103855,NA,NA
C0103856,NA,NA
C0103858,NA,NA
C0103859,NA,NA
C0103860,NA,NA
C0103861,NA,NA
C0103862,NA,NA
C0103863,NA,NA
C0103864,NA,NA
C0103865,NA,NA
C0103866,NA,NA
C0103867,NA,NA
C0103868,NA,NA
C0103869,NA,NA
C0103870,NA,NA
C0103871,NA,NA
C0103872,NA,NA
C0103873,NA,NA
C0103874,NA,NA
C0103875,NA,NA
C0103876,NA,NA
C0103877,NA,NA
C0103878,NA,NA
C0103879,NA,NA
C0103880,NA,NA
C0103881,NA,NA
C0103882,NA,NA
C0103883,NA,NA
C0103884,NA,NA
C0103885,NA,NA
C0103886,NA,NA
C0103887,227.83,113.08
C0103888,231.98,120.38
C0103889,NA,NA
C0103890,NA,NA
C0103891,NA,NA
C0103892,NA,NA
C0103893,NA,NA
C0103894,NA,NA
C0103895,NA,NA
C0103896,NA,NA
C0103897,NA,NA
C0103898,NA,NA
C0103899,NA,NA
C0103900,NA,NA
C0103901,NA,NA
C0103902,NA,NA
C0103904,NA,NA
C0103905,NA,NA
C0103906,NA,NA
C0103907,NA,NA
C0103908,NA,NA
C0103909,NA,NA
C0103910,NA,NA
C0103911,NA,NA
C0103912,NA,NA
C0103913,NA,NA
C0103914,NA,NA
C0103915,NA,NA
C0103916,NA,NA
C0103917,NA,115.47
C0103918,NA,NA
C0103919,NA,NA
C0103920,220.66,NA
C0103921,NA,NA
C0103922,NA,NA
C0103923,NA,NA
C0103924,223.31,89.66
C0103925,NA,NA
C0103926,NA,NA
C0103927,NA,NA
C0103928,220.64,102.54
C0103929,NA,96.46
C0103930,NA,NA
C0103931,228.88,NA
C0103932,NA,NA
C0103933,NA,NA
C0103934,NA,NA
C0103935,228.48,NA
C0103936,NA,NA
C0103937,NA,NA
C0103938,NA,87.5
C0103939,NA,NA
C0103940,230.64,105.1
C0103941,224.61,NA
C0103942,228.38,93.06
C0103943,NA,NA
C0103944,NA,103.32
C0103945,NA,NA
C0103946,NA,NA
C0103947,NA,NA
C0103948,NA,NA
C0103949,NA,NA
C0103950,NA,NA
C0103951,NA,NA
C0103952,NA,NA
C0103953,NA,NA
C0103954,NA,NA
C0103955,NA,NA
C0103956,NA,NA
C0103957,NA,NA
C0103958,NA,NA
C0103959,NA,NA
C0103960,NA,NA
C0103961,NA,NA
C0103962,NA,NA
C0103963,NA,NA
C0103964,NA,NA
C0103965,NA,NA
C0103966,NA,NA
C0103968,NA,NA
C0103969,NA,NA
C0103970,NA,NA
C0103971,NA,NA
C0103972,NA,NA
C0103973,NA,NA
C0103974,NA,NA
C0103975,223.51,90.59
C0103976,NA,NA
C0103977,NA,NA
C0103978,NA,NA
C0103979,NA,NA
C0103980,NA,NA
C0103981,NA,NA
C0103982,NA,NA
C0103983,NA,NA
C0103984,NA,NA
C0103985,NA,NA
C0103986,NA,NA
C0103987,NA,NA
C0103996,NA,NA
C0103997,NA,NA
C0103999,NA,NA
C0104000,NA,NA
C0104001,NA,NA
C0104002,NA,NA
C0104003,NA,NA
C0104004,NA,NA
C0104005,NA,NA
C0104007,NA,NA
C0104008,NA,NA
C0104009,NA,NA
C0104010,NA,NA
C0104011,NA,NA
C0104012,NA,NA
C0104013,NA,NA
C0104014,NA,NA
C0104015,NA,NA
C0104016,NA,NA
C0104017,NA,NA
C0104018,NA,NA
C0104019,NA,NA
C0104020,NA,NA
C0104021,NA,NA
C0104022,NA,NA
C0104023,NA,NA
C0104024,NA,NA
C0104025,NA,NA
C0104026,NA,NA
C0104027,NA,NA
C0104028,NA,NA
C0104029,NA,NA
C0104030,NA,NA
C0104031,NA,NA
C0104032,NA,NA
C0104033,NA,NA
C0104034,NA,NA
C0104035,NA,NA
C0104036,NA,NA
C0104037,NA,NA
C0104038,NA,NA
C0104039,NA,NA
C0104040,NA,NA
C0104041,NA,NA
C0104042,NA,NA
C0104043,NA,NA
C0104044,NA,NA
C0104045,NA,NA
C0104046,NA,NA
C0104047,NA,NA
C0104048,NA,NA
C0104049,NA,NA
C0104050,NA,NA
C0104051,NA,NA
C0104052,NA,NA
C0104053,NA,NA
C0104054,NA,NA
C0104055,NA,NA
C0104056,NA,NA
C0104057,NA,NA
C0104058,NA,NA
C0104059,NA,NA
C0104060,NA,NA
C0104061,NA,NA
C0104062,NA,NA
C0104063,NA,NA
C0104064,NA,NA
C0104065,NA,NA
C0104066,NA,NA
C0104084,NA,NA
C0104106,NA,NA
C0104126,NA,NA
C0104137,NA,NA
C0104144,NA,NA
C0104151,NA,NA
C0104171,NA,NA
C0104173,NA,NA
C0104174,NA,NA
C0104175,NA,NA
C0104177,NA,NA
C0104178,NA,NA
C0104179,NA,NA
C0104180,NA,NA
C0104181,NA,NA
C0104182,NA,NA
C0104183,NA,NA
C0104184,NA,NA
C0104185,NA,NA
C0104186,NA,NA
C0104187,NA,NA
C0104188,NA,NA
C0104189,NA,NA
C0104190,NA,NA
C0104191,224.59,105.6
C0104192,NA,NA
C0104193,NA,NA
C0104194,NA,NA
C0104195,NA,NA
C0104196,NA,NA
C0104197,NA,NA
C0104198,NA,NA
C0104199,NA,NA
C0104200,NA,NA
C0104201,NA,NA
C0104202,NA,NA
C0104203,NA,NA
C0104204,NA,NA
C0104205,NA,NA
C0104206,NA,NA
C0104207,NA,NA
C0104208,NA,NA
C0104209,NA,NA
C0104210,NA,NA
C0104211,NA,NA
C0104212,NA,NA
C0104213,NA,NA
C0104214,NA,NA
C0104215,NA,NA
C0104216,NA,NA
C0104217,NA,NA
C0104218,NA,NA
C0104219,NA,NA
C0104220,NA,NA
C0104221,NA,NA
C0104222,NA,NA
C0104223,NA,NA
C0104224,NA,NA
C0104225,NA,NA
C0104227,NA,NA
C0104228,NA,NA
C0104229,NA,NA
C0104230,NA,NA
C0104231,NA,NA
C0104232,NA,NA
C0104233,NA,NA
C0104234,NA,NA
C0104235,NA,NA
C0104236,NA,NA
C0104237,NA,NA
C0104238,NA,NA
C0104239,NA,NA
C0104240,NA,NA
C0104241,NA,NA
C0104242,NA,NA
C0104243,NA,NA
C0104245,NA,NA
C0104246,NA,NA
C0104247,NA,NA
C0104248,NA,NA
C0104249,NA,NA
C0104250,NA,NA
C0104251,NA,NA
C0104252,NA,NA
C0104253,NA,NA
C0104254,NA,NA
C0104255,NA,NA
C0104256,NA,NA
C0104257,NA,NA
C0104258,NA,NA
C0104259,NA,NA
C0104260,NA,NA
C0104261,NA,NA
C0104262,NA,NA
C0104263,NA,NA
C0104264,NA,NA
C0104265,NA,NA
C0104266,NA,NA
C0104269,NA,NA
C0104270,NA,NA
C0104271,NA,NA
C0104272,NA,NA
C0104273,NA,NA
C0104274,NA,NA
C0104276,NA,NA
C0104277,NA,NA
C0104278,NA,NA
C0104279,NA,NA
C0104280,NA,NA
C0104281,NA,NA
C0104282,NA,NA
C0104283,NA,NA
C0104284,NA,NA
C0104285,NA,NA
C0104286,NA,NA
C0104287,NA,NA
C0104288,NA,NA
C0104289,NA,NA
C0104290,NA,NA
C0104291,NA,NA
C0104292,NA,NA
C0104293,NA,NA
C0104294,NA,NA
C0104295,NA,NA
C0104296,NA,NA
C0104298,NA,NA
C0104300,NA,NA
C0104301,NA,NA
C0104302,NA,NA
C0104303,NA,NA
C0104304,NA,NA
C0104307,NA,NA
C0104308,NA,NA
C0104309,NA,NA
C0104310,NA,NA
C0104313,NA,NA
C0104314,NA,NA
C0104315,NA,NA
C0104316,NA,NA
C0104317,NA,NA
C0104318,NA,NA
C0104319,NA,NA
C0104321,NA,NA
C0104322,NA,NA
C0104323,NA,NA
C0104324,NA,NA
C0104326,NA,NA
C0104327,NA,NA
C0104328,NA,NA
C0104330,NA,NA
C0104331,NA,NA
C0104332,NA,NA
C0104333,NA,NA
C0104334,NA,NA
C0104335,NA,NA
C0104336,NA,NA
C0104337,NA,NA
C0104339,NA,NA
C0104340,NA,NA
C0104341,NA,NA
C0104342,NA,NA
C0104343,NA,NA
C0104344,NA,NA
C0104347,NA,NA
C0104348,NA,NA
C0104349,NA,NA
C0104350,NA,NA
C0104351,NA,NA
C0104352,NA,NA
C0104353,NA,NA
C0104354,NA,NA
C0104355,NA,NA
C0104356,NA,NA
C0104357,NA,NA
C0104358,NA,NA
C0104359,NA,NA
C0104360,NA,NA
C0104361,NA,NA
