accenumb,campaign,plant_height
1953-HOR-VU-5,1993-1994,97
1956-HOR-VU-15,1993-1994,96
1959-HOR-VU-3,1993-1994,99
1962-HOR-VU-13,1993-1994,116
1964-HOR-VU-53,1993-1994,109
1979-HOR-VU-233,1993-1994,102
1980-HOR-VU-232,1993-1994,119
1981-HOR-VU-31,1993-1994,117
1988-HOR-VU-142,1993-1994,91
1988-HOR-VU-143,1993-1994,86
1988-HOR-VU-144,1993-1994,93
1988-HOR-VU-145,1993-1994,82
1988-HOR-VU-146,1993-1994,109
1988-HOR-VU-147,1993-1994,103
1988-HOR-VU-148,1993-1994,95
1988-HOR-VU-149,1993-1994,110
1988-HOR-VU-150,1993-1994,102
1988-HOR-VU-151,1993-1994,104
1988-HOR-VU-152,1993-1994,110
1988-HOR-VU-153,1993-1994,95
1988-HOR-VU-154,1993-1994,103
1988-HOR-VU-155,1993-1994,91
1988-HOR-VU-156,1993-1994,101
1989-HOR-VU-328,1993-1994,91
1989-HOR-VU-329,1993-1994,106
1991-HOR-VU-10,1993-1994,95
1991-HOR-VU-11,1993-1994,92
1991-HOR-VU-12,1993-1994,91
1991-HOR-VU-13,1993-1994,81
1991-HOR-VU-14,1993-1994,87
1991-HOR-VU-15,1993-1994,92
1991-HOR-VU-16,1993-1994,93
1991-HOR-VU-17,1993-1994,104
1991-HOR-VU-18,1993-1994,99
1991-HOR-VU-19,1993-1994,96
1991-HOR-VU-2,1993-1994,87
1991-HOR-VU-20,1993-1994,88
1991-HOR-VU-22,1993-1994,91
1991-HOR-VU-23,1993-1994,92
1991-HOR-VU-24,1993-1994,91
1991-HOR-VU-25,1993-1994,91
1991-HOR-VU-26,1993-1994,94
1991-HOR-VU-29,1993-1994,98
1991-HOR-VU-3,1993-1994,86
1991-HOR-VU-30,1993-1994,91
1991-HOR-VU-31,1993-1994,95
1991-HOR-VU-32,1993-1994,99
1991-HOR-VU-33,1993-1994,91
1991-HOR-VU-35,1993-1994,93
1991-HOR-VU-36,1993-1994,87
1991-HOR-VU-37,1993-1994,107
1991-HOR-VU-4,1993-1994,86
1991-HOR-VU-40,1993-1994,99
1991-HOR-VU-41,1993-1994,101
1991-HOR-VU-42,1993-1994,99
1991-HOR-VU-43,1993-1994,91
1991-HOR-VU-44,1993-1994,92
1991-HOR-VU-45,1993-1994,109
1991-HOR-VU-46,1993-1994,88
1991-HOR-VU-47,1993-1994,99
1991-HOR-VU-48,1993-1994,99
1991-HOR-VU-49,1993-1994,86
1991-HOR-VU-5,1993-1994,101
1991-HOR-VU-50,1993-1994,92
1991-HOR-VU-51,1993-1994,87
1991-HOR-VU-52,1993-1994,102
1991-HOR-VU-53,1993-1994,91
1991-HOR-VU-56,1993-1994,125
1991-HOR-VU-6,1993-1994,93
1991-HOR-VU-7,1993-1994,94
1991-HOR-VU-8,1993-1994,92
1991-HOR-VU-82,1993-1994,94
1991-HOR-VU-83,1993-1994,119
1991-HOR-VU-85,1993-1994,99
1991-HOR-VU-87,1993-1994,110
1991-HOR-VU-88,1993-1994,114
1991-HOR-VU-89,1993-1994,94
1991-HOR-VU-9,1993-1994,95
1991-HOR-VU-90,1993-1994,110
1991-HOR-VU-94,1993-1994,109
1992-HOR-VU-1003,1993-1994,103.2
1992-HOR-VU-1004,1993-1994,99.4
1992-HOR-VU-1005,1993-1994,97.8
1992-HOR-VU-1007,1993-1994,99.6
1992-HOR-VU-101,1993-1994,98
1992-HOR-VU-1010,1993-1994,110
1992-HOR-VU-1012,1993-1994,109.3
1992-HOR-VU-1015,1993-1994,103.4
1992-HOR-VU-1016,1993-1994,106.4
1992-HOR-VU-1017,1993-1994,112.8
1992-HOR-VU-1018,1993-1994,128.8
1992-HOR-VU-1019,1993-1994,128
1992-HOR-VU-1020,1993-1994,126
1992-HOR-VU-1022,1993-1994,103.8
1992-HOR-VU-1023,1993-1994,92.3
1992-HOR-VU-1028,1993-1994,113.8
1992-HOR-VU-103,1993-1994,91
1992-HOR-VU-1032,1993-1994,126.4
1992-HOR-VU-1033,1993-1994,117.8
1992-HOR-VU-1034,1993-1994,110.2
1992-HOR-VU-1035,1993-1994,118.4
1992-HOR-VU-104,1993-1994,90.2
1992-HOR-VU-106,1993-1994,99.4
1992-HOR-VU-107,1993-1994,94.6
1992-HOR-VU-108,1993-1994,94
1992-HOR-VU-110,1993-1994,95.4
1992-HOR-VU-111,1993-1994,92.4
1992-HOR-VU-112,1993-1994,69.6
1992-HOR-VU-113,1993-1994,103
1992-HOR-VU-114,1993-1994,99.7
1992-HOR-VU-115,1993-1994,97.2
1992-HOR-VU-116,1993-1994,97.6
1992-HOR-VU-118,1993-1994,98.4
1992-HOR-VU-119,1993-1994,111
1992-HOR-VU-120,1993-1994,106.7
1992-HOR-VU-122,1993-1994,114.6
1992-HOR-VU-123,1993-1994,96.5
1992-HOR-VU-124,1993-1994,79
1992-HOR-VU-126,1993-1994,106.4
1992-HOR-VU-126,1993-1994,105
1992-HOR-VU-127,1993-1994,96.5
1992-HOR-VU-129,1993-1994,113.8
1992-HOR-VU-131,1993-1994,103.8
1992-HOR-VU-132,1993-1994,105
1992-HOR-VU-133,1993-1994,75.6
1992-HOR-VU-135,1993-1994,82.6
1992-HOR-VU-145,1993-1994,114.4
1992-HOR-VU-146,1993-1994,95.76
1992-HOR-VU-147,1993-1994,92.2
1992-HOR-VU-150,1993-1994,98.8
1992-HOR-VU-151,1993-1994,106.8
1992-HOR-VU-152,1993-1994,91
1992-HOR-VU-153,1993-1994,74.4
1992-HOR-VU-154,1993-1994,99.2
1992-HOR-VU-155,1993-1994,86.8
1992-HOR-VU-156,1993-1994,79.6
1992-HOR-VU-157,1993-1994,111
1992-HOR-VU-158,1993-1994,110.6
1992-HOR-VU-159,1993-1994,106.2
1992-HOR-VU-161,1993-1994,100.5
1992-HOR-VU-162,1993-1994,106.5
1992-HOR-VU-163,1993-1994,116.4
1992-HOR-VU-164,1993-1994,115
1992-HOR-VU-165,1993-1994,119
1992-HOR-VU-166,1993-1994,111.5
1992-HOR-VU-167,1993-1994,106
1992-HOR-VU-168,1993-1994,95.2
1992-HOR-VU-170,1993-1994,111.2
1992-HOR-VU-171,1993-1994,113.2
1992-HOR-VU-172,1993-1994,98.6
1992-HOR-VU-173,1993-1994,94.6
1992-HOR-VU-174,1993-1994,92.8
1992-HOR-VU-175,1993-1994,97.2
1992-HOR-VU-176,1993-1994,95.2
1992-HOR-VU-179,1993-1994,88.6
1992-HOR-VU-180,1993-1994,81.2
1992-HOR-VU-181,1993-1994,76.4
1992-HOR-VU-182,1993-1994,103.6
1992-HOR-VU-185,1993-1994,107.2
1992-HOR-VU-186,1993-1994,95.5
1992-HOR-VU-189,1993-1994,72.4
1992-HOR-VU-190,1993-1994,88
1992-HOR-VU-192,1993-1994,100.8
1992-HOR-VU-194,1993-1994,93.2
1992-HOR-VU-195,1993-1994,101.6
1992-HOR-VU-197,1993-1994,106.9
1992-HOR-VU-198,1993-1994,85.4
1992-HOR-VU-199,1993-1994,104
1992-HOR-VU-200,1993-1994,107.8
1992-HOR-VU-201,1993-1994,104.6
1992-HOR-VU-202,1993-1994,98.4
1992-HOR-VU-205,1993-1994,112.4
1992-HOR-VU-207,1993-1994,85
1992-HOR-VU-210,1993-1994,106
1992-HOR-VU-211,1993-1994,94.6
1992-HOR-VU-212,1993-1994,101.2
1992-HOR-VU-213,1993-1994,112.8
1992-HOR-VU-215,1993-1994,100
1992-HOR-VU-216,1993-1994,91
1992-HOR-VU-217,1993-1994,93.8
1992-HOR-VU-218,1993-1994,84.2
1992-HOR-VU-220,1993-1994,95.2
1992-HOR-VU-221,1993-1994,94.2
1992-HOR-VU-222,1993-1994,101
1992-HOR-VU-223,1993-1994,81
1992-HOR-VU-225,1993-1994,85.4
1992-HOR-VU-226,1993-1994,89
1992-HOR-VU-227,1993-1994,80.6
1992-HOR-VU-228,1993-1994,89.8
1992-HOR-VU-229,1993-1994,81.5
1992-HOR-VU-230,1993-1994,84.6
1992-HOR-VU-231,1993-1994,84
1992-HOR-VU-233,1993-1994,88.2
1992-HOR-VU-234,1993-1994,78.4
1992-HOR-VU-235,1993-1994,84.6
1992-HOR-VU-236,1993-1994,99.6
1992-HOR-VU-237,1993-1994,84.2
1992-HOR-VU-238,1993-1994,82.2
1992-HOR-VU-240,1993-1994,84.6
1992-HOR-VU-241,1993-1994,90.4
1992-HOR-VU-243,1993-1994,79.8
1992-HOR-VU-245,1993-1994,108.4
1992-HOR-VU-246,1993-1994,103
1992-HOR-VU-247,1993-1994,67.6
1992-HOR-VU-248,1993-1994,113.4
1992-HOR-VU-251,1993-1994,109.8
1992-HOR-VU-252,1993-1994,110.4
1992-HOR-VU-252,1993-1994,105.4
1992-HOR-VU-253,1993-1994,121.1
1992-HOR-VU-253,1993-1994,115.8
1992-HOR-VU-255,1993-1994,116.8
1992-HOR-VU-255,1993-1994,121.4
1992-HOR-VU-256,1993-1994,113.5
1992-HOR-VU-257,1993-1994,109
1992-HOR-VU-257,1993-1994,108.4
1992-HOR-VU-258,1993-1994,107.4
1992-HOR-VU-258,1993-1994,107
1992-HOR-VU-259,1993-1994,109.4
1992-HOR-VU-260,1993-1994,115.8
1992-HOR-VU-260,1993-1994,108
1992-HOR-VU-261,1993-1994,93.7
1992-HOR-VU-261,1993-1994,108.1
1992-HOR-VU-262,1993-1994,111.2
1992-HOR-VU-263,1993-1994,111.2
1992-HOR-VU-263,1993-1994,115.6
1992-HOR-VU-264,1993-1994,112.4
1992-HOR-VU-264,1993-1994,110.2
1992-HOR-VU-265,1993-1994,116.5
1992-HOR-VU-266,1993-1994,108.6
1992-HOR-VU-266,1993-1994,110.1
1992-HOR-VU-267,1993-1994,112.4
1992-HOR-VU-268,1993-1994,104.2
1992-HOR-VU-268,1993-1994,117.6
1992-HOR-VU-269,1993-1994,112
1992-HOR-VU-271,1993-1994,108
1992-HOR-VU-272,1993-1994,112.2
1992-HOR-VU-272,1993-1994,103.6
1992-HOR-VU-274,1993-1994,112
1992-HOR-VU-275,1993-1994,108
1992-HOR-VU-276,1993-1994,108.8
1992-HOR-VU-277,1993-1994,107
1992-HOR-VU-278,1993-1994,92.3
1992-HOR-VU-279,1993-1994,100.6
1992-HOR-VU-281,1993-1994,125.8
1992-HOR-VU-287,1993-1994,97.7
1992-HOR-VU-292,1993-1994,103.6
1992-HOR-VU-293,1993-1994,102.5
1992-HOR-VU-294,1993-1994,113
1992-HOR-VU-295,1993-1994,104.6
1992-HOR-VU-297,1993-1994,102.6
1992-HOR-VU-298,1993-1994,112
1992-HOR-VU-299,1993-1994,103
1992-HOR-VU-301,1993-1994,115.4
1992-HOR-VU-302,1993-1994,118
1992-HOR-VU-64,1993-1994,71.1
1992-HOR-VU-68,1993-1994,110.5
1992-HOR-VU-73,1993-1994,94.8
1992-HOR-VU-74,1993-1994,87.2
1992-HOR-VU-75,1993-1994,93.6
1992-HOR-VU-754,1993-1994,115
1992-HOR-VU-758,1993-1994,105.8
1992-HOR-VU-76,1993-1994,102.5
1992-HOR-VU-77,1993-1994,96.2
1992-HOR-VU-78,1993-1994,86.6
1992-HOR-VU-79,1993-1994,87.5
1992-HOR-VU-82,1993-1994,80.4
1992-HOR-VU-83,1993-1994,78.5
1992-HOR-VU-84,1993-1994,89.2
1992-HOR-VU-859,1993-1994,104
1992-HOR-VU-86,1993-1994,95.4
1992-HOR-VU-860,1993-1994,109.8
1992-HOR-VU-861,1993-1994,126.2
1992-HOR-VU-862,1993-1994,104.8
1992-HOR-VU-863,1993-1994,106.4
1992-HOR-VU-864,1993-1994,115.2
1992-HOR-VU-865,1993-1994,120.8
1992-HOR-VU-866,1993-1994,112.4
1992-HOR-VU-867,1993-1994,111.6
1992-HOR-VU-868,1993-1994,104.5
1992-HOR-VU-869,1993-1994,107.2
1992-HOR-VU-87,1993-1994,102.2
1992-HOR-VU-878,1993-1994,114.8
1992-HOR-VU-879,1993-1994,102.4
1992-HOR-VU-88,1993-1994,87.8
1992-HOR-VU-880,1993-1994,102.7
1992-HOR-VU-881,1993-1994,103.2
1992-HOR-VU-882,1993-1994,108.6
1992-HOR-VU-883,1993-1994,113.8
1992-HOR-VU-885,1993-1994,93.8
1992-HOR-VU-886,1993-1994,110.2
1992-HOR-VU-888,1993-1994,116
1992-HOR-VU-889,1993-1994,115.8
1992-HOR-VU-89,1993-1994,83.7
1992-HOR-VU-890,1993-1994,113.6
1992-HOR-VU-891,1993-1994,108
1992-HOR-VU-894,1993-1994,107.2
1992-HOR-VU-898,1993-1994,101.4
1992-HOR-VU-899,1993-1994,115.2
1992-HOR-VU-90,1993-1994,87.2
1992-HOR-VU-900,1993-1994,101.6
1992-HOR-VU-902,1993-1994,108.6
1992-HOR-VU-903,1993-1994,110.2
1992-HOR-VU-906,1993-1994,114
1992-HOR-VU-908,1993-1994,117.6
1992-HOR-VU-909,1993-1994,106.6
1992-HOR-VU-91,1993-1994,103.4
1992-HOR-VU-911,1993-1994,107
1992-HOR-VU-912,1993-1994,117.6
1992-HOR-VU-913,1993-1994,115.6
1992-HOR-VU-915,1993-1994,103
1992-HOR-VU-916,1993-1994,119.2
1992-HOR-VU-918,1993-1994,115.2
1992-HOR-VU-919,1993-1994,116.4
1992-HOR-VU-92,1993-1994,104.2
1992-HOR-VU-921,1993-1994,114
1992-HOR-VU-926,1993-1994,87.8
1992-HOR-VU-927,1993-1994,101
1992-HOR-VU-928,1993-1994,90.7
1992-HOR-VU-929,1993-1994,105.8
1992-HOR-VU-931,1993-1994,107.5
1992-HOR-VU-933,1993-1994,116.2
1992-HOR-VU-934,1993-1994,110.7
1992-HOR-VU-935,1993-1994,116.6
1992-HOR-VU-94,1993-1994,89.6
1992-HOR-VU-940,1993-1994,122.6
1992-HOR-VU-942,1993-1994,119.4
1992-HOR-VU-945,1993-1994,124.2
1992-HOR-VU-95,1993-1994,114.6
1992-HOR-VU-950,1993-1994,121.4
1992-HOR-VU-951,1993-1994,121.4
1992-HOR-VU-952,1993-1994,118
1992-HOR-VU-953,1993-1994,117.6
1992-HOR-VU-954,1993-1994,103
1992-HOR-VU-955,1993-1994,98.8
1992-HOR-VU-956,1993-1994,110.4
1992-HOR-VU-96,1993-1994,116.8
1992-HOR-VU-960,1993-1994,110.2
1992-HOR-VU-962,1993-1994,110.4
1992-HOR-VU-963,1993-1994,109.8
1992-HOR-VU-964,1993-1994,109.8
1992-HOR-VU-966,1993-1994,115.4
1992-HOR-VU-967,1993-1994,118.4
1992-HOR-VU-969,1993-1994,105.6
1992-HOR-VU-972,1993-1994,114.8
1992-HOR-VU-974,1993-1994,116.6
1992-HOR-VU-975,1993-1994,113
1992-HOR-VU-98,1993-1994,83.8
1992-HOR-VU-984,1993-1994,111.4
1992-HOR-VU-987,1993-1994,100.6
1992-HOR-VU-995,1993-1994,105.8
1992-HOR-VU-998,1993-1994,106
1992-HOR-VU-999,1993-1994,96.6
1992-HOR-VU-1003,1994-1995,98
1992-HOR-VU-1004,1994-1995,103
1992-HOR-VU-1005,1994-1995,106.4
1992-HOR-VU-1007,1994-1995,108
1992-HOR-VU-101,1994-1995,108.3
1992-HOR-VU-1010,1994-1995,112
1992-HOR-VU-1012,1994-1995,106
1992-HOR-VU-1015,1994-1995,97
1992-HOR-VU-1016,1994-1995,93
1992-HOR-VU-1017,1994-1995,93
1992-HOR-VU-1018,1994-1995,106
1992-HOR-VU-1019,1994-1995,109
1992-HOR-VU-1020,1994-1995,109
1992-HOR-VU-1022,1994-1995,97
1992-HOR-VU-1023,1994-1995,103
1992-HOR-VU-1028,1994-1995,109.3
1992-HOR-VU-103,1994-1995,108.3
1992-HOR-VU-1032,1994-1995,97
1992-HOR-VU-1033,1994-1995,103.5
1992-HOR-VU-1034,1994-1995,108
1992-HOR-VU-1035,1994-1995,93
1992-HOR-VU-104,1994-1995,103.5
1992-HOR-VU-106,1994-1995,108.3
1992-HOR-VU-107,1994-1995,106.4
1992-HOR-VU-108,1994-1995,106.4
1992-HOR-VU-110,1994-1995,108.3
1992-HOR-VU-111,1994-1995,104.2
1992-HOR-VU-112,1994-1995,79.8
1992-HOR-VU-113,1994-1995,115.6
1992-HOR-VU-114,1994-1995,118
1992-HOR-VU-115,1994-1995,108.3
1992-HOR-VU-116,1994-1995,112.4
1992-HOR-VU-118,1994-1995,108.6
1992-HOR-VU-119,1994-1995,117.2
1992-HOR-VU-122,1994-1995,121.6
1992-HOR-VU-123,1994-1995,111
1992-HOR-VU-124,1994-1995,115.6
1992-HOR-VU-126,1994-1995,94.5
1992-HOR-VU-126,1994-1995,111.5
1992-HOR-VU-127,1994-1995,110.2
1992-HOR-VU-129,1994-1995,115.8
1992-HOR-VU-131,1994-1995,116.6
1992-HOR-VU-132,1994-1995,110.8
1992-HOR-VU-133,1994-1995,117
1992-HOR-VU-135,1994-1995,114.2
1992-HOR-VU-145,1994-1995,95.7
1992-HOR-VU-146,1994-1995,117.6
1992-HOR-VU-147,1994-1995,107.2
1992-HOR-VU-150,1994-1995,106.3
1992-HOR-VU-151,1994-1995,114.5
1992-HOR-VU-152,1994-1995,95.6
1992-HOR-VU-153,1994-1995,80.2
1992-HOR-VU-154,1994-1995,113
1992-HOR-VU-155,1994-1995,114.4
1992-HOR-VU-156,1994-1995,86.5
1992-HOR-VU-157,1994-1995,112
1992-HOR-VU-158,1994-1995,116
1992-HOR-VU-159,1994-1995,94.8
1992-HOR-VU-161,1994-1995,94.7
1992-HOR-VU-162,1994-1995,116.3
1992-HOR-VU-163,1994-1995,126
1992-HOR-VU-164,1994-1995,114.1
1992-HOR-VU-165,1994-1995,108
1992-HOR-VU-166,1994-1995,89.5
1992-HOR-VU-167,1994-1995,97.7
1992-HOR-VU-168,1994-1995,123
1992-HOR-VU-170,1994-1995,108.5
1992-HOR-VU-171,1994-1995,96.4
1992-HOR-VU-172,1994-1995,106.3
1992-HOR-VU-173,1994-1995,102.3
1992-HOR-VU-174,1994-1995,106.5
1992-HOR-VU-175,1994-1995,106.8
1992-HOR-VU-176,1994-1995,112.2
1992-HOR-VU-179,1994-1995,126.3
1992-HOR-VU-180,1994-1995,94.7
1992-HOR-VU-181,1994-1995,75.8
1992-HOR-VU-182,1994-1995,110.6
1992-HOR-VU-185,1994-1995,110
1992-HOR-VU-186,1994-1995,115.4
1992-HOR-VU-189,1994-1995,101.8
1992-HOR-VU-190,1994-1995,107
1992-HOR-VU-192,1994-1995,114
1992-HOR-VU-194,1994-1995,100.5
1992-HOR-VU-195,1994-1995,105.4
1992-HOR-VU-197,1994-1995,96.5
1992-HOR-VU-198,1994-1995,120.4
1992-HOR-VU-199,1994-1995,117.6
1992-HOR-VU-200,1994-1995,106.5
1992-HOR-VU-201,1994-1995,102.8
1992-HOR-VU-202,1994-1995,100
1992-HOR-VU-205,1994-1995,104
1992-HOR-VU-207,1994-1995,105.8
1992-HOR-VU-210,1994-1995,104.8
1992-HOR-VU-211,1994-1995,96
1992-HOR-VU-212,1994-1995,107
1992-HOR-VU-213,1994-1995,103.6
1992-HOR-VU-215,1994-1995,108
1992-HOR-VU-216,1994-1995,108.8
1992-HOR-VU-217,1994-1995,115.8
1992-HOR-VU-218,1994-1995,111
1992-HOR-VU-220,1994-1995,117.8
1992-HOR-VU-221,1994-1995,120.2
1992-HOR-VU-222,1994-1995,117
1992-HOR-VU-223,1994-1995,106.6
1992-HOR-VU-227,1994-1995,65.7
1992-HOR-VU-228,1994-1995,112.3
1992-HOR-VU-229,1994-1995,124.6
1992-HOR-VU-230,1994-1995,114
1992-HOR-VU-231,1994-1995,112.4
1992-HOR-VU-233,1994-1995,83
1992-HOR-VU-234,1994-1995,96.7
1992-HOR-VU-235,1994-1995,111
1992-HOR-VU-236,1994-1995,116
1992-HOR-VU-237,1994-1995,106
1992-HOR-VU-238,1994-1995,116
1992-HOR-VU-240,1994-1995,118.6
1992-HOR-VU-241,1994-1995,111.8
1992-HOR-VU-243,1994-1995,100
1992-HOR-VU-245,1994-1995,97
1992-HOR-VU-246,1994-1995,96.5
1992-HOR-VU-247,1994-1995,105.2
1992-HOR-VU-248,1994-1995,108.3
1992-HOR-VU-251,1994-1995,99.5
1992-HOR-VU-252,1994-1995,108.3
1992-HOR-VU-252,1994-1995,98.7
1992-HOR-VU-253,1994-1995,97.5
1992-HOR-VU-253,1994-1995,96.4
1992-HOR-VU-255,1994-1995,125.8
1992-HOR-VU-255,1994-1995,96.5
1992-HOR-VU-256,1994-1995,119.2
1992-HOR-VU-257,1994-1995,119.8
1992-HOR-VU-257,1994-1995,96.8
1992-HOR-VU-258,1994-1995,96.5
1992-HOR-VU-258,1994-1995,108
1992-HOR-VU-259,1994-1995,85.6
1992-HOR-VU-260,1994-1995,125
1992-HOR-VU-260,1994-1995,94.5
1992-HOR-VU-261,1994-1995,105.6
1992-HOR-VU-261,1994-1995,99.5
1992-HOR-VU-262,1994-1995,117.2
1992-HOR-VU-263,1994-1995,117
1992-HOR-VU-263,1994-1995,99.8
1992-HOR-VU-264,1994-1995,106.3
1992-HOR-VU-264,1994-1995,108.5
1992-HOR-VU-265,1994-1995,120
1992-HOR-VU-266,1994-1995,95
1992-HOR-VU-266,1994-1995,98
1992-HOR-VU-267,1994-1995,118.6
1992-HOR-VU-268,1994-1995,111.8
1992-HOR-VU-268,1994-1995,103.5
1992-HOR-VU-269,1994-1995,108.2
1992-HOR-VU-271,1994-1995,112.4
1992-HOR-VU-272,1994-1995,108
1992-HOR-VU-272,1994-1995,95
1992-HOR-VU-274,1994-1995,96.2
1992-HOR-VU-275,1994-1995,96
1992-HOR-VU-275,1994-1995,102
1992-HOR-VU-276,1994-1995,94.8
1992-HOR-VU-277,1994-1995,96.8
1992-HOR-VU-278,1994-1995,110.5
1992-HOR-VU-279,1994-1995,94.5
1992-HOR-VU-281,1994-1995,102
1992-HOR-VU-287,1994-1995,106.5
1992-HOR-VU-292,1994-1995,112
1992-HOR-VU-293,1994-1995,108.3
1992-HOR-VU-294,1994-1995,106
1992-HOR-VU-295,1994-1995,98.3
1992-HOR-VU-297,1994-1995,98.5
1992-HOR-VU-298,1994-1995,106.7
1992-HOR-VU-299,1994-1995,108
1992-HOR-VU-301,1994-1995,106.5
1992-HOR-VU-302,1994-1995,97.8
1992-HOR-VU-64,1994-1995,98.3
1992-HOR-VU-66,1994-1995,121
1992-HOR-VU-68,1994-1995,126.5
1992-HOR-VU-73,1994-1995,111.6
1992-HOR-VU-74,1994-1995,93.5
1992-HOR-VU-75,1994-1995,120
1992-HOR-VU-754,1994-1995,98
1992-HOR-VU-758,1994-1995,107.3
1992-HOR-VU-76,1994-1995,113.5
1992-HOR-VU-77,1994-1995,114.4
1992-HOR-VU-78,1994-1995,108.3
1992-HOR-VU-79,1994-1995,122.2
1992-HOR-VU-82,1994-1995,98.5
1992-HOR-VU-83,1994-1995,80
1992-HOR-VU-84,1994-1995,110.4
1992-HOR-VU-859,1994-1995,112.5
1992-HOR-VU-86,1994-1995,124.4
1992-HOR-VU-860,1994-1995,102.3
1992-HOR-VU-861,1994-1995,113.5
1992-HOR-VU-862,1994-1995,96.8
1992-HOR-VU-863,1994-1995,108.3
1992-HOR-VU-864,1994-1995,103.2
1992-HOR-VU-865,1994-1995,111.3
1992-HOR-VU-866,1994-1995,110.2
1992-HOR-VU-867,1994-1995,97.5
1992-HOR-VU-868,1994-1995,94.7
1992-HOR-VU-869,1994-1995,102.8
1992-HOR-VU-87,1994-1995,107.7
1992-HOR-VU-878,1994-1995,119.3
1992-HOR-VU-879,1994-1995,113.6
1992-HOR-VU-88,1994-1995,104.8
1992-HOR-VU-880,1994-1995,97
1992-HOR-VU-881,1994-1995,97.5
1992-HOR-VU-882,1994-1995,95.7
1992-HOR-VU-883,1994-1995,98
1992-HOR-VU-885,1994-1995,113.5
1992-HOR-VU-886,1994-1995,119.5
1992-HOR-VU-888,1994-1995,95.7
1992-HOR-VU-889,1994-1995,97.5
1992-HOR-VU-89,1994-1995,115.6
1992-HOR-VU-890,1994-1995,97.8
1992-HOR-VU-891,1994-1995,97.5
1992-HOR-VU-894,1994-1995,98.5
1992-HOR-VU-898,1994-1995,98
1992-HOR-VU-899,1994-1995,93
1992-HOR-VU-90,1994-1995,108.2
1992-HOR-VU-900,1994-1995,93.8
1992-HOR-VU-902,1994-1995,97.8
1992-HOR-VU-903,1994-1995,92
1992-HOR-VU-906,1994-1995,108.3
1992-HOR-VU-908,1994-1995,109.2
1992-HOR-VU-909,1994-1995,102
1992-HOR-VU-91,1994-1995,117.2
1992-HOR-VU-911,1994-1995,97
1992-HOR-VU-912,1994-1995,103
1992-HOR-VU-913,1994-1995,106
1992-HOR-VU-915,1994-1995,93
1992-HOR-VU-916,1994-1995,116
1992-HOR-VU-918,1994-1995,93.5
1992-HOR-VU-919,1994-1995,97
1992-HOR-VU-92,1994-1995,115.2
1992-HOR-VU-921,1994-1995,94.8
