accenumb,campaign,days_to_heading
1996-HOR-VU-138,1999-2000,124
1996-HOR-VU-139,1999-2000,123
1996-HOR-VU-140,1999-2000,125
1996-HOR-VU-141,1999-2000,128
1996-HOR-VU-144,1999-2000,128
1996-HOR-VU-146,1999-2000,135
1996-HOR-VU-147,1999-2000,123
1996-HOR-VU-148,1999-2000,132
1996-HOR-VU-149,1999-2000,129
1996-HOR-VU-15,1999-2000,129
1996-HOR-VU-151,1999-2000,119
1996-HOR-VU-152,1999-2000,125
1996-HOR-VU-153,1999-2000,132
1996-HOR-VU-154,1999-2000,125
1996-HOR-VU-156,1999-2000,122
1996-HOR-VU-157,1999-2000,128
1996-HOR-VU-158,1999-2000,126
1996-HOR-VU-160,1999-2000,119
1996-HOR-VU-161,1999-2000,130
1996-HOR-VU-162,1999-2000,119
1996-HOR-VU-163,1999-2000,126
1996-HOR-VU-164,1999-2000,126
1996-HOR-VU-165,1999-2000,119
1996-HOR-VU-166,1999-2000,132
1996-HOR-VU-167,1999-2000,126
1996-HOR-VU-168,1999-2000,130
1996-HOR-VU-169,1999-2000,126
1996-HOR-VU-17,1999-2000,126
1996-HOR-VU-170,1999-2000,122
1996-HOR-VU-171,1999-2000,124
1996-HOR-VU-172,1999-2000,126
1996-HOR-VU-173,1999-2000,128
1996-HOR-VU-174,1999-2000,126
1996-HOR-VU-175,1999-2000,121
1996-HOR-VU-176,1999-2000,119
1996-HOR-VU-177,1999-2000,123
1996-HOR-VU-180,1999-2000,126
1996-HOR-VU-181,1999-2000,129
1996-HOR-VU-182,1999-2000,134
1996-HOR-VU-183,1999-2000,125
1996-HOR-VU-187,1999-2000,130
1996-HOR-VU-188,1999-2000,126
1996-HOR-VU-189,1999-2000,119
1996-HOR-VU-190,1999-2000,124
1996-HOR-VU-191,1999-2000,120
1996-HOR-VU-192,1999-2000,121
1996-HOR-VU-193,1999-2000,130
1996-HOR-VU-194,1999-2000,120
1996-HOR-VU-195,1999-2000,129
1996-HOR-VU-196,1999-2000,126
1996-HOR-VU-198,1999-2000,122
1996-HOR-VU-199,1999-2000,126
1996-HOR-VU-202,1999-2000,128
1996-HOR-VU-203,1999-2000,130
1996-HOR-VU-204,1999-2000,128
1996-HOR-VU-205,1999-2000,126
1996-HOR-VU-206,1999-2000,132
1996-HOR-VU-207,1999-2000,125
1996-HOR-VU-209,1999-2000,119
1996-HOR-VU-210,1999-2000,126
1996-HOR-VU-212,1999-2000,126
1996-HOR-VU-213,1999-2000,125
1996-HOR-VU-214,1999-2000,129
1996-HOR-VU-215,1999-2000,126
1996-HOR-VU-216,1999-2000,130
1996-HOR-VU-217,1999-2000,129
1996-HOR-VU-219,1999-2000,129
1996-HOR-VU-220,1999-2000,124
1996-HOR-VU-221,1999-2000,122
1996-HOR-VU-222,1999-2000,128
1996-HOR-VU-223,1999-2000,128
1996-HOR-VU-224,1999-2000,132
1996-HOR-VU-225,1999-2000,126
1996-HOR-VU-226,1999-2000,132
1996-HOR-VU-227,1999-2000,127
1996-HOR-VU-229,1999-2000,132
1996-HOR-VU-230,1999-2000,126
1996-HOR-VU-231,1999-2000,124
1996-HOR-VU-232,1999-2000,128
1996-HOR-VU-233,1999-2000,130
1996-HOR-VU-235,1999-2000,124
1996-HOR-VU-236,1999-2000,132
1996-HOR-VU-237,1999-2000,127
1996-HOR-VU-238,1999-2000,128
1996-HOR-VU-239,1999-2000,132
1996-HOR-VU-241,1999-2000,127
1996-HOR-VU-242,1999-2000,124
1996-HOR-VU-243,1999-2000,124
1996-HOR-VU-244,1999-2000,129
1996-HOR-VU-245,1999-2000,126
1996-HOR-VU-246,1999-2000,126
1996-HOR-VU-247,1999-2000,125
1996-HOR-VU-248,1999-2000,126
1996-HOR-VU-249,1999-2000,128
1996-HOR-VU-250,1999-2000,121
1996-HOR-VU-251,1999-2000,120
1996-HOR-VU-252,1999-2000,129
1996-HOR-VU-253,1999-2000,119
1996-HOR-VU-255,1999-2000,125
1996-HOR-VU-256,1999-2000,124
1996-HOR-VU-257,1999-2000,122
1996-HOR-VU-258,1999-2000,130
1996-HOR-VU-259,1999-2000,126
1996-HOR-VU-260,1999-2000,132
1996-HOR-VU-261,1999-2000,121
1996-HOR-VU-262,1999-2000,126
1996-HOR-VU-263,1999-2000,124
1996-HOR-VU-264,1999-2000,122
1996-HOR-VU-265,1999-2000,127
1996-HOR-VU-267,1999-2000,131
1996-HOR-VU-268,1999-2000,125
1996-HOR-VU-269,1999-2000,129
1996-HOR-VU-270,1999-2000,124
1996-HOR-VU-271,1999-2000,130
1996-HOR-VU-272,1999-2000,130
1996-HOR-VU-273,1999-2000,129
1996-HOR-VU-274,1999-2000,124
1996-HOR-VU-276,1999-2000,129
1996-HOR-VU-277,1999-2000,126
1996-HOR-VU-278,1999-2000,128
1996-HOR-VU-279,1999-2000,121
1996-HOR-VU-280,1999-2000,125
1996-HOR-VU-281,1999-2000,127
1996-HOR-VU-282,1999-2000,122
1996-HOR-VU-283,1999-2000,128
1996-HOR-VU-284,1999-2000,125
1996-HOR-VU-285,1999-2000,120
1996-HOR-VU-286,1999-2000,128
1996-HOR-VU-287,1999-2000,126
1996-HOR-VU-288,1999-2000,119
1996-HOR-VU-289,1999-2000,124
1996-HOR-VU-290,1999-2000,124
1996-HOR-VU-291,1999-2000,126
1996-HOR-VU-292,1999-2000,128
1996-HOR-VU-293,1999-2000,125
1996-HOR-VU-30,1999-2000,123
1996-HOR-VU-32,1999-2000,129
1996-HOR-VU-36,1999-2000,122
1996-HOR-VU-37,1999-2000,119
1996-HOR-VU-38,1999-2000,130
1996-HOR-VU-40,1999-2000,122
1996-HOR-VU-41,1999-2000,128
1996-HOR-VU-42,1999-2000,126
1996-HOR-VU-43,1999-2000,126
1996-HOR-VU-44,1999-2000,127
1996-HOR-VU-45,1999-2000,128
1996-HOR-VU-46,1999-2000,127
1996-HOR-VU-47,1999-2000,121
1996-HOR-VU-48,1999-2000,124
1996-HOR-VU-49,1999-2000,122
1996-HOR-VU-5,1999-2000,121
1996-HOR-VU-50,1999-2000,127
1996-HOR-VU-51,1999-2000,124
1996-HOR-VU-52,1999-2000,124
1996-HOR-VU-53,1999-2000,128
1996-HOR-VU-54,1999-2000,121
1996-HOR-VU-56,1999-2000,128
1996-HOR-VU-57,1999-2000,126
1996-HOR-VU-59,1999-2000,121
1996-HOR-VU-60,1999-2000,119
1996-HOR-VU-61,1999-2000,128
1996-HOR-VU-62,1999-2000,130
1996-HOR-VU-64,1999-2000,124
1996-HOR-VU-65,1999-2000,129
1996-HOR-VU-66,1999-2000,130
1996-HOR-VU-68,1999-2000,129
1996-HOR-VU-69,1999-2000,129
1996-HOR-VU-70,1999-2000,128
1996-HOR-VU-71,1999-2000,122
1996-HOR-VU-72,1999-2000,124
1996-HOR-VU-73,1999-2000,124
1996-HOR-VU-74,1999-2000,126
1996-HOR-VU-76,1999-2000,121
1996-HOR-VU-77,1999-2000,124
1996-HOR-VU-79,1999-2000,130
1996-HOR-VU-81,1999-2000,128
1996-HOR-VU-82,1999-2000,126
1996-HOR-VU-85,1999-2000,129
1996-HOR-VU-86,1999-2000,134
1996-HOR-VU-89,1999-2000,132
1996-HOR-VU-90,1999-2000,130
1996-HOR-VU-91,1999-2000,134
1996-HOR-VU-92,1999-2000,138
1996-HOR-VU-93,1999-2000,132
1996-HOR-VU-94,1999-2000,127
1996-HOR-VU-95,1999-2000,132
1996-HOR-VU-96,1999-2000,130
1996-HOR-VU-97,1999-2000,136
1996-HOR-VU-98,1999-2000,136
1996-HOR-VU-99,1999-2000,138
1953-HOR-VU-5,2010-2011,132
1956-HOR-VU-15,2010-2011,132
1959-HOR-VU-3,2010-2011,130
1962-HOR-VU-13,2010-2011,125
1964-HOR-VU-53,2010-2011,129
1979-HOR-VU-233,2010-2011,126
1981-HOR-VU-31,2010-2011,133
1988-HOR-VU-142,2010-2011,125
1988-HOR-VU-143,2010-2011,127
1988-HOR-VU-144,2010-2011,124
1988-HOR-VU-145,2010-2011,126
1988-HOR-VU-146,2010-2011,121
1988-HOR-VU-147,2010-2011,123
1988-HOR-VU-148,2010-2011,124
1988-HOR-VU-149,2010-2011,127
1988-HOR-VU-150,2010-2011,121
1988-HOR-VU-151,2010-2011,119
1988-HOR-VU-152,2010-2011,122
1988-HOR-VU-153,2010-2011,125
1988-HOR-VU-154,2010-2011,125
1988-HOR-VU-155,2010-2011,128
1988-HOR-VU-156,2010-2011,123
1989-HOR-VU-328,2010-2011,121
1989-HOR-VU-329,2010-2011,133
1991-HOR-VU-10,2010-2011,124
1991-HOR-VU-11,2010-2011,131
1991-HOR-VU-12,2010-2011,131
1991-HOR-VU-13,2010-2011,131
1991-HOR-VU-14,2010-2011,132
1991-HOR-VU-15,2010-2011,130
1991-HOR-VU-16,2010-2011,131
1991-HOR-VU-17,2010-2011,130
1991-HOR-VU-18,2010-2011,130
1991-HOR-VU-19,2010-2011,131
1991-HOR-VU-2,2010-2011,129
1991-HOR-VU-20,2010-2011,131
1991-HOR-VU-22,2010-2011,133
1991-HOR-VU-23,2010-2011,133
1991-HOR-VU-24,2010-2011,131
1991-HOR-VU-25,2010-2011,131
1991-HOR-VU-26,2010-2011,133
1991-HOR-VU-29,2010-2011,131
1991-HOR-VU-3,2010-2011,131
1991-HOR-VU-30,2010-2011,130
1991-HOR-VU-31,2010-2011,123
1991-HOR-VU-32,2010-2011,124
1991-HOR-VU-33,2010-2011,125
1991-HOR-VU-35,2010-2011,127
1991-HOR-VU-36,2010-2011,123
1991-HOR-VU-37,2010-2011,123
1991-HOR-VU-4,2010-2011,130
1991-HOR-VU-40,2010-2011,127
1991-HOR-VU-41,2010-2011,134
1991-HOR-VU-42,2010-2011,123
1991-HOR-VU-43,2010-2011,121
1991-HOR-VU-44,2010-2011,125
1991-HOR-VU-45,2010-2011,122
1991-HOR-VU-46,2010-2011,121
1991-HOR-VU-47,2010-2011,126
1991-HOR-VU-48,2010-2011,122
1991-HOR-VU-49,2010-2011,123
1991-HOR-VU-5,2010-2011,124
1991-HOR-VU-50,2010-2011,124
1991-HOR-VU-51,2010-2011,133
1991-HOR-VU-52,2010-2011,121
1991-HOR-VU-53,2010-2011,122
1991-HOR-VU-56,2010-2011,122
1991-HOR-VU-6,2010-2011,131
1991-HOR-VU-7,2010-2011,131
1991-HOR-VU-8,2010-2011,131
1991-HOR-VU-82,2010-2011,127
1991-HOR-VU-83,2010-2011,133
1991-HOR-VU-85,2010-2011,126
1991-HOR-VU-87,2010-2011,132
1991-HOR-VU-88,2010-2011,120
1991-HOR-VU-89,2010-2011,128
1991-HOR-VU-9,2010-2011,133
1991-HOR-VU-90,2010-2011,131
1991-HOR-VU-94,2010-2011,133
1953-HOR-VU-5,2011-2012,134
1956-HOR-VU-15,2011-2012,135
1959-HOR-VU-3,2011-2012,132
1962-HOR-VU-13,2011-2012,127
1964-HOR-VU-53,2011-2012,131
1979-HOR-VU-233,2011-2012,129
1980-HOR-VU-232,2011-2012,123
1981-HOR-VU-31,2011-2012,136
1988-HOR-VU-142,2011-2012,127
1988-HOR-VU-143,2011-2012,130
1988-HOR-VU-144,2011-2012,127
1988-HOR-VU-145,2011-2012,129
1988-HOR-VU-146,2011-2012,124
1988-HOR-VU-147,2011-2012,125
1988-HOR-VU-148,2011-2012,126
1988-HOR-VU-149,2011-2012,129
1988-HOR-VU-150,2011-2012,123
1988-HOR-VU-151,2011-2012,122
1988-HOR-VU-152,2011-2012,125
1988-HOR-VU-153,2011-2012,127
1988-HOR-VU-154,2011-2012,128
1988-HOR-VU-155,2011-2012,131
1988-HOR-VU-156,2011-2012,125
1989-HOR-VU-328,2011-2012,123
1989-HOR-VU-329,2011-2012,137
1991-HOR-VU-10,2011-2012,127
1991-HOR-VU-11,2011-2012,133
1991-HOR-VU-12,2011-2012,134
1991-HOR-VU-13,2011-2012,133
1991-HOR-VU-14,2011-2012,134
1991-HOR-VU-15,2011-2012,132
1991-HOR-VU-16,2011-2012,133
1991-HOR-VU-17,2011-2012,132
1991-HOR-VU-18,2011-2012,133
1991-HOR-VU-19,2011-2012,133
1991-HOR-VU-2,2011-2012,131
1991-HOR-VU-20,2011-2012,133
1991-HOR-VU-22,2011-2012,136
1991-HOR-VU-23,2011-2012,135
1991-HOR-VU-24,2011-2012,134
1991-HOR-VU-25,2011-2012,133
1991-HOR-VU-26,2011-2012,135
1991-HOR-VU-29,2011-2012,134
1991-HOR-VU-3,2011-2012,134
1991-HOR-VU-30,2011-2012,133
1991-HOR-VU-31,2011-2012,125
1991-HOR-VU-32,2011-2012,127
1991-HOR-VU-33,2011-2012,128
1991-HOR-VU-35,2011-2012,129
1991-HOR-VU-36,2011-2012,125
1991-HOR-VU-37,2011-2012,125
1991-HOR-VU-4,2011-2012,131
1991-HOR-VU-40,2011-2012,128
1991-HOR-VU-41,2011-2012,137
1991-HOR-VU-42,2011-2012,126
1991-HOR-VU-43,2011-2012,124
1991-HOR-VU-44,2011-2012,128
1991-HOR-VU-45,2011-2012,125
1991-HOR-VU-46,2011-2012,124
1991-HOR-VU-47,2011-2012,129
1991-HOR-VU-48,2011-2012,125
1991-HOR-VU-49,2011-2012,126
1991-HOR-VU-5,2011-2012,127
1991-HOR-VU-50,2011-2012,126
1991-HOR-VU-51,2011-2012,135
1991-HOR-VU-52,2011-2012,124
1991-HOR-VU-53,2011-2012,125
1991-HOR-VU-56,2011-2012,125
1991-HOR-VU-6,2011-2012,133
1991-HOR-VU-7,2011-2012,133
1991-HOR-VU-8,2011-2012,134
1991-HOR-VU-82,2011-2012,129
1991-HOR-VU-83,2011-2012,135
1991-HOR-VU-85,2011-2012,129
1991-HOR-VU-87,2011-2012,135
1991-HOR-VU-88,2011-2012,131
1991-HOR-VU-89,2011-2012,130
1991-HOR-VU-9,2011-2012,135
1991-HOR-VU-90,2011-2012,133
1991-HOR-VU-94,2011-2012,135
1992-HOR-VU-103,2012-2013,173
1992-HOR-VU-20,2012-2013,169
1992-HOR-VU-7,2012-2013,169
1996-HOR-VU-10,2012-2013,172
1996-HOR-VU-18,2012-2013,172
1996-HOR-VU-19,2012-2013,173
1996-HOR-VU-22,2012-2013,174
1996-HOR-VU-23,2012-2013,172
1996-HOR-VU-24,2012-2013,172
1996-HOR-VU-33,2012-2013,174
1996-HOR-VU-6,2012-2013,172
1999-HOR-VU-53,2012-2013,167
1999-HOR-VU-59,2012-2013,167
2003-HOR-VU-2,2012-2013,172
2013-HOR-VU-41,2012-2013,168
2013-HOR-VU-42,2012-2013,168
2013-HOR-VU-43,2012-2013,167
2013-HOR-VU-44,2012-2013,164
1992-HOR-VU-103,2013-2014,174
1992-HOR-VU-20,2013-2014,171
1992-HOR-VU-7,2013-2014,171
1996-HOR-VU-10,2013-2014,173
1996-HOR-VU-18,2013-2014,173
1996-HOR-VU-19,2013-2014,174
1996-HOR-VU-22,2013-2014,175
1996-HOR-VU-23,2013-2014,173
1996-HOR-VU-24,2013-2014,174
1996-HOR-VU-33,2013-2014,175
1996-HOR-VU-6,2013-2014,173
1999-HOR-VU-53,2013-2014,169
1999-HOR-VU-59,2013-2014,169
2003-HOR-VU-2,2013-2014,173
2013-HOR-VU-41,2013-2014,170
2013-HOR-VU-42,2013-2014,170
2013-HOR-VU-43,2013-2014,169
2013-HOR-VU-44,2013-2014,166
1992-HOR-VU-103,2014-2015,176
1992-HOR-VU-20,2014-2015,172
1992-HOR-VU-7,2014-2015,172
1996-HOR-VU-10,2014-2015,175
1996-HOR-VU-18,2014-2015,175
1996-HOR-VU-19,2014-2015,176
1996-HOR-VU-22,2014-2015,177
1996-HOR-VU-23,2014-2015,175
1996-HOR-VU-24,2014-2015,175
1996-HOR-VU-33,2014-2015,177
1996-HOR-VU-6,2014-2015,175
1999-HOR-VU-53,2014-2015,170
1999-HOR-VU-59,2014-2015,170
2003-HOR-VU-2,2014-2015,175
2013-HOR-VU-41,2014-2015,171
2013-HOR-VU-42,2014-2015,172
2013-HOR-VU-43,2014-2015,170
2013-HOR-VU-44,2014-2015,168
