accenumb,campaign,days_to_heading
1992-HOR-VU-146,1993-1994,129
1992-HOR-VU-147,1993-1994,128
1992-HOR-VU-150,1993-1994,129
1992-HOR-VU-151,1993-1994,128
1992-HOR-VU-152,1993-1994,111
1992-HOR-VU-153,1993-1994,116
1992-HOR-VU-154,1993-1994,126
1992-HOR-VU-155,1993-1994,119
1992-HOR-VU-156,1993-1994,115
1992-HOR-VU-157,1993-1994,128
1992-HOR-VU-158,1993-1994,119
1992-HOR-VU-159,1993-1994,125
1992-HOR-VU-161,1993-1994,118
1992-HOR-VU-162,1993-1994,124
1992-HOR-VU-163,1993-1994,118
1992-HOR-VU-164,1993-1994,117
1992-HOR-VU-165,1993-1994,129
1992-HOR-VU-166,1993-1994,119
1992-HOR-VU-167,1993-1994,129
1992-HOR-VU-168,1993-1994,116
1992-HOR-VU-170,1993-1994,125
1992-HOR-VU-171,1993-1994,114
1992-HOR-VU-172,1993-1994,129
1992-HOR-VU-173,1993-1994,123
1992-HOR-VU-174,1993-1994,124
1992-HOR-VU-175,1993-1994,129
1992-HOR-VU-176,1993-1994,116
1992-HOR-VU-179,1993-1994,118
1992-HOR-VU-180,1993-1994,128
1992-HOR-VU-181,1993-1994,125
1992-HOR-VU-182,1993-1994,116
1992-HOR-VU-185,1993-1994,127
1992-HOR-VU-186,1993-1994,117
1992-HOR-VU-189,1993-1994,115
1992-HOR-VU-190,1993-1994,129
1992-HOR-VU-192,1993-1994,123
1992-HOR-VU-194,1993-1994,126
1992-HOR-VU-195,1993-1994,108
1992-HOR-VU-197,1993-1994,116
1992-HOR-VU-198,1993-1994,113
1992-HOR-VU-199,1993-1994,129
1992-HOR-VU-200,1993-1994,116
1992-HOR-VU-201,1993-1994,126
1992-HOR-VU-202,1993-1994,120
1992-HOR-VU-205,1993-1994,125
1992-HOR-VU-207,1993-1994,129
1992-HOR-VU-210,1993-1994,109
1992-HOR-VU-211,1993-1994,114
1992-HOR-VU-212,1993-1994,119
1992-HOR-VU-213,1993-1994,119
1992-HOR-VU-215,1993-1994,128
1992-HOR-VU-216,1993-1994,102
1992-HOR-VU-217,1993-1994,122
1992-HOR-VU-218,1993-1994,123
1992-HOR-VU-220,1993-1994,129
1992-HOR-VU-221,1993-1994,123
1992-HOR-VU-222,1993-1994,116
1992-HOR-VU-223,1993-1994,124
1992-HOR-VU-225,1993-1994,114
1992-HOR-VU-226,1993-1994,129
1992-HOR-VU-227,1993-1994,115
1992-HOR-VU-228,1993-1994,117
1992-HOR-VU-229,1993-1994,119
1992-HOR-VU-230,1993-1994,115
1992-HOR-VU-231,1993-1994,119
1992-HOR-VU-233,1993-1994,128
1992-HOR-VU-234,1993-1994,116
1992-HOR-VU-235,1993-1994,119
1992-HOR-VU-236,1993-1994,115
1992-HOR-VU-237,1993-1994,123
1992-HOR-VU-238,1993-1994,120
1992-HOR-VU-240,1993-1994,117
1992-HOR-VU-243,1993-1994,120
1992-HOR-VU-245,1993-1994,121
1992-HOR-VU-246,1993-1994,113
1992-HOR-VU-246,1993-1994,125
1992-HOR-VU-247,1993-1994,113
1992-HOR-VU-248,1993-1994,113
1992-HOR-VU-251,1993-1994,129
1992-HOR-VU-252,1993-1994,128
1992-HOR-VU-252,1993-1994,129
1992-HOR-VU-253,1993-1994,129
1992-HOR-VU-253,1993-1994,122
1992-HOR-VU-255,1993-1994,116
1992-HOR-VU-255,1993-1994,126
1992-HOR-VU-256,1993-1994,120
1992-HOR-VU-257,1993-1994,121
1992-HOR-VU-257,1993-1994,128
1992-HOR-VU-258,1993-1994,113
1992-HOR-VU-258,1993-1994,120
1992-HOR-VU-259,1993-1994,129
1992-HOR-VU-260,1993-1994,116
1992-HOR-VU-260,1993-1994,128
1992-HOR-VU-261,1993-1994,121
1992-HOR-VU-261,1993-1994,115
1992-HOR-VU-262,1993-1994,116
1992-HOR-VU-263,1993-1994,110
1992-HOR-VU-263,1993-1994,120
1992-HOR-VU-264,1993-1994,120
1992-HOR-VU-264,1993-1994,128
1992-HOR-VU-265,1993-1994,120
1992-HOR-VU-266,1993-1994,117
1992-HOR-VU-266,1993-1994,119
1992-HOR-VU-267,1993-1994,126
1992-HOR-VU-268,1993-1994,128
1992-HOR-VU-268,1993-1994,129
1992-HOR-VU-269,1993-1994,126
1992-HOR-VU-271,1993-1994,118
1992-HOR-VU-272,1993-1994,113
1992-HOR-VU-272,1993-1994,121
1992-HOR-VU-274,1993-1994,123
1992-HOR-VU-275,1993-1994,110
1992-HOR-VU-276,1993-1994,119
1992-HOR-VU-277,1993-1994,115
1992-HOR-VU-278,1993-1994,124
1992-HOR-VU-279,1993-1994,116
1992-HOR-VU-281,1993-1994,113
1992-HOR-VU-287,1993-1994,121
1992-HOR-VU-291,1993-1994,119
1992-HOR-VU-292,1993-1994,129
1992-HOR-VU-293,1993-1994,130
1992-HOR-VU-294,1993-1994,115
1992-HOR-VU-295,1993-1994,119
1992-HOR-VU-297,1993-1994,117
1992-HOR-VU-298,1993-1994,125
1992-HOR-VU-299,1993-1994,119
1992-HOR-VU-301,1993-1994,115
1992-HOR-VU-302,1993-1994,117
1992-HOR-VU-64,1993-1994,112
1992-HOR-VU-66,1993-1994,116
1992-HOR-VU-68,1993-1994,111
1992-HOR-VU-73,1993-1994,116
1992-HOR-VU-74,1993-1994,123
1992-HOR-VU-75,1993-1994,117
1992-HOR-VU-754,1993-1994,117
1992-HOR-VU-758,1993-1994,119
1992-HOR-VU-76,1993-1994,116
1992-HOR-VU-77,1993-1994,110
1992-HOR-VU-78,1993-1994,117
1992-HOR-VU-79,1993-1994,120
1992-HOR-VU-82,1993-1994,115
1992-HOR-VU-83,1993-1994,115
1992-HOR-VU-84,1993-1994,119
1992-HOR-VU-859,1993-1994,119
1992-HOR-VU-86,1993-1994,119
1992-HOR-VU-860,1993-1994,111
1992-HOR-VU-861,1993-1994,121
1992-HOR-VU-862,1993-1994,115
1992-HOR-VU-863,1993-1994,117
1992-HOR-VU-864,1993-1994,117
1992-HOR-VU-865,1993-1994,118
1992-HOR-VU-866,1993-1994,121
1992-HOR-VU-867,1993-1994,117
1992-HOR-VU-868,1993-1994,117
1992-HOR-VU-869,1993-1994,120
1992-HOR-VU-87,1993-1994,116
1992-HOR-VU-878,1993-1994,117
1992-HOR-VU-879,1993-1994,117
1992-HOR-VU-88,1993-1994,113
1992-HOR-VU-880,1993-1994,116
1992-HOR-VU-881,1993-1994,117
1992-HOR-VU-883,1993-1994,117
1992-HOR-VU-886,1993-1994,125
1992-HOR-VU-888,1993-1994,124
1992-HOR-VU-889,1993-1994,121
1992-HOR-VU-89,1993-1994,117
1992-HOR-VU-890,1993-1994,119
1992-HOR-VU-891,1993-1994,133
1992-HOR-VU-894,1993-1994,124
1992-HOR-VU-898,1993-1994,119
1992-HOR-VU-899,1993-1994,117
1992-HOR-VU-90,1993-1994,116
1992-HOR-VU-900,1993-1994,129
1992-HOR-VU-902,1993-1994,123
1992-HOR-VU-903,1993-1994,114
1992-HOR-VU-905,1993-1994,118
1992-HOR-VU-906,1993-1994,115
1992-HOR-VU-908,1993-1994,124
1992-HOR-VU-909,1993-1994,123
1992-HOR-VU-91,1993-1994,113
1992-HOR-VU-911,1993-1994,117
1992-HOR-VU-912,1993-1994,119
1992-HOR-VU-913,1993-1994,121
1992-HOR-VU-915,1993-1994,117
1992-HOR-VU-916,1993-1994,129
1992-HOR-VU-918,1993-1994,116
1992-HOR-VU-919,1993-1994,117
1992-HOR-VU-92,1993-1994,120
1992-HOR-VU-921,1993-1994,119
1992-HOR-VU-926,1993-1994,119
1992-HOR-VU-927,1993-1994,124
1992-HOR-VU-928,1993-1994,131
1992-HOR-VU-929,1993-1994,117
1992-HOR-VU-931,1993-1994,126
1992-HOR-VU-933,1993-1994,117
1992-HOR-VU-934,1993-1994,124
1992-HOR-VU-935,1993-1994,133
1992-HOR-VU-94,1993-1994,113
1992-HOR-VU-940,1993-1994,119
1992-HOR-VU-942,1993-1994,117
1992-HOR-VU-945,1993-1994,116
1992-HOR-VU-95,1993-1994,116
1992-HOR-VU-950,1993-1994,121
1992-HOR-VU-951,1993-1994,117
1992-HOR-VU-952,1993-1994,116
1992-HOR-VU-953,1993-1994,123
1992-HOR-VU-954,1993-1994,119
1992-HOR-VU-955,1993-1994,118
1992-HOR-VU-956,1993-1994,117
1992-HOR-VU-96,1993-1994,125
1992-HOR-VU-960,1993-1994,125
1992-HOR-VU-962,1993-1994,117
1992-HOR-VU-963,1993-1994,116
1992-HOR-VU-964,1993-1994,125
1992-HOR-VU-966,1993-1994,130
1992-HOR-VU-967,1993-1994,116
1992-HOR-VU-969,1993-1994,129
1992-HOR-VU-97,1993-1994,115
1992-HOR-VU-972,1993-1994,116
1992-HOR-VU-974,1993-1994,116
1992-HOR-VU-975,1993-1994,121
1992-HOR-VU-98,1993-1994,119
1992-HOR-VU-984,1993-1994,116
1992-HOR-VU-987,1993-1994,117
1992-HOR-VU-995,1993-1994,124
1992-HOR-VU-998,1993-1994,116
1992-HOR-VU-999,1993-1994,117
1992-HOR-VU-1003,1994-1995,130
1992-HOR-VU-1004,1994-1995,121
1992-HOR-VU-1005,1994-1995,129
1992-HOR-VU-1007,1994-1995,116
1992-HOR-VU-101,1994-1995,116
1992-HOR-VU-1010,1994-1995,125
1992-HOR-VU-1012,1994-1995,119
1992-HOR-VU-1015,1994-1995,119
1992-HOR-VU-1016,1994-1995,129
1992-HOR-VU-1017,1994-1995,119
1992-HOR-VU-1018,1994-1995,124
1992-HOR-VU-1019,1994-1995,119
1992-HOR-VU-1020,1994-1995,114
1992-HOR-VU-1022,1994-1995,124
1992-HOR-VU-1023,1994-1995,123
1992-HOR-VU-1028,1994-1995,119
1992-HOR-VU-103,1994-1995,118
1992-HOR-VU-1032,1994-1995,124
1992-HOR-VU-1033,1994-1995,121
1992-HOR-VU-1034,1994-1995,125
1992-HOR-VU-1035,1994-1995,117
1992-HOR-VU-104,1994-1995,126
1992-HOR-VU-107,1994-1995,120
1992-HOR-VU-108,1994-1995,113
1992-HOR-VU-110,1994-1995,116
1992-HOR-VU-111,1994-1995,120
1992-HOR-VU-112,1994-1995,113
1992-HOR-VU-113,1994-1995,116
1992-HOR-VU-114,1994-1995,114
1992-HOR-VU-115,1994-1995,123
1992-HOR-VU-116,1994-1995,119
1992-HOR-VU-118,1994-1995,116
1992-HOR-VU-119,1994-1995,116
1992-HOR-VU-120,1994-1995,128
1992-HOR-VU-122,1994-1995,116
1992-HOR-VU-123,1994-1995,128
1992-HOR-VU-124,1994-1995,118
1992-HOR-VU-126,1994-1995,129
1992-HOR-VU-126,1994-1995,118
1992-HOR-VU-127,1994-1995,116
1992-HOR-VU-129,1994-1995,118
1992-HOR-VU-131,1994-1995,129
1992-HOR-VU-132,1994-1995,119
1992-HOR-VU-133,1994-1995,119
1992-HOR-VU-135,1994-1995,129
1992-HOR-VU-145,1994-1995,123
1992-HOR-VU-146,1994-1995,116
1992-HOR-VU-147,1994-1995,125
1992-HOR-VU-150,1994-1995,118
1992-HOR-VU-151,1994-1995,113
1992-HOR-VU-152,1994-1995,119
1992-HOR-VU-153,1994-1995,128
1992-HOR-VU-154,1994-1995,115
1992-HOR-VU-155,1994-1995,116
1992-HOR-VU-156,1994-1995,119
1992-HOR-VU-157,1994-1995,125
1992-HOR-VU-158,1994-1995,117
1992-HOR-VU-159,1994-1995,129
1992-HOR-VU-161,1994-1995,128
1992-HOR-VU-162,1994-1995,113
1992-HOR-VU-163,1994-1995,129
1992-HOR-VU-164,1994-1995,116
1992-HOR-VU-165,1994-1995,128
1992-HOR-VU-166,1994-1995,115
1992-HOR-VU-167,1994-1995,125
1992-HOR-VU-168,1994-1995,128
1992-HOR-VU-170,1994-1995,123
1992-HOR-VU-171,1994-1995,128
1992-HOR-VU-172,1994-1995,124
1992-HOR-VU-173,1994-1995,126
1992-HOR-VU-174,1994-1995,128
1992-HOR-VU-175,1994-1995,120
1992-HOR-VU-176,1994-1995,121
1992-HOR-VU-179,1994-1995,116
1992-HOR-VU-180,1994-1995,116
1992-HOR-VU-181,1994-1995,128
1992-HOR-VU-182,1994-1995,122
1992-HOR-VU-185,1994-1995,129
1992-HOR-VU-186,1994-1995,119
1992-HOR-VU-189,1994-1995,115
1992-HOR-VU-190,1994-1995,126
1992-HOR-VU-192,1994-1995,128
1992-HOR-VU-194,1994-1995,119
1992-HOR-VU-195,1994-1995,126
1992-HOR-VU-197,1994-1995,119
1992-HOR-VU-198,1994-1995,128
1992-HOR-VU-199,1994-1995,128
1992-HOR-VU-200,1994-1995,112
1992-HOR-VU-201,1994-1995,115
1992-HOR-VU-202,1994-1995,119
1992-HOR-VU-205,1994-1995,120
1992-HOR-VU-207,1994-1995,126
1992-HOR-VU-210,1994-1995,128
1992-HOR-VU-211,1994-1995,126
1992-HOR-VU-212,1994-1995,116
1992-HOR-VU-213,1994-1995,113
1992-HOR-VU-215,1994-1995,116
1992-HOR-VU-216,1994-1995,126
1992-HOR-VU-217,1994-1995,113
1992-HOR-VU-218,1994-1995,118
1992-HOR-VU-220,1994-1995,114
1992-HOR-VU-222,1994-1995,114
1992-HOR-VU-223,1994-1995,128
1992-HOR-VU-225,1994-1995,118
1992-HOR-VU-226,1994-1995,118
1992-HOR-VU-227,1994-1995,119
1992-HOR-VU-228,1994-1995,115
1992-HOR-VU-229,1994-1995,116
1992-HOR-VU-230,1994-1995,119
1992-HOR-VU-231,1994-1995,115
1992-HOR-VU-233,1994-1995,120
1992-HOR-VU-234,1994-1995,117
1992-HOR-VU-235,1994-1995,118
1992-HOR-VU-236,1994-1995,116
1992-HOR-VU-237,1994-1995,126
1992-HOR-VU-238,1994-1995,128
1992-HOR-VU-240,1994-1995,113
1992-HOR-VU-241,1994-1995,118
1992-HOR-VU-243,1994-1995,116
1992-HOR-VU-245,1994-1995,124
1992-HOR-VU-246,1994-1995,118
1992-HOR-VU-246,1994-1995,123
1992-HOR-VU-247,1994-1995,129
1992-HOR-VU-248,1994-1995,120
1992-HOR-VU-251,1994-1995,125
1992-HOR-VU-252,1994-1995,121
1992-HOR-VU-252,1994-1995,113
1992-HOR-VU-253,1994-1995,116
1992-HOR-VU-253,1994-1995,120
1992-HOR-VU-255,1994-1995,124
1992-HOR-VU-255,1994-1995,113
1992-HOR-VU-256,1994-1995,118
1992-HOR-VU-257,1994-1995,126
1992-HOR-VU-257,1994-1995,113
1992-HOR-VU-258,1994-1995,118
1992-HOR-VU-258,1994-1995,113
1992-HOR-VU-259,1994-1995,111
1992-HOR-VU-260,1994-1995,113
1992-HOR-VU-260,1994-1995,115
1992-HOR-VU-261,1994-1995,116
1992-HOR-VU-261,1994-1995,124
1992-HOR-VU-262,1994-1995,123
1992-HOR-VU-263,1994-1995,113
1992-HOR-VU-263,1994-1995,124
1992-HOR-VU-264,1994-1995,121
1992-HOR-VU-264,1994-1995,116
1992-HOR-VU-265,1994-1995,116
1992-HOR-VU-266,1994-1995,123
1992-HOR-VU-266,1994-1995,120
1992-HOR-VU-267,1994-1995,110
1992-HOR-VU-268,1994-1995,116
1992-HOR-VU-268,1994-1995,114
1992-HOR-VU-269,1994-1995,117
1992-HOR-VU-271,1994-1995,123
1992-HOR-VU-272,1994-1995,124
1992-HOR-VU-274,1994-1995,121
1992-HOR-VU-275,1994-1995,118
1992-HOR-VU-275,1994-1995,113
1992-HOR-VU-276,1994-1995,116
1992-HOR-VU-277,1994-1995,119
1992-HOR-VU-278,1994-1995,116
1992-HOR-VU-279,1994-1995,121
1992-HOR-VU-281,1994-1995,122
1992-HOR-VU-287,1994-1995,116
1992-HOR-VU-291,1994-1995,133
1992-HOR-VU-292,1994-1995,117
1992-HOR-VU-293,1994-1995,133
1992-HOR-VU-294,1994-1995,121
1992-HOR-VU-295,1994-1995,121
1992-HOR-VU-297,1994-1995,121
1992-HOR-VU-298,1994-1995,116
1992-HOR-VU-299,1994-1995,120
1992-HOR-VU-301,1994-1995,111
1992-HOR-VU-302,1994-1995,120
1992-HOR-VU-64,1994-1995,119
1992-HOR-VU-66,1994-1995,115
1992-HOR-VU-68,1994-1995,119
1992-HOR-VU-73,1994-1995,119
1992-HOR-VU-74,1994-1995,123
1992-HOR-VU-75,1994-1995,113
1992-HOR-VU-754,1994-1995,121
1992-HOR-VU-758,1994-1995,121
1992-HOR-VU-76,1994-1995,113
1992-HOR-VU-77,1994-1995,113
1992-HOR-VU-78,1994-1995,115
1992-HOR-VU-79,1994-1995,113
1992-HOR-VU-82,1994-1995,115
1992-HOR-VU-83,1994-1995,126
1992-HOR-VU-84,1994-1995,113
1992-HOR-VU-859,1994-1995,121
1992-HOR-VU-860,1994-1995,117
1992-HOR-VU-861,1994-1995,125
1992-HOR-VU-862,1994-1995,119
1992-HOR-VU-863,1994-1995,119
1992-HOR-VU-865,1994-1995,124
1992-HOR-VU-866,1994-1995,125
1992-HOR-VU-867,1994-1995,121
1992-HOR-VU-868,1994-1995,115
1992-HOR-VU-869,1994-1995,133
1992-HOR-VU-87,1994-1995,125
1992-HOR-VU-879,1994-1995,129
1992-HOR-VU-88,1994-1995,120
1992-HOR-VU-880,1994-1995,119
1992-HOR-VU-881,1994-1995,120
1992-HOR-VU-882,1994-1995,121
1992-HOR-VU-883,1994-1995,129
1992-HOR-VU-885,1994-1995,129
1992-HOR-VU-886,1994-1995,119
1992-HOR-VU-888,1994-1995,117
1992-HOR-VU-889,1994-1995,129
1992-HOR-VU-89,1994-1995,119
1992-HOR-VU-890,1994-1995,120
1992-HOR-VU-891,1994-1995,117
1992-HOR-VU-894,1994-1995,121
1992-HOR-VU-898,1994-1995,121
1992-HOR-VU-899,1994-1995,129
1992-HOR-VU-90,1994-1995,113
1992-HOR-VU-900,1994-1995,133
1992-HOR-VU-902,1994-1995,117
1992-HOR-VU-903,1994-1995,119
1992-HOR-VU-905,1994-1995,120
1992-HOR-VU-908,1994-1995,117
1992-HOR-VU-909,1994-1995,129
1992-HOR-VU-91,1994-1995,115
1992-HOR-VU-911,1994-1995,119
1992-HOR-VU-912,1994-1995,121
1992-HOR-VU-913,1994-1995,119
1992-HOR-VU-915,1994-1995,115
1992-HOR-VU-916,1994-1995,120
1992-HOR-VU-918,1994-1995,118
1992-HOR-VU-919,1994-1995,131
1992-HOR-VU-92,1994-1995,111
1992-HOR-VU-921,1994-1995,121
1992-HOR-VU-926,1994-1995,116
1992-HOR-VU-927,1994-1995,119
1992-HOR-VU-928,1994-1995,133
1992-HOR-VU-929,1994-1995,121
1992-HOR-VU-931,1994-1995,117
1992-HOR-VU-933,1994-1995,115
1992-HOR-VU-934,1994-1995,129
1992-HOR-VU-935,1994-1995,117
1992-HOR-VU-94,1994-1995,125
1992-HOR-VU-940,1994-1995,123
1992-HOR-VU-942,1994-1995,121
1992-HOR-VU-945,1994-1995,119
1992-HOR-VU-95,1994-1995,117
1992-HOR-VU-950,1994-1995,130
1992-HOR-VU-951,1994-1995,121
1992-HOR-VU-952,1994-1995,111
1992-HOR-VU-953,1994-1995,129
1992-HOR-VU-954,1994-1995,121
1992-HOR-VU-955,1994-1995,125
1992-HOR-VU-956,1994-1995,119
1992-HOR-VU-96,1994-1995,116
1992-HOR-VU-960,1994-1995,129
1992-HOR-VU-962,1994-1995,121
1992-HOR-VU-963,1994-1995,124
1992-HOR-VU-964,1994-1995,119
1992-HOR-VU-966,1994-1995,133
1992-HOR-VU-967,1994-1995,121
1992-HOR-VU-969,1994-1995,130
1992-HOR-VU-97,1994-1995,112
1992-HOR-VU-972,1994-1995,119
1992-HOR-VU-974,1994-1995,119
1992-HOR-VU-975,1994-1995,133
1992-HOR-VU-98,1994-1995,120
1992-HOR-VU-984,1994-1995,119
1992-HOR-VU-987,1994-1995,121
1992-HOR-VU-995,1994-1995,130
1992-HOR-VU-998,1994-1995,119
1992-HOR-VU-999,1994-1995,121
1992-HOR-VU-1003,1995-1996,133
1992-HOR-VU-1004,1995-1996,119
1992-HOR-VU-1005,1995-1996,131
1992-HOR-VU-1007,1995-1996,117
1992-HOR-VU-101,1995-1996,120
1992-HOR-VU-1010,1995-1996,129
1992-HOR-VU-1012,1995-1996,124
1992-HOR-VU-1015,1995-1996,129
1992-HOR-VU-1016,1995-1996,124
1992-HOR-VU-1017,1995-1996,124
1992-HOR-VU-1018,1995-1996,129
1992-HOR-VU-1019,1995-1996,117
1992-HOR-VU-1020,1995-1996,119
1992-HOR-VU-1022,1995-1996,119
1992-HOR-VU-1023,1995-1996,129
1992-HOR-VU-1028,1995-1996,121
1992-HOR-VU-103,1995-1996,125
1992-HOR-VU-1032,1995-1996,125
1992-HOR-VU-1033,1995-1996,124
1992-HOR-VU-1034,1995-1996,121
1992-HOR-VU-1035,1995-1996,116
1992-HOR-VU-104,1995-1996,112
1992-HOR-VU-106,1995-1996,128
1992-HOR-VU-107,1995-1996,118
1992-HOR-VU-108,1995-1996,125
1992-HOR-VU-110,1995-1996,120
1992-HOR-VU-111,1995-1996,116
1992-HOR-VU-112,1995-1996,125
1992-HOR-VU-113,1995-1996,128
1992-HOR-VU-114,1995-1996,116
1992-HOR-VU-115,1995-1996,125
1992-HOR-VU-116,1995-1996,116
1992-HOR-VU-118,1995-1996,125
1992-HOR-VU-119,1995-1996,118
1992-HOR-VU-120,1995-1996,122
1992-HOR-VU-122,1995-1996,125
1992-HOR-VU-123,1995-1996,123
1992-HOR-VU-124,1995-1996,124
1992-HOR-VU-126,1995-1996,128
1992-HOR-VU-126,1995-1996,116
1992-HOR-VU-127,1995-1996,123
1992-HOR-VU-129,1995-1996,124
1992-HOR-VU-131,1995-1996,124
1992-HOR-VU-132,1995-1996,116
1992-HOR-VU-133,1995-1996,124
1992-HOR-VU-135,1995-1996,124
1992-HOR-VU-145,1995-1996,113
1992-HOR-VU-146,1995-1996,124
1992-HOR-VU-147,1995-1996,124
1992-HOR-VU-150,1995-1996,120
1992-HOR-VU-151,1995-1996,124
1992-HOR-VU-152,1995-1996,125
1992-HOR-VU-153,1995-1996,114
1992-HOR-VU-154,1995-1996,118
1992-HOR-VU-155,1995-1996,124
1992-HOR-VU-156,1995-1996,124
1992-HOR-VU-157,1995-1996,119
1992-HOR-VU-158,1995-1996,128
1992-HOR-VU-159,1995-1996,116
1992-HOR-VU-161,1995-1996,123
1992-HOR-VU-162,1995-1996,125
1992-HOR-VU-163,1995-1996,124
1992-HOR-VU-164,1995-1996,123
1992-HOR-VU-165,1995-1996,120
1992-HOR-VU-166,1995-1996,118
1992-HOR-VU-167,1995-1996,120
1992-HOR-VU-168,1995-1996,123
1992-HOR-VU-170,1995-1996,116
1992-HOR-VU-171,1995-1996,126
1992-HOR-VU-172,1995-1996,128
1992-HOR-VU-173,1995-1996,116
1992-HOR-VU-174,1995-1996,124
