accenumb,campaign,thousand_kernel_weight
1996-HOR-VU-66,1998-1999,56.5
1996-HOR-VU-68,1998-1999,52.7
1996-HOR-VU-69,1998-1999,38
1996-HOR-VU-70,1998-1999,45.28
1996-HOR-VU-71,1998-1999,45.2
1996-HOR-VU-72,1998-1999,44
1996-HOR-VU-74,1998-1999,45.2
1996-HOR-VU-76,1998-1999,52.63
1996-HOR-VU-77,1998-1999,55
1996-HOR-VU-79,1998-1999,52.63
1996-HOR-VU-8,1998-1999,52
1996-HOR-VU-81,1998-1999,60
1996-HOR-VU-82,1998-1999,52.5
1996-HOR-VU-85,1998-1999,54.5
1996-HOR-VU-86,1998-1999,47.72
1996-HOR-VU-89,1998-1999,50
1996-HOR-VU-90,1998-1999,52.1
1996-HOR-VU-91,1998-1999,67.1
1996-HOR-VU-92,1998-1999,65.45
1996-HOR-VU-93,1998-1999,56.36
1996-HOR-VU-94,1998-1999,52.27
1996-HOR-VU-95,1998-1999,54.45
1996-HOR-VU-96,1998-1999,55.5
1996-HOR-VU-97,1998-1999,54.4
1996-HOR-VU-98,1998-1999,53.5
1996-HOR-VU-99,1998-1999,66
1996-HOR-VU-100,1999-2000,47.2
1996-HOR-VU-102,1999-2000,56
1996-HOR-VU-103,1999-2000,61.9
1996-HOR-VU-104,1999-2000,57.1
1996-HOR-VU-105,1999-2000,56.2
1996-HOR-VU-106,1999-2000,61.9
1996-HOR-VU-107,1999-2000,57.14
1996-HOR-VU-108,1999-2000,40
1996-HOR-VU-109,1999-2000,30.76
1996-HOR-VU-11,1999-2000,50
1996-HOR-VU-110,1999-2000,35.5
1996-HOR-VU-111,1999-2000,39.6
1996-HOR-VU-112,1999-2000,48.71
1996-HOR-VU-113,1999-2000,52.27
1996-HOR-VU-114,1999-2000,50
1996-HOR-VU-115,1999-2000,50
1996-HOR-VU-116,1999-2000,41.3
1996-HOR-VU-117,1999-2000,34.7
1996-HOR-VU-118,1999-2000,35.18
1996-HOR-VU-119,1999-2000,52
1996-HOR-VU-12,1999-2000,52.17
1996-HOR-VU-120,1999-2000,43.13
1996-HOR-VU-121,1999-2000,35.21
1996-HOR-VU-122,1999-2000,32.6
1996-HOR-VU-123,1999-2000,47.6
1996-HOR-VU-124,1999-2000,41.3
1996-HOR-VU-125,1999-2000,40.8
1996-HOR-VU-126,1999-2000,49
1996-HOR-VU-127,1999-2000,53.4
1996-HOR-VU-128,1999-2000,36.5
1996-HOR-VU-129,1999-2000,27.45
1996-HOR-VU-130,1999-2000,45.83
1996-HOR-VU-131,1999-2000,45.4
1996-HOR-VU-132,1999-2000,60.8
1996-HOR-VU-133,1999-2000,60.2
1996-HOR-VU-134,1999-2000,53.19
1996-HOR-VU-135,1999-2000,39.28
1996-HOR-VU-136,1999-2000,43.18
1996-HOR-VU-137,1999-2000,32.25
1996-HOR-VU-138,1999-2000,41.66
1996-HOR-VU-139,1999-2000,37.33
1996-HOR-VU-140,1999-2000,48.7
1996-HOR-VU-141,1999-2000,43.18
1996-HOR-VU-142,1999-2000,36.9
1996-HOR-VU-143,1999-2000,50
1996-HOR-VU-144,1999-2000,53.12
1996-HOR-VU-146,1999-2000,51.74
1996-HOR-VU-147,1999-2000,56.8
1996-HOR-VU-148,1999-2000,45.62
1996-HOR-VU-149,1999-2000,43.18
1996-HOR-VU-15,1999-2000,52.11
1996-HOR-VU-151,1999-2000,44.6
1996-HOR-VU-152,1999-2000,43.18
1996-HOR-VU-153,1999-2000,36
1996-HOR-VU-154,1999-2000,48
1996-HOR-VU-156,1999-2000,43.47
1996-HOR-VU-157,1999-2000,52.17
1996-HOR-VU-158,1999-2000,48.17
1996-HOR-VU-160,1999-2000,54.5
1996-HOR-VU-161,1999-2000,46.4
1996-HOR-VU-162,1999-2000,55.19
1996-HOR-VU-163,1999-2000,32.4
1996-HOR-VU-164,1999-2000,41.5
1996-HOR-VU-165,1999-2000,30.6
1996-HOR-VU-166,1999-2000,33.3
1996-HOR-VU-167,1999-2000,47.16
1996-HOR-VU-168,1999-2000,44
1996-HOR-VU-169,1999-2000,60
1996-HOR-VU-17,1999-2000,47.8
1996-HOR-VU-170,1999-2000,27
1996-HOR-VU-171,1999-2000,50
1996-HOR-VU-172,1999-2000,34.7
1996-HOR-VU-173,1999-2000,32.2
1996-HOR-VU-174,1999-2000,42
1996-HOR-VU-175,1999-2000,38.09
1996-HOR-VU-176,1999-2000,46.9
1996-HOR-VU-177,1999-2000,46.4
1996-HOR-VU-180,1999-2000,44.4
1996-HOR-VU-181,1999-2000,43.4
1996-HOR-VU-182,1999-2000,50
1996-HOR-VU-183,1999-2000,60
1996-HOR-VU-187,1999-2000,34.8
1996-HOR-VU-188,1999-2000,54.16
1996-HOR-VU-189,1999-2000,50
1996-HOR-VU-190,1999-2000,57
1996-HOR-VU-191,1999-2000,45.4
1996-HOR-VU-192,1999-2000,36.6
1996-HOR-VU-193,1999-2000,42.5
1996-HOR-VU-194,1999-2000,43.75
1996-HOR-VU-195,1999-2000,47.8
1996-HOR-VU-196,1999-2000,33.3
1996-HOR-VU-198,1999-2000,46.15
1996-HOR-VU-199,1999-2000,45.3
1996-HOR-VU-202,1999-2000,57.44
1996-HOR-VU-203,1999-2000,27.3
1996-HOR-VU-204,1999-2000,47.8
1996-HOR-VU-205,1999-2000,52.3
1996-HOR-VU-206,1999-2000,51.35
1996-HOR-VU-207,1999-2000,56.4
1996-HOR-VU-209,1999-2000,57.69
1996-HOR-VU-210,1999-2000,41.1
1996-HOR-VU-212,1999-2000,65.38
1996-HOR-VU-213,1999-2000,50.02
1996-HOR-VU-214,1999-2000,45
1996-HOR-VU-215,1999-2000,42.25
1996-HOR-VU-216,1999-2000,47.9
1996-HOR-VU-217,1999-2000,46.1
1996-HOR-VU-219,1999-2000,35.71
1996-HOR-VU-220,1999-2000,44.4
1996-HOR-VU-221,1999-2000,43.75
1996-HOR-VU-222,1999-2000,44.1
1996-HOR-VU-223,1999-2000,56
1996-HOR-VU-224,1999-2000,51.2
1996-HOR-VU-225,1999-2000,44.4
1996-HOR-VU-226,1999-2000,34
1996-HOR-VU-227,1999-2000,30.76
1996-HOR-VU-229,1999-2000,34.8
1996-HOR-VU-230,1999-2000,28.57
1996-HOR-VU-231,1999-2000,56.5
1996-HOR-VU-232,1999-2000,52.17
1996-HOR-VU-233,1999-2000,50
1996-HOR-VU-235,1999-2000,52
1996-HOR-VU-236,1999-2000,50
1996-HOR-VU-238,1999-2000,46.15
1996-HOR-VU-239,1999-2000,54.28
1996-HOR-VU-241,1999-2000,42.59
1996-HOR-VU-242,1999-2000,38.18
1996-HOR-VU-243,1999-2000,33.3
1996-HOR-VU-244,1999-2000,33.3
1996-HOR-VU-245,1999-2000,45.8
1996-HOR-VU-246,1999-2000,52.63
1996-HOR-VU-247,1999-2000,44.62
1996-HOR-VU-248,1999-2000,38.8
1996-HOR-VU-249,1999-2000,45.16
1996-HOR-VU-250,1999-2000,54.05
1996-HOR-VU-251,1999-2000,43.24
1996-HOR-VU-252,1999-2000,50
1996-HOR-VU-253,1999-2000,45.8
1996-HOR-VU-255,1999-2000,59.09
1996-HOR-VU-256,1999-2000,45.23
1996-HOR-VU-257,1999-2000,32.58
1996-HOR-VU-258,1999-2000,37.2
1996-HOR-VU-259,1999-2000,46.5
1996-HOR-VU-260,1999-2000,35.7
1996-HOR-VU-261,1999-2000,23.03
1996-HOR-VU-262,1999-2000,35.13
1996-HOR-VU-263,1999-2000,65
1996-HOR-VU-264,1999-2000,43.24
1996-HOR-VU-265,1999-2000,35.13
1996-HOR-VU-267,1999-2000,50
1996-HOR-VU-268,1999-2000,44.4
1996-HOR-VU-269,1999-2000,30.35
1996-HOR-VU-270,1999-2000,28.75
1996-HOR-VU-271,1999-2000,48.7
1996-HOR-VU-272,1999-2000,50
1996-HOR-VU-273,1999-2000,46.18
1996-HOR-VU-274,1999-2000,50
1996-HOR-VU-276,1999-2000,61.19
1996-HOR-VU-277,1999-2000,57.14
1996-HOR-VU-278,1999-2000,36.9
1996-HOR-VU-279,1999-2000,47.9
1996-HOR-VU-280,1999-2000,40.38
1996-HOR-VU-281,1999-2000,42.8
1996-HOR-VU-282,1999-2000,33.7
1996-HOR-VU-283,1999-2000,44.18
1996-HOR-VU-284,1999-2000,34.41
1996-HOR-VU-285,1999-2000,44
1996-HOR-VU-286,1999-2000,33
1996-HOR-VU-287,1999-2000,43.13
1996-HOR-VU-288,1999-2000,36.6
1996-HOR-VU-289,1999-2000,59.09
1996-HOR-VU-290,1999-2000,40.38
1996-HOR-VU-291,1999-2000,41.46
1996-HOR-VU-292,1999-2000,36.8
1996-HOR-VU-293,1999-2000,36.3
1996-HOR-VU-30,1999-2000,63.15
1996-HOR-VU-32,1999-2000,47.8
1996-HOR-VU-36,1999-2000,66
1996-HOR-VU-37,1999-2000,69.2
1996-HOR-VU-38,1999-2000,59.09
1996-HOR-VU-40,1999-2000,52.17
1996-HOR-VU-41,1999-2000,68.1
1996-HOR-VU-42,1999-2000,60
1996-HOR-VU-43,1999-2000,62.6
1996-HOR-VU-44,1999-2000,60
1996-HOR-VU-45,1999-2000,68.16
1996-HOR-VU-46,1999-2000,63.6
1996-HOR-VU-47,1999-2000,48
1996-HOR-VU-48,1999-2000,68
1996-HOR-VU-49,1999-2000,51.8
1996-HOR-VU-5,1999-2000,42.3
1996-HOR-VU-50,1999-2000,70
1996-HOR-VU-51,1999-2000,62.5
1996-HOR-VU-52,1999-2000,62.5
1996-HOR-VU-53,1999-2000,59
1996-HOR-VU-54,1999-2000,56
1996-HOR-VU-56,1999-2000,51.8
1996-HOR-VU-57,1999-2000,59
1996-HOR-VU-59,1999-2000,72
1996-HOR-VU-60,1999-2000,52
1996-HOR-VU-61,1999-2000,45.8
1996-HOR-VU-62,1999-2000,52
1996-HOR-VU-64,1999-2000,51.82
1996-HOR-VU-65,1999-2000,61.9
1996-HOR-VU-66,1999-2000,54.16
1996-HOR-VU-68,1999-2000,44.8
1996-HOR-VU-69,1999-2000,34.6
1996-HOR-VU-70,1999-2000,39.58
1996-HOR-VU-71,1999-2000,48.7
1996-HOR-VU-72,1999-2000,42.3
1996-HOR-VU-73,1999-2000,50
1996-HOR-VU-74,1999-2000,48.7
1996-HOR-VU-76,1999-2000,58.16
1996-HOR-VU-77,1999-2000,57.1
1996-HOR-VU-79,1999-2000,34.2
1996-HOR-VU-8,1999-2000,55
1996-HOR-VU-81,1999-2000,48.2
1996-HOR-VU-82,1999-2000,44.8
1996-HOR-VU-85,1999-2000,54.76
1996-HOR-VU-86,1999-2000,52
1996-HOR-VU-89,1999-2000,52.29
1996-HOR-VU-90,1999-2000,48.7
1996-HOR-VU-91,1999-2000,51.1
1996-HOR-VU-92,1999-2000,62.26
1996-HOR-VU-93,1999-2000,58.26
1996-HOR-VU-94,1999-2000,50
1996-HOR-VU-95,1999-2000,62.2
1996-HOR-VU-96,1999-2000,60.6
1996-HOR-VU-97,1999-2000,54.16
1996-HOR-VU-98,1999-2000,50
1996-HOR-VU-99,1999-2000,57.14
1953-HOR-VU-5,2010-2011,50
1956-HOR-VU-15,2010-2011,50
1959-HOR-VU-3,2010-2011,50
1962-HOR-VU-13,2010-2011,40
1964-HOR-VU-53,2010-2011,50
1979-HOR-VU-233,2010-2011,53
1980-HOR-VU-232,2010-2011,71
1981-HOR-VU-31,2010-2011,64
1988-HOR-VU-142,2010-2011,57
1988-HOR-VU-143,2010-2011,52
1988-HOR-VU-144,2010-2011,53
1988-HOR-VU-145,2010-2011,49
1988-HOR-VU-146,2010-2011,63
1988-HOR-VU-147,2010-2011,61
1988-HOR-VU-148,2010-2011,51
1988-HOR-VU-149,2010-2011,38
1988-HOR-VU-150,2010-2011,37
1988-HOR-VU-151,2010-2011,38
1988-HOR-VU-152,2010-2011,46
1988-HOR-VU-153,2010-2011,42
1988-HOR-VU-154,2010-2011,43
1988-HOR-VU-155,2010-2011,50
1988-HOR-VU-156,2010-2011,49
1989-HOR-VU-328,2010-2011,51
1989-HOR-VU-329,2010-2011,54
1991-HOR-VU-10,2010-2011,47
1991-HOR-VU-11,2010-2011,34
1991-HOR-VU-12,2010-2011,43
1991-HOR-VU-13,2010-2011,38
1991-HOR-VU-14,2010-2011,39
1991-HOR-VU-15,2010-2011,38
1991-HOR-VU-16,2010-2011,41
1991-HOR-VU-17,2010-2011,51
1991-HOR-VU-18,2010-2011,41
1991-HOR-VU-19,2010-2011,42
1991-HOR-VU-2,2010-2011,49.5
1991-HOR-VU-20,2010-2011,37.5
1991-HOR-VU-22,2010-2011,33
1991-HOR-VU-23,2010-2011,52
1991-HOR-VU-24,2010-2011,49
1991-HOR-VU-25,2010-2011,41
1991-HOR-VU-26,2010-2011,50
1991-HOR-VU-29,2010-2011,34
1991-HOR-VU-3,2010-2011,37
1991-HOR-VU-30,2010-2011,43
1991-HOR-VU-31,2010-2011,61
1991-HOR-VU-32,2010-2011,49
1991-HOR-VU-33,2010-2011,47
1991-HOR-VU-35,2010-2011,59
1991-HOR-VU-36,2010-2011,47
1991-HOR-VU-37,2010-2011,45
1991-HOR-VU-4,2010-2011,49
1991-HOR-VU-40,2010-2011,62
1991-HOR-VU-41,2010-2011,52
1991-HOR-VU-42,2010-2011,46
1991-HOR-VU-43,2010-2011,46
1991-HOR-VU-44,2010-2011,37
1991-HOR-VU-45,2010-2011,47
1991-HOR-VU-46,2010-2011,52
1991-HOR-VU-47,2010-2011,62
1991-HOR-VU-48,2010-2011,38
1991-HOR-VU-49,2010-2011,38
1991-HOR-VU-5,2010-2011,51
1991-HOR-VU-50,2010-2011,54
1991-HOR-VU-51,2010-2011,54
1991-HOR-VU-52,2010-2011,47
1991-HOR-VU-53,2010-2011,37
1991-HOR-VU-56,2010-2011,63
1991-HOR-VU-6,2010-2011,32
1991-HOR-VU-7,2010-2011,41
1991-HOR-VU-8,2010-2011,43
1991-HOR-VU-82,2010-2011,43
1991-HOR-VU-83,2010-2011,37
1991-HOR-VU-85,2010-2011,40
1991-HOR-VU-87,2010-2011,49
1991-HOR-VU-88,2010-2011,38
1991-HOR-VU-89,2010-2011,38
1991-HOR-VU-9,2010-2011,43
1991-HOR-VU-90,2010-2011,32
1991-HOR-VU-94,2010-2011,51
1953-HOR-VU-5,2011-2012,53
1956-HOR-VU-15,2011-2012,52
1959-HOR-VU-3,2011-2012,52
1962-HOR-VU-13,2011-2012,42
1964-HOR-VU-53,2011-2012,52
1979-HOR-VU-233,2011-2012,55
1980-HOR-VU-232,2011-2012,73
1981-HOR-VU-31,2011-2012,65
1988-HOR-VU-142,2011-2012,59
1988-HOR-VU-143,2011-2012,54
1988-HOR-VU-144,2011-2012,55
1988-HOR-VU-145,2011-2012,51
1988-HOR-VU-146,2011-2012,65
1988-HOR-VU-147,2011-2012,63
1988-HOR-VU-148,2011-2012,53
1988-HOR-VU-149,2011-2012,40
1988-HOR-VU-150,2011-2012,39
1988-HOR-VU-151,2011-2012,40
1988-HOR-VU-152,2011-2012,48
1988-HOR-VU-153,2011-2012,44
1988-HOR-VU-154,2011-2012,45
1988-HOR-VU-155,2011-2012,53
1988-HOR-VU-156,2011-2012,51
1989-HOR-VU-328,2011-2012,53
1989-HOR-VU-329,2011-2012,56
1991-HOR-VU-10,2011-2012,49
1991-HOR-VU-11,2011-2012,36
1991-HOR-VU-12,2011-2012,44
1991-HOR-VU-13,2011-2012,40
1991-HOR-VU-14,2011-2012,41
1991-HOR-VU-15,2011-2012,40
1991-HOR-VU-16,2011-2012,43
1991-HOR-VU-17,2011-2012,53
1991-HOR-VU-18,2011-2012,43
1991-HOR-VU-19,2011-2012,44
1991-HOR-VU-2,2011-2012,51.5
1991-HOR-VU-20,2011-2012,39.5
1991-HOR-VU-22,2011-2012,35
1991-HOR-VU-23,2011-2012,54
1991-HOR-VU-24,2011-2012,51
1991-HOR-VU-25,2011-2012,43
1991-HOR-VU-26,2011-2012,52
1991-HOR-VU-29,2011-2012,36
1991-HOR-VU-3,2011-2012,39
1991-HOR-VU-30,2011-2012,45
1991-HOR-VU-31,2011-2012,63
1991-HOR-VU-32,2011-2012,51
1991-HOR-VU-33,2011-2012,49
1991-HOR-VU-35,2011-2012,61
1991-HOR-VU-36,2011-2012,49
1991-HOR-VU-37,2011-2012,47
1991-HOR-VU-4,2011-2012,51
1991-HOR-VU-40,2011-2012,63
1991-HOR-VU-41,2011-2012,54
1991-HOR-VU-42,2011-2012,48
1991-HOR-VU-43,2011-2012,48
1991-HOR-VU-44,2011-2012,39
1991-HOR-VU-45,2011-2012,49
1991-HOR-VU-46,2011-2012,54
1991-HOR-VU-47,2011-2012,64
1991-HOR-VU-48,2011-2012,39
1991-HOR-VU-49,2011-2012,40
1991-HOR-VU-5,2011-2012,53
1991-HOR-VU-50,2011-2012,56
1991-HOR-VU-51,2011-2012,56
1991-HOR-VU-52,2011-2012,49
1991-HOR-VU-53,2011-2012,39
1991-HOR-VU-56,2011-2012,65
1991-HOR-VU-6,2011-2012,34
1991-HOR-VU-7,2011-2012,43
1991-HOR-VU-8,2011-2012,45
1991-HOR-VU-82,2011-2012,45
1991-HOR-VU-83,2011-2012,39
1991-HOR-VU-85,2011-2012,42
1991-HOR-VU-87,2011-2012,51
1991-HOR-VU-88,2011-2012,40
1991-HOR-VU-89,2011-2012,40
1991-HOR-VU-9,2011-2012,45
1991-HOR-VU-90,2011-2012,34
1991-HOR-VU-94,2011-2012,53
1992-HOR-VU-103,2012-2013,49.6
1992-HOR-VU-20,2012-2013,57.44
1992-HOR-VU-7,2012-2013,54.67
1996-HOR-VU-10,2012-2013,50.24
1996-HOR-VU-18,2012-2013,56.43
1996-HOR-VU-19,2012-2013,53.51
1996-HOR-VU-22,2012-2013,56.49
1996-HOR-VU-23,2012-2013,54.87
1996-HOR-VU-24,2012-2013,50.84
1996-HOR-VU-33,2012-2013,50.68
1996-HOR-VU-6,2012-2013,53.2
1999-HOR-VU-53,2012-2013,48.85
1999-HOR-VU-59,2012-2013,57.08
2003-HOR-VU-2,2012-2013,61.45
2013-HOR-VU-41,2012-2013,51.09
2013-HOR-VU-42,2012-2013,49.61
2013-HOR-VU-43,2012-2013,53.36
2013-HOR-VU-44,2012-2013,51.11
1992-HOR-VU-103,2013-2014,48.12
1992-HOR-VU-20,2013-2014,50.68
1992-HOR-VU-7,2013-2014,55.6
1996-HOR-VU-10,2013-2014,51.01
1996-HOR-VU-18,2013-2014,51.55
1996-HOR-VU-19,2013-2014,52.17
1996-HOR-VU-22,2013-2014,51.57
1996-HOR-VU-23,2013-2014,54.51
1996-HOR-VU-24,2013-2014,50.41
1996-HOR-VU-33,2013-2014,52.19
1996-HOR-VU-6,2013-2014,51.12
1999-HOR-VU-53,2013-2014,46.78
1999-HOR-VU-59,2013-2014,60.03
2003-HOR-VU-2,2013-2014,50.19
2013-HOR-VU-41,2013-2014,50.94
2013-HOR-VU-42,2013-2014,50.83
2013-HOR-VU-43,2013-2014,57.01
2013-HOR-VU-44,2013-2014,56.33
1992-HOR-VU-103,2014-2015,59.69
1992-HOR-VU-20,2014-2015,50.68
1992-HOR-VU-7,2014-2015,55.25
1996-HOR-VU-10,2014-2015,56.96
1996-HOR-VU-18,2014-2015,59.23
1996-HOR-VU-19,2014-2015,61.52
1996-HOR-VU-22,2014-2015,57.34
1996-HOR-VU-23,2014-2015,61.06
1996-HOR-VU-24,2014-2015,60.58
1996-HOR-VU-33,2014-2015,58.89
1996-HOR-VU-6,2014-2015,56.51
1999-HOR-VU-53,2014-2015,44.76
1999-HOR-VU-59,2014-2015,60.79
2003-HOR-VU-2,2014-2015,61.03
2013-HOR-VU-41,2014-2015,50.79
2013-HOR-VU-42,2014-2015,53.97
2013-HOR-VU-43,2014-2015,56.52
2013-HOR-VU-44,2014-2015,52.75
