accenumb,agent_id,doi,days_to_heading,thousand_kernel_weight,plant_height,date_of_heading,type_of_bush,leaf-flag_attitude,spike_attitude,spike_shape,spike_branching,spike_awnedness,glume_colour,name,description,campaign
2021-TRT-DU-7,NA,10.18730/ZBJFS,123,61.3995485327314,152.7,20080502,7,3,1,6,1,9,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2007-2008
2021-TRT-DU-8,NA,10.18730/ZBJGT,126,55.2631578947368,138.1,20080505,5,3,3,6,1,9,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2007-2008
2021-TRT-DU-9,NA,10.18730/ZBJHV,124,47.3417721518987,104.4,20080503,5,3,3,1,1,9,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2007-2008
1974-TRT-AE-52,NA,10.18730/ZBDHF,129,42.8,90,20090509,5,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1977-TRT-AE-110,NA,10.18730/ZBGAY,132,41,110,20090512,7,1,5,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1978-TRT-AE-108,NA,10.18730/ZBE0Y,132,38,105,20090512,7,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1978-TRT-AE-110,NA,10.18730/ZBE2*,134,37.2,110,20090514,5,3,5,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1978-TRT-AE-112,NA,10.18730/ZBE4$,129,32,80,20090509,5,3,1,6,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1978-TRT-AE-117,NA,10.18730/ZBDYW,131,40,100,20090511,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1978-TRT-AE-119,NA,10.18730/ZBDXV,132,41.6,95,20090512,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1978-TRT-AE-120,NA,10.18730/ZBE5=,131,32.4,100,20090511,5,3,3,6,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1978-TRT-AE-121,NA,10.18730/ZBE6U,135,40,90,20090515,3,3,3,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1978-TRT-AE-122,NA,10.18730/ZBE70,132,37.2,105,20090512,5,3,1,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1978-TRT-AE-123,NA,10.18730/ZBE81,135,36,90,20090515,7,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1978-TRT-AE-124,NA,10.18730/ZBE92,138,36.8,90,20090518,5,3,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1978-TRT-AE-125,NA,10.18730/ZBEA3,138,34.4,80,20090518,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1978-TRT-AE-126,NA,10.18730/ZBEB4,135,34,90,20090515,5,5,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1978-TRT-AE-127,NA,10.18730/ZBEC5,135,36.4,95,20090515,5,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1978-TRT-AE-128,NA,10.18730/ZBED6,135,40,85,20090515,3,3,3,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1978-TRT-AE-129,NA,10.18730/ZBEE7,132,37.2,95,20090512,5,1,3,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1978-TRT-AE-130,NA,10.18730/ZBEF8,132,39.6,110,20090512,5,3,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1978-TRT-AE-142,NA,10.18730/ZBDFD,129,32,90,20090509,7,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1978-TRT-AE-143,NA,10.18730/ZBDZX,129,30,110,20090509,5,3,3,5,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1978-TRT-AE-144,NA,10.18730/ZBDJG,132,42.4,95,20090512,5,7,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1978-TRT-AE-147,NA,10.18730/ZBDKH,131,34,85,20090511,5,7,3,1,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1978-TRT-AE-148,NA,10.18730/ZBDNK,128,32.4,100,20090508,5,7,5,1,1,7,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1978-TRT-AE-149,NA,10.18730/ZBDMJ,128,32.4,100,20090508,7,5,7,3,1,7,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1978-TRT-AE-150,NA,10.18730/ZBDPM,127,32.8,95,20090507,5,5,1,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1978-TRT-AE-151,NA,10.18730/ZBDQN,129,38.4,110,20090509,5,3,5,3,1,1,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1978-TRT-AE-152,NA,10.18730/ZBDRP,132,38.4,105,20090512,5,3,3,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1978-TRT-AE-153,NA,10.18730/ZBDSQ,134,34.4,100,20090514,7,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1978-TRT-AE-154,NA,10.18730/ZBDTR,129,35.2,95,20090509,3,3,3,5,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1978-TRT-AE-155,NA,10.18730/ZBDVS,133,33.2,100,20090513,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1978-TRT-AE-156,NA,10.18730/ZBDWT,131,44.4,95,20090511,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1978-TRT-AE-157,NA,10.18730/ZBDGE,131,42.4,110,20090511,7,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1978-TRT-AE-169,NA,10.18730/ZBEG9,132,29.2,95,20090512,5,3,1,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1978-TRT-AE-199,NA,10.18730/ZBEYQ,133,36.4,110,20090513,7,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1978-TRT-AE-200,NA,10.18730/ZBEZR,131,39.4,110,20090511,3,3,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1978-TRT-AE-203,NA,10.18730/ZBF2V,132,35.4,105,20090512,3,5,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1978-TRT-AE-209,NA,10.18730/ZBEHA,131,32,105,20090511,5,3,3,6,1,7,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1980-TRT-AE-616,NA,10.18730/ZBG5S,134,44.8,110,20090514,5,1,1,5,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1981-TRT-AE-78,NA,10.18730/ZBGWB,126,32.8,110,20090506,5,1,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1990-TRT-AE-238,NA,10.18730/ZBH1G,128,38.2,95,20090508,7,1,5,1,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1997-TRT-AE-1,NA,10.18730/ZBK27,132,40.2,110,20090512,5,5,5,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1997-TRT-AE-2,NA,10.18730/ZBK38,130,37.4,115,20090510,7,3,5,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1997-TRT-AE-31,NA,10.18730/ZBKCH,131,36.2,115,20090511,7,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1997-TRT-AE-42,NA,10.18730/ZBK16,128,40.4,85,20090508,5,3,5,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1998-TRT-AE-1,NA,10.18730/ZBH2H,134,36.6,120,20090514,5,3,3,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1998-TRT-AE-16,NA,10.18730/ZBK8D,129,41.4,115,20090509,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1998-TRT-AE-17,NA,10.18730/ZBK9E,129,47,115,20090509,5,1,3,5,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1998-TRT-AE-18,NA,10.18730/ZBKAF,129,39,115,20090509,5,5,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1998-TRT-AE-2,NA,10.18730/ZBK49,131,41.6,115,20090511,5,3,3,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1998-TRT-AE-23,NA,10.18730/ZBKBG,131,41.4,110,20090511,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1998-TRT-AE-3,NA,10.18730/ZBK5A,131,32,105,20090511,5,3,7,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1998-TRT-AE-4,NA,10.18730/ZBK6B,132,42.4,120,20090512,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1998-TRT-AE-6,NA,10.18730/ZBK7C,131,39.8,100,20090511,7,3,3,5,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-100,NA,10.18730/ZADV0,130,32,105,20090510,5,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-101,NA,10.18730/ZADW1,130,37.2,115,20090510,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-102,NA,10.18730/ZADX2,131,37,105,20090511,5,3,5,5,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-104,NA,10.18730/ZADY3,130,39,105,20090510,5,3,1,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-107,NA,10.18730/ZADZ4,131,31.4,95,20090511,7,3,5,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-111,NA,10.18730/ZAE05,129,38.4,100,20090509,7,3,3,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-113,NA,10.18730/ZAE16,132,35.4,95,20090512,7,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-117,NA,10.18730/ZAE27,132,36,100,20090513,7,3,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-119,NA,10.18730/ZAE38,129,36.8,115,20090509,7,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-120,NA,10.18730/ZAE49,129,36,105,20090509,5,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-121,NA,10.18730/ZAE5A,129,39.6,105,20090509,5,3,3,5,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-127,NA,10.18730/ZAE6B,129,37.4,105,20090509,5,3,7,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-128,NA,10.18730/ZAE7C,128,38,95,20090508,5,1,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-129,NA,10.18730/ZAE8D,130,44.6,100,20090510,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-130,NA,10.18730/ZAE9E,131,40.4,115,20090511,7,3,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-141,NA,10.18730/ZAEAF,122,42.6,125,20090502,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-142,NA,10.18730/ZAEBG,132,44,115,20090512,7,3,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-143,NA,10.18730/ZAECH,131,42.8,105,20090511,5,1,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-144,NA,10.18730/ZAEDJ,131,43,115,20090511,5,1,3,1,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-145,NA,10.18730/ZAEEK,130,31.6,80,20090510,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-30,NA,10.18730/ZBKDJ,130,37.4,105,20090510,5,3,3,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-35,NA,10.18730/ZADAM,129,37.6,120,20090509,7,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-40,NA,10.18730/ZADBN,129,39,115,20090509,5,3,5,5,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-41,NA,10.18730/ZADCP,131,33,105,20090511,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-42,NA,10.18730/ZADDQ,131,42,120,20090511,5,1,3,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-49,NA,10.18730/ZADER,129,32,100,20100509,5,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-50,NA,10.18730/ZADFS,131,32,110,20090511,5,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-60,NA,10.18730/ZADGT,131,41,110,20090511,5,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-67,NA,10.18730/ZADHV,131,44,110,20090511,5,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-75,NA,10.18730/ZADJW,131,39,100,20090511,5,3,1,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-77,NA,10.18730/ZBPG6,131,33.2,100,20090511,5,3,5,5,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-78,NA,10.18730/ZBPH7,130,30.2,115,20090510,5,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-80,NA,10.18730/ZADKX,130,37.6,115,20090510,7,3,3,1,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-83,NA,10.18730/ZADMY,131,43.2,115,20090511,5,1,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-84,NA,10.18730/ZADNZ,131,41,125,20090511,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-85,NA,10.18730/ZADP*,127,41.4,100,20090507,5,5,7,1,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-89,NA,10.18730/ZADQ~,127,34.6,90,20090507,7,3,5,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-92,NA,10.18730/ZADR$,131,40.4,125,20090511,5,1,3,5,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-97,NA,10.18730/ZADS=,131,34.6,120,20090511,5,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2000-TRT-AE-98,NA,10.18730/ZADTU,132,38,110,20090512,7,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2001-TRT-AE-168,NA,10.18730/ZBG8W,132,36.9,90,20090512,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2001-TRT-AE-172,NA,10.18730/ZBGXC,130,42.6,115,20090510,7,3,3,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2001-TRT-AE-177,NA,10.18730/ZBPK9,129,39.8,100,20090509,5,5,5,6,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2001-TRT-AE-180,NA,10.18730/ZBKFM,129,38.4,100,20090509,5,3,7,1,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2001-TRT-AE-215,NA,10.18730/ZBPNB,129,43.7,130,20090509,5,3,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2001-TRT-AE-295,NA,10.18730/ZBKGN,131,42.6,115,20090511,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2001-TRT-AE-296,NA,10.18730/ZBKHP,123,40.8,100,20090503,3,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2001-TRT-AE-49,NA,10.18730/ZBPJ8,132,49.5,130,20090512,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2001-TRT-AE-57,NA,10.18730/ZBKEK,131,32.4,105,20090511,7,5,5,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2012-TRT-AE-81,NA,10.18730/ZBMFF,129,40.4,90,20090509,5,3,7,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2013-TRT-AE-41,NA,10.18730/ZBMWW,124,36,110,20090504,5,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
2016-TRT-AE-2,NA,10.18730/ZBP6~,132,39.2,100,20090512,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2008-2009
1977-TRT-AE-110,NA,10.18730/ZBGAY,130,43,120,20100510,7,1,5,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-107,NA,10.18730/ZBG3Q,133,33.2,90,20100513,1,3,5,1,1,1,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-122,NA,10.18730/ZBE70,127,40,95,20100507,5,3,1,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-145,NA,10.18730/ZBEJB,128,40,105,20100508,1,3,3,1,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-157,NA,10.18730/ZBDGE,127,44,105,20100507,7,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-158,NA,10.18730/ZBFN9,137,30.8,110,20100517,5,1,1,6,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-159,NA,10.18730/ZBFA=,136,34,110,20100516,3,3,3,1,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-160,NA,10.18730/ZBFBU,136,34,85,20100516,3,3,5,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-161,NA,10.18730/ZBFC0,137,34,115,20100517,3,3,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-162,NA,10.18730/ZBFD1,139,27,65,20100519,3,3,3,1,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-163,NA,10.18730/ZBFE2,128,30.4,105,20100508,1,3,5,1,1,7,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-164,NA,10.18730/ZBFF3,137,30,105,20100517,3,5,1,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-165,NA,10.18730/ZBFG4,137,34,105,20100517,1,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-166,NA,10.18730/ZBFH5,135,38.4,105,20100515,3,3,1,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-167,NA,10.18730/ZBFJ6,126,40,95,20100406,1,5,3,1,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-170,NA,10.18730/ZBFM8,134,43.2,105,20100514,5,3,1,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-171,NA,10.18730/ZBF7*,137,41.2,100,20100517,1,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-172,NA,10.18730/ZBFPA,134,46,115,20100514,3,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-173,NA,10.18730/ZBFQB,134,46.8,105,20100514,3,5,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-174,NA,10.18730/ZBFRC,135,44.4,105,20100515,3,5,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-175,NA,10.18730/ZBFSD,135,35.6,110,20100515,5,3,1,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-176,NA,10.18730/ZBFTE,135,44,95,20100515,3,5,7,1,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-177,NA,10.18730/ZBFVF,127,44.4,120,20100517,9,1,5,6,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-178,NA,10.18730/ZBFWG,134,34.8,105,20100514,5,3,9,3,1,1,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-179,NA,10.18730/ZBFXH,134,30,105,20100514,3,3,1,3,1,1,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
