accenumb,agent_id,doi,days_to_heading,thousand_kernel_weight,plant_height,date_of_heading,type_of_bush,leaf-flag_attitude,spike_attitude,spike_shape,spike_branching,spike_awnedness,glume_colour,name,description,campaign
1978-TRT-AE-180,NA,10.18730/ZBFYJ,136,32,110,20100516,3,5,1,1,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-181,NA,10.18730/ZBFZK,135,40.4,100,20100515,3,5,3,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-182,NA,10.18730/ZBG0M,136,32,100,20100516,3,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-183,NA,10.18730/ZBFK7,137,38.4,120,20100517,3,3,1,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-184,NA,10.18730/ZBEXP,134,36,95,20100514,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-186,NA,10.18730/ZBEKC,127,36.8,100,20100507,1,3,5,1,1,7,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-187,NA,10.18730/ZBEMD,126,32,110,20100506,1,5,5,1,1,7,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-188,NA,10.18730/ZBENE,128,34,105,20100508,3,3,1,1,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-189,NA,10.18730/ZBEPF,125,30.4,95,20100505,3,5,1,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-190,NA,10.18730/ZBEQG,136,36.4,115,20100516,3,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-191,NA,10.18730/ZBERH,133,36.8,120,20100513,5,3,1,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-192,NA,10.18730/ZBESJ,137,34.8,80,20100517,3,5,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-193,NA,10.18730/ZBETK,130,25.6,90,20100510,3,5,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-194,NA,10.18730/ZBEVM,137,28,95,20100517,5,3,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-196,NA,10.18730/ZBF9$,133,34,90,20100513,3,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-197,NA,10.18730/ZBEWN,137,36,110,20100517,3,5,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-198,NA,10.18730/ZBF8~,137,38.8,105,20100517,1,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-199,NA,10.18730/ZBEYQ,132,35,115,20100512,7,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-2,NA,10.18730/ZBG2P,132,36.9,85,20100512,1,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-200,NA,10.18730/ZBEZR,127,43,120,20100507,3,3,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-201,NA,10.18730/ZBF0S,134,43.6,90,20100514,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-202,NA,10.18730/ZBF1T,136,40,110,20100516,3,5,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-203,NA,10.18730/ZBF2V,131,34,105,20100511,3,5,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-204,NA,10.18730/ZBF3W,134,29.2,100,20100514,3,5,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-205,NA,10.18730/ZBF4X,134,38.8,105,20100514,1,5,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-206,NA,10.18730/ZBF5Y,134,30,95,20100514,1,5,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-207,NA,10.18730/ZBF6Z,129,40.4,105,20100509,1,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-29,NA,10.18730/ZBG4R,135,33.6,85,20100515,1,3,5,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1978-TRT-AE-80,NA,10.18730/ZBG1N,136,36.8,90,20100516,3,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1980-TRT-AE-616,NA,10.18730/ZBG5S,133,36.6,115,20100513,5,1,1,5,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1981-TRT-AE-78,NA,10.18730/ZBGWB,125,38.4,110,20100505,5,1,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1990-TRT-AE-238,NA,10.18730/ZBH1G,125,40,95,20100505,7,1,5,1,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1997-TRT-AE-1,NA,10.18730/ZBK27,126,40,100,20100506,5,5,5,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1997-TRT-AE-2,NA,10.18730/ZBK38,126,40,110,20100506,7,3,5,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1997-TRT-AE-31,NA,10.18730/ZBKCH,128,39,110,20100508,7,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1997-TRT-AE-42,NA,10.18730/ZBK16,127,47,70,20100507,5,3,5,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1998-TRT-AE-1,NA,10.18730/ZBH2H,131,37,120,20100511,5,3,3,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1998-TRT-AE-16,NA,10.18730/ZBK8D,127,43.4,110,20100507,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1998-TRT-AE-17,NA,10.18730/ZBK9E,127,47.4,115,20100507,5,1,3,5,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1998-TRT-AE-18,NA,10.18730/ZBKAF,128,41,110,20100508,5,5,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1998-TRT-AE-2,NA,10.18730/ZBK49,130,40.6,110,20100510,5,3,3,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1998-TRT-AE-23,NA,10.18730/ZBKBG,130,41,110,20100510,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1998-TRT-AE-3,NA,10.18730/ZBK5A,130,33.6,100,20100510,5,3,7,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1998-TRT-AE-4,NA,10.18730/ZBK6B,130,39.4,110,20100510,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1998-TRT-AE-6,NA,10.18730/ZBK7C,127,35.4,105,20100507,7,3,3,5,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-100,NA,10.18730/ZADV0,125,36.2,95,20100505,5,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-101,NA,10.18730/ZADW1,128,43.2,115,20100508,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-102,NA,10.18730/ZADX2,129,45,100,20100509,5,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-104,NA,10.18730/ZADY3,127,46.2,110,20100507,5,3,1,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-107,NA,10.18730/ZADZ4,128,37,100,20100508,7,3,5,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-111,NA,10.18730/ZAE05,128,38,105,20100508,7,3,3,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-113,NA,10.18730/ZAE16,133,35.4,100,20100513,7,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-117,NA,10.18730/ZAE27,129,38.6,115,20100509,7,3,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-119,NA,10.18730/ZAE38,126,39.4,105,20100506,7,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-120,NA,10.18730/ZAE49,125,47.2,120,20100505,5,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-121,NA,10.18730/ZAE5A,128,44.4,115,20100508,5,3,3,5,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-127,NA,10.18730/ZAE6B,127,39.4,110,20100507,5,3,7,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-128,NA,10.18730/ZAE7C,126,41.2,100,20100506,5,1,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-129,NA,10.18730/ZAE8D,127,42.8,105,20100507,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-130,NA,10.18730/ZAE9E,129,43,120,20100509,7,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-141,NA,10.18730/ZAEAF,127,44.4,125,20100507,5,3,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-142,NA,10.18730/ZAEBG,130,42.4,125,20100510,7,3,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-143,NA,10.18730/ZAECH,130,44,110,20100510,5,1,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-144,NA,10.18730/ZAEDJ,127,47,110,20100507,5,1,3,1,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-145,NA,10.18730/ZAEEK,127,38.4,90,20100507,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-30,NA,10.18730/ZBKDJ,127,40.2,90,20100507,5,3,3,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-35,NA,10.18730/ZADAM,127,39.5,115,20100507,7,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-40,NA,10.18730/ZADBN,128,42,105,20100508,5,3,5,5,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-41,NA,10.18730/ZADCP,129,43,105,20100509,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-42,NA,10.18730/ZADDQ,128,42.2,115,20100508,5,1,3,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-50,NA,10.18730/ZADFS,130,36.4,100,20100510,5,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-60,NA,10.18730/ZADGT,128,46,110,20100508,5,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-67,NA,10.18730/ZADHV,127,46,105,20100507,5,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-75,NA,10.18730/ZADJW,127,45,110,20100507,5,3,1,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-77,NA,10.18730/ZBPG6,129,42,110,20100509,5,3,5,5,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-78,NA,10.18730/ZBPH7,129,46.8,95,20100509,5,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-80,NA,10.18730/ZADKX,130,40,110,20100510,7,3,3,1,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-83,NA,10.18730/ZADMY,128,40.4,115,20100508,5,1,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-84,NA,10.18730/ZADNZ,128,42.2,115,20100508,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-85,NA,10.18730/ZADP*,123,48,100,20100503,5,5,7,1,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-89,NA,10.18730/ZADQ~,125,40,100,20100505,7,3,5,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-92,NA,10.18730/ZADR$,130,39.4,120,20100510,5,1,3,5,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-97,NA,10.18730/ZADS=,127,38,110,20100507,5,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2000-TRT-AE-98,NA,10.18730/ZADTU,129,44.4,110,20100509,7,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2001-TRT-AE-172,NA,10.18730/ZBGXC,130,46,110,20100510,7,3,3,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2001-TRT-AE-180,NA,10.18730/ZBKFM,127,38.2,105,20100507,5,3,7,1,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2001-TRT-AE-295,NA,10.18730/ZBKGN,127,44.6,110,20100508,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2001-TRT-AE-296,NA,10.18730/ZBKHP,123,44.6,105,20100503,3,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2001-TRT-AE-57,NA,10.18730/ZBKEK,131,33,110,20100511,7,5,5,1,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2012-TRT-AE-230,NA,10.18730/ZBQB~,125,46.4,120,20100505,7,3,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2012-TRT-AE-231,NA,10.18730/ZBQA*,124,41,105,20100504,5,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2012-TRT-AE-81,NA,10.18730/ZBMFF,127,43.2,80,20100507,5,3,7,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2013-TRT-AE-41,NA,10.18730/ZBMWW,125,37,115,20100505,5,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
2016-TRT-AE-2,NA,10.18730/ZBP6~,130,40.4,105,20100510,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2009-2010
1977-TRT-AE-110,NA,10.18730/ZBGAY,133,42.4,115,20110513,7,1,5,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2010-2011
1978-TRT-AE-107,NA,10.18730/ZBG3Q,129,29.1,110,20110509,1,3,5,1,1,1,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2010-2011
1978-TRT-AE-122,NA,10.18730/ZBE70,129,38,105,20110509,5,3,1,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2010-2011
1978-TRT-AE-145,NA,10.18730/ZBEJB,128,34.1,120,20110508,1,3,3,1,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2010-2011
1978-TRT-AE-157,NA,10.18730/ZBDGE,117,45,115,20110427,7,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2010-2011
1978-TRT-AE-158,NA,10.18730/ZBFN9,136,26.9,115,20110516,5,1,1,6,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2010-2011
1978-TRT-AE-159,NA,10.18730/ZBFA=,133,31.8,115,20110513,3,3,3,1,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2010-2011
1978-TRT-AE-160,NA,10.18730/ZBFBU,132,30.4,105,20110512,3,3,5,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2010-2011
1978-TRT-AE-161,NA,10.18730/ZBFC0,136,29.1,110,20110516,3,3,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2010-2011
1978-TRT-AE-162,NA,10.18730/ZBFD1,134,24.8,90,20110514,3,3,3,1,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2010-2011
1978-TRT-AE-163,NA,10.18730/ZBFE2,134,27.9,115,20110514,1,3,5,1,1,7,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2010-2011
1978-TRT-AE-164,NA,10.18730/ZBFF3,135,27.4,115,20110515,3,5,1,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2010-2011
1978-TRT-AE-165,NA,10.18730/ZBFG4,134,30.1,110,20110514,1,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2010-2011
1978-TRT-AE-166,NA,10.18730/ZBFH5,133,34.4,110,20110513,3,3,1,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2010-2011
1978-TRT-AE-167,NA,10.18730/ZBFJ6,128,36.1,105,20110508,1,5,3,1,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2010-2011
1978-TRT-AE-170,NA,10.18730/ZBFM8,132,39.4,115,20110512,5,3,1,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,2010-2011
