genotype,end_of_heading_BLUE,plant_height_BLUE,thousand_kernel_weight_BLUE
23541,169.92,84.81,37.8
23542,171.27,101.77,46.69
23543,174.4,107.53,42.46
23544,172.23,101.96,45.67
23545,170.77,92.04,39.1
23546,174.27,107.3,51.03
23547,171.4,115.24,42.58
23548,171.19,82.56,46.25
23549,171.85,74.57,39.78
23550,170.03,76.11,41.57
23551,173.63,93.22,40.39
23552,172.27,88.63,38.01
23553,171.91,102.32,41.54
23554,174.42,100.83,40.04
23555,170.66,81.18,36.15
23556,175.31,100.92,45.02
23557,171.89,96.08,42.08
23558,168.23,92.86,38.61
23559,172.8,98.61,37.85
23560,168.95,82.93,35.96
23561,168.34,97.34,35.38
23562,172.53,98.58,36.86
23563,172.57,104.35,37.84
23564,171.84,78.63,30.59
23565,170.92,95.35,34.38
23566,172.66,95.66,39.58
23567,170.17,92.41,36.93
23568,169.33,94.58,39.52
23569,NA,NA,NA
23570,169.29,81.36,42.17
23571,172.16,77.88,44.41
23572,170.94,74.54,41.33
23573,170.51,88.55,46.52
23574,169.22,74.42,41.55
23575,169.22,75.63,39.61
23576,166.45,84.12,45.04
23577,174.06,94.17,40.51
23578,176.14,98.47,27.08
23579,169.29,77.33,40.26
23580,170.92,80.29,40.89
23581,171.26,87.87,41.1
23582,169.92,90.47,34.09
23583,170.37,85.83,38.93
23584,167.8,79.45,44
23585,168.55,81.05,41.19
23586,167.29,96.45,46.19
23587,168.06,81.42,46.62
23588,165.45,75.68,50.11
23589,168.66,79.43,40.28
23590,167.98,87.44,46.54
23591,170.59,75.79,40.64
23592,166.64,83.44,40.98
23593,166.64,80.71,47.51
23594,169.68,87.21,44.36
23595,NA,NA,NA
23596,168.49,83.9,46.86
23597,167.47,84.72,48.47
23598,175.03,97,38.42
23599,161.99,89.7,48.32
23600,165.85,77.12,43.22
23601,164.55,79.14,38.9
23602,169.29,81.73,34.13
23604,NA,NA,NA
23605,NA,NA,NA
23608,NA,NA,NA
23610,NA,NA,NA
23611,NA,NA,NA
23613,173.44,101.15,36.22
23614,170.49,114.69,37.31
23616,172.26,107.54,37.7
23618,NA,NA,NA
23619,NA,NA,NA
23620,180.06,72.16,33.98
23621,NA,NA,NA
23622,175.55,89.05,41.63
23623,169.92,94.79,36.34
23624,167.14,74.71,37.22
23625,167.11,87.22,49.46
23626,173.38,101.42,34.6
23627,173.03,92.21,34.13
23628,170.88,99.4,38.11
23629,172.72,98.97,41.54
23630,173.03,96.51,38.32
23631,171.27,88.08,35.58
23632,167.79,94.94,40.24
23633,168.29,112.75,41.96
23634,174.45,95.68,37.32
23635,173.11,97.59,40.39
23636,172.68,103.79,38.23
23637,170.03,78.98,41.48
23638,168.92,79.4,42.23
23639,168.55,109.02,36.2
23640,167.09,90.82,50.09
23641,172.25,NA,41.63
23642,NA,120.43,39.56
23643,164.47,102.49,39.44
23647,NA,NA,NA
23648,164.87,69.53,38.32
23649,174.05,87.34,40.43
23650,171.94,85.92,35.94
23651,176.62,104.54,37.3
23653,169.97,NA,39.87
23655,NA,NA,NA
23657,168.88,66.66,39.09
23658,165.94,86.28,38.77
23659,NA,89.72,36.17
23660,170.63,87.63,40.57
23661,170.25,76.01,43.05
23662,168.22,91.8,42.19
23664,164.31,75.42,44.49
23665,170.33,90.33,38.99
23666,172.5,104.04,51.96
23667,171.58,102.61,52.01
23668,170.94,123.45,44.71
23669,NA,NA,NA
23670,NA,NA,NA
23671,169.2,101.09,45.92
23672,179.9,117.55,37.31
23676,NA,NA,NA
23678,NA,NA,NA
23680,NA,NA,NA
23684,NA,98.68,46.33
23685,165.84,60.04,43.52
23686,177.76,78,31.65
23687,170.95,76.73,35.02
23688,173.75,63.54,33.6
23689,170.61,81.33,39.63
23690,166.06,75.29,36.18
23691,169.51,80.38,36.31
23692,167.19,75.35,35.56
23693,170.51,85.52,34.8
23694,171.3,76.85,40.56
23695,170.2,78.48,38.41
23696,171.28,77.37,34.67
23697,164.28,65.24,43.18
23698,167.51,61.6,38.74
23699,166.98,69.58,40.25
23700,170.4,73.69,37.7
23701,168.54,75.28,47.99
23702,166.65,66.35,44.35
23703,170.64,103.86,39.53
23705,171.75,96.03,35.83
23706,168.85,96.92,45.81
23707,NA,77.12,38.57
23708,NA,66.9,38.73
23709,NA,74.35,36.77
23710,184.61,65.52,33.04
23711,166.28,102.17,43.53
23712,171.76,99.37,35.81
23713,169.04,85.54,44.08
23714,170.8,75.57,35.98
23715,174.28,75.49,37.81
23716,173.8,69.28,35.61
23717,172.28,88.37,40.79
23718,171.99,80.23,36.03
23719,168.56,84.74,35.07
23720,172.52,91.3,40.06
23721,172.52,88.62,35.2
23722,166.28,60.02,40.03
23723,164.52,56.57,40.1
23724,164.52,66.22,40.04
23725,165.52,53.84,42.71
23726,172.04,80.1,44.67
23727,172.28,87.94,41.34
23728,NA,NA,NA
23729,NA,NA,NA
23730,NA,NA,NA
23731,173.95,86.75,36.89
23732,167.95,52.15,32.12
23733,NA,68.14,35.18
23734,NA,NA,NA
23735,NA,NA,NA
23736,NA,NA,NA
23737,NA,NA,NA
23738,NA,NA,NA
23739,NA,NA,NA
23740,NA,NA,NA
23741,NA,NA,NA
23742,NA,87.93,41.12
23743,NA,99.84,40.68
23744,NA,71.2,41.16
23745,NA,NA,NA
23746,NA,NA,NA
23747,NA,NA,NA
23748,NA,79.59,40.87
23758,NA,NA,NA
23796,NA,NA,NA
23829,NA,NA,NA
23839,NA,NA,NA
23919,NA,NA,NA
23929,NA,94.03,31.4
24013,NA,NA,NA
24018,NA,NA,NA
24021,NA,NA,NA
24022,NA,NA,NA
24026,NA,NA,NA
24027,NA,NA,NA
24028,NA,96.26,47.15
24033,NA,NA,NA
24039,NA,NA,NA
24040,NA,NA,NA
24041,NA,NA,NA
24042,NA,NA,NA
24044,NA,76.87,49.15
24045,NA,NA,NA
24046,NA,NA,NA
24049,NA,98.64,44.65
24050,NA,NA,NA
24055,NA,NA,NA
24071,NA,NA,NA
24073,NA,NA,NA
24074,NA,NA,NA
24075,NA,NA,NA
24076,NA,NA,NA
24080,NA,NA,NA
24081,NA,NA,NA
24082,NA,NA,NA
24083,NA,NA,NA
24084,NA,NA,NA
24085,NA,NA,NA
24086,NA,NA,NA
24087,NA,NA,NA
24088,NA,NA,NA
24091,NA,NA,NA
24149,NA,NA,NA
24269,NA,NA,NA
24271,NA,67.31,24.84
24272,NA,65.15,25.88
24273,NA,63.56,26.73
24274,NA,63.87,26.51
24275,NA,NA,NA
24279,NA,69.6,25.4
24313,NA,67.94,23.94
24317,NA,NA,NA
24318,NA,NA,NA
24321,NA,NA,NA
24333,NA,NA,NA
24334,NA,NA,NA
24335,NA,NA,NA
24338,NA,NA,NA
24339,NA,NA,NA
24341,NA,NA,NA
24342,NA,NA,NA
24343,NA,NA,NA
24344,NA,NA,NA
24345,NA,75.41,38.06
24346,NA,NA,NA
24347,NA,NA,NA
24348,NA,NA,NA
24349,NA,NA,NA
24350,NA,NA,NA
24351,NA,NA,NA
24352,NA,NA,NA
24353,NA,77.27,32.89
24356,NA,NA,NA
24357,NA,NA,NA
24358,NA,77.79,35.57
24380,NA,NA,NA
24390,NA,NA,NA
24404,NA,63.88,25.96
24405,NA,NA,NA
24406,NA,NA,NA
24408,NA,NA,NA
24409,NA,64.82,24.53
24416,NA,84.61,26.35
27087,NA,NA,NA
27333,NA,NA,NA
27360,NA,NA,NA
502884,NA,NA,NA
502885,NA,NA,NA
502886,NA,NA,NA
502888,NA,NA,NA
502889,NA,NA,NA
502890,NA,NA,NA
502891,NA,NA,NA
502892,NA,NA,NA
502893,NA,NA,NA
502894,NA,NA,NA
502895,NA,NA,NA
502896,NA,NA,NA
502897,NA,NA,NA
502898,NA,NA,NA
502899,NA,NA,NA
506200,NA,NA,NA
506201,NA,NA,NA
506202,NA,NA,NA
506203,NA,NA,NA
506204,NA,NA,NA
506402,NA,90.47,32.79
506403,NA,NA,NA
506404,NA,NA,NA
506405,NA,NA,NA
506406,NA,NA,NA
506407,NA,NA,NA
