genotype,end_of_heading_BLUE,plant_height_BLUE,thousand_kernel_weight_BLUE
4138,153.97,96.03,43.8
4139,NA,NA,NA
414,156.94,108.77,48.38
4140,NA,NA,NA
4141,164,80.26,48.06
4142,160.06,87.27,42.84
4143,162.75,82.59,37.59
4144,NA,NA,NA
4145,164.08,88.19,41.24
4146,163.22,91.99,35.71
4147,161.41,74.69,32.12
4149,165.72,92.62,40.85
415,162.99,117.59,40.4
4150,159.36,42.13,29.23
4151,155.08,76.35,45.93
4152,NA,NA,NA
4153,159.41,77.9,37.03
4154,156.77,90.49,42.31
4155,NA,87.52,42.59
4157,NA,72.33,39.56
4158,157.73,79.48,35.72
4159,158.73,104.85,43.36
4160,NA,82.03,39.39
4161,NA,94.42,31.12
4162,NA,NA,NA
4163,158.73,80.83,42.18
4164,NA,94.99,40.65
4165,NA,95.22,49.68
4166,NA,90.6,46.64
4167,NA,99.15,42.4
4168,NA,101.4,40.59
4169,NA,83.57,36.12
417,NA,NA,NA
4171,163.98,110.26,39.4
4172,154.27,86.65,33.66
4173,NA,NA,NA
4174,161.46,113.49,41.51
4175,NA,108.18,40.97
4176,160.38,82.99,40.26
4177,163.74,133.81,38.21
4178,NA,NA,NA
418,NA,NA,NA
4180,NA,NA,NA
4183,163.76,102.05,37.9
4185,NA,NA,NA
4187,NA,113.81,45.36
4188,156.51,112.65,40.81
4189,154.35,103.44,36.4
419,157.27,85.42,41.47
4190,157.07,118.99,39.91
4191,159.4,108.77,38.35
4192,164.76,142.61,34.97
4193,155.49,104.12,41.14
4194,NA,NA,NA
4196,156.09,NA,34.55
4197,NA,75.16,35.05
4198,NA,NA,NA
4199,157,103.23,39.66
42,NA,NA,NA
420,NA,NA,NA
4200,157.13,85.28,39.41
4201,156.8,88.79,40.36
4202,161.56,138.73,42.95
4203,157.75,134.34,NA
4204,160.25,117.28,43.88
4205,158.32,66.21,37.8
4206,155.43,59.95,34.76
4207,159.83,116.3,45.51
4208,156.72,85.84,41.37
4209,159.79,71.32,36.38
421,159.19,130.57,37.47
4210,155.97,82.35,34.55
4211,153.42,67.27,36.82
4212,155.64,80.35,42.89
4213,155.08,70.44,34.38
4214,158.48,83.15,41.77
4215,155.32,88.09,48.15
4216,153.97,80.41,36.61
4217,NA,NA,NA
4218,156.03,60.38,34.68
4219,165.35,95.34,40.11
422,158.52,114.77,34.73
4220,158.38,118.86,37.82
4221,161.02,122.34,45.58
4222,165.28,118.97,40.03
4223,161.56,133.55,39.14
4224,NA,NA,NA
4225,154.76,86.26,45.61
4226,164.42,113.39,44.68
4227,161.24,119.13,42.75
4228,NA,NA,NA
4229,158.99,102.67,36.64
423,164.59,131.89,43.4
4230,158.06,105.94,44.74
4231,153.75,80.05,33.11
4232,NA,NA,NA
4233,155.75,90.72,44.04
4234,NA,NA,NA
4235,NA,NA,NA
4236,158.73,78.87,33.12
4237,157.24,74.14,32.25
4238,157.46,78.59,32
4239,NA,NA,NA
424,NA,NA,NA
4240,155.48,86.55,36.36
4241,154.73,84.08,38.53
4242,NA,NA,NA
4243,NA,NA,NA
4244,164.48,76.41,35.83
4245,156.79,88.79,45.47
4246,154.36,88.58,40.12
4247,160.14,78.8,37.68
4248,NA,NA,NA
4249,165.88,90.15,35.83
425,NA,NA,NA
4250,NA,NA,NA
4251,158.92,131.19,43.71
4252,NA,NA,NA
4253,159.56,112.59,48.12
4254,NA,108.02,44
4255,165.45,96.14,38.29
4256,NA,NA,NA
4257,166.89,142.6,42.74
4258,154.03,99.24,44.38
4259,NA,NA,NA
426,164.13,139.58,44.9
4260,NA,NA,NA
4261,157.49,103.61,42.78
4262,162.57,134.07,39.7
4264,NA,67.63,40.03
4265,163.77,113.61,41.39
4266,161.28,113.59,45.23
4267,159.59,112.61,38.1
4268,154.91,72.07,41.46
4269,NA,NA,NA
427,NA,NA,NA
4270,NA,NA,NA
4271,NA,NA,NA
4273,159.25,101.65,43.43
4274,NA,NA,NA
4276,165.74,115.13,34.77
4277,155.8,100.64,42.2
4278,160.5,107.47,37.43
428,163.5,114.97,36.22
4280,169.06,116.8,37.27
4281,163.37,121.08,43.95
4282,NA,NA,NA
4283,NA,115.82,35.29
4284,156.99,111.41,29.82
4285,152.84,148.35,46.22
4286,155.36,105.77,39.07
4287,156.34,117.67,39.2
4288,157.1,106.49,46.61
4289,156.28,78.47,40.13
429,165.11,151.09,46.9
4290,162.64,127.11,40.39
4293,161.48,103.15,40.45
4294,NA,NA,NA
4295,158.7,NA,40.31
4298,159.46,120.51,43.57
4299,NA,NA,NA
43,NA,NA,NA
430,NA,NA,NA
4301,163.77,142.64,38.64
4303,155.31,92.4,40.13
4304,NA,NA,NA
4305,168.35,158.98,39.53
4306,NA,NA,NA
4307,169.46,114.62,43.16
4308,166.52,93.83,43.32
4309,164.31,91.96,42.18
431,NA,NA,NA
4310,165.15,102.16,35.97
4311,162.61,103.59,39.64
4312,166.34,88.61,38.77
4313,165.43,80.83,36.18
4314,163.28,93.33,40.93
4315,164.79,94.71,43.17
4316,163.24,110.27,43.47
4317,168.74,101.74,38.16
4318,165.2,107.81,41.5
4319,160.72,97.29,45.62
432,160.26,120.77,49.46
4320,160.88,98.83,46.26
4321,170.31,112.72,40.08
4322,164.87,122.48,41.05
4323,162.2,117.98,46.04
4325,162.56,107.96,47.68
4327,161.87,74.12,31.88
4328,157.09,51.23,34.24
4329,158.76,85.1,43.48
433,162.75,132.12,42.9
4330,154.41,71.27,40.37
4331,151.5,90.18,42.12
4332,NA,NA,NA
4333,NA,NA,NA
4334,164.85,106.31,42.89
4335,165.16,103.58,35.39
4336,167.41,118.55,40.43
4337,155.11,81.63,41.02
4338,NA,NA,NA
4339,161.77,104.96,34.21
434,160.43,121.94,43.44
4340,NA,102.66,NA
4341,NA,NA,NA
4342,159.78,90.22,38.93
4343,NA,NA,NA
4344,NA,NA,NA
4345,152.92,73.87,35.33
4346,NA,NA,NA
4347,NA,NA,NA
4348,NA,NA,NA
435,NA,NA,NA
4350,NA,NA,NA
4351,165.22,136.51,37.09
4352,151.44,87.83,35.46
4353,152.39,90.56,42.8
4354,153.67,99.8,45.28
4355,NA,NA,NA
4357,160.06,124.53,44.34
4358,NA,105.9,42.17
4359,NA,NA,NA
436,NA,NA,NA
4360,NA,NA,NA
4361,NA,NA,NA
4362,NA,NA,NA
4364,163.88,112,38.66
4365,161.57,133.15,44.06
4366,155.84,93.4,44.89
4367,159.34,94.59,37.98
4368,165,105.29,41.98
437,NA,NA,NA
4370,159.36,95.77,40.64
4372,NA,NA,NA
4373,150.46,73.43,36.99
4374,NA,NA,NA
4375,167.3,125.68,39.2
4378,NA,NA,NA
4379,172.15,107.02,44.18
438,NA,NA,NA
4380,153.28,75.63,41.19
4381,156.27,85.48,45.1
4382,158.26,98.3,45.37
4383,153.81,74.15,42.59
4384,151.43,64.7,38.58
4385,153.98,39.52,34.51
4386,153.46,61.03,34.99
4387,156.79,125.42,43.29
4388,162.63,91.91,42.42
4389,163.35,95.04,44.14
439,162.79,102.52,36.02
4390,162.45,123.13,43.27
4391,160.85,103.41,44.63
4392,NA,NA,NA
4393,163.58,83.53,38.56
4394,167.59,105.71,40.38
4395,158.35,90.24,42.9
4397,NA,NA,NA
4398,NA,NA,NA
4399,160.07,110.45,34.33
44,NA,NA,NA
440,NA,111.41,39.57
4400,157.35,84.17,37.94
4401,164.37,93.34,40.06
4402,157.39,86.51,43.56
4403,154.09,61.42,38.47
4404,NA,NA,NA
4405,155.67,90.03,34.98
4406,NA,NA,NA
4408,NA,NA,NA
4409,160.4,62.95,30.55
441,NA,NA,NA
4410,NA,NA,NA
4411,163.69,115.85,40
4412,165.45,96.97,41
4413,150.45,93.22,31
4414,NA,NA,NA
4415,160.66,77.41,NA
4416,NA,NA,NA
4417,163.28,72.96,34.45
4418,158.8,85.22,40.64
4419,157.58,110.95,34.96
442,NA,NA,NA
4422,160.6,117.07,40.6
4423,165.4,123.58,37.26
4425,157.25,NA,39.45
4428,163.8,130.11,40.58
4429,NA,NA,NA
443,NA,NA,NA
4430,163.57,105.88,39.64
4431,160.04,89.68,31.33
4432,162.06,88.17,31.49
4433,162.73,97.23,40.14
4434,163.21,109.64,42.36
4435,158.72,101.81,44.3
4436,163.59,107.82,43.26
4437,164.48,87.29,38.66
4438,159.72,77.81,37.03
4439,162.73,97.96,38.86
444,NA,NA,NA
4440,NA,94.56,38.67
4441,163.35,93.89,35.86
4442,163.7,97.98,43.95
4443,159.39,86.51,37.97
4444,159.72,91.81,33.81
4445,163.41,112.11,36.58
4446,165.41,98.59,42.8
4447,164.79,98.54,42.76
4448,163.06,94.17,36.55
4449,NA,NA,NA
445,162.65,134.19,36.47
4450,162.08,98.95,44.6
4451,165.8,91.33,37.2
4452,162.15,84.89,35.05
4453,157.24,72.84,38.49
4454,159.78,72.64,42.02
4455,153.55,NA,33.58
4456,NA,NA,NA
4457,NA,NA,NA
4458,154.35,70.12,36.73
4459,156.41,80.24,36.22
446,NA,114.82,41.19
4460,154.76,70.34,41.82
4461,151.92,NA,31.39
4462,155.98,77.49,39.16
4463,157.15,75.63,39.14
4464,155.38,79.56,37.38
4465,NA,NA,NA
4466,NA,NA,NA
4467,NA,NA,NA
4468,NA,NA,NA
4469,NA,NA,NA
447,NA,NA,NA
4470,151.19,83.04,44.06
4472,154.91,75.07,40.2
4473,160.17,72.83,39.25
4474,159.6,96.31,40.82
4475,157.28,96.77,34.34
4476,161.63,102.56,40.18
4477,155.9,109.71,40.52
4479,156.03,105.07,39.09
448,165.4,138.25,41.57
4480,155.31,116.59,43.18
4481,156.28,122.1,45.98
4483,163.31,91.14,30.47
4484,160.04,98.9,37.23
4485,158.79,103.08,43.79
4486,160.51,108.99,35.34
4489,NA,NA,NA
449,165.73,114.17,36.17
4490,167.16,119.44,42.62
4492,NA,93.28,33.93
4493,NA,82.41,39.69
4494,161.13,97.79,34.02
4495,157.99,81.51,29.96
4496,163.21,92.22,38.53
4497,154.58,70.76,34.68
4498,161.89,66.91,25.35
4499,157.38,79.98,40.5
45,NA,NA,NA
450,NA,NA,NA
4501,160.38,72.51,28.79
4502,169.52,119.57,43.52
4504,NA,NA,NA
4505,155.38,95.58,36.35
4506,NA,NA,NA
4507,169.7,108.08,44.07
4508,156.31,105.41,38.83
4509,160.28,134.24,39.82
451,160.13,103.56,39.94
4510,163.28,122.39,36.35
4511,159.83,118.78,42.47
4512,NA,NA,NA
4513,158.75,126.23,34.07
4514,165.38,110.07,44.62
4515,162.6,129.18,40.25
4517,161.75,106.03,36.88
4518,160.03,101.63,36.52
4519,NA,NA,NA
452,167.8,109.82,34.16
4520,156.71,79.74,38.96
4521,NA,NA,NA
4522,NA,NA,NA
4523,NA,NA,NA
4524,NA,NA,NA
4525,156.61,NA,42.81
4526,159.73,107.39,37.09
4527,157.68,131.32,45.86
4528,156.59,79.66,39.22
4529,154.52,68.33,32.22
453,NA,NA,NA
4530,160.74,118.55,41.06
4532,155.39,77.44,36.85
4535,NA,NA,NA
4536,155.27,112.07,41.03
4537,158.25,81.39,41.6
4538,156.75,83.16,38.18
4539,155.26,87.34,38.65
454,NA,NA,NA
4540,160.61,128.37,39.34
4541,NA,NA,NA
4542,NA,NA,NA
4543,159.28,109.12,47.96
4545,158.5,106.09,46.47
4547,NA,NA,NA
455,NA,NA,NA
4554,NA,104.68,40.71
4556,NA,114.16,42.04
4557,150.28,49.83,33.16
4558,152.7,52.63,39.18
4559,155.04,78.31,41.12
456,NA,NA,NA
4560,151.13,59.7,40.53
4561,153.91,81.07,41.73
4562,155.3,82.53,42.73
4563,155.17,70.73,44.96
4564,155.27,81.14,40.61
4565,153.07,60.01,37.05
4566,158.14,82.15,44.79
4567,156.05,61.96,41.67
4568,154.17,67.47,40.76
4569,155.5,91.11,43.29
457,166.75,139.18,38.96
4571,162.73,87.89,38.88
4573,158.53,89.4,36.28
4576,NA,NA,NA
4578,NA,83.13,45.62
4579,NA,72.38,NA
458,165.58,131.75,46.4
4580,NA,NA,NA
4581,NA,NA,NA
4582,154.99,73.29,38.24
4584,154.97,77.01,37.14
4585,156.41,71.29,43.02
4586,NA,NA,NA
4587,154.99,56.69,38.73
4589,155.31,99.7,50.01
459,NA,NA,NA
4590,NA,NA,NA
4591,NA,NA,NA
4592,154.09,64.13,36.52
4593,NA,NA,NA
4595,160.22,117.77,38.49
4596,159.24,119.48,42.05
4597,NA,NA,NA
4598,148.51,80.6,38.45
4599,149.65,79.42,42.06
46,NA,NA,NA
460,NA,NA,NA
4600,156.6,102.24,50.14
4601,158.75,139.77,40.64
4602,168.08,136.9,42.73
4603,159.25,90.96,44.67
4604,NA,NA,NA
4605,151.15,106.98,34.88
4606,151.3,95.36,30.53
4607,155.21,64.41,34.24
4608,152.69,64.08,37.45
461,NA,NA,NA
4610,155.31,100.12,48.27
4611,156.96,92.94,49.2
4613,159.28,105.68,43.31
4614,158.5,82.92,47.91
4615,163.35,87.92,36.74
4616,NA,NA,NA
4617,158.31,112.43,39.83
4618,162.82,117.43,44.17
4619,163.36,107.04,40.21
462,161.68,129.14,45.84
4620,154.03,96.55,42.19
4621,151.26,65.57,34.71
4622,NA,NA,NA
4623,NA,56.74,34.07
4624,155.67,63.67,41.3
4626,153.28,62.92,34.2
4627,158.56,84.94,35.12
4628,166.39,116.4,35.51
4629,159.26,94.48,41.28
463,NA,NA,NA
4630,162.79,85.96,41.03
4631,160.44,103.63,45.36
4632,161.35,107.98,35.92
4633,158.86,113.68,39.84
4634,NA,NA,NA
4635,NA,NA,NA
4636,153.06,107.76,39.22
4637,NA,NA,NA
4638,165.03,113.19,35.76
4639,161.17,114.25,41.46
464,NA,NA,NA
4642,155.81,103.12,37.09
4643,155.45,97.25,46.84
4644,158.45,109.87,42.5
4645,159.56,88.9,49.61
4646,159.44,105.29,47.32
4647,NA,NA,NA
4648,155.06,101.58,39.62
4649,153.82,81.37,40.01
465,NA,NA,NA
4650,149.71,72.71,33.68
4651,156.04,79.98,41.21
4652,158.07,72.35,41.85
4654,158.76,111.27,50.22
4655,155.56,93.3,47.94
4656,156.75,89.95,42.03
4657,NA,NA,NA
4658,157.28,83.42,37.16
4659,164.4,96.16,42.09
466,167.84,132.53,39.56
4661,158.31,109.27,40.8
4662,165.28,123.57,44.12
4663,NA,NA,NA
4664,153.75,81.86,37.8
4665,NA,NA,NA
4667,161.54,114.35,37.19
4668,167.01,105.94,43.1
4669,NA,NA,NA
467,169.6,128.76,41.26
4670,162.39,114.22,43.11
4671,163.41,102.92,41.77
4672,157.14,87.35,42.73
4673,155.44,75.23,36.9
4674,154.56,79.4,40.83
4675,160.18,104.41,39.05
4676,154.1,68.92,40.89
4677,162.73,132.64,39.95
4678,162.62,142.43,43.54
4679,163.31,130.91,41.51
468,NA,NA,NA
4680,158.75,126.48,43.64
4681,159.32,117.82,44.02
4682,160.81,124.02,39.8
4683,159.91,97.98,43.56
4684,158.91,118.56,44.39
4685,151.99,61.48,33.22
4686,152.24,84.09,43.13
4687,NA,NA,NA
4689,NA,NA,NA
469,NA,NA,NA
4690,157.09,83.27,45.48
4691,NA,NA,NA
4692,157.2,85.33,37.78
4693,NA,NA,NA
4694,NA,NA,NA
4695,164.06,131.84,41.2
4696,163.89,147.08,58.89
4698,161.54,123.84,47.71
47,NA,NA,NA
470,NA,99.31,34.07
4700,157.49,114.66,47.22
4703,NA,NA,NA
4704,165.09,134.48,37.4
4705,NA,NA,NA
4706,NA,NA,NA
4707,NA,NA,NA
4708,165.81,116.63,32.52
4709,NA,NA,NA
471,161.6,81.64,33.18
4710,NA,NA,NA
4712,164.88,90.81,30.07
4714,168.6,141.6,45.57
4716,161.81,111.68,39.82
4717,NA,NA,NA
4718,NA,NA,NA
4719,NA,NA,NA
472,158.7,77.17,29.53
4720,NA,133.05,41.38
4722,NA,NA,NA
4723,153.53,54.27,30.07
4725,NA,NA,NA
4726,NA,NA,NA
4727,154.86,108.67,44.43
4728,NA,NA,NA
4729,156.92,119.01,45.45
473,NA,NA,NA
4730,154.56,87.32,35.72
4731,150.56,82.65,49.01
4732,160.69,81.62,45.13
4733,160.31,70.22,37.71
4734,164.06,64.26,36.11
4735,156.28,79.26,45.22
4736,161.75,89.75,42.82
4737,155.87,78.49,44.15
4738,154.35,91.54,41.45
4739,152.09,76.25,35.09
474,173.42,125.23,37.44
4740,154.86,86.37,32.92
4741,154.67,87.51,42.33
4742,NA,NA,NA
4744,166.5,110.77,50.47
4745,165.32,127.42,56.32
4746,153.06,83.52,32.68
4747,155.5,105.72,42.65
4748,156.39,96.02,47.92
4749,155.99,93.33,39.44
475,NA,NA,NA
4751,162.09,87.42,42.6
4752,NA,NA,NA
4753,156.24,102.57,51.52
4754,153.35,93.96,39.32
4755,162.63,96.77,42.15
4756,149.69,63.73,44.98
4757,163.89,84.25,39.77
4758,165.67,99.61,44.58
4759,161.41,93.4,46.26
476,155.87,115.42,41.49
4760,158.11,85.59,39.45
4761,161.35,88.22,40.54
4762,168.61,81.49,39.07
4763,160.71,84.59,35.34
4764,156.96,83.8,45.3
4765,154.03,81.9,46.44
4766,153.38,72.85,39.5
4767,150.42,99.26,43.06
4768,162.63,94.51,45.42
4769,NA,NA,NA
477,161.11,132.51,44.88
4770,158.21,114.78,43.34
4771,162.94,96.61,42.7
4772,166.06,112.14,35.93
4773,159.61,87.12,38.78
4775,147.28,77.16,32.83
4776,145.56,68.41,40.7
4777,151.43,61.71,37.18
4778,149.5,62.78,43.89
4779,149.69,58.07,43.77
478,NA,121.17,41.15
4780,152.69,52.78,43.6
4781,148.69,71.08,28.88
4782,145.75,103.04,30.62
4783,NA,NA,NA
4785,143.56,62.91,39.33
4786,NA,96.1,41.51
4787,165.39,107.29,44.53
4788,168.97,101.2,40.52
4789,155.41,59.2,39.26
479,NA,NA,NA
4790,158.64,62.27,39.12
4791,154.87,71.97,40.53
4792,151.51,65.72,43.39
4793,153.74,92.16,50.6
4794,155.74,77.36,41.06
4795,152.83,92.05,49.37
4796,152.74,79.38,41.99
4797,157.19,87.62,44.24
4798,159.87,91.7,43.91
4799,158.36,97.74,44.29
48,NA,NA,NA
480,154.9,107.08,38.35
4800,160.64,95.65,45.14
4801,160.41,100.25,47.47
4802,160.06,94.43,44.23
4803,160.19,97.97,43.9
4804,159.96,104.87,41.91
4805,157.96,98.53,47.25
4806,156.41,99.4,48.62
4807,157.19,77.17,43.08
4808,158.96,100.02,42.04
4809,158.64,98.87,44.43
481,158.33,120.64,40.56
4810,160.87,99.2,43.2
4811,158.09,95.31,44.58
4812,160.87,99.24,41.2
4813,158.19,92.6,47.98
4814,155.28,70.1,36.81
4815,154.74,88.14,48.7
4816,161.51,96.85,44.03
4817,158.74,93.12,48.62
4818,160.41,94.35,44.75
4819,160.96,104.78,43.67
482,157.36,117.74,44.52
4820,158.96,90.71,44.09
4821,157.96,92.86,44.21
4822,157.96,91.38,46.31
4823,158.09,100.7,43.45
4824,156.19,89.72,43
4825,156.41,89.51,44.74
4826,157.19,92.26,51.27
4827,157.27,78.35,40.14
4828,157,86.47,41.05
4829,155.17,77.36,39.2
483,163.16,123.81,43.25
4830,159.96,103.52,42.77
4832,157.56,92.14,46.14
4833,160.56,108.08,41.57
4834,159.51,101.16,39.32
4835,NA,NA,NA
4836,NA,NA,NA
4837,NA,NA,NA
4838,156.46,70.93,40.16
4839,159.94,84.22,36.87
484,160.75,112.69,43.14
4840,154.83,62.75,45.08
4841,154.06,78.65,44.37
4843,156.41,68.6,40.1
4844,146.96,63.97,45.34
4845,152.96,67.14,39.12
4846,152.96,67.45,40.87
4848,153.74,75.68,34.05
4849,157.19,69.66,38.62
485,159.05,125.42,40.8
4850,NA,NA,NA
4851,155.57,86.49,39.44
4852,NA,NA,NA
4853,NA,NA,NA
4854,160.08,82.2,40.75
4855,NA,NA,NA
4856,NA,NA,NA
4857,NA,NA,NA
4858,NA,NA,NA
486,165.28,129.65,40.37
4865,NA,NA,NA
4866,NA,NA,NA
4867,NA,NA,NA
4868,NA,NA,NA
487,163.9,124.04,34.39
4870,NA,NA,NA
4874,NA,NA,NA
4875,NA,NA,NA
4876,NA,NA,NA
4878,NA,NA,NA
488,158.86,108.45,39.44
4883,165.75,142.98,42.14
4889,NA,NA,NA
489,NA,NA,NA
4890,NA,NA,NA
4891,NA,NA,NA
4892,NA,NA,NA
4893,155.9,95.83,48.29
4894,152.09,84.29,47.55
4896,155.27,66.37,41.55
4897,156.29,102.68,44.5
4898,156.29,84.79,46.36
4899,156.29,81.25,46.29
49,NA,NA,NA
490,155.92,75.27,39.92
4900,153.94,83.51,45.37
4901,156.09,90.08,49.46
4902,151.08,95.01,44.76
4903,157.05,64.62,38.61
4904,153.44,67.07,44.11
4905,154.08,62.59,40.66
4906,154.73,60.37,33.89
4907,146.72,42.42,37.73
4908,157.42,73.71,39.88
4909,156.46,84.65,42.66
491,154.83,79.08,39.69
4910,154.73,76.53,38.39
4911,154.73,99.88,47.31
4912,153.42,103.8,47.54
4913,152.51,86.17,45.95
4914,155.51,99.33,47.62
4915,152.77,89.39,47.28
4916,154.66,93.94,49.93
4917,155.51,90.99,46.86
4918,153.75,84.86,49.29
4919,154.38,91.43,40.35
492,154.56,76.49,38.68
4920,154.44,88.24,42.83
4921,155.73,101.43,47.61
4922,155.18,94.17,46.45
4923,158.18,97.85,49.71
4924,155.29,79.96,45.74
4925,157.1,85.03,45.51
4926,156.38,76.97,50.83
4927,155.38,83.06,39.74
4928,157.27,87.8,43.67
4929,153.66,81.04,40.23
493,NA,NA,NA
4931,153.75,83.83,41
4932,155.05,80.25,45.05
4933,152.42,68.71,42.51
4934,155.7,67.48,41.76
4935,156.23,61.24,39.28
4936,150.66,60.62,43.3
4938,153.73,60.56,35.01
4939,165.95,110.57,36.24
494,159.03,120.64,42.57
4940,159.11,118.19,48.65
4942,163.73,120.31,41.5
4943,166.29,114.06,33.77
4944,166.81,123.13,35.71
4946,155.46,112.17,40.44
4947,154.46,102.01,39.23
4948,155.9,89.41,43.21
4949,150.27,102.49,41.76
495,NA,NA,NA
4950,154.75,105.43,40.45
4951,155.7,112.11,38.04
4952,156.22,108.03,49.4
4953,152.92,98.73,45.94
4954,151.66,73.49,41.03
4955,NA,NA,NA
4956,156.9,88.86,43.03
4957,154.33,85.47,45.54
4958,156.09,92.74,50.59
4959,154.37,77.61,39.65
496,NA,NA,NA
4960,156.77,84.94,31.47
4961,156.66,79.08,47.1
4962,156.94,91.57,46.76
4966,157.33,109.56,34.88
4967,154.79,86.36,43.15
4968,168.68,109.19,32.98
4969,169.93,78.94,32.22
497,NA,NA,NA
4970,158.37,112.37,45.29
4973,157.71,94.1,32.74
4974,161,60.43,23.98
4976,157.08,97.84,42.72
4977,156.73,94.94,41.26
4978,157.38,100.91,42.97
4979,NA,NA,NA
498,NA,NA,NA
4980,153.74,83.08,38.3
4981,155.53,114.59,43.25
4982,151.11,89.21,36.39
4983,157.16,100.32,32.41
4984,157.51,108.91,46.27
4985,154.72,66.92,36.8
4986,152.95,67.58,41.05
4987,NA,NA,NA
4988,162.35,73.51,40.84
4989,155.74,88.55,39.43
499,NA,121.71,40.05
4994,156.79,85.12,47.9
4995,NA,NA,NA
4996,150.91,66.42,43.49
4997,153.15,86.77,45.34
4999,147.54,63.58,43.23
5,NA,NA,NA
50,NA,NA,NA
500,155.17,109.55,41.36
5000,157.72,115.94,44.83
5001,156.91,123.79,33.26
500101,NA,NA,NA
500102,NA,NA,NA
500103,NA,NA,NA
500104,NA,NA,NA
500105,NA,NA,NA
500106,NA,NA,NA
500107,NA,NA,NA
500108,NA,NA,NA
500109,NA,NA,NA
500110,NA,NA,NA
500111,NA,NA,NA
500112,NA,NA,NA
500113,NA,NA,NA
500114,NA,NA,NA
500115,NA,NA,NA
500116,NA,NA,NA
500117,NA,NA,NA
500118,NA,NA,NA
500119,NA,NA,NA
500120,NA,NA,NA
500121,NA,NA,NA
500122,NA,NA,NA
500123,NA,NA,NA
500124,NA,NA,NA
500125,NA,NA,NA
500126,NA,NA,NA
500127,NA,NA,NA
500128,NA,NA,NA
500129,NA,NA,NA
500130,NA,NA,NA
500131,NA,NA,NA
500132,NA,NA,NA
500133,NA,NA,NA
500134,NA,NA,NA
500135,NA,NA,NA
5002,156.32,115.45,45.79
5003,162.95,96.07,28.79
5004,161.76,97.43,30.66
5005,165.54,109.11,32.6
5006,NA,NA,NA
5007,174.28,98.72,40.54
5009,NA,NA,NA
501,NA,116,42.66
5010,NA,NA,NA
5011,151.58,68.11,39.57
5012,160.13,93.43,48.9
5013,165.95,94.78,48.93
5014,NA,99.42,46.22
5015,153.72,85.73,48.55
5016,NA,NA,NA
5017,NA,NA,NA
5018,155.13,84.92,45.03
5019,152.54,81.27,49.34
502,169.19,101.99,33.9
5020,NA,NA,NA
5021,NA,NA,NA
502177,NA,90.73,46.39
502183,NA,93.73,42.29
5022,154.72,67.23,48.44
502298,NA,77.73,42.59
502299,NA,80.73,40.09
5024,160.53,87.51,27.27
5025,NA,NA,NA
5027,161.32,113.93,47.41
5028,160.42,90.12,35.7
502874,NA,118.73,44.99
502875,NA,83.73,47.49
502876,NA,65.73,44.49
502877,NA,78.73,46.99
502878,NA,93.73,51.29
502879,NA,88.73,47.89
502880,NA,88.73,51.19
502881,NA,85.73,49.09
502882,NA,81.73,53.09
5029,160.09,97.07,37.31
503,NA,NA,NA
5030,168.18,130.07,45.64
5032,166.33,105.2,31.98
5034,168.99,111.03,50.61
5035,157.54,121.78,45.75
5037,153.03,83.47,37.6
5038,NA,NA,NA
504,NA,115.25,44.14
5040,NA,NA,NA
5041,146.99,75.38,47.52
504131,NA,128.36,47.52
504132,NA,100.36,43.32
504133,NA,88.36,46.02
504134,NA,85.36,46.72
504135,NA,84.36,47.52
504136,NA,90.36,48.02
504137,NA,NA,NA
5042,149.03,71.28,36.23
5043,156.66,89.13,40.29
5044,155.54,125.94,47.43
5045,157.47,111.18,48.66
5046,157.18,136.69,49.54
5047,157.32,122.95,53.83
5049,165.38,114.72,32.63
505,156.71,114.27,38.94
5050,158.23,108.45,34.42
5053,158.5,94.47,41.06
5054,158.87,90.1,45.53
5055,158.87,98.5,47.29
5056,161.01,115.76,41.16
5057,158.87,108.21,42.13
5058,159.98,103.65,43.89
5059,157.27,81.68,48.21
506,NA,NA,NA
5060,157.98,90.57,48.53
506004,NA,NA,NA
506005,NA,NA,NA
506006,NA,NA,NA
506007,NA,NA,NA
506008,NA,NA,NA
5061,157.98,92.47,48.56
507,162.52,117.93,42.63
508,163.93,125.73,41.7
5089,NA,95.08,NA
509,NA,NA,NA
5091,NA,NA,NA
51,NA,NA,NA
510,158.85,115.02,37.72
5100,NA,NA,NA
511,164.44,141.39,36.11
512,NA,NA,NA
513,NA,NA,NA
5134,NA,NA,NA
514,NA,NA,NA
515,159.9,98.11,35.69
516,164.13,120.83,46.7
5161,NA,NA,NA
5162,NA,NA,NA
5163,NA,NA,NA
5164,NA,NA,NA
517,164.35,128.18,37.25
518,155.3,90.02,38.76
519,155.74,104.1,39.65
52,NA,NA,NA
520,160.62,137.37,45.02
521,163.36,138.55,44.75
522,166.03,125.27,40.57
523,159.6,122.71,41.05
524,161.12,118.34,46.73
525,163.17,136.47,46.9
526,163.7,127.75,40.03
527,160.04,138.05,42.07
528,164.85,127.67,41.86
529,160.66,128.13,44.02
53,NA,NA,NA
530,159.48,132.8,44.54
531,NA,NA,NA
532,NA,NA,NA
533,NA,NA,NA
5337,159.8,102.74,38.2
5339,156.17,91.94,32.28
534,160.08,126.66,43.46
5342,163.73,114.31,34.92
5343,166.81,139.03,37.38
5345,164.32,118.94,42.05
5347,163.4,120.28,37.81
5348,162.78,116.33,44.8
5349,156.55,88.9,38.79
535,160.15,125.67,43.91
5350,157.9,69.26,32.98
