genotype,end_of_heading_BLUE,plant_height_BLUE,thousand_kernel_weight_BLUE
2883,NA,NA,NA
2884,161.99,81.88,40.42
2885,154.74,87.82,39.43
2886,155.74,112.53,41.46
2888,156.12,116.54,47.24
2889,165.53,73.55,38.8
289,NA,NA,NA
2890,161.75,92.13,41.25
2891,161.19,91.3,39
2892,161.64,96.41,41.09
2893,162.32,98.76,42.17
2894,162.82,101.82,38.89
2895,NA,NA,NA
2896,161.45,102.36,35.18
2897,158.54,125.37,40.62
2898,162.56,84.11,44.39
2899,165.57,136.58,42.6
29,NA,NA,NA
290,NA,NA,NA
2900,158.43,103.31,49.59
2902,160.05,89.59,38.77
2903,161.97,104.64,38.9
2904,161.6,89.38,35.8
2905,156.46,109.3,51.09
2906,164.32,97.02,36.98
2907,159.32,102.25,43.61
2908,157.77,99.23,42.98
2909,159.44,85.89,42.1
291,NA,119.33,38.8
2910,163.46,67.39,37.4
2911,154.54,76.68,39.81
2912,155.15,83.97,39.95
2913,153.75,71.04,39.05
2914,158.62,88.4,41.33
2915,155.37,85.21,42.97
2916,157.17,68.77,43.92
2917,152.59,83.32,41.09
2918,155.56,81.56,43.51
2919,153.75,89.54,43.84
292,NA,NA,NA
2920,154.16,76.62,35.67
2921,154.74,91.53,44.72
2922,156.62,77.48,43.09
2923,164.14,133.45,33.95
2924,154.1,82.36,37.35
2925,155.56,87.36,35.78
2926,153.85,76.59,45.01
2927,153.61,75.28,47.95
2928,155.53,57.34,33.73
2929,162.69,87.82,34.05
293,169.37,141.07,39.26
2930,166.86,100.17,39.17
2931,157.97,92.68,40.17
2932,157.8,88.32,43.88
2933,NA,NA,NA
2934,155.57,97.54,37.75
2935,155.96,94.19,38.11
2936,156.34,87,44.32
2937,154.74,77.66,44.66
2938,155.31,75.08,40.3
2939,156.43,88.01,44.7
294,NA,NA,NA
2940,155.92,81.89,44.54
2941,154.12,74.42,39.51
2942,NA,NA,NA
2943,NA,NA,NA
2944,165.19,105.73,37.82
2945,159.83,108.54,43.87
2946,159.82,96.51,42.02
2947,163.08,116.8,39.12
2948,162.19,115.1,42.19
2949,160.96,116.39,43.13
295,NA,NA,NA
2950,160.31,115.8,41.95
2951,162.82,116.86,44.79
2953,160.82,110.38,43.69
2954,162.2,115.26,42.88
2955,162.21,98.6,36.8
2956,162.59,104.16,40.91
2957,162.51,106.98,41.46
2958,157.31,99.94,42.83
2959,159.35,69.1,33.31
296,NA,NA,NA
2960,158.91,87.58,43.73
2961,163.33,98.44,46.08
2962,157.55,124.48,42.36
2963,158.45,128.39,40.28
2964,156.96,130.23,42.03
2965,156.34,123.58,38.52
2966,160.11,95.12,39.94
2967,160.83,109.01,35.99
2968,163.99,113.13,35.86
2969,161.34,98.38,37.24
297,NA,NA,NA
2970,165.11,107.87,41.39
2971,163.85,105.32,43.4
2972,163.35,109.71,42.39
2973,162.22,102.07,44.32
2974,162.1,97.1,44.23
2976,164.61,90.87,38.96
2977,159.85,101.51,40.94
2978,161.86,90.25,33.66
2979,154.43,97.58,36.15
298,NA,NA,NA
2981,155.44,79.39,45.28
2982,158.72,81.72,38.77
2983,153.98,100.48,38.74
2984,164.1,127.14,38.06
2985,164.52,110.09,39.61
2986,157.98,93.39,40.15
2987,161.85,88.28,39.4
2988,157.77,71.59,34.92
2989,162.76,83.98,40.9
299,NA,NA,NA
2990,154.33,77.02,40.36
2991,NA,74.65,37.2
2993,168.71,144.25,37.58
2994,154.59,97.31,45.65
2996,154.74,105.23,39.05
2997,165.97,129.86,41.28
2998,156.75,125.63,42.51
2999,160.84,82.38,40.95
3,NA,NA,NA
30,161.9,102.48,38.34
300,NA,NA,NA
3000,163.08,126.11,37.58
3001,153.75,68.5,37.35
3002,155.27,72.92,41.51
3003,157.97,85.05,43.54
3004,161.08,93.27,42.05
3005,157.32,87.45,34.84
3006,160.08,122.22,41.49
3007,162.06,100.45,40.48
3008,164.35,92.02,40.31
3009,164.1,89.12,36.32
301,NA,NA,NA
3010,163.84,98.38,41.94
3011,160.77,94.2,34.41
3012,157.58,106.28,43.29
3013,157.34,104.6,43.46
3014,NA,NA,NA
3015,161.11,98.39,42.46
3016,157.43,76.41,42.67
3017,156.1,80.18,42.08
3018,157.43,88.09,42.96
3019,160.08,84.8,42.77
302,NA,NA,NA
3020,156.77,96.42,42.26
3021,160.41,72.26,32.49
3022,160.73,82.99,39.54
3023,159.43,88.61,41.6
3024,158.73,96.31,35.76
3025,160.73,84.78,39.2
3026,156.75,76.06,38.19
3027,153.75,84.82,40.2
3028,156.1,91.73,42.41
3029,166.1,90,43.45
303,NA,NA,NA
3030,NA,83.98,43.26
3031,158.43,75.97,42.28
3032,NA,71.47,38.57
3033,156.44,81.25,45.32
3034,159.06,71.81,38.61
3035,157.73,93.58,45.48
3036,159.39,81.34,42.73
3037,160.06,86.05,46.83
3038,163.58,94.73,45.06
3039,158.41,72.19,38
304,NA,NA,NA
3040,NA,81.45,45.16
3041,NA,76.13,37.87
3042,NA,92.28,43.63
3043,NA,96.33,39.93
3044,NA,69.45,38.21
3045,NA,89.18,47.98
3046,157.45,96.52,40
3047,NA,74.87,35.18
3048,NA,78.7,45.03
3049,NA,85.43,45.44
305,NA,NA,NA
3050,158.24,126.01,36.63
3051,157.8,128.29,39.09
3052,159.11,115,38.64
3053,154.66,94.62,40.73
3054,156.19,103.26,37.98
3055,155.36,103.71,43.25
3056,152.87,116.79,43.96
3057,152.96,96.17,44.68
3058,155.19,112.29,36.5
3059,155.96,108.52,38.34
306,NA,109.77,36.57
3060,154.71,98.14,35.9
3061,154.69,102.01,38
3062,155.07,106.14,40.4
3063,154.07,101.05,42.91
3064,154.07,109.08,41.52
3065,156.46,107.82,42.95
3066,156.2,105.3,39.01
3067,155.94,103.98,42.64
3068,155.69,95.33,36.98
3069,156.7,110.3,39.9
307,NA,NA,NA
3070,156.46,100.18,42.69
3071,157.33,112.96,41.4
3072,156.32,107.03,40.05
3073,152.36,109.46,36.87
3074,156.46,109.21,37.9
3075,154.23,105.61,40.26
3076,163.96,87.07,39.91
3077,164.07,144.07,42.89
3078,158.19,131.46,42.51
3079,161.21,82.98,42.51
308,NA,NA,NA
3080,157.73,78.3,38.37
3081,153.49,72.31,38.06
3082,153.29,80.5,37.52
3083,156.28,76.19,40.41
3084,155.89,91.34,41.73
3085,157.88,72.21,35.5
3086,156.85,114.96,39.86
3087,158.83,115.89,47.28
3088,156.75,72.33,39.5
3089,154.41,74.25,41.19
309,161.81,131.16,44.47
3090,161.58,93.86,42.23
3091,NA,NA,NA
3092,161.58,99.88,45.04
3093,161.11,89.66,34.31
3094,156.79,93.3,36.08
3095,162.97,150.81,43.98
3096,154.73,87.37,39.04
3097,158.42,124.62,46.44
3098,NA,NA,NA
3099,161.26,115.6,34.26
31,NA,NA,NA
310,NA,NA,NA
3100,158.8,99.81,42.33
3101,154.59,107.55,38.14
3102,160.44,85.08,39.32
3103,NA,89.48,38.9
3104,NA,NA,NA
3105,156.9,78.91,45.25
3106,157.83,88.76,42.87
3107,164.21,107.44,39.68
3108,158.34,91.02,41.41
3109,157.45,81.65,40.25
311,NA,NA,NA
3110,163.32,111.92,40.59
3111,NA,NA,NA
3112,154.16,79.71,43.81
3113,154.84,93.69,35.91
3114,164.98,89.9,50.35
3115,160.16,116.87,41.94
3116,155.33,105.13,35.85
3117,NA,NA,NA
3118,NA,NA,NA
3119,155.33,84.9,41.4
3120,156.66,75.69,39.12
3121,165.73,141.26,43
3122,165.18,131.46,39.93
3123,156.58,90.87,43.62
3124,161.82,108.33,40.23
3125,156.52,104.39,37.66
3126,154.96,85.02,38.86
3127,156.16,83.27,37.97
3128,154.08,111.33,42.14
3129,154.94,112.22,36.1
313,NA,NA,NA
3130,162.36,73.26,40.13
3131,166.93,112.81,39.39
3132,153.28,75.91,39.48
3133,163.57,90.97,40.46
3134,166.83,100.14,37.07
3135,164.6,123.82,37.16
3136,154.2,74.48,38.52
3137,154.82,77.12,41.08
3138,154.82,70.8,37.62
3139,159.84,133.41,48.09
314,NA,NA,NA
3140,154.45,69.99,32.34
3141,153.59,73.55,31.33
3142,154.07,64.01,37.34
3143,158.85,95.44,42.09
3144,161.1,108.17,43.93
3145,161.73,90.61,40.42
3146,160.06,84.72,46.01
3147,160.87,89.14,42.26
3148,158.06,96.22,43.07
3149,160.72,100.79,42.08
315,162.88,113.6,44.71
3150,NA,114.61,37.19
3151,165.04,100.79,35.61
3152,164.37,94.6,40.11
3153,162.08,98.97,45.02
3154,162.73,96,41.45
3155,157.59,86.47,34.28
3156,162.07,108.76,39.47
3157,163.02,100.73,36.54
3158,NA,93.94,39.34
3159,163.41,78.04,41.07
316,NA,NA,NA
3160,159.06,92.36,41.47
3161,159.06,85.92,37.56
3162,165.57,104.73,38.96
3163,163.59,83.62,38.55
3164,164.14,102.33,45.82
3165,158.73,90.63,39.01
3166,162.59,80.08,36.25
3167,164.08,107.01,40.3
3168,163.41,97.46,41.99
3169,NA,NA,NA
317,NA,NA,NA
3170,164.48,108.33,38.81
3171,164.08,102.74,42.71
3172,159.58,98.55,42.93
3173,NA,101.38,43.91
3174,160.09,81.53,40.49
3175,159.78,82.5,40.44
3176,164.08,104.83,41.23
3177,163.48,110.55,43.59
3178,159.39,101.87,38.86
3179,164.08,103.95,42.2
318,NA,NA,NA
3180,160.08,104.69,42.14
3181,163.66,95.73,41.09
3182,162.75,97.7,43.2
3183,161.84,96.79,41.93
3184,161.21,99.16,41.43
3185,157.59,77.75,36.35
3186,156.02,73.6,45.21
3187,159.32,82.94,37.91
3188,156.38,88.86,39.18
3189,161.06,105.29,34.66
319,NA,NA,NA
3190,156.55,98.06,39.69
3191,161.06,106.23,35.66
3192,NA,121.84,32.88
3193,160.36,86.91,41.39
3194,170.68,145.18,40.58
3195,158.83,111.36,43.08
3196,156.85,79.41,40.39
3197,161.83,80.9,32.05
3198,156.06,58,35.22
3199,156.22,72.85,36.44
32,165.86,141.58,38.23
320,NA,NA,NA
3200,156.82,74.85,37.05
3201,155.64,69.45,35.55
3202,158.82,75.68,36.24
3203,156.96,85.49,44.21
3204,158.98,87.65,40.77
3205,153.59,84.35,41.28
3206,154.26,90.78,41.23
3208,157.48,81.38,41.77
3209,154.74,71.11,43.99
321,NA,NA,NA
3210,149.75,91.83,35.51
3211,155.49,115.13,39.45
3212,157.98,101.98,37.98
3213,147.29,94.92,40.45
3214,160.19,84.87,25.92
3215,157.19,77.99,37.48
3216,159.89,89.62,35.01
3217,156.09,83.48,44.6
3218,144.98,66.75,38.2
3219,160.19,65.87,36.38
322,NA,NA,NA
3220,159.64,68.37,44.51
3221,NA,72.79,41.52
3222,157.98,70.28,43.87
3223,155.75,85.23,44.07
3224,158.57,77.71,38.67
3225,156.56,84.16,41.94
3226,156.96,84.27,42
3227,154.97,78.34,35.95
3228,NA,NA,NA
3229,156.94,117.49,45.1
323,NA,NA,NA
3230,162.7,122.88,41.07
3231,159.2,120.7,44.11
3232,161.2,119.76,37.82
3233,163.89,133.16,40
3234,160.99,128.65,40.5
3235,159.07,112.81,44.4
3236,162.91,132.5,42.13
3237,164.31,132.03,41.14
3238,160.68,129.09,47.92
3239,162.51,122.37,43.75
324,153.6,115.58,43.01
3240,161.4,125.22,40.13
3241,160.72,114.38,40.59
3242,162.44,136.16,42.45
3243,162.05,138.37,41.23
3244,156.82,118.31,43.71
3245,157.32,117.56,42.68
3246,159.32,117.92,37.62
3247,160.55,129.94,42.86
3248,161.18,128.89,40.62
3249,163.77,128.12,42.01
325,NA,NA,NA
3250,157.78,106.69,41.11
3251,164.76,133.32,42
3252,162.95,125,36.93
3253,163.33,136.73,39.82
3254,163.14,125.77,39.16
3255,161.36,125.52,39.81
3256,158.57,112.75,41.42
3257,NA,NA,NA
3258,NA,NA,NA
3259,157.28,129.48,34.08
326,NA,NA,NA
3260,160.76,109.13,44.44
3261,157.5,74.51,43.02
3262,NA,NA,NA
3263,160.46,81.92,37.2
3264,166.18,136.65,46.59
3265,156.07,97.53,36.19
3266,157.79,116.49,44.82
3267,NA,NA,NA
3268,NA,NA,NA
3269,156.07,85.91,44.14
327,NA,NA,NA
3270,NA,NA,NA
3271,154.74,82.65,35.41
3272,163.39,110.64,39.87
3273,166.11,116.62,42.27
3274,NA,NA,NA
3275,161.9,129.88,41.16
3276,NA,NA,NA
3277,NA,NA,NA
3278,NA,NA,NA
3279,156.15,90.45,40.76
328,NA,NA,NA
3280,156.28,79,43.09
3281,NA,75.57,33.16
3282,156.72,121.31,39.88
3283,NA,NA,NA
3284,NA,NA,NA
3285,152.7,62.23,35.52
3286,155.99,79.82,45.55
3287,155.11,83.58,48.24
3288,161.68,91.29,38.55
3289,162.25,81.74,44.05
329,156.79,100.29,41.58
3290,NA,NA,NA
3292,NA,77.28,36.62
3293,NA,NA,NA
3294,NA,94.17,41.01
3295,NA,NA,NA
3296,158.96,74.29,30.07
3297,163.84,112.05,42.19
3298,149.67,95.76,45.08
3299,163.52,97.21,40.71
33,NA,NA,NA
330,NA,NA,NA
3300,154.96,64.67,30.55
3301,NA,83.79,50.98
3302,NA,79.57,47.01
3303,167.24,144.15,38.63
3304,159.44,119.71,44.01
3305,162.55,71.37,33.23
3306,NA,81.78,48.44
3307,NA,NA,NA
3308,NA,73.43,33.58
3309,NA,94.36,37.41
331,NA,NA,NA
3310,NA,NA,NA
3311,159.83,90.36,45.89
3312,164.26,95.49,39.22
3313,NA,NA,NA
3314,153.44,87.71,32.76
3315,164.16,132.1,33.95
3316,151.14,75.16,33.6
3317,NA,99.77,45.05
3318,162.27,122.76,43.52
3319,160.97,88.79,38.76
332,NA,NA,NA
3320,157.43,72.02,40.15
3321,156.71,101.28,36.77
3322,160.51,67.54,40.36
3323,159.99,128.42,46.73
3324,155.77,115.48,42.34
3325,157.67,88.68,46.57
333,NA,NA,NA
334,NA,NA,NA
335,NA,NA,NA
3355,NA,NA,NA
336,NA,NA,NA
3366,NA,NA,NA
3368,NA,NA,NA
337,NA,NA,NA
3373,NA,NA,NA
3374,NA,NA,NA
3375,NA,NA,NA
338,NA,NA,NA
339,NA,NA,NA
3395,NA,NA,NA
34,168.94,126.43,42.89
340,NA,NA,NA
341,NA,NA,NA
342,NA,NA,NA
343,NA,NA,NA
344,NA,NA,NA
345,NA,NA,NA
346,NA,73.26,37.79
3463,162.26,99.72,42.32
3465,NA,NA,NA
347,NA,74.26,32.4
3472,NA,89.71,NA
348,NA,NA,NA
3480,NA,NA,NA
349,NA,NA,NA
35,NA,NA,NA
350,168.27,139.07,40.75
351,161.22,122.39,40.62
352,NA,NA,NA
3524,159.25,115.35,44.18
3525,157.76,104.15,49.02
353,NA,NA,NA
354,NA,NA,NA
356,NA,NA,NA
357,165.67,122.01,39.13
358,NA,NA,NA
359,NA,123.65,33.52
36,NA,NA,NA
360,NA,NA,NA
361,NA,NA,NA
362,NA,NA,NA
3622,NA,NA,NA
363,NA,NA,NA
3634,NA,NA,NA
3636,NA,NA,NA
3637,158.45,116.95,42.77
3638,NA,NA,NA
364,NA,NA,NA
365,NA,NA,NA
3658,NA,NA,NA
3659,NA,NA,NA
366,NA,NA,NA
3661,156.67,154.54,56.4
3662,NA,NA,NA
3663,NA,NA,NA
3665,NA,NA,NA
3666,160.92,136.88,37.6
3667,NA,142.41,52.1
3668,NA,NA,NA
3669,160.08,131.73,45.75
367,162.97,100.03,43.42
3670,155.79,116.73,54.46
3671,NA,NA,NA
3672,NA,135.93,43.19
3673,NA,NA,NA
3674,157.13,81.56,46.68
3675,155.95,70.27,45.15
3676,NA,NA,NA
3677,NA,NA,NA
3678,NA,79.75,45.76
368,NA,NA,NA
369,NA,114.31,42.32
3691,NA,NA,NA
3692,165.28,97.73,42.74
3694,NA,NA,NA
3695,164.56,140.74,32.49
3696,NA,NA,NA
3697,NA,NA,NA
3698,NA,NA,NA
3699,NA,NA,NA
37,NA,NA,NA
370,NA,NA,NA
3701,166.39,105.47,39.9
3702,165.81,137.22,45.9
3703,159.59,122.83,46.59
3704,NA,NA,NA
3705,162.09,83.03,35.09
3706,157.42,70.52,34.71
3707,NA,NA,NA
3708,NA,NA,NA
3709,NA,NA,NA
371,NA,NA,NA
3710,NA,99.6,36.26
3711,NA,NA,NA
3712,155.03,67.36,30.84
3713,157.13,66.39,30.99
3715,NA,NA,NA
3716,NA,NA,NA
3717,NA,NA,NA
3718,NA,NA,NA
3719,NA,NA,NA
372,NA,NA,NA
3720,NA,NA,NA
3721,160.37,126.49,43.72
3722,NA,NA,NA
3723,166.44,120.57,39.46
3724,NA,NA,NA
3725,NA,NA,NA
3726,NA,NA,NA
3727,NA,NA,NA
3728,NA,NA,NA
3729,NA,NA,NA
373,NA,NA,NA
3730,161.65,75.64,35.54
3731,158.03,81.58,38.98
3732,NA,NA,NA
3733,NA,NA,NA
3734,157.21,104.42,44.27
3735,NA,NA,NA
3736,NA,NA,NA
3738,NA,NA,NA
3739,162.08,95.16,41.09
374,165.28,142.11,42.43
3740,NA,NA,NA
3741,NA,NA,NA
3742,158.14,78.97,39.63
3743,156.17,121.4,45.1
3744,157.39,114.98,45.02
3745,158.08,88.9,41.38
3747,166.1,144.51,43.68
3748,NA,NA,NA
3749,155.77,87.59,45.27
375,NA,NA,NA
3750,163.46,70.92,43.72
3751,150.33,73.99,37.3
3754,154.87,90.55,44.05
3755,158.07,108.37,38.25
3756,162.13,97.54,36.29
3757,163.44,90.39,39.18
3758,161.75,99.68,38.54
376,NA,NA,NA
3760,NA,NA,NA
3762,NA,NA,NA
3763,NA,NA,NA
3764,NA,NA,NA
3765,161.46,75.72,35.87
3766,NA,NA,NA
3767,NA,NA,NA
3769,NA,NA,NA
377,172,135.72,33.41
3770,NA,NA,NA
3771,164.06,83.1,29.88
3772,155.67,120.61,41.59
3775,161.69,84.42,43.2
3776,NA,NA,NA
3777,NA,NA,NA
3778,153.52,106.16,30.54
3779,NA,NA,NA
378,169.15,NA,36.86
3780,NA,NA,NA
3781,152.45,85.29,42.14
3782,165.08,86.1,35.04
3783,NA,112.53,49.27
3784,162.45,89.9,35.63
3785,162.05,126.25,34.86
3786,NA,NA,NA
3787,NA,NA,NA
3788,NA,NA,NA
3789,155.14,107.02,29.16
379,NA,NA,NA
3790,NA,NA,NA
3791,NA,NA,NA
3792,167.55,131.1,36.96
3793,NA,NA,NA
3794,162.21,87.13,42.67
3795,NA,NA,NA
3796,NA,NA,NA
3797,NA,NA,NA
3798,153.13,NA,38.85
3799,NA,NA,NA
38,NA,NA,NA
380,NA,124.89,45.13
3800,NA,NA,NA
3801,153.86,67.45,26.18
3802,156.03,60.19,39.04
3803,153.75,75.96,39.29
3804,NA,55.29,36.93
3805,159.79,98.97,41.52
3806,NA,NA,NA
3809,NA,NA,NA
381,NA,NA,NA
3810,153.5,62.77,46.03
3812,152.87,61.57,42.07
3813,NA,NA,NA
3814,NA,NA,NA
3816,NA,120.89,41.06
3817,NA,NA,NA
3818,NA,NA,NA
382,NA,NA,NA
3820,NA,NA,NA
3821,NA,NA,NA
3822,NA,NA,NA
3823,159.34,107.68,40.03
3824,164.46,134.31,38.09
3825,163.88,129.21,44.2
3826,164.11,134.27,40.02
3827,164.28,127.08,36.32
3828,NA,NA,NA
3829,NA,NA,NA
383,NA,NA,NA
3830,165.17,116.07,45.25
3831,161.45,119.38,40.69
3832,NA,NA,NA
3833,NA,NA,NA
3834,NA,NA,NA
3835,155.5,112.58,44.44
3836,162.7,114.59,50.9
3837,NA,NA,NA
3838,NA,NA,NA
3839,NA,NA,NA
384,165.28,141.46,38.38
3840,NA,NA,NA
3841,NA,NA,NA
3842,NA,NA,NA
3843,NA,NA,NA
3844,NA,NA,NA
3845,NA,NA,NA
3846,NA,NA,NA
3847,NA,NA,NA
3848,NA,NA,NA
3849,NA,NA,NA
385,160.13,136.6,40.68
3850,NA,NA,NA
3851,NA,NA,NA
3852,NA,NA,NA
3853,162.61,100.64,39.13
3854,161.55,104.73,38.71
3855,NA,NA,NA
3856,NA,NA,NA
3857,156.37,86.22,41.03
3858,158.83,74.07,40.56
386,NA,NA,NA
3860,NA,NA,NA
3861,NA,NA,NA
3862,NA,NA,NA
3863,NA,NA,NA
3864,168.56,129.79,26.53
3865,NA,NA,NA
3866,NA,NA,NA
3867,163.32,130.95,38.3
3868,NA,NA,NA
3869,159.05,123.33,37.68
387,NA,NA,NA
3870,NA,NA,NA
3871,156.77,91.89,44.79
3872,158.76,120.22,40.35
3873,155.71,85.45,40.46
3874,155.76,74.93,41.74
3875,155.86,80.67,43.25
3876,156.86,93.85,46.68
3877,154.28,79.14,39.83
3878,154.85,72.78,37.11
3879,155.53,89.03,40.73
388,NA,NA,NA
3880,153.08,76.98,38.35
3881,NA,NA,NA
3883,NA,NA,NA
3884,157.47,95.88,45.3
3885,NA,NA,NA
3886,NA,NA,NA
3887,NA,NA,NA
3888,NA,NA,NA
389,164.1,129.93,37.07
3890,157.45,66.78,36.31
3891,157.77,80.69,41.28
3892,154.49,78.49,40.36
3893,158.01,110.9,36.92
3894,154.36,86.16,39
3895,NA,NA,NA
3897,NA,NA,NA
3898,159.76,89.43,36.13
3899,NA,NA,NA
39,155.12,79.8,36.95
390,NA,127.03,45.76
3900,NA,NA,NA
3901,154.1,82.97,38.73
3902,153.04,74.27,43.64
3903,NA,NA,NA
3905,NA,NA,NA
3906,155.4,123.57,44.79
3907,158.56,72.49,33.28
3908,155.69,68.04,35.72
3909,153.61,64.26,31.05
391,NA,NA,NA
3910,153.04,81.19,36.73
3911,NA,NA,NA
3912,159.41,96.12,37.39
3913,159.99,96.53,36.72
3914,160.18,93.07,40.26
3915,157.55,100.2,39.43
3916,NA,NA,NA
3917,NA,NA,NA
3918,157.89,126.11,40.35
3919,157.13,124.49,36.47
392,NA,NA,NA
3920,167.41,118.92,33.21
3921,NA,NA,NA
3922,NA,NA,NA
3924,NA,NA,NA
3925,NA,NA,NA
3927,162.46,79.62,43.63
3928,NA,NA,NA
3929,NA,NA,NA
393,NA,NA,NA
3930,NA,NA,NA
3931,NA,NA,NA
3932,162.59,95.63,42.26
3933,NA,NA,NA
3934,NA,NA,NA
3935,NA,NA,NA
3936,169.8,131.9,36.73
3938,NA,NA,NA
394,161.96,94.37,38.34
3940,NA,NA,NA
3941,NA,NA,NA
3942,164.77,118.35,NA
3943,NA,NA,NA
3944,NA,NA,NA
3945,NA,NA,NA
3946,NA,NA,NA
3947,NA,NA,NA
3948,NA,NA,NA
3949,NA,NA,NA
395,NA,NA,NA
3950,NA,NA,NA
3951,154.13,78.89,38.26
3952,159.61,120.72,42.28
3953,NA,NA,NA
3954,161.58,110.26,38.34
3955,159.21,114.82,46.18
3956,159.96,124.87,40.8
3957,165.25,117.25,41.82
3958,NA,NA,NA
3959,167.5,127.44,39.35
396,NA,NA,NA
3960,NA,NA,NA
3961,162.62,98.58,41.77
3962,161.44,99.63,32.4
3963,159.79,101.46,44.95
3964,160.77,97.18,40.68
3965,160.85,100.42,42.8
3966,160.1,81,39.13
3968,NA,NA,NA
3969,156.97,89.68,48.37
397,163.68,119.15,36.48
3970,NA,87.45,39.75
3971,160.42,104.38,41.46
3972,163.24,68.71,38.69
3974,158.34,112.23,36.93
3976,NA,NA,NA
3977,NA,NA,NA
3978,NA,NA,NA
3979,NA,NA,NA
398,164.7,134.23,41.76
3980,165.52,120.78,32.25
3981,NA,NA,NA
3982,NA,NA,NA
3983,NA,NA,NA
3984,158.12,118.23,44.47
3985,NA,NA,NA
3986,168.77,115.55,30.22
3987,160.64,119.57,44.82
3988,155.38,97.91,46.31
399,NA,NA,NA
3990,NA,NA,NA
3991,NA,NA,NA
3992,NA,NA,NA
3993,158.76,55.09,25.72
3994,158.88,40.12,20.74
3995,156.24,48.35,NA
3996,158.97,51.47,24.4
3997,158.25,54.37,31.69
3998,158.41,72.51,31.43
4,NA,NA,NA
40,NA,NA,NA
400,NA,NA,NA
4000,157.76,72.64,37.31
4001,157.76,75.62,32.21
4002,159.11,67.4,28.92
4003,157.79,74.75,30.85
4004,158.82,67.48,35.15
4006,157.75,82.74,33.85
4007,NA,NA,NA
4008,157.5,117.97,37.36
4009,NA,NA,NA
401,NA,NA,NA
4010,NA,NA,NA
4011,162.27,105.9,45.24
4012,166.02,131.2,41.29
4013,156.87,103.56,41.54
4014,156.04,78.4,42.4
4015,152.77,85.56,38.06
4016,159.44,105.89,47.28
4017,NA,NA,NA
4018,NA,NA,NA
4019,NA,NA,NA
402,NA,NA,NA
4020,164.99,120.71,37.57
4021,162.14,121.31,38.41
4022,158.83,93.93,47.67
4023,161.83,120.46,41.67
4024,159.7,131.62,39.85
4025,NA,NA,NA
4026,154.4,73.59,37.13
4027,157.77,103.18,37.64
4028,NA,NA,NA
4029,158.23,128.63,35.43
403,162.97,126.6,40.26
4030,158.98,127.01,43.49
4031,NA,NA,NA
4032,159.86,129.49,34.29
4033,NA,NA,NA
4034,NA,NA,NA
4035,161.56,118.5,32.78
4036,155.36,106.61,38.62
4037,NA,NA,35.94
4038,165.83,116.59,41.31
4039,162.77,93.46,37.27
404,164.33,137.27,35.92
4040,NA,NA,NA
4041,160.05,50.5,27.29
4042,NA,NA,NA
4043,166.15,108.93,39.14
4044,NA,NA,NA
4045,159.98,70.69,36.08
4046,162.08,103.02,40.61
4047,153.75,98.31,32.33
4048,158.43,86.05,36.93
4049,NA,NA,NA
405,NA,NA,NA
4050,160.73,84.23,32.45
4051,NA,NA,NA
4052,160.34,125.72,41.99
4053,NA,NA,NA
4054,NA,NA,NA
4055,151.34,101.74,33.55
4056,NA,88.08,44.5
4057,NA,NA,NA
4058,164.71,98.08,32.95
4059,155.96,93.58,48.93
406,NA,NA,NA
4060,158.26,96.71,47.21
4061,162.76,100.43,40.6
4062,NA,NA,NA
4064,162.99,129.59,35.91
4065,NA,NA,NA
4066,157.87,115.12,41.19
4067,153.35,98.09,44.14
4068,NA,NA,NA
4069,NA,NA,NA
407,NA,NA,NA
4070,153.29,79.4,40.3
4073,NA,85.84,NA
4074,166.9,117.66,40.12
4075,NA,NA,NA
4076,163.56,143.42,40.84
4077,166.12,145.14,43.44
4078,167.52,114.13,38.49
4079,NA,NA,NA
408,163.71,97.61,45.79
4080,NA,NA,NA
4081,161.43,135.41,44.78
4083,NA,NA,NA
4084,168.95,119.44,35.47
4085,164.06,99.16,43.44
4089,157.38,121.96,40.54
409,NA,NA,NA
4090,163.39,85.91,39.6
4091,157.43,88.17,43.75
4092,157.73,86.03,45.37
4093,163.06,118.15,41.37
4094,162.06,107.13,43.18
4095,162.73,114.74,51.37
4096,164.08,110.99,42.94
4097,NA,NA,NA
4098,166.03,100.53,36.85
4099,160.51,88.72,36.51
41,NA,NA,NA
410,NA,NA,NA
4100,161.35,90.97,41.18
4101,157.04,75.27,43.92
4102,159.89,98.51,37.93
4103,163.47,98.16,35.22
4104,152.61,101.12,28.01
4105,161.76,123.79,42.4
4106,NA,NA,NA
4107,NA,NA,NA
4109,160.26,88.23,42.43
411,NA,NA,NA
4110,163.55,53.44,29.88
4111,160.55,109.48,44.56
4112,164.53,65.56,42.7
4113,161.24,91.58,42.73
4114,NA,82.05,47.65
4115,NA,NA,NA
4116,NA,NA,NA
4117,158.91,93.9,43.6
4118,NA,NA,NA
4119,157.99,117.66,38.12
412,NA,NA,NA
4120,164.83,93.47,42.67
4121,161.37,130.78,40.82
4122,NA,NA,NA
4123,NA,NA,NA
4124,160.03,114.61,35.55
4125,158.01,116.46,46.44
4126,157.09,96.94,48.58
4127,156.76,114.41,40.37
4128,NA,NA,NA
413,160.13,104.81,43.12
4130,NA,NA,NA
4131,160.74,95.38,42.88
4132,165.67,113.23,46.73
4133,156.99,78.06,37.25
4134,161.36,140.44,43.83
4135,159.79,111.15,33.73
4136,160.54,102.61,38.08
