genotype,days_to_heading_BLUE,plant_height_BLUE,thousand_kernel_weight_BLUE
42102,173.98,79.53,39.37
42103,171.15,80.59,44.32
42104,170.68,83,47.89
42105,168.86,84.41,46.95
42106,175.59,94.42,41.2
42107,172.34,95.88,46.03
42108,172.4,85.86,38.23
42109,169.54,84.1,44.33
42110,174.04,90.11,44.44
42111,175.02,89.21,41.4
42112,167.39,93.86,42.12
42113,168.25,94.4,44.83
42114,172.83,101.41,43.6
42115,170.56,91.73,46.1
42116,170.56,92.62,47.22
42117,171.42,91.68,45.89
42118,170.14,77.59,44.64
42119,170.27,85.55,45.29
42120,172.27,79.49,40.89
42121,170.5,84.81,34.1
42122,170.39,90.83,41.22
42133,170.49,85.48,47.78
42134,176.61,87.18,46.37
42135,166.84,90.18,43.06
42137,164.16,81.53,50.27
42142,177.29,76.69,38.85
42143,182.49,68.61,36.16
42146,174.2,99.33,44.95
42147,164.39,74.84,26.49
42148,161.83,88.22,45.63
42149,174.16,86.15,46.96
42151,166.61,92.84,30.42
42153,169.28,86.84,41.74
42154,173.07,84.14,38.81
42158,168.39,85.83,38.37
42165,173.66,77.91,41.32
42169,162.5,87.8,38.41
42170,160.84,45.13,18.31
42171,168.39,98.2,47.31
42173,159.73,84.82,28.37
42175,NA,NA,NA
42178,NA,NA,NA
42179,164.28,82.54,44.21
42180,169.28,112.18,29.01
42181,NA,NA,NA
42182,156.73,65.81,36.16
42186,161.39,66.83,35.83
42187,158.28,82.49,34.26
42201,166.28,90.18,46.26
42202,162.28,76.53,43.47
42203,158.29,75.38,39.05
42205,168.39,91.82,30.84
42214,174.14,84.38,42.13
42215,170.99,85.79,47.11
42216,171.98,93.15,46.63
42217,164.43,83.22,45.95
42218,164.39,83.21,42.61
42219,164.39,79.93,37.32
42220,178.27,89.51,42.19
42221,170.56,93.09,41.35
42222,171.42,89.09,41.74
42223,171.71,88.03,42.27
42224,169.44,87.24,41.65
42225,174.66,108.39,35.77
42227,174.17,79.78,36.05
42230,172.93,84.2,39.1
42234,156.2,55.74,34.9
42236,163,81.35,35.63
42237,176.74,103.47,36.53
42238,161.39,74.49,28.79
42239,159.06,45.8,20.89
42240,156.73,79.5,23.94
42241,156.28,50.47,21.99
42243,156.28,70.82,23.42
42246,156.52,89.45,34.88
42247,NA,NA,NA
42248,173.29,90.53,31.94
42249,168.39,88.16,28.05
42250,160.5,69.85,38.58
42251,162.16,61.14,25.84
42253,167.95,93.86,45.68
42254,165.39,77.53,32.93
42255,166.73,78.21,45.68
42258,175.8,82.41,46.65
42259,172.3,78.64,44.02
42260,164.67,80.76,37.45
42261,164.99,66.59,42.69
42262,166.79,77.09,49.26
42263,166.51,70.82,37.28
42264,161.84,74.54,34.57
42265,159.43,73.57,37.2
42266,162.24,66.19,48.08
42267,163.59,56.39,45.7
42268,160.01,81.92,35.19
42269,166.15,73.79,36.47
42270,159.68,72.02,42.96
42271,162.61,53.78,49.44
42272,175.17,77.14,47.01
42273,171.47,74.9,46.39
42274,172.34,79.95,41.47
42275,170.86,81.21,42.89
42276,169.2,78.7,41.68
42277,173.9,67.84,41.37
42278,175.61,85.05,41.39
42279,169.43,73.91,44.9
42280,174.3,81.24,39.96
42281,174.08,77.18,40.13
42282,174.48,81.76,43.8
42283,174.82,85.64,46.06
42284,172.78,77.61,45.26
42285,170.94,87.36,44.2
42286,174.22,85.19,43.23
42287,171.38,85.15,47.39
42288,171.72,83,41.27
42289,174.29,91.05,48.49
42290,172.86,82.01,43.86
42291,170.81,83.08,43.49
42292,167.99,82.19,43.08
42293,171.99,82.49,47.98
42294,170.86,89.93,45.63
42295,169.2,94.26,48.42
42296,171.54,91.42,50.65
42297,170.47,82.64,38.5
42298,174.25,82.84,43.67
42299,169.2,83.92,46.79
42300,170.86,79.18,39.15
42301,171.54,80.04,46.72
42302,163.73,69.78,34.94
42303,165.67,75.6,32.45
42304,165.2,76.9,39
42305,171.2,75.66,46.8
42306,171.54,87.52,47.55
