accenumb,agent_id,doi,sowing_date,beginning_of_heading_date,date_of_heading,end_of_heading_date,plant_height,thousand_kernel_weight,sowing_-_beginning_of_heading,sowing_-_end_of_heading,sowing_-_end_of_flowering,beginning_of_heading-end_of_heading,beginning_of_heading-end_of_flowering,end_of_heading-end_of_flowering,name,description,campaign,beginning_of_heading,end_of_heading
23398,NA,NA,19860417,NA,NA,19860614,98.6,43.8,NA,58,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,164
23399,NA,NA,19860417,NA,NA,19860615,98,39.6,NA,59,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,165
23399,NA,NA,19860417,NA,NA,19860615,89.3,41.3,NA,59,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,165
23399,NA,NA,19860417,NA,NA,19860618,102,34,NA,62,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,168
23400,NA,NA,19860417,NA,NA,19860610,84,47,NA,54,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,160
23401,NA,NA,19860417,NA,NA,19860614,94,50.5,NA,58,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,164
23402,NA,NA,19860417,NA,NA,19860609,91.6,48.5,NA,53,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,159
23402,NA,NA,19860417,NA,NA,19860610,82.3,46.5,NA,54,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,160
23403,NA,NA,19860417,NA,NA,19860616,98,42.1,NA,60,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,166
23404,NA,NA,19860417,NA,NA,19860619,116.6,38.3,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23405,NA,NA,19860417,NA,NA,19860617,108.6,33.5,NA,61,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,167
23406,NA,NA,19860417,NA,NA,19860618,105,33.2,NA,62,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,168
23407,NA,NA,19860417,NA,NA,19860618,105.3,45.3,NA,62,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,168
23408,NA,NA,19860417,NA,NA,19860619,96.3,32.2,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23409,NA,NA,19860417,NA,NA,19860618,94,34.3,NA,62,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,168
23410,NA,NA,19860417,NA,NA,19860619,103.3,37.3,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23412,NA,NA,19860417,NA,NA,19860618,91.3,37,NA,62,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,168
23413,NA,NA,19860417,NA,NA,19860613,96.6,52,NA,57,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,163
23413,NA,NA,19860417,NA,NA,19860615,92.3,49.5,NA,59,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,165
23414,NA,NA,19860417,NA,NA,19860612,88.3,44,NA,56,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,162
23415,NA,NA,19860417,NA,NA,19860618,94.3,48,NA,62,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,168
23416,NA,NA,19860417,NA,NA,19860605,93.6,44.8,NA,49,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,155
23417,NA,NA,19860417,NA,NA,19860619,92.3,36.2,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23418,NA,NA,19860417,NA,NA,19860620,98,38.3,NA,64,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,170
23419,NA,NA,19860417,NA,NA,19860616,100.6,40,NA,60,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,166
23420,NA,NA,19860417,NA,NA,19860616,93,37.2,NA,60,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,166
23421,NA,NA,19860417,NA,NA,19860613,102.6,46.2,NA,57,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,163
23422,NA,NA,19860417,NA,NA,19860617,92,36,NA,61,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,167
23423,NA,NA,19860417,NA,NA,19860612,95.3,46.4,NA,56,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,162
23424,NA,NA,19860417,NA,NA,19860618,92.3,40.7,NA,62,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,168
23425,NA,NA,19860417,NA,NA,19860705,86.6,33,NA,79,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,185
23426,NA,NA,19860417,NA,NA,19860613,73,42.4,NA,57,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,163
23428,NA,NA,19860417,NA,NA,19860610,64.3,44.6,NA,54,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,160
23429,NA,NA,19860417,NA,NA,19860612,72.6,38,NA,56,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,162
23430,NA,NA,19860417,NA,NA,19860619,83,44,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23431,NA,NA,19860417,NA,NA,19860628,91.3,40.4,NA,72,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,178
23432,NA,NA,19860417,NA,NA,19860613,89.6,42,NA,57,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,163
23433,NA,NA,19860417,NA,NA,19860619,102,42.8,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23434,NA,NA,19860417,NA,NA,19860619,111.3,34.2,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23435,NA,NA,19860417,NA,NA,19860612,78.6,38,NA,56,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,162
23436,NA,NA,19860417,NA,NA,19860612,80.3,36.9,NA,56,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,162
23437,NA,NA,19860417,NA,NA,19860612,81.6,42.3,NA,56,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,162
23438,NA,NA,19860417,NA,NA,19860613,80.6,40.1,NA,57,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,163
23439,NA,NA,19860417,NA,NA,19860613,72.3,39.5,NA,57,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,163
23440,NA,NA,19860417,NA,NA,19860612,68.3,43,NA,56,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,162
23441,NA,NA,19860417,NA,NA,19860610,87,48.9,NA,54,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,160
23442,NA,NA,19860417,NA,NA,19860613,80.3,40.5,NA,57,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,163
23443,NA,NA,19860417,NA,NA,19860613,75.6,42.2,NA,57,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,163
23445,NA,NA,19860417,NA,NA,19860612,83,48,NA,56,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,162
23446,NA,NA,19860417,NA,NA,19860615,100,53,NA,59,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,165
23447,NA,NA,19860417,NA,NA,19860615,93,52.6,NA,59,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,165
23448,NA,NA,19860417,NA,NA,19860613,90,53.6,NA,57,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,163
23449,NA,NA,19860417,NA,NA,19860615,92.3,48.7,NA,59,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,165
23450,NA,NA,19860417,NA,NA,19860615,91.6,52,NA,59,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,165
23451,NA,NA,19860417,NA,NA,19860615,89,48.9,NA,59,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,165
23452,NA,NA,19860417,NA,NA,19860617,96.6,35.4,NA,61,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,167
23453,NA,NA,19860417,NA,NA,19860619,96.6,38,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23454,NA,NA,19860417,NA,NA,19860619,94.3,35,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23455,NA,NA,19860417,NA,NA,19860620,101.3,36.5,NA,64,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,170
23456,NA,NA,19860417,NA,NA,19860619,106.3,35.2,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23457,NA,NA,19860417,NA,NA,19860619,109.6,39.2,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23458,NA,NA,19860417,NA,NA,19860618,94.3,40.3,NA,62,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,168
23459,NA,NA,19860417,NA,NA,19860618,104.3,45.3,NA,62,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,168
23460,NA,NA,19860417,NA,NA,19860619,111,38.9,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23461,NA,NA,19860417,NA,NA,19860619,94,37.4,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23462,NA,NA,19860417,NA,NA,19860619,108.6,39.5,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23463,NA,NA,19860417,NA,NA,19860619,101.3,35.8,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23464,NA,NA,19860417,NA,NA,19860617,100,42,NA,61,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,167
23465,NA,NA,19860417,NA,NA,19860619,93.3,42,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23466,NA,NA,19860417,NA,NA,19860618,93.6,38.8,NA,62,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,168
23467,NA,NA,19860417,NA,NA,19860619,97.3,34,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23468,NA,NA,19860417,NA,NA,19860619,104,42,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23469,NA,NA,19860417,NA,NA,19860619,100.6,43.2,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23470,NA,NA,19860417,NA,NA,19860617,88.3,46,NA,61,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,167
23471,NA,NA,19860417,NA,NA,19860617,97.6,40.6,NA,61,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,167
23472,NA,NA,19860417,NA,NA,19860618,101.6,44.2,NA,62,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,168
23473,NA,NA,19860417,NA,NA,19860619,104,41,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23474,NA,NA,19860417,NA,NA,19860618,91.3,41.1,NA,62,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,168
23475,NA,NA,19860417,NA,NA,19860620,98.6,40.2,NA,64,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,170
23476,NA,NA,19860417,NA,NA,19860613,92.6,48,NA,57,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,163
23477,NA,NA,19860417,NA,NA,19860620,104,35,NA,64,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,170
23478,NA,NA,19860417,NA,NA,19860617,98.6,39.9,NA,61,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,167
23479,NA,NA,19860417,NA,NA,19860619,100,38.5,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23479,NA,NA,19860417,NA,NA,19860620,99.6,40,NA,64,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,170
23480,NA,NA,19860417,NA,NA,19860618,97,41.6,NA,62,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,168
23481,NA,NA,19860417,NA,NA,19860618,105,31.6,NA,62,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,168
23482,NA,NA,19860417,NA,NA,19860617,114.3,43.6,NA,61,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,167
23483,NA,NA,19860417,NA,NA,19860617,85.6,34.7,NA,61,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,167
23484,NA,NA,19860417,NA,NA,19860618,88,47,NA,62,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,168
23485,NA,NA,19860417,NA,NA,19860620,101.3,42.4,NA,64,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,170
23486,NA,NA,19860417,NA,NA,19860619,99,42.5,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23487,NA,NA,19860417,NA,NA,19860618,77,35,NA,62,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,168
23488,NA,NA,19860417,NA,NA,19860618,91.3,33.8,NA,62,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,168
23490,NA,NA,19860417,NA,NA,19860619,117.6,42,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23491,NA,NA,19860417,NA,NA,19860620,102.6,36.2,NA,64,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,170
23492,NA,NA,19860417,NA,NA,19860618,87,36,NA,62,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,168
23493,NA,NA,19860417,NA,NA,19860619,92,33.4,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23494,NA,NA,19860417,NA,NA,19860619,88.3,41.4,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23495,NA,NA,19860417,NA,NA,19860618,93,41.4,NA,62,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,168
23496,NA,NA,19860417,NA,NA,19860618,91.3,41.6,NA,62,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,168
23497,NA,NA,19860417,NA,NA,19860618,103,41.4,NA,62,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,168
23498,NA,NA,19860417,NA,NA,19860620,103,40,NA,64,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,170
23499,NA,NA,19860417,NA,NA,19860619,104.3,46,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23500,NA,NA,19860417,NA,NA,19860617,109,39.9,NA,61,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,167
23501,NA,NA,19860417,NA,NA,19860614,96.6,44.2,NA,58,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,164
23502,NA,NA,19860417,NA,NA,19860619,96.3,38,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23503,NA,NA,19860417,NA,NA,19860611,91.3,39.8,NA,55,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,161
23504,NA,NA,19860417,NA,NA,19860616,89.3,39.6,NA,60,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,166
23505,NA,NA,19860417,NA,NA,19860620,104,34,NA,64,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,170
23506,NA,NA,19860417,NA,NA,19860614,88.3,34.6,NA,58,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,164
23507,NA,NA,19860417,NA,NA,19860614,95,34.1,NA,58,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,164
23508,NA,NA,19860417,NA,NA,19860618,98.3,34.6,NA,62,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,168
23510,NA,NA,19860417,NA,NA,19860614,80,43.3,NA,58,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,164
23511,NA,NA,19860417,NA,NA,19860615,80,41.6,NA,59,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,165
23512,NA,NA,19860417,NA,NA,19860614,89,36,NA,58,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,164
23513,NA,NA,19860417,NA,NA,19860615,82.3,37.3,NA,59,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,165
23514,NA,NA,19860417,NA,NA,19860617,94,39.7,NA,61,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,167
23515,NA,NA,19860417,NA,NA,19860619,101.3,48.5,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23516,NA,NA,19860417,NA,NA,19860619,102,34.9,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23516,NA,NA,19860417,NA,NA,19860619,110,42.2,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23517,NA,NA,19860417,NA,NA,19860617,86,41.3,NA,61,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,167
23518,NA,NA,19860417,NA,NA,19860617,91,42.5,NA,61,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,167
23519,NA,NA,19860417,NA,NA,19860619,91.6,51,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23520,NA,NA,19860417,NA,NA,19860619,104.6,42.1,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23521,NA,NA,19860417,NA,NA,19860620,103,41.5,NA,64,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,170
23522,NA,NA,19860417,NA,NA,19860617,89,41.6,NA,61,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,167
23523,NA,NA,19860417,NA,NA,19860617,101,40.7,NA,61,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,167
23524,NA,NA,19860417,NA,NA,19860614,104.6,51.5,NA,58,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,164
23525,NA,NA,19860417,NA,NA,19860614,85,44.9,NA,58,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,164
23526,NA,NA,19860417,NA,NA,19860616,90.6,44,NA,60,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,166
23527,NA,NA,19860417,NA,NA,19860616,101.6,49.1,NA,60,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,166
23528,NA,NA,19860417,NA,NA,19860616,105.6,49.7,NA,60,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,166
23529,NA,NA,19860417,NA,NA,19860619,94,38,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23530,NA,NA,19860417,NA,NA,19860619,97.3,33.8,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23531,NA,NA,19860417,NA,NA,19860617,90,37.2,NA,61,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,167
23532,NA,NA,19860417,NA,NA,19860617,89,35.6,NA,61,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,167
23533,NA,NA,19860417,NA,NA,19860619,95.6,41,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23534,NA,NA,19860417,NA,NA,19860617,79.6,35,NA,61,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,167
23535,NA,NA,19860417,NA,NA,19860616,79.6,40.4,NA,60,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,166
23536,NA,NA,19860417,NA,NA,19860614,88,42.2,NA,58,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,164
23537,NA,NA,19860417,NA,NA,19860620,105,40.5,NA,64,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,170
23538,NA,NA,19860417,NA,NA,19860620,99.3,51.2,NA,64,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,170
23540,NA,NA,19860417,NA,NA,19860618,98,37.4,NA,62,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,168
23541,NA,NA,19860417,NA,NA,19860617,92.3,39.9,NA,61,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,167
23542,NA,NA,19860417,NA,NA,19860617,113.6,47.2,NA,61,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,167
23543,NA,NA,19860417,NA,NA,19860620,116.3,42,NA,64,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,170
23544,NA,NA,19860417,NA,NA,19860620,105.3,47,NA,64,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,170
23545,NA,NA,19860417,NA,NA,19860616,89.6,44.4,NA,60,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,166
23546,NA,NA,19860417,NA,NA,19860620,107.6,51.5,NA,64,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,170
23547,NA,NA,19860417,NA,NA,19860617,114.6,45.6,NA,61,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,167
23548,NA,NA,19860417,NA,NA,19860617,89.6,48.4,NA,61,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,167
23549,NA,NA,19860417,NA,NA,19860615,80,38.4,NA,59,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,165
23550,NA,NA,19860417,NA,NA,19860616,77.6,43.4,NA,60,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,166
23551,NA,NA,19860417,NA,NA,19860618,101.3,49,NA,62,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,168
23552,NA,NA,19860417,NA,NA,19860618,89.3,39.4,NA,62,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,168
23553,NA,NA,19860417,NA,NA,19860619,108.3,32,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23554,NA,NA,19860417,NA,NA,19860620,110,37,NA,64,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,170
23555,NA,NA,19860417,NA,NA,19860617,86.6,37,NA,61,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,167
23556,NA,NA,19860417,NA,NA,19860620,112,44.5,NA,64,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,170
23557,NA,NA,19860417,NA,NA,19860619,100,40,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23558,NA,NA,19860417,NA,NA,19860616,97,33.3,NA,60,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,166
23559,NA,NA,19860417,NA,NA,19860620,107,36,NA,64,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,170
23560,NA,NA,19860417,NA,NA,19860619,98.6,30,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23561,NA,NA,19860417,NA,NA,19860617,101.6,37.5,NA,61,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,167
23562,NA,NA,19860417,NA,NA,19860619,104.6,37.8,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23563,NA,NA,19860417,NA,NA,19860619,111.3,37.6,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23564,NA,NA,19860417,NA,NA,19860617,83.6,32.7,NA,61,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,167
23565,NA,NA,19860417,NA,NA,19860618,104.6,38,NA,62,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,168
23566,NA,NA,19860417,NA,NA,19860619,102.3,42,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,169
23567,NA,NA,19860417,NA,NA,19860618,100.6,36.8,NA,62,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,168
23568,NA,NA,19860417,NA,NA,19860617,104.6,36,NA,61,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,167
23570,NA,NA,19860417,NA,NA,19860616,86,46,NA,60,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,166
23572,NA,NA,19860417,NA,NA,19860616,85,44.8,NA,60,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,166
23573,NA,NA,19860417,NA,NA,19860615,77.6,49,NA,59,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,165
23574,NA,NA,19860417,NA,NA,19860616,68,40.5,NA,60,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,166
23575,NA,NA,19860417,NA,NA,19860616,76.6,40,NA,60,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,166
23576,NA,NA,19860417,NA,NA,19860616,90,43.8,NA,60,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,166
23577,NA,NA,19860417,NA,NA,19860621,101.3,44,NA,65,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,171
23578,NA,NA,19860417,NA,NA,19860621,100.6,23.2,NA,65,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,171
23579,NA,NA,19860417,NA,NA,19860616,79.3,43.5,NA,60,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,166
23580,NA,NA,19860417,NA,NA,19860618,72,40.6,NA,62,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,168
23581,NA,NA,19860417,NA,NA,19860616,90.3,39.1,NA,60,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,166
23582,NA,NA,19860417,NA,NA,19860617,96,33.2,NA,61,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,167
23583,NA,NA,19860417,NA,NA,19860616,88.3,41.5,NA,60,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,166
23584,NA,NA,19860417,NA,NA,19860615,81,46.4,NA,59,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1986-1986,NA,165
