accenumb,agent_id,doi,days_to_heading,plant_height,thousand_kernel_weight,hectolitric_weight,dry_matter_yield,lodging,protein_content,starch_content,name,description,campaign
COF 3645,NA,NA,131,NA,NA,NA,6210,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3645,NA,NA,131,NA,NA,NA,6120,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3645,NA,NA,131,NA,NA,NA,6380,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3645,NA,NA,130,NA,NA,NA,6210,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3645,NA,NA,129,NA,53.1,NA,6937,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3646,NA,NA,134,NA,NA,NA,6120,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3648,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3648,NA,NA,132,NA,57.8,NA,5350,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3648,NA,NA,131,NA,NA,NA,4740,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3648,NA,NA,131,NA,NA,NA,4920,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3648,NA,NA,130,NA,NA,NA,4830,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3648,NA,NA,132,NA,NA,NA,4570,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3648,NA,NA,132,NA,NA,NA,5690,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3648,NA,NA,132,NA,NA,NA,5520,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3649,NA,NA,NA,NA,47.1,NA,NA,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3649,NA,NA,132,NA,56,NA,5780,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3649,NA,NA,132,NA,NA,NA,5180,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3649,NA,NA,131,NA,NA,NA,5430,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3649,NA,NA,132,NA,NA,NA,5600,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3649,NA,NA,132,NA,NA,NA,5520,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3649,NA,NA,134,NA,NA,NA,5260,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3650,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3650,NA,NA,134,NA,53,NA,6810,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3650,NA,NA,134,NA,NA,NA,6600,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3650,NA,NA,134,NA,NA,NA,5950,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3650,NA,NA,134,NA,NA,NA,5870,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3650,NA,NA,134,NA,NA,NA,6120,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3650,NA,NA,134,NA,NA,NA,5690,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3650,NA,NA,134,NA,NA,NA,6300,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3650,NA,NA,136,NA,NA,NA,6210,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3650,NA,NA,134,NA,NA,NA,5780,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3650,NA,NA,135,NA,NA,NA,8020,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3650,NA,NA,134,NA,NA,NA,6737,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3651,NA,NA,NA,NA,44.5,NA,NA,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3651,NA,NA,133,NA,53.3,NA,6250,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3651,NA,NA,132,NA,NA,NA,5820,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3651,NA,NA,133,NA,NA,NA,6380,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3651,NA,NA,133,NA,NA,NA,6130,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3651,NA,NA,134,NA,NA,NA,6120,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3651,NA,NA,133,NA,NA,NA,7160,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3651,NA,NA,133,NA,NA,NA,6550,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3651,NA,NA,133,NA,NA,NA,6730,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3651,NA,NA,132,NA,50.2,NA,8071,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3652,NA,NA,NA,NA,38.9,NA,NA,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3652,NA,NA,134,NA,54,NA,7500,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3652,NA,NA,133,NA,NA,NA,6210,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3652,NA,NA,134,NA,NA,NA,7070,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3652,NA,NA,134,NA,NA,NA,6340,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3652,NA,NA,133,NA,NA,NA,5950,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3652,NA,NA,133,NA,NA,NA,5690,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3652,NA,NA,133,NA,NA,NA,6810,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3652,NA,NA,133,NA,NA,NA,8110,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3652,NA,NA,132,NA,NA,NA,7070,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3652,NA,NA,132,NA,49,NA,6737,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3653,NA,NA,133,NA,48.7,NA,7070,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3653,NA,NA,134,NA,NA,NA,6810,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3653,NA,NA,133,NA,50.6,NA,6670,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3654,NA,NA,NA,NA,45.1,NA,NA,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3654,NA,NA,134,NA,49.5,NA,7030,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3654,NA,NA,135,NA,NA,NA,7760,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3654,NA,NA,137,NA,NA,NA,5260,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3655,NA,NA,NA,NA,41.7,NA,NA,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3655,NA,NA,135,NA,49.7,NA,6940,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3655,NA,NA,135,NA,NA,NA,8540,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3655,NA,NA,135,NA,NA,NA,8020,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3655,NA,NA,135,NA,NA,NA,6440,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3655,NA,NA,138,NA,NA,NA,6803,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3656,NA,NA,NA,NA,36.2,NA,NA,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3656,NA,NA,132,NA,47.4,NA,7030,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3658,NA,NA,NA,NA,39.1,NA,NA,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3658,NA,NA,135,NA,50.3,NA,6300,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3798,NA,NA,134,NA,NA,NA,6380,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3798,NA,NA,133,NA,NA,NA,5090,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3841,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3841,NA,NA,135,NA,56.2,NA,5950,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3841,NA,NA,135,NA,NA,NA,5520,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3841,NA,NA,137,NA,NA,NA,5950,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3841,NA,NA,135,NA,NA,NA,6400,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3841,NA,NA,135,NA,NA,NA,5950,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3841,NA,NA,135,NA,NA,NA,6300,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3900,NA,NA,NA,NA,35.9,NA,NA,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3900,NA,NA,131,NA,45.2,NA,6470,NA,NA,NA,Fundulea,Winter barley,1995-1996
COF 3013,NA,NA,135,NA,NA,NA,6537,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3110,NA,NA,135,NA,NA,NA,4536,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3112,NA,NA,137,NA,NA,NA,5736,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3129,NA,NA,134,NA,NA,NA,6070,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3154,NA,NA,133,NA,NA,NA,5469,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3162,NA,NA,133,NA,NA,NA,6737,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3306,NA,NA,139,NA,NA,NA,7070,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3446,NA,NA,134,NA,NA,NA,8004,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3447,NA,NA,134,NA,NA,NA,5803,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3645,NA,NA,129,NA,NA,NA,6070,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3645,NA,NA,129,NA,NA,NA,6937,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3645,NA,NA,128,NA,NA,NA,7470,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3645,NA,NA,129,NA,NA,NA,7337,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3645,NA,NA,128,NA,NA,NA,7270,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3645,NA,NA,129,NA,NA,NA,7804,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3645,NA,NA,128,NA,NA,NA,7137,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3645,NA,NA,130,NA,NA,NA,6803,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3645,NA,NA,130,NA,NA,NA,7470,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3646,NA,NA,133,NA,NA,NA,6737,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3648,NA,NA,132,NA,54.9,NA,6670,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3648,NA,NA,131,NA,NA,NA,7337,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3648,NA,NA,131,NA,NA,NA,6337,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3648,NA,NA,129,NA,NA,NA,6937,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3648,NA,NA,132,NA,NA,NA,6670,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3648,NA,NA,132,NA,NA,NA,7337,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3649,NA,NA,135,NA,NA,NA,7070,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3649,NA,NA,133,NA,45,NA,6937,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3649,NA,NA,133,NA,NA,NA,7070,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3649,NA,NA,132,NA,NA,NA,6537,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3649,NA,NA,133,NA,NA,NA,6270,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3649,NA,NA,133,NA,NA,NA,6669,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3649,NA,NA,132,NA,NA,NA,6337,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3650,NA,NA,134,NA,NA,NA,6003,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3650,NA,NA,133,NA,NA,NA,7404,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3650,NA,NA,133,NA,NA,NA,7804,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3650,NA,NA,133,NA,NA,NA,7137,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3650,NA,NA,132,NA,NA,NA,7004,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3650,NA,NA,133,NA,NA,NA,7737,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3650,NA,NA,133,NA,NA,NA,6270,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3650,NA,NA,132,NA,NA,NA,6537,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3650,NA,NA,132,NA,NA,NA,7604,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3651,NA,NA,132,NA,NA,NA,6003,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3651,NA,NA,132,NA,NA,NA,7204,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3651,NA,NA,132,NA,NA,NA,7137,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3651,NA,NA,132,NA,NA,NA,6670,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3651,NA,NA,133,NA,NA,NA,6737,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3651,NA,NA,132,NA,NA,NA,6136,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3651,NA,NA,132,NA,NA,NA,6603,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3651,NA,NA,132,NA,NA,NA,7671,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3652,NA,NA,133,NA,NA,NA,6003,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3652,NA,NA,132,NA,NA,NA,7137,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3652,NA,NA,132,NA,NA,NA,7937,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3652,NA,NA,133,NA,NA,NA,7204,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3652,NA,NA,133,NA,NA,NA,7404,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3652,NA,NA,133,NA,NA,NA,6337,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3652,NA,NA,133,NA,NA,NA,7671,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3652,NA,NA,133,NA,NA,NA,7337,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3653,NA,NA,133,NA,NA,NA,5603,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3653,NA,NA,131,NA,NA,NA,6737,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3653,NA,NA,133,NA,NA,NA,8671,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3653,NA,NA,133,NA,NA,NA,7671,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3653,NA,NA,133,NA,NA,NA,6403,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3653,NA,NA,133,NA,NA,NA,6937,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3653,NA,NA,133,NA,NA,NA,6470,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3653,NA,NA,133,NA,NA,NA,7070,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3653,NA,NA,133,NA,NA,NA,6737,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3657,NA,NA,134,NA,NA,NA,7470,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3658,NA,NA,135,NA,NA,NA,6803,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3798,NA,NA,133,NA,NA,NA,5803,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3841,NA,NA,133,NA,NA,NA,5803,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3841,NA,NA,133,NA,NA,NA,6737,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3841,NA,NA,133,NA,NA,NA,8204,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3841,NA,NA,132,NA,NA,NA,6403,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3841,NA,NA,133,NA,NA,NA,5469,NA,NA,NA,Fundulea,Winter barley,1996-1997
COF 3013,NA,NA,133,NA,NA,NA,5000,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3110,NA,NA,130,NA,NA,NA,5900,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3112,NA,NA,129,NA,NA,NA,6000,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3129,NA,NA,129,NA,NA,NA,6200,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3154,NA,NA,128,NA,NA,NA,5300,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3162,NA,NA,129,NA,NA,NA,3900,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3306,NA,NA,138,NA,NA,NA,6200,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3446,NA,NA,129,NA,NA,NA,7100,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3447,NA,NA,129,NA,NA,NA,6200,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3646,NA,NA,130,NA,NA,NA,5300,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3648,NA,NA,129,NA,50.9,NA,2200,NA,13.7,NA,Fundulea,Winter barley,1997-1998
COF 3648,NA,NA,129,NA,NA,NA,2100,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3648,NA,NA,130,NA,NA,NA,2400,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3648,NA,NA,129,NA,NA,NA,3100,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3648,NA,NA,129,NA,NA,NA,2800,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3648,NA,NA,129,NA,NA,NA,4200,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3649,NA,NA,130,NA,39.7,NA,2700,NA,12.6,NA,Fundulea,Winter barley,1997-1998
COF 3649,NA,NA,131,NA,NA,NA,2400,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3649,NA,NA,129,NA,NA,NA,2800,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3649,NA,NA,128,NA,NA,NA,3600,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3649,NA,NA,131,NA,NA,NA,3100,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3649,NA,NA,129,NA,NA,NA,3700,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3650,NA,NA,128,NA,40.4,NA,5600,NA,12.2,NA,Fundulea,Winter barley,1997-1998
COF 3650,NA,NA,130,NA,40.4,NA,4300,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3650,NA,NA,131,NA,NA,NA,3900,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3650,NA,NA,128,NA,NA,NA,5500,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3650,NA,NA,131,NA,NA,NA,4200,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3650,NA,NA,131,NA,NA,NA,4400,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3650,NA,NA,128,NA,NA,NA,5600,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3650,NA,NA,131,NA,NA,NA,4000,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3650,NA,NA,130,NA,NA,NA,4500,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3651,NA,NA,124,NA,45.3,NA,4700,NA,12.7,NA,Fundulea,Winter barley,1997-1998
COF 3651,NA,NA,128,NA,45.3,NA,3300,NA,12.7,NA,Fundulea,Winter barley,1997-1998
COF 3651,NA,NA,127,NA,NA,NA,3800,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3651,NA,NA,125,NA,NA,NA,4300,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3651,NA,NA,129,NA,NA,NA,3500,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3651,NA,NA,125,NA,NA,NA,5200,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3651,NA,NA,130,NA,NA,NA,4500,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3651,NA,NA,129,NA,NA,NA,4700,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3652,NA,NA,127,NA,40.3,NA,4900,NA,13,NA,Fundulea,Winter barley,1997-1998
COF 3652,NA,NA,131,NA,40.3,NA,4000,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3652,NA,NA,131,NA,NA,NA,3700,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3652,NA,NA,126,NA,NA,NA,4800,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3652,NA,NA,132,NA,NA,NA,3400,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3652,NA,NA,133,NA,NA,NA,3200,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3652,NA,NA,128,NA,NA,NA,5500,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3652,NA,NA,132,NA,NA,NA,4900,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3652,NA,NA,131,NA,NA,NA,4800,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3653,NA,NA,127,NA,38.9,NA,4700,NA,12.3,NA,Fundulea,Winter barley,1997-1998
COF 3653,NA,NA,128,NA,38.9,NA,3800,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3653,NA,NA,130,NA,NA,NA,3700,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3653,NA,NA,126,NA,NA,NA,4500,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3653,NA,NA,130,NA,NA,NA,3400,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3653,NA,NA,132,NA,NA,NA,3400,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3653,NA,NA,127,NA,NA,NA,5100,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3653,NA,NA,131,NA,NA,NA,4400,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3653,NA,NA,131,NA,NA,NA,4600,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3654,NA,NA,130,NA,42.5,NA,5400,NA,13.8,NA,Fundulea,Winter barley,1997-1998
COF 3655,NA,NA,132,NA,NA,NA,6800,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3656,NA,NA,128,NA,44,NA,5100,NA,12.3,NA,Fundulea,Winter barley,1997-1998
COF 3657,NA,NA,129,NA,38.9,NA,4800,NA,12.4,NA,Fundulea,Winter barley,1997-1998
COF 3658,NA,NA,131,NA,42.7,NA,5200,NA,13.1,NA,Fundulea,Winter barley,1997-1998
COF 3798,NA,NA,134,NA,NA,NA,4700,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3841,NA,NA,134,NA,NA,NA,2100,NA,NA,NA,Fundulea,Winter barley,1997-1998
COF 3013,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3110,NA,NA,124,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3112,NA,NA,124,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3154,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3162,NA,NA,121,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3306,NA,NA,132,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3306,NA,NA,133,NA,NA,NA,1833,NA,17.8,NA,Fundulea,Winter barley,1998-1999
COF 3306,NA,NA,146,NA,NA,NA,463,NA,15.8,NA,Fundulea,Winter barley,1998-1999
COF 3446,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3447,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3645,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3646,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3648,NA,NA,NA,NA,51.8,75.9,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3648,NA,NA,120,NA,50,NA,4030,NA,13.3,NA,Fundulea,Winter barley,1998-1999
COF 3648,NA,NA,121,NA,50,NA,3900,NA,13.3,NA,Fundulea,Winter barley,1998-1999
COF 3648,NA,NA,120,NA,50,NA,3300,NA,13.3,NA,Fundulea,Winter barley,1998-1999
COF 3648,NA,NA,121,NA,NA,NA,4100,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3648,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3648,NA,NA,NA,NA,42.6,NA,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3649,NA,NA,NA,NA,43.4,69.5,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3649,NA,NA,120,NA,51.3,NA,4833,NA,15.3,NA,Fundulea,Winter barley,1998-1999
COF 3649,NA,NA,121,NA,51.3,NA,4200,NA,15.3,NA,Fundulea,Winter barley,1998-1999
COF 3649,NA,NA,120,NA,51.3,NA,5330,NA,15.3,NA,Fundulea,Winter barley,1998-1999
COF 3649,NA,NA,120,NA,NA,NA,4870,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3649,NA,NA,121,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3649,NA,NA,NA,NA,45.5,NA,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3650,NA,NA,124,NA,45.1,NA,4430,NA,13.6,NA,Fundulea,Winter barley,1998-1999
COF 3650,NA,NA,124,NA,45.1,NA,4800,NA,13.6,NA,Fundulea,Winter barley,1998-1999
COF 3650,NA,NA,124,NA,45.1,NA,4167,NA,13.6,NA,Fundulea,Winter barley,1998-1999
COF 3650,NA,NA,125,NA,45.1,NA,4830,NA,13.6,NA,Fundulea,Winter barley,1998-1999
COF 3650,NA,NA,125,NA,45.1,NA,4167,NA,13.6,NA,Fundulea,Winter barley,1998-1999
COF 3650,NA,NA,124,NA,45.1,NA,4130,NA,13.6,NA,Fundulea,Winter barley,1998-1999
COF 3650,NA,NA,125,NA,47.4,74.4,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3650,NA,NA,131,NA,NA,NA,4110,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3650,NA,NA,NA,NA,34.8,NA,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
COF 3651,NA,NA,121,NA,44.8,NA,5170,NA,12.2,NA,Fundulea,Winter barley,1998-1999
COF 3651,NA,NA,120,NA,44.8,NA,5333,NA,12.2,NA,Fundulea,Winter barley,1998-1999
COF 3651,NA,NA,121,NA,44.8,NA,5267,NA,12.2,NA,Fundulea,Winter barley,1998-1999
COF 3651,NA,NA,121,NA,44.8,NA,5200,NA,12.2,NA,Fundulea,Winter barley,1998-1999
COF 3651,NA,NA,121,NA,44.8,NA,5100,NA,12.2,NA,Fundulea,Winter barley,1998-1999
COF 3651,NA,NA,121,NA,50.5,70.3,NA,NA,NA,NA,Fundulea,Winter barley,1998-1999
