accenumb,agent_id,doi,days_to_heading,plant_height,thousand_kernel_weight,hectolitric_weight,dry_matter_yield,lodging,protein_content,starch_content,name,description,campaign
COF 3279,NA,NA,131,101.5,34.82,NA,NA,1,14.7,59.9,Fundulea,Winter barley,2020-2021
COF 3280,NA,NA,130,112.5,34.58,NA,NA,1,14.6,60.1,Fundulea,Winter barley,2020-2021
COF 3281,NA,NA,132,109.5,33.58,NA,NA,1,14.7,60.5,Fundulea,Winter barley,2020-2021
COF 3282,NA,NA,132,81.5,33.67,NA,NA,1,14.7,60.4,Fundulea,Winter barley,2020-2021
COF 3283,NA,NA,133,103.5,35,NA,NA,1,14.3,60.3,Fundulea,Winter barley,2020-2021
COF 3284,NA,NA,130,83,29.53,NA,NA,1,15.3,59.4,Fundulea,Winter barley,2020-2021
COF 3285,NA,NA,135,118,36.91,NA,NA,1,16.4,59.1,Fundulea,Winter barley,2020-2021
COF 3286,NA,NA,131,122.5,26.14,NA,NA,1,14.4,59.5,Fundulea,Winter barley,2020-2021
COF 3287,NA,NA,131,111,37.09,NA,NA,1,14.1,60,Fundulea,Winter barley,2020-2021
COF 3288,NA,NA,131,106,34.93,NA,NA,1,16.7,59.9,Fundulea,Winter barley,2020-2021
COF 3289,NA,NA,137,122,39.41,NA,NA,5,16.7,59.2,Fundulea,Winter barley,2020-2021
COF 3290,NA,NA,131,116.5,38.26,NA,NA,5,17.9,59.3,Fundulea,Winter barley,2020-2021
COF 3291,NA,NA,130,113.5,33.18,NA,NA,4,14.4,60.1,Fundulea,Winter barley,2020-2021
COF 3292,NA,NA,130,132.5,33.54,NA,NA,1,13.1,60,Fundulea,Winter barley,2020-2021
COF 3293,NA,NA,131,94.5,33.51,NA,NA,1,15.1,60.2,Fundulea,Winter barley,2020-2021
COF 3294,NA,NA,130,93.5,30.02,NA,NA,1,16.7,60,Fundulea,Winter barley,2020-2021
COF 3295,NA,NA,130,94,29.71,NA,NA,1,14.1,59.6,Fundulea,Winter barley,2020-2021
COF 3296,NA,NA,132,115,37.48,NA,NA,1,15.1,60,Fundulea,Winter barley,2020-2021
COF 3297,NA,NA,130,97.5,33.25,NA,NA,1,14.8,59.8,Fundulea,Winter barley,2020-2021
COF 3298,NA,NA,133,126,46,NA,NA,5,16.2,59.9,Fundulea,Winter barley,2020-2021
COF 3299,NA,NA,133,119,40.11,NA,NA,5,15.7,60.1,Fundulea,Winter barley,2020-2021
COF 3300,NA,NA,132,120.5,38.47,NA,NA,2,18,59.2,Fundulea,Winter barley,2020-2021
COF 3301,NA,NA,131,118,41.06,NA,NA,2,18,59.9,Fundulea,Winter barley,2020-2021
COF 3302,NA,NA,130,125.5,41.56,NA,NA,1,14.6,59.6,Fundulea,Winter barley,2020-2021
COF 3303,NA,NA,131,125,32.58,NA,NA,5,15.6,59.4,Fundulea,Winter barley,2020-2021
COF 3304,NA,NA,131,143,34.19,NA,NA,5,15.8,59.5,Fundulea,Winter barley,2020-2021
COF 3305,NA,NA,130,115,30.73,NA,NA,5,15.7,59.2,Fundulea,Winter barley,2020-2021
COF 3306,NA,NA,132,125.5,39.26,NA,NA,5,15.8,60,Fundulea,Winter barley,2020-2021
COF 3307,NA,NA,131,123.5,32.76,NA,NA,5,15.2,59.1,Fundulea,Winter barley,2020-2021
COF 3308,NA,NA,131,115.5,38.81,NA,NA,5,15.1,60.3,Fundulea,Winter barley,2020-2021
COF 3309,NA,NA,131,116,40.51,NA,NA,5,15.5,59.6,Fundulea,Winter barley,2020-2021
COF 3310,NA,NA,131,143.5,39.44,NA,NA,5,16.7,58.8,Fundulea,Winter barley,2020-2021
COF 3311,NA,NA,131,133,40.96,NA,NA,5,15.8,59.2,Fundulea,Winter barley,2020-2021
COF 3312,NA,NA,131,142,37.45,NA,NA,5,16.7,58.7,Fundulea,Winter barley,2020-2021
COF 3313,NA,NA,132,135.5,45.64,NA,NA,1,15.1,59.7,Fundulea,Winter barley,2020-2021
COF 3314,NA,NA,132,139.5,40.63,NA,NA,5,15.9,59.6,Fundulea,Winter barley,2020-2021
COF 3315,NA,NA,131,129,41.56,NA,NA,1,16.2,59.3,Fundulea,Winter barley,2020-2021
COF 3316,NA,NA,131,125.5,44.93,NA,NA,1,15.8,59.5,Fundulea,Winter barley,2020-2021
COF 3317,NA,NA,131,141,34.23,NA,NA,5,17.1,59.8,Fundulea,Winter barley,2020-2021
COF 3318,NA,NA,130,137.5,40.81,NA,NA,5,17.1,59.7,Fundulea,Winter barley,2020-2021
COF 3319,NA,NA,132,132,34.32,NA,NA,1,17.5,59.6,Fundulea,Winter barley,2020-2021
COF 3320,NA,NA,131,132.5,45.18,NA,NA,5,17,60,Fundulea,Winter barley,2020-2021
COF 3321,NA,NA,131,116,39.35,NA,NA,5,17.1,59.7,Fundulea,Winter barley,2020-2021
COF 3322,NA,NA,130,118,32.76,NA,NA,4,15.1,60.7,Fundulea,Winter barley,2020-2021
COF 3323,NA,NA,130,126,29.46,NA,NA,4,15,59.9,Fundulea,Winter barley,2020-2021
COF 3324,NA,NA,129,101,30.43,NA,NA,4,13.8,60.1,Fundulea,Winter barley,2020-2021
COF 3325,NA,NA,131,132.5,37.54,NA,NA,5,16.8,59.5,Fundulea,Winter barley,2020-2021
COF 3326,NA,NA,130,134,45.42,NA,NA,1,15.1,59.8,Fundulea,Winter barley,2020-2021
COF 3327,NA,NA,130,116,43.16,NA,NA,1,15.4,60.1,Fundulea,Winter barley,2020-2021
COF 3328,NA,NA,130,133.5,42.36,NA,NA,1,16,60.1,Fundulea,Winter barley,2020-2021
COF 3329,NA,NA,131,123,33.94,NA,NA,5,16.2,60,Fundulea,Winter barley,2020-2021
COF 3330,NA,NA,131,124.5,40.28,NA,NA,2,15.1,60.3,Fundulea,Winter barley,2020-2021
COF 3331,NA,NA,130,127.5,46.33,NA,NA,1,14.5,60.2,Fundulea,Winter barley,2020-2021
COF 3332,NA,NA,130,135,43.85,NA,NA,1,15.5,59.5,Fundulea,Winter barley,2020-2021
COF 3333,NA,NA,130,129,42.11,NA,NA,1,15,60.2,Fundulea,Winter barley,2020-2021
COF 3334,NA,NA,130,108,30.24,NA,NA,1,14.8,59.6,Fundulea,Winter barley,2020-2021
COF 3335,NA,NA,130,132.5,41.62,NA,NA,1,15.4,60.6,Fundulea,Winter barley,2020-2021
COF 3336,NA,NA,131,115.5,34.53,NA,NA,4,16.4,59.5,Fundulea,Winter barley,2020-2021
COF 3337,NA,NA,132,119,37.87,NA,NA,4,16.6,59.6,Fundulea,Winter barley,2020-2021
COF 3338,NA,NA,130,127.5,30.24,NA,NA,5,16.2,58.9,Fundulea,Winter barley,2020-2021
COF 3339,NA,NA,131,114.5,NA,NA,NA,1,NA,NA,Fundulea,Winter barley,2020-2021
COF 3340,NA,NA,129,99.5,30.28,NA,NA,1,15,60.4,Fundulea,Winter barley,2020-2021
COF 3341,NA,NA,129,105,32.41,NA,NA,5,16,58.8,Fundulea,Winter barley,2020-2021
COF 3342,NA,NA,130,114,36.16,NA,NA,1,14.8,59,Fundulea,Winter barley,2020-2021
COF 3343,NA,NA,131,116,46.65,NA,NA,1,15.1,60,Fundulea,Winter barley,2020-2021
COF 3344,NA,NA,132,111.5,38.2,NA,NA,4,15.1,60.5,Fundulea,Winter barley,2020-2021
COF 3345,NA,NA,131,113,33.62,NA,NA,1,14.6,60.2,Fundulea,Winter barley,2020-2021
COF 3346,NA,NA,129,84.5,35.14,NA,NA,1,14.2,60.2,Fundulea,Winter barley,2020-2021
COF 3347,NA,NA,131,121.5,35.68,NA,NA,1,15,60.4,Fundulea,Winter barley,2020-2021
COF 3348,NA,NA,130,113.5,37,NA,NA,1,14.6,60.3,Fundulea,Winter barley,2020-2021
COF 3349,NA,NA,130,124,36.36,NA,NA,1,14.5,60.2,Fundulea,Winter barley,2020-2021
COF 3350,NA,NA,130,117,36.4,NA,NA,1,14.5,59.9,Fundulea,Winter barley,2020-2021
COF 3351,NA,NA,128,121,35.47,NA,NA,1,16,59.6,Fundulea,Winter barley,2020-2021
COF 3352,NA,NA,130,120.5,40.58,NA,NA,3,16.5,60.2,Fundulea,Winter barley,2020-2021
COF 3353,NA,NA,131,117,31,NA,NA,4,18.4,59,Fundulea,Winter barley,2020-2021
COF 3354,NA,NA,131,125.5,34.61,NA,NA,5,16.1,59.2,Fundulea,Winter barley,2020-2021
COF 3355,NA,NA,129,123,38.12,NA,NA,1,16,59,Fundulea,Winter barley,2020-2021
COF 3356,NA,NA,129,113,29.05,NA,NA,1,15.3,59,Fundulea,Winter barley,2020-2021
COF 3357,NA,NA,132,106,28.43,NA,NA,1,15.3,59.3,Fundulea,Winter barley,2020-2021
COF 3358,NA,NA,131,113.5,43.25,NA,NA,1,13.8,60.6,Fundulea,Winter barley,2020-2021
COF 3359,NA,NA,129,119,39,NA,NA,1,12.3,59.8,Fundulea,Winter barley,2020-2021
COF 3360,NA,NA,130,113.5,33.38,NA,NA,1,15,60,Fundulea,Winter barley,2020-2021
COF 3361,NA,NA,130,118.5,31.1,NA,NA,1,14.6,59.5,Fundulea,Winter barley,2020-2021
COF 3362,NA,NA,130,98.5,42.91,NA,NA,1,14.7,60.2,Fundulea,Winter barley,2020-2021
COF 3363,NA,NA,132,124.5,45.83,NA,NA,1,16,59.3,Fundulea,Winter barley,2020-2021
COF 3364,NA,NA,131,120.5,40.07,NA,NA,2,15.6,59.8,Fundulea,Winter barley,2020-2021
COF 3365,NA,NA,132,110,44.33,NA,NA,5,15.7,60.1,Fundulea,Winter barley,2020-2021
COF 3366,NA,NA,131,96.5,41.18,NA,NA,5,16.5,59.1,Fundulea,Winter barley,2020-2021
COF 3367,NA,NA,131,113.5,36.29,NA,NA,5,16.2,59.5,Fundulea,Winter barley,2020-2021
COF 3368,NA,NA,130,122,34.97,NA,NA,5,15.5,59.3,Fundulea,Winter barley,2020-2021
COF 3369,NA,NA,131,117,30.34,NA,NA,5,15,59.1,Fundulea,Winter barley,2020-2021
COF 3370,NA,NA,132,119,35.32,NA,NA,5,15.1,59.8,Fundulea,Winter barley,2020-2021
COF 3372,NA,NA,131,111,35.04,NA,NA,1,15.4,58.9,Fundulea,Winter barley,2020-2021
COF 3373,NA,NA,129,102.5,37.45,NA,NA,1,14.8,59.3,Fundulea,Winter barley,2020-2021
COF 3374,NA,NA,131,126,42.11,NA,NA,1,14.7,59.9,Fundulea,Winter barley,2020-2021
COF 3375,NA,NA,131,114,38.6,NA,NA,1,13.1,60,Fundulea,Winter barley,2020-2021
COF 3376,NA,NA,130,125.5,35.69,NA,NA,1,15.2,59.7,Fundulea,Winter barley,2020-2021
COF 3377,NA,NA,129,126,45.27,NA,NA,1,15.8,59.8,Fundulea,Winter barley,2020-2021
COF 3378,NA,NA,136,114.5,37.73,NA,NA,1,16.6,59.7,Fundulea,Winter barley,2020-2021
COF 3379,NA,NA,131,92.5,45.87,NA,NA,1,15.8,60,Fundulea,Winter barley,2020-2021
COF 3380,NA,NA,129,105,35.64,NA,NA,1,14.8,59.6,Fundulea,Winter barley,2020-2021
COF 3381,NA,NA,131,119.5,35.66,NA,NA,5,16.1,60,Fundulea,Winter barley,2020-2021
COF 3382,NA,NA,131,118.5,39.46,NA,NA,5,16.5,59.9,Fundulea,Winter barley,2020-2021
COF 3383,NA,NA,129,117,34.37,NA,NA,1,15.2,60.2,Fundulea,Winter barley,2020-2021
COF 3384,NA,NA,131,114,36.53,NA,NA,1,14,59.8,Fundulea,Winter barley,2020-2021
COF 3385,NA,NA,130,116,34.64,NA,NA,4,14,60.8,Fundulea,Winter barley,2020-2021
COF 3386,NA,NA,131,111.5,39.39,NA,NA,1,17.1,59.5,Fundulea,Winter barley,2020-2021
COF 3387,NA,NA,129,94,37.32,NA,NA,1,15.2,60,Fundulea,Winter barley,2020-2021
COF 3388,NA,NA,131,94.5,33.78,NA,NA,1,15.4,59.6,Fundulea,Winter barley,2020-2021
COF 3389,NA,NA,132,105,35.94,NA,NA,5,15.7,60,Fundulea,Winter barley,2020-2021
COF 3390,NA,NA,131,102,29.43,NA,NA,1,14,59.8,Fundulea,Winter barley,2020-2021
COF 3391,NA,NA,132,116.5,35.97,NA,NA,5,13.9,61,Fundulea,Winter barley,2020-2021
COF 3392,NA,NA,131,123,34.63,NA,NA,5,14.7,60.6,Fundulea,Winter barley,2020-2021
COF 3393,NA,NA,129,104.5,29.23,NA,NA,1,13.6,60.2,Fundulea,Winter barley,2020-2021
COF 3394,NA,NA,129,121.5,27.39,NA,NA,1,14.5,59.6,Fundulea,Winter barley,2020-2021
COF 3395,NA,NA,130,146,33.24,NA,NA,1,16.2,59.2,Fundulea,Winter barley,2020-2021
COF 3396,NA,NA,131,122,35.1,NA,NA,5,16.1,60.3,Fundulea,Winter barley,2020-2021
COF 3397,NA,NA,130,119,34.43,NA,NA,5,15.3,61.1,Fundulea,Winter barley,2020-2021
COF 3398,NA,NA,130,125,37.82,NA,NA,5,15.3,60.8,Fundulea,Winter barley,2020-2021
COF 3399,NA,NA,129,128.5,37.37,NA,NA,1,12.7,61.7,Fundulea,Winter barley,2020-2021
COF 3400,NA,NA,128,103,35.76,NA,NA,1,14.2,59.8,Fundulea,Winter barley,2020-2021
COF 3401,NA,NA,129,121,37.14,NA,NA,1,15.7,60.3,Fundulea,Winter barley,2020-2021
COF 3402,NA,NA,128,107,39.44,NA,NA,1,14.5,59.4,Fundulea,Winter barley,2020-2021
COF 3403,NA,NA,133,109,41.05,NA,NA,1,14.9,60.6,Fundulea,Winter barley,2020-2021
COF 3404,NA,NA,131,131.5,40.2,NA,NA,5,16.4,59.5,Fundulea,Winter barley,2020-2021
COF 3405,NA,NA,132,138.5,37.41,NA,NA,5,17.2,59.1,Fundulea,Winter barley,2020-2021
COF 3406,NA,NA,130,132.5,42.26,NA,NA,1,13.6,60.7,Fundulea,Winter barley,2020-2021
COF 3407,NA,NA,131,133.5,38.56,NA,NA,5,15.9,59.4,Fundulea,Winter barley,2020-2021
COF 3408,NA,NA,132,127.5,37.8,NA,NA,5,18,58.5,Fundulea,Winter barley,2020-2021
COF 3409,NA,NA,128,119,34.12,NA,NA,5,15,58.6,Fundulea,Winter barley,2020-2021
COF 3410,NA,NA,130,126.5,37,NA,NA,1,16,59.3,Fundulea,Winter barley,2020-2021
COF 3411,NA,NA,129,126.5,40.23,NA,NA,5,15.8,59.8,Fundulea,Winter barley,2020-2021
COF 3412,NA,NA,132,106,47.2,NA,NA,5,16.2,59.9,Fundulea,Winter barley,2020-2021
COF 3413,NA,NA,130,127.5,35.36,NA,NA,5,16.6,59.3,Fundulea,Winter barley,2020-2021
COF 3414,NA,NA,131,124,40.28,NA,NA,5,16.5,59.6,Fundulea,Winter barley,2020-2021
COF 3415,NA,NA,129,120,39.17,NA,NA,1,13.8,60.4,Fundulea,Winter barley,2020-2021
COF 3416,NA,NA,131,131.5,36.42,NA,NA,1,14.7,60.2,Fundulea,Winter barley,2020-2021
COF 3417,NA,NA,136,134,43.22,NA,NA,5,16.2,59.6,Fundulea,Winter barley,2020-2021
COF 3418,NA,NA,136,125,40.73,NA,NA,5,14.4,61.2,Fundulea,Winter barley,2020-2021
COF 3419,NA,NA,131,134,36.21,NA,NA,1,14.7,60.2,Fundulea,Winter barley,2020-2021
COF 3420,NA,NA,131,122.5,36.66,NA,NA,4,14.4,61.6,Fundulea,Winter barley,2020-2021
COF 3421,NA,NA,131,115.5,33.06,NA,NA,1,13.3,59.8,Fundulea,Winter barley,2020-2021
COF 3422,NA,NA,131,136.5,36.71,NA,NA,5,18.4,59.1,Fundulea,Winter barley,2020-2021
COF 3423,NA,NA,130,108,29.76,NA,NA,5,15.8,58.8,Fundulea,Winter barley,2020-2021
COF 3424,NA,NA,131,130,40.06,NA,NA,5,14.9,59.3,Fundulea,Winter barley,2020-2021
COF 3425,NA,NA,131,119,35.93,NA,NA,5,16.2,59,Fundulea,Winter barley,2020-2021
COF 3426,NA,NA,131,119,42.56,NA,NA,1,15.9,59.9,Fundulea,Winter barley,2020-2021
COF 3427,NA,NA,131,128,35.47,NA,NA,5,16.8,59.6,Fundulea,Winter barley,2020-2021
COF 3428,NA,NA,131,122,29.65,NA,NA,5,16.2,59.2,Fundulea,Winter barley,2020-2021
COF 3429,NA,NA,129,126,40.05,NA,NA,5,15.1,60.1,Fundulea,Winter barley,2020-2021
COF 3430,NA,NA,129,139.5,43.15,NA,NA,5,15.5,59.5,Fundulea,Winter barley,2020-2021
COF 3431,NA,NA,132,134.5,42,NA,NA,5,15.7,59.6,Fundulea,Winter barley,2020-2021
COF 3432,NA,NA,131,132.5,38.82,NA,NA,4,15.4,59.7,Fundulea,Winter barley,2020-2021
COF 3433,NA,NA,131,139,39.92,NA,NA,1,16.1,59.4,Fundulea,Winter barley,2020-2021
COF 3434,NA,NA,130,133,35.8,NA,NA,1,16.9,58.8,Fundulea,Winter barley,2020-2021
COF 3435,NA,NA,129,137,33.08,NA,NA,5,15.8,59.6,Fundulea,Winter barley,2020-2021
COF 3436,NA,NA,128,119.5,35.58,NA,NA,5,16.2,59.2,Fundulea,Winter barley,2020-2021
COF 3437,NA,NA,132,113.5,43.73,NA,NA,1,15.9,60.2,Fundulea,Winter barley,2020-2021
COF 3438,NA,NA,130,121,43.22,NA,NA,4,15.4,60.1,Fundulea,Winter barley,2020-2021
COF 3439,NA,NA,126,113,35.08,NA,NA,1,16.3,59.6,Fundulea,Winter barley,2020-2021
COF 3440,NA,NA,129,117.5,36.86,NA,NA,5,15.3,60.4,Fundulea,Winter barley,2020-2021
COF 3441,NA,NA,129,112,36.03,NA,NA,5,15.7,59,Fundulea,Winter barley,2020-2021
COF 3442,NA,NA,131,118,37.47,NA,NA,4,16.1,59.5,Fundulea,Winter barley,2020-2021
COF 3443,NA,NA,130,121.5,39.96,NA,NA,5,16.8,60.1,Fundulea,Winter barley,2020-2021
COF 3444,NA,NA,132,113,38.66,NA,NA,5,16.7,59.4,Fundulea,Winter barley,2020-2021
COF 3445,NA,NA,130,112.5,37.94,NA,NA,5,14.6,60.9,Fundulea,Winter barley,2020-2021
COF 3446,NA,NA,129,115.5,40.24,NA,NA,5,16.6,60.1,Fundulea,Winter barley,2020-2021
COF 3447,NA,NA,131,116,33.64,NA,NA,5,15.7,59.4,Fundulea,Winter barley,2020-2021
COF 3448,NA,NA,130,89.5,38.7,NA,NA,1,15.4,60.7,Fundulea,Winter barley,2020-2021
COF 3449,NA,NA,129,124,36.73,NA,NA,1,15,59.9,Fundulea,Winter barley,2020-2021
COF 3450,NA,NA,130,129,32.89,NA,NA,5,16.1,59.1,Fundulea,Winter barley,2020-2021
COF 3451,NA,NA,129,125,31.96,NA,NA,5,15.1,59.2,Fundulea,Winter barley,2020-2021
COF 3452,NA,NA,126,125.5,30.04,NA,NA,1,14.2,60,Fundulea,Winter barley,2020-2021
COF 3453,NA,NA,125,128,31.64,NA,NA,5,14.9,59.9,Fundulea,Winter barley,2020-2021
COF 3454,NA,NA,129,113.5,33.18,NA,NA,4,15.5,60.8,Fundulea,Winter barley,2020-2021
COF 3455,NA,NA,130,119,38.62,NA,NA,5,15.3,60.6,Fundulea,Winter barley,2020-2021
COF 3456,NA,NA,131,123,39.34,NA,NA,5,15.6,59.6,Fundulea,Winter barley,2020-2021
COF 3457,NA,NA,130,116,35.84,NA,NA,5,16.7,59.1,Fundulea,Winter barley,2020-2021
COF 3458,NA,NA,130,122,40.35,NA,NA,5,16,60.2,Fundulea,Winter barley,2020-2021
COF 3459,NA,NA,130,123.5,37.07,NA,NA,5,16.6,59.5,Fundulea,Winter barley,2020-2021
COF 3460,NA,NA,129,114.5,37.13,NA,NA,5,16.6,59.8,Fundulea,Winter barley,2020-2021
COF 3461,NA,NA,134,118.5,38,NA,NA,5,15.7,60.3,Fundulea,Winter barley,2020-2021
COF 3462,NA,NA,130,108.5,31.61,NA,NA,1,15.2,59.9,Fundulea,Winter barley,2020-2021
COF 3463,NA,NA,129,123,38.66,NA,NA,1,15,59.6,Fundulea,Winter barley,2020-2021
COF 3464,NA,NA,130,130,31.23,NA,NA,1,14.3,60.1,Fundulea,Winter barley,2020-2021
COF 3465,NA,NA,129,132,31.21,NA,NA,1,14.9,60.1,Fundulea,Winter barley,2020-2021
COF 3466,NA,NA,130,117.5,33.58,NA,NA,5,15.7,59.3,Fundulea,Winter barley,2020-2021
COF 3467,NA,NA,130,125,32.94,NA,NA,5,16,60.1,Fundulea,Winter barley,2020-2021
COF 3468,NA,NA,129,121.5,35.37,NA,NA,1,15,60.5,Fundulea,Winter barley,2020-2021
COF 3469,NA,NA,126,127.5,31,NA,NA,1,14.6,60.3,Fundulea,Winter barley,2020-2021
COF 3470,NA,NA,129,118,34.78,NA,NA,5,15.3,59.8,Fundulea,Winter barley,2020-2021
COF 3471,NA,NA,130,108,35.23,NA,NA,5,16.5,60.1,Fundulea,Winter barley,2020-2021
COF 3472,NA,NA,128,117,33,NA,NA,4,15,60.3,Fundulea,Winter barley,2020-2021
COF 3473,NA,NA,129,124,33.04,NA,NA,1,14.8,59.7,Fundulea,Winter barley,2020-2021
COF 3474,NA,NA,130,118,30.4,NA,NA,5,14.3,60.1,Fundulea,Winter barley,2020-2021
COF 3475,NA,NA,131,115,39.79,NA,NA,5,15.1,60.5,Fundulea,Winter barley,2020-2021
COF 3476,NA,NA,131,117,38.26,NA,NA,5,15.6,59.8,Fundulea,Winter barley,2020-2021
COF 3477,NA,NA,136,126,39.13,NA,NA,4,17,59.7,Fundulea,Winter barley,2020-2021
COF 3478,NA,NA,126,NA,27,NA,NA,1,12.4,59.7,Fundulea,Winter barley,2020-2021
COF 3479,NA,NA,129,NA,32.68,NA,NA,1,14.1,60,Fundulea,Winter barley,2020-2021
COF 3480,NA,NA,129,NA,33.54,NA,NA,5,14.6,59.4,Fundulea,Winter barley,2020-2021
COF 3481,NA,NA,129,NA,37.12,NA,NA,1,15.3,59.6,Fundulea,Winter barley,2020-2021
COF 3482,NA,NA,130,NA,35.75,NA,NA,5,15.3,60,Fundulea,Winter barley,2020-2021
COF 3483,NA,NA,129,NA,32.61,NA,NA,1,14.6,59.8,Fundulea,Winter barley,2020-2021
COF 3484,NA,NA,129,NA,32.3,NA,NA,1,14.9,60,Fundulea,Winter barley,2020-2021
COF 3485,NA,NA,129,NA,40.83,NA,NA,5,16.1,60.5,Fundulea,Winter barley,2020-2021
COF 3486,NA,NA,130,NA,30.13,NA,NA,1,14.8,59.9,Fundulea,Winter barley,2020-2021
COF 3487,NA,NA,129,NA,33.65,NA,NA,1,14.8,60.7,Fundulea,Winter barley,2020-2021
COF 3488,NA,NA,129,NA,37.27,NA,NA,1,15.5,60,Fundulea,Winter barley,2020-2021
COF 3489,NA,NA,129,NA,33,NA,NA,5,16,58.3,Fundulea,Winter barley,2020-2021
COF 3490,NA,NA,138,NA,32.52,NA,NA,5,15.2,60.2,Fundulea,Winter barley,2020-2021
COF 3491,NA,NA,130,NA,37.18,NA,NA,1,15.7,60,Fundulea,Winter barley,2020-2021
COF 3492,NA,NA,129,NA,34.73,NA,NA,2,14.9,59.8,Fundulea,Winter barley,2020-2021
COF 3493,NA,NA,128,NA,30.11,NA,NA,1,15.2,59.8,Fundulea,Winter barley,2020-2021
COF 3494,NA,NA,128,NA,32.18,NA,NA,1,13.9,59.6,Fundulea,Winter barley,2020-2021
COF 3495,NA,NA,128,NA,38.04,NA,NA,4,15.6,59.2,Fundulea,Winter barley,2020-2021
COF 3496,NA,NA,130,NA,34.53,NA,NA,5,16,59.2,Fundulea,Winter barley,2020-2021
COF 3497,NA,NA,129,NA,35.09,NA,NA,1,15,59.7,Fundulea,Winter barley,2020-2021
COF 3498,NA,NA,126,NA,34.65,NA,NA,1,13.9,59.8,Fundulea,Winter barley,2020-2021
COF 3499,NA,NA,131,NA,40.58,NA,NA,4,16.6,60.2,Fundulea,Winter barley,2020-2021
COF 3500,NA,NA,129,NA,31,NA,NA,1,14.1,59.9,Fundulea,Winter barley,2020-2021
COF 3501,NA,NA,129,NA,37.85,NA,NA,4,14.3,95.4,Fundulea,Winter barley,2020-2021
COF 3502,NA,NA,126,NA,33.4,NA,NA,2,13.5,60.1,Fundulea,Winter barley,2020-2021
COF 3503,NA,NA,128,NA,36.49,NA,NA,3,14.1,61,Fundulea,Winter barley,2020-2021
COF 3504,NA,NA,130,NA,42.46,NA,NA,5,17.2,59.8,Fundulea,Winter barley,2020-2021
COF 3505,NA,NA,126,NA,35.65,NA,NA,5,14.6,60.2,Fundulea,Winter barley,2020-2021
COF 3506,NA,NA,130,NA,34.73,NA,NA,1,14.7,59.9,Fundulea,Winter barley,2020-2021
COF 3507,NA,NA,129,NA,39,NA,NA,4,15.4,59.6,Fundulea,Winter barley,2020-2021
COF 3508,NA,NA,129,NA,39.06,NA,NA,5,15.6,59.5,Fundulea,Winter barley,2020-2021
COF 3509,NA,NA,130,NA,37,NA,NA,5,16.3,59.4,Fundulea,Winter barley,2020-2021
COF 3510,NA,NA,129,NA,33.52,NA,NA,1,13.9,59.2,Fundulea,Winter barley,2020-2021
COF 3511,NA,NA,130,NA,38.24,NA,NA,1,14.3,60.2,Fundulea,Winter barley,2020-2021
COF 3512,NA,NA,130,NA,46.8,NA,NA,5,17.3,59.5,Fundulea,Winter barley,2020-2021
COF 3513,NA,NA,130,NA,43.46,NA,NA,5,15.6,60.4,Fundulea,Winter barley,2020-2021
COF 3514,NA,NA,129,NA,35,NA,NA,5,16.7,59.3,Fundulea,Winter barley,2020-2021
COF 3515,NA,NA,131,NA,40.17,NA,NA,5,16.3,59.3,Fundulea,Winter barley,2020-2021
COF 3516,NA,NA,126,NA,39.24,NA,NA,5,15,60.1,Fundulea,Winter barley,2020-2021
COF 3517,NA,NA,130,NA,36.38,NA,NA,5,16.9,59.4,Fundulea,Winter barley,2020-2021
COF 3518,NA,NA,128,NA,39.45,NA,NA,5,14.8,60.9,Fundulea,Winter barley,2020-2021
COF 3519,NA,NA,130,NA,39.71,NA,NA,5,16.8,59.6,Fundulea,Winter barley,2020-2021
COF 3520,NA,NA,131,NA,42.58,NA,NA,4,16.5,60,Fundulea,Winter barley,2020-2021
COF 3521,NA,NA,131,NA,30.72,NA,NA,1,14.5,59.6,Fundulea,Winter barley,2020-2021
COF 3522,NA,NA,130,NA,37.53,NA,NA,1,14.8,60.4,Fundulea,Winter barley,2020-2021
COF 3523,NA,NA,127,NA,32,NA,NA,1,12.5,59.9,Fundulea,Winter barley,2020-2021
COF 3524,NA,NA,128,NA,33.74,NA,NA,1,14.1,60.7,Fundulea,Winter barley,2020-2021
COF 3525,NA,NA,130,NA,34.1,NA,NA,5,14.1,60.2,Fundulea,Winter barley,2020-2021
COF 3526,NA,NA,131,NA,36.84,NA,NA,5,14.4,60.5,Fundulea,Winter barley,2020-2021
COF 3527,NA,NA,132,NA,36.79,NA,NA,4,15.2,60.7,Fundulea,Winter barley,2020-2021
COF 3528,NA,NA,130,NA,35.48,NA,NA,5,14.8,60.6,Fundulea,Winter barley,2020-2021
COF 3529,NA,NA,131,NA,35.34,NA,NA,4,16,60.3,Fundulea,Winter barley,2020-2021
COF 3530,NA,NA,129,NA,33.17,NA,NA,5,14.1,60.5,Fundulea,Winter barley,2020-2021
COF 3530,NA,NA,129,NA,36.56,NA,NA,1,14.1,60.2,Fundulea,Winter barley,2020-2021
COF 3531,NA,NA,130,NA,32.26,NA,NA,5,13.7,60.3,Fundulea,Winter barley,2020-2021
COF 3532,NA,NA,128,NA,36,NA,NA,4,14.1,60,Fundulea,Winter barley,2020-2021
COF 3533,NA,NA,130,NA,40.34,NA,NA,1,16.3,60.2,Fundulea,Winter barley,2020-2021
COF 3534,NA,NA,129,NA,33.53,NA,NA,1,14.8,59.6,Fundulea,Winter barley,2020-2021
