experiment_id,instcode,genus,accenumb,agent_id,doi,days_to_heading,plant_height,thousand_kernel_weight,hectolitric_weight,dry_matter_yield,lodging,protein_content,starch_content,name,description,campaign,site_name,longitude,latitude,remarks
22199104,ROM002,Hordeum,COPF 2003,NA,NA,171,NA,NA,NA,4405,2,NA,NA,Brasov,Spring barley,1991-1991,Brasov,25.2039,44.4236,NA
22199116,ROM002,Hordeum,COPF 2003,NA,NA,NA,NA,NA,NA,4574,NA,NA,NA,Suceava,Spring barley,1991-1991,Suceava,26.1520,47.3950,NA
22199116,ROM002,Hordeum,COPF 2003,NA,NA,NA,NA,NA,NA,3963,NA,NA,NA,Suceava,Spring barley,1991-1991,Suceava,26.1520,47.3950,NA
22199104,ROM002,Hordeum,COPF 2006,NA,NA,171,NA,NA,NA,4260,2,NA,NA,Brasov,Spring barley,1991-1991,Brasov,25.2039,44.4236,NA
22199116,ROM002,Hordeum,COPF 2006,NA,NA,NA,NA,NA,NA,4581,NA,NA,NA,Suceava,Spring barley,1991-1991,Suceava,26.1520,47.3950,NA
22199116,ROM002,Hordeum,COPF 2006,NA,NA,NA,NA,NA,NA,3936,NA,NA,NA,Suceava,Spring barley,1991-1991,Suceava,26.1520,47.3950,NA
22199104,ROM002,Hordeum,COPF 2390,NA,NA,172,NA,NA,NA,3860,5,NA,NA,Brasov,Spring barley,1991-1991,Brasov,25.2039,44.4236,NA
22199105,ROM002,Hordeum,COPF 2390,NA,NA,172,75,39.4,NA,NA,NA,NA,NA,Fundulea,Spring barley,1991-1991,Fundulea,26.3120,44.2752,NA
22199116,ROM002,Hordeum,COPF 2390,NA,NA,NA,NA,NA,NA,4302,NA,NA,NA,Suceava,Spring barley,1991-1991,Suceava,26.1520,47.3950,NA
22199116,ROM002,Hordeum,COPF 2390,NA,NA,NA,NA,NA,NA,3760,NA,NA,NA,Suceava,Spring barley,1991-1991,Suceava,26.1520,47.3950,NA
22199116,ROM002,Hordeum,COPF 2390,NA,NA,NA,NA,NA,NA,2422,NA,NA,NA,Suceava,Spring barley,1991-1991,Suceava,26.1520,47.3950,NA
22199216,ROM002,Hordeum,COPF 2003,NA,NA,NA,NA,NA,NA,5503,NA,NA,NA,Suceava,Spring barley,1992-1992,Suceava,26.1520,47.3950,NA
22199216,ROM002,Hordeum,COPF 2006,NA,NA,NA,NA,NA,NA,6072,NA,NA,NA,Suceava,Spring barley,1992-1992,Suceava,26.1520,47.3950,NA
22199216,ROM002,Hordeum,COPF 2006,NA,NA,NA,NA,NA,NA,6008,NA,NA,NA,Suceava,Spring barley,1992-1992,Suceava,26.1520,47.3950,NA
22199216,ROM002,Hordeum,COPF 2390,NA,NA,NA,NA,NA,NA,6080,NA,NA,NA,Suceava,Spring barley,1992-1992,Suceava,26.1520,47.3950,NA
22199216,ROM002,Hordeum,COPF 2390,NA,NA,NA,NA,NA,NA,6050,NA,NA,NA,Suceava,Spring barley,1992-1992,Suceava,26.1520,47.3950,NA
22199516,ROM002,Hordeum,COPF 2003,NA,NA,NA,NA,NA,NA,3033,NA,NA,NA,Suceava,Spring barley,1995-1995,Suceava,26.1520,47.3950,NA
22199516,ROM002,Hordeum,COPF 2003,NA,NA,NA,NA,NA,NA,4150,NA,NA,NA,Suceava,Spring barley,1995-1995,Suceava,26.1520,47.3950,NA
22199516,ROM002,Hordeum,COPF 2003,NA,NA,NA,NA,NA,NA,3966,NA,NA,NA,Suceava,Spring barley,1995-1995,Suceava,26.1520,47.3950,NA
22199516,ROM002,Hordeum,COPF 2006,NA,NA,NA,NA,NA,NA,3619,NA,NA,NA,Suceava,Spring barley,1995-1995,Suceava,26.1520,47.3950,NA
22199516,ROM002,Hordeum,COPF 2006,NA,NA,NA,NA,NA,NA,4000,NA,NA,NA,Suceava,Spring barley,1995-1995,Suceava,26.1520,47.3950,NA
22199516,ROM002,Hordeum,COPF 2006,NA,NA,NA,NA,NA,NA,4300,NA,NA,NA,Suceava,Spring barley,1995-1995,Suceava,26.1520,47.3950,NA
22199516,ROM002,Hordeum,COPF 2006,NA,NA,NA,NA,NA,NA,4253,NA,NA,NA,Suceava,Spring barley,1995-1995,Suceava,26.1520,47.3950,NA
22199516,ROM002,Hordeum,COPF 2390,NA,NA,NA,NA,NA,NA,2900,NA,NA,NA,Suceava,Spring barley,1995-1995,Suceava,26.1520,47.3950,NA
22199516,ROM002,Hordeum,COPF 2390,NA,NA,NA,NA,NA,NA,3770,NA,NA,NA,Suceava,Spring barley,1995-1995,Suceava,26.1520,47.3950,NA
22199516,ROM002,Hordeum,COPF 2406,NA,NA,NA,NA,NA,NA,3410,NA,NA,NA,Suceava,Spring barley,1995-1995,Suceava,26.1520,47.3950,NA
22199516,ROM002,Hordeum,COPF 2406,NA,NA,NA,NA,NA,NA,4433,NA,NA,NA,Suceava,Spring barley,1995-1995,Suceava,26.1520,47.3950,NA
22199516,ROM002,Hordeum,COPF 2406,NA,NA,NA,NA,NA,NA,4100,NA,NA,NA,Suceava,Spring barley,1995-1995,Suceava,26.1520,47.3950,NA
22199516,ROM002,Hordeum,COPF 2406,NA,NA,NA,NA,NA,NA,4102,NA,NA,NA,Suceava,Spring barley,1995-1995,Suceava,26.1520,47.3950,NA
22199609,ROM002,Hordeum,COF 3372,NA,NA,NA,76,NA,NA,4886,NA,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199604,ROM002,Hordeum,COPF 2003,NA,NA,169,67,NA,NA,4410,1,NA,NA,Brasov,Spring barley,1996-1996,Brasov,25.2039,44.4236,NA
22199609,ROM002,Hordeum,COPF 2003,NA,NA,117,64,43.4,64.1,2230,1,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2003,NA,NA,NA,81,NA,NA,5331,3,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2003,NA,NA,NA,80,NA,NA,5510,3,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2003,NA,NA,NA,74,NA,NA,5590,3,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2003,NA,NA,NA,89,NA,NA,5624,NA,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2003,NA,NA,NA,75,NA,NA,5071,3,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2003,NA,NA,NA,78,NA,NA,4311,1,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2003,NA,NA,NA,77,NA,NA,4378,NA,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2003,NA,NA,NA,83,NA,NA,4808,NA,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2003,NA,NA,NA,72,NA,NA,5150,NA,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2003,NA,NA,NA,72,NA,NA,4634,NA,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199616,ROM002,Hordeum,COPF 2003,NA,NA,NA,NA,NA,NA,2108,NA,NA,NA,Suceava,Spring barley,1996-1996,Suceava,26.1520,47.3950,NA
22199616,ROM002,Hordeum,COPF 2003,NA,NA,NA,NA,NA,NA,2965,NA,NA,NA,Suceava,Spring barley,1996-1996,Suceava,26.1520,47.3950,NA
22199619,ROM002,Hordeum,COPF 2003,NA,NA,NA,81,NA,NA,5331,3,NA,NA,Turda,Spring barley,1996-1996,Turda,23.7792,46.5708,NA
22199619,ROM002,Hordeum,COPF 2003,NA,NA,NA,80,NA,NA,5510,3,NA,NA,Turda,Spring barley,1996-1996,Turda,23.7792,46.5708,NA
22199619,ROM002,Hordeum,COPF 2003,NA,NA,NA,74,NA,NA,5590,3,NA,NA,Turda,Spring barley,1996-1996,Turda,23.7792,46.5708,NA
22199619,ROM002,Hordeum,COPF 2003,NA,NA,NA,89,NA,NA,5624,NA,NA,NA,Turda,Spring barley,1996-1996,Turda,23.7792,46.5708,NA
22199619,ROM002,Hordeum,COPF 2003,NA,NA,NA,75,NA,NA,5071,3,NA,NA,Turda,Spring barley,1996-1996,Turda,23.7792,46.5708,NA
22199619,ROM002,Hordeum,COPF 2003,NA,NA,NA,78,NA,NA,4311,1,NA,NA,Turda,Spring barley,1996-1996,Turda,23.7792,46.5708,NA
22199619,ROM002,Hordeum,COPF 2003,NA,NA,NA,77,NA,NA,4378,NA,NA,NA,Turda,Spring barley,1996-1996,Turda,23.7792,46.5708,NA
22199619,ROM002,Hordeum,COPF 2003,NA,NA,NA,83,NA,NA,4808,NA,NA,NA,Turda,Spring barley,1996-1996,Turda,23.7792,46.5708,NA
22199619,ROM002,Hordeum,COPF 2003,NA,NA,NA,72,NA,NA,5150,NA,NA,NA,Turda,Spring barley,1996-1996,Turda,23.7792,46.5708,NA
22199619,ROM002,Hordeum,COPF 2003,NA,NA,NA,72,NA,NA,4634,NA,NA,NA,Turda,Spring barley,1996-1996,Turda,23.7792,46.5708,NA
22199604,ROM002,Hordeum,COPF 2006,NA,NA,170,62,NA,NA,4740,1,NA,NA,Brasov,Spring barley,1996-1996,Brasov,25.2039,44.4236,NA
22199609,ROM002,Hordeum,COPF 2006,NA,NA,117,64,44.8,63.8,2086,1,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2006,NA,NA,NA,72,NA,NA,6203,3,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2006,NA,NA,NA,77,NA,NA,5313,3,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2006,NA,NA,NA,76,NA,NA,4264,1,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2006,NA,NA,NA,78,NA,NA,4993,NA,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2006,NA,NA,NA,73,NA,NA,4793,NA,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199616,ROM002,Hordeum,COPF 2006,NA,NA,NA,NA,NA,NA,2299,NA,NA,NA,Suceava,Spring barley,1996-1996,Suceava,26.1520,47.3950,NA
22199616,ROM002,Hordeum,COPF 2006,NA,NA,NA,NA,NA,NA,2633,NA,NA,NA,Suceava,Spring barley,1996-1996,Suceava,26.1520,47.3950,NA
22199616,ROM002,Hordeum,COPF 2006,NA,NA,NA,NA,NA,NA,2761,NA,NA,NA,Suceava,Spring barley,1996-1996,Suceava,26.1520,47.3950,NA
22199619,ROM002,Hordeum,COPF 2006,NA,NA,NA,72,NA,NA,6203,3,NA,NA,Turda,Spring barley,1996-1996,Turda,23.7792,46.5708,NA
22199619,ROM002,Hordeum,COPF 2006,NA,NA,NA,77,NA,NA,5313,3,NA,NA,Turda,Spring barley,1996-1996,Turda,23.7792,46.5708,NA
22199619,ROM002,Hordeum,COPF 2006,NA,NA,NA,76,NA,NA,4264,1,NA,NA,Turda,Spring barley,1996-1996,Turda,23.7792,46.5708,NA
22199619,ROM002,Hordeum,COPF 2006,NA,NA,NA,78,NA,NA,4993,NA,NA,NA,Turda,Spring barley,1996-1996,Turda,23.7792,46.5708,NA
22199619,ROM002,Hordeum,COPF 2006,NA,NA,NA,73,NA,NA,4793,NA,NA,NA,Turda,Spring barley,1996-1996,Turda,23.7792,46.5708,NA
22199605,ROM002,Hordeum,COPF 2321,NA,NA,152,69,40,NA,NA,NA,NA,NA,Fundulea,Spring barley,1996-1996,Fundulea,26.3120,44.2752,NA
22199609,ROM002,Hordeum,COPF 2321,NA,NA,NA,69,NA,NA,4856,NA,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2334,NA,NA,NA,70,NA,NA,4714,NA,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199616,ROM002,Hordeum,COPF 2334,NA,NA,NA,NA,NA,NA,2486,NA,NA,NA,Suceava,Spring barley,1996-1996,Suceava,26.1520,47.3950,NA
22199604,ROM002,Hordeum,COPF 2390,NA,NA,170,65,NA,NA,4490,1,NA,NA,Brasov,Spring barley,1996-1996,Brasov,25.2039,44.4236,NA
22199605,ROM002,Hordeum,COPF 2390,NA,NA,170,65,45.4,NA,NA,NA,NA,NA,Fundulea,Spring barley,1996-1996,Fundulea,26.3120,44.2752,NA
22199605,ROM002,Hordeum,COPF 2390,NA,NA,171,75,42.5,NA,NA,NA,NA,NA,Fundulea,Spring barley,1996-1996,Fundulea,26.3120,44.2752,NA
22199609,ROM002,Hordeum,COPF 2390,NA,NA,NA,75,NA,NA,3884,NA,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2390,NA,NA,NA,80,NA,NA,4518,NA,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2390,NA,NA,NA,75,NA,NA,4370,NA,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2390,NA,NA,NA,86,NA,NA,4793,NA,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2390,NA,NA,NA,72,NA,NA,4561,NA,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2390,NA,NA,NA,78,NA,NA,4674,1,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2390,NA,NA,117,64,45.4,63.5,2246,1,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2390,NA,NA,NA,83,NA,64.3,4875,NA,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2390,NA,NA,NA,77,NA,63.8,4398,NA,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2390,NA,NA,NA,74,NA,NA,4507,NA,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199616,ROM002,Hordeum,COPF 2390,NA,NA,NA,NA,NA,NA,2056,NA,NA,NA,Suceava,Spring barley,1996-1996,Suceava,26.1520,47.3950,NA
22199616,ROM002,Hordeum,COPF 2390,NA,NA,NA,NA,NA,NA,2626,NA,NA,NA,Suceava,Spring barley,1996-1996,Suceava,26.1520,47.3950,NA
22199619,ROM002,Hordeum,COPF 2390,NA,NA,NA,83,NA,NA,4875,NA,NA,NA,Turda,Spring barley,1996-1996,Turda,23.7792,46.5708,NA
22199619,ROM002,Hordeum,COPF 2390,NA,NA,NA,78,NA,NA,4674,1,NA,NA,Turda,Spring barley,1996-1996,Turda,23.7792,46.5708,NA
22199619,ROM002,Hordeum,COPF 2390,NA,NA,NA,72,NA,NA,4561,NA,NA,NA,Turda,Spring barley,1996-1996,Turda,23.7792,46.5708,NA
22199619,ROM002,Hordeum,COPF 2390,NA,NA,NA,86,NA,NA,4793,NA,NA,NA,Turda,Spring barley,1996-1996,Turda,23.7792,46.5708,NA
22199619,ROM002,Hordeum,COPF 2390,NA,NA,NA,75,NA,NA,4370,NA,NA,NA,Turda,Spring barley,1996-1996,Turda,23.7792,46.5708,NA
22199619,ROM002,Hordeum,COPF 2390,NA,NA,NA,80,NA,NA,4518,NA,NA,NA,Turda,Spring barley,1996-1996,Turda,23.7792,46.5708,NA
22199619,ROM002,Hordeum,COPF 2390,NA,NA,NA,75,NA,NA,3884,NA,NA,NA,Turda,Spring barley,1996-1996,Turda,23.7792,46.5708,NA
22199619,ROM002,Hordeum,COPF 2390,NA,NA,NA,77,NA,NA,4398,NA,NA,NA,Turda,Spring barley,1996-1996,Turda,23.7792,46.5708,NA
22199619,ROM002,Hordeum,COPF 2390,NA,NA,NA,74,NA,NA,4507,NA,NA,NA,Turda,Spring barley,1996-1996,Turda,23.7792,46.5708,NA
22199609,ROM002,Hordeum,COPF 2396,NA,NA,NA,77,NA,NA,5116,NA,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2399,NA,NA,NA,71,NA,NA,4845,NA,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199604,ROM002,Hordeum,COPF 2406,NA,NA,169,67,NA,NA,4450,1,NA,NA,Brasov,Spring barley,1996-1996,Brasov,25.2039,44.4236,NA
22199609,ROM002,Hordeum,COPF 2406,NA,NA,NA,81,NA,NA,4758,NA,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2406,NA,NA,NA,76,NA,NA,4976,1,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2406,NA,NA,117,59,44.4,64.3,2212,1,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2406,NA,NA,NA,84,NA,NA,5277,NA,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2406,NA,NA,NA,76,NA,NA,5445,NA,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2406,NA,NA,NA,82,NA,NA,4890,1,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2406,NA,NA,NA,80,NA,NA,5989,3,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2406,NA,NA,NA,82,NA,NA,4739,4,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2406,NA,NA,NA,86,NA,NA,4427,1,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2406,NA,NA,NA,74,NA,NA,4148,NA,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199609,ROM002,Hordeum,COPF 2406,NA,NA,NA,75,NA,NA,4833,NA,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199616,ROM002,Hordeum,COPF 2406,NA,NA,NA,NA,NA,NA,2633,NA,NA,NA,Suceava,Spring barley,1996-1996,Suceava,26.1520,47.3950,NA
22199616,ROM002,Hordeum,COPF 2406,NA,NA,NA,NA,NA,NA,2533,NA,NA,NA,Suceava,Spring barley,1996-1996,Suceava,26.1520,47.3950,NA
22199616,ROM002,Hordeum,COPF 2406,NA,NA,NA,NA,NA,NA,2927,NA,NA,NA,Suceava,Spring barley,1996-1996,Suceava,26.1520,47.3950,NA
22199619,ROM002,Hordeum,COPF 2406,NA,NA,NA,76,NA,NA,5445,NA,NA,NA,Turda,Spring barley,1996-1996,Turda,23.7792,46.5708,NA
22199619,ROM002,Hordeum,COPF 2406,NA,NA,NA,82,NA,NA,4890,1,NA,NA,Turda,Spring barley,1996-1996,Turda,23.7792,46.5708,NA
22199619,ROM002,Hordeum,COPF 2406,NA,NA,NA,80,NA,NA,5989,3,NA,NA,Turda,Spring barley,1996-1996,Turda,23.7792,46.5708,NA
22199619,ROM002,Hordeum,COPF 2406,NA,NA,NA,84,NA,NA,5277,NA,NA,NA,Turda,Spring barley,1996-1996,Turda,23.7792,46.5708,NA
22199619,ROM002,Hordeum,COPF 2406,NA,NA,NA,82,NA,NA,4739,4,NA,NA,Turda,Spring barley,1996-1996,Turda,23.7792,46.5708,NA
22199619,ROM002,Hordeum,COPF 2406,NA,NA,NA,86,NA,NA,4427,1,NA,NA,Turda,Spring barley,1996-1996,Turda,23.7792,46.5708,NA
22199619,ROM002,Hordeum,COPF 2406,NA,NA,NA,74,NA,NA,4148,NA,NA,NA,Turda,Spring barley,1996-1996,Turda,23.7792,46.5708,NA
22199619,ROM002,Hordeum,COPF 2406,NA,NA,NA,76,NA,NA,4976,1,NA,NA,Turda,Spring barley,1996-1996,Turda,23.7792,46.5708,NA
22199619,ROM002,Hordeum,COPF 2406,NA,NA,NA,81,NA,NA,4758,NA,NA,NA,Turda,Spring barley,1996-1996,Turda,23.7792,46.5708,NA
22199619,ROM002,Hordeum,COPF 2406,NA,NA,NA,75,NA,NA,4833,NA,NA,NA,Turda,Spring barley,1996-1996,Turda,23.7792,46.5708,NA
22199609,ROM002,Hordeum,COPF 2410,NA,NA,NA,74,NA,NA,4982,NA,NA,NA,Miercurea Ciuc,Spring barley,1996-1996,Miercurea Ciuc,25.4800,46.2100,NA
22199616,ROM002,Hordeum,COPF 2410,NA,NA,NA,NA,NA,NA,3119,NA,NA,NA,Suceava,Spring barley,1996-1996,Suceava,26.1520,47.3950,NA
22199619,ROM002,Hordeum,COPF 2410,NA,NA,NA,74,NA,NA,4982,NA,NA,NA,Turda,Spring barley,1996-1996,Turda,23.7792,46.5708,NA
22199704,ROM002,Hordeum,COPF 2003,NA,NA,185,60,NA,NA,1980,1,NA,NA,Brasov,Spring barley,1997-1997,Brasov,25.2039,44.4236,NA
22199709,ROM002,Hordeum,COPF 2003,NA,NA,160,75,NA,NA,6994,5,NA,NA,Miercurea Ciuc,Spring barley,1997-1997,Miercurea Ciuc,25.4800,46.2100,NA
22199709,ROM002,Hordeum,COPF 2003,NA,NA,160,80,NA,NA,6303,7,NA,NA,Miercurea Ciuc,Spring barley,1997-1997,Miercurea Ciuc,25.4800,46.2100,NA
22199709,ROM002,Hordeum,COPF 2003,NA,NA,161,82,NA,NA,6677,5,NA,NA,Miercurea Ciuc,Spring barley,1997-1997,Miercurea Ciuc,25.4800,46.2100,NA
22199709,ROM002,Hordeum,COPF 2003,NA,NA,160,87,NA,NA,6127,7,NA,NA,Miercurea Ciuc,Spring barley,1997-1997,Miercurea Ciuc,25.4800,46.2100,NA
22199709,ROM002,Hordeum,COPF 2003,NA,NA,161,93,NA,NA,6619,4,NA,NA,Miercurea Ciuc,Spring barley,1997-1997,Miercurea Ciuc,25.4800,46.2100,NA
22199709,ROM002,Hordeum,COPF 2003,NA,NA,160,87,NA,NA,6415,4,NA,NA,Miercurea Ciuc,Spring barley,1997-1997,Miercurea Ciuc,25.4800,46.2100,NA
22199709,ROM002,Hordeum,COPF 2003,NA,NA,160,84,NA,NA,5802,7,NA,NA,Miercurea Ciuc,Spring barley,1997-1997,Miercurea Ciuc,25.4800,46.2100,NA
22199709,ROM002,Hordeum,COPF 2003,NA,NA,187,62,45,57.9,3556,1,NA,NA,Miercurea Ciuc,Spring barley,1997-1997,Miercurea Ciuc,25.4800,46.2100,NA
22199716,ROM002,Hordeum,COPF 2003,NA,NA,NA,NA,NA,NA,3526,NA,NA,NA,Suceava,Spring barley,1997-1997,Suceava,26.1520,47.3950,NA
22199716,ROM002,Hordeum,COPF 2003,NA,NA,NA,NA,NA,NA,2824,NA,NA,NA,Suceava,Spring barley,1997-1997,Suceava,26.1520,47.3950,NA
22199716,ROM002,Hordeum,COPF 2003,NA,NA,NA,NA,NA,NA,2720,NA,NA,NA,Suceava,Spring barley,1997-1997,Suceava,26.1520,47.3950,NA
22199719,ROM002,Hordeum,COPF 2003,NA,NA,160,75,NA,NA,6994,5,NA,NA,Turda,Spring barley,1997-1997,Turda,23.7792,46.5708,NA
22199719,ROM002,Hordeum,COPF 2003,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,Turda,Spring barley,1997-1997,Turda,23.7792,46.5708,NA
22199719,ROM002,Hordeum,COPF 2003,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,Turda,Spring barley,1997-1997,Turda,23.7792,46.5708,NA
22199719,ROM002,Hordeum,COPF 2003,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,Turda,Spring barley,1997-1997,Turda,23.7792,46.5708,NA
22199704,ROM002,Hordeum,COPF 2006,NA,NA,186,56,NA,NA,1630,1,NA,NA,Brasov,Spring barley,1997-1997,Brasov,25.2039,44.4236,NA
22199709,ROM002,Hordeum,COPF 2006,NA,NA,162,82,NA,NA,7350,2,NA,NA,Miercurea Ciuc,Spring barley,1997-1997,Miercurea Ciuc,25.4800,46.2100,NA
22199709,ROM002,Hordeum,COPF 2006,NA,NA,162,84,NA,NA,6770,3,NA,NA,Miercurea Ciuc,Spring barley,1997-1997,Miercurea Ciuc,25.4800,46.2100,NA
22199709,ROM002,Hordeum,COPF 2006,NA,NA,162,89,NA,NA,6361,2,NA,NA,Miercurea Ciuc,Spring barley,1997-1997,Miercurea Ciuc,25.4800,46.2100,NA
22199709,ROM002,Hordeum,COPF 2006,NA,NA,162,84,NA,NA,6668,6,NA,NA,Miercurea Ciuc,Spring barley,1997-1997,Miercurea Ciuc,25.4800,46.2100,NA
22199709,ROM002,Hordeum,COPF 2006,NA,NA,163,82,NA,NA,6769,7,NA,NA,Miercurea Ciuc,Spring barley,1997-1997,Miercurea Ciuc,25.4800,46.2100,NA
22199709,ROM002,Hordeum,COPF 2006,NA,NA,188,59,44.2,57.7,2944,1,NA,NA,Miercurea Ciuc,Spring barley,1997-1997,Miercurea Ciuc,25.4800,46.2100,NA
22199716,ROM002,Hordeum,COPF 2006,NA,NA,NA,NA,NA,NA,3002,NA,NA,NA,Suceava,Spring barley,1997-1997,Suceava,26.1520,47.3950,NA
22199716,ROM002,Hordeum,COPF 2006,NA,NA,NA,NA,NA,NA,2714,NA,NA,NA,Suceava,Spring barley,1997-1997,Suceava,26.1520,47.3950,NA
22199716,ROM002,Hordeum,COPF 2006,NA,NA,NA,NA,NA,NA,2366,NA,NA,NA,Suceava,Spring barley,1997-1997,Suceava,26.1520,47.3950,NA
22199716,ROM002,Hordeum,COPF 2006,NA,NA,NA,NA,NA,NA,2860,NA,NA,NA,Suceava,Spring barley,1997-1997,Suceava,26.1520,47.3950,NA
