accenumb,campaign,days_to_heading
TS1593,1964-1965,173
TS1593,1964-1965,172
TS1594,1964-1965,175
TS1594,1964-1965,174
TS1594,1964-1965,173
TS1600,1964-1965,176
TS1600,1964-1965,175
TS1600,1964-1965,174
TS1600,1964-1965,173
TS1600,1964-1965,172
TS1603,1964-1965,176
TS1603,1964-1965,175
TS1603,1964-1965,174
TS1603,1964-1965,173
TS1603,1964-1965,172
TS1614,1964-1965,176
TS1614,1964-1965,175
TS1614,1964-1965,174
TS1614,1964-1965,173
TS1616,1964-1965,176
TS1616,1964-1965,175
TS1616,1964-1965,174
TS1616,1964-1965,173
TS1630,1964-1965,175
TS1630,1964-1965,174
TS1630,1964-1965,173
TS1635,1964-1965,176
TS1635,1964-1965,175
TS1635,1964-1965,174
TS1635,1964-1965,173
TS1635,1964-1965,172
TS1638,1964-1965,176
TS1638,1964-1965,175
TS1638,1964-1965,173
TS1638,1964-1965,172
TS1639,1964-1965,176
TS1639,1964-1965,174
TS1639,1964-1965,173
TS1656,1964-1965,175
TS1656,1964-1965,173
TS1656,1964-1965,172
TS1657,1964-1965,174
TS1657,1964-1965,173
TS1657,1964-1965,172
TS1663,1964-1965,175
TS1663,1964-1965,174
TS1663,1964-1965,173
TS1663,1964-1965,172
TS1664,1964-1965,176
TS1664,1964-1965,175
TS1664,1964-1965,174
TS1664,1964-1965,173
TS1664,1964-1965,172
TS1699,1964-1965,175
TS1699,1964-1965,174
TS1699,1964-1965,173
TS1699,1964-1965,172
TS1700,1964-1965,175
TS1700,1964-1965,174
TS1700,1964-1965,173
TS1700,1964-1965,172
TS1702,1964-1965,176
TS1702,1964-1965,175
TS1702,1964-1965,174
TS1702,1964-1965,173
TS1705,1964-1965,177
TS1705,1964-1965,176
TS1705,1964-1965,175
TS1705,1964-1965,174
TS1705,1964-1965,173
TS1705,1964-1965,172
TS1722,1964-1965,175
TS1722,1964-1965,174
TS1722,1964-1965,173
TS1722,1964-1965,172
TS1723,1964-1965,175
TS1723,1964-1965,174
TS1723,1964-1965,173
TS1723,1964-1965,172
TS1732,1964-1965,175
TS1732,1964-1965,174
TS1732,1964-1965,173
TS1732,1964-1965,172
TS1745,1964-1965,175
TS1745,1964-1965,174
TS1745,1964-1965,173
TS1745,1964-1965,172
TS1746,1964-1965,175
TS1746,1964-1965,174
TS1746,1964-1965,173
TS1746,1964-1965,172
TS1763,1964-1965,176
TS1763,1964-1965,175
TS1763,1964-1965,174
TS1763,1964-1965,173
TS1764,1964-1965,176
TS1764,1964-1965,175
TS1764,1964-1965,174
TS1764,1964-1965,173
TS1764,1964-1965,172
TS1765,1964-1965,176
TS1765,1964-1965,175
TS1765,1964-1965,174
TS1765,1964-1965,173
TS1770,1964-1965,177
TS1770,1964-1965,175
TS1770,1964-1965,174
TS1770,1964-1965,173
TS1770,1964-1965,172
TS1772,1964-1965,175
TS1772,1964-1965,174
TS1772,1964-1965,173
TS1778,1964-1965,176
TS1778,1964-1965,175
TS1778,1964-1965,174
TS1778,1964-1965,173
TS1778,1964-1965,172
TS1779,1964-1965,175
TS1779,1964-1965,174
TS1779,1964-1965,173
TS1779,1964-1965,172
TS1792,1964-1965,175
TS1792,1964-1965,174
TS1792,1964-1965,173
TS1793,1964-1965,175
TS1793,1964-1965,174
TS1793,1964-1965,173
TS1796,1964-1965,177
TS1796,1964-1965,175
TS1796,1964-1965,174
TS1796,1964-1965,173
TS1796,1964-1965,172
TS1808,1964-1965,176
TS1808,1964-1965,175
TS1808,1964-1965,174
TS1808,1964-1965,173
TS1808,1964-1965,172
TS1809,1964-1965,175
TS1809,1964-1965,174
TS1809,1964-1965,173
TS1809,1964-1965,172
TS1817,1964-1965,176
TS1817,1964-1965,175
TS1817,1964-1965,174
TS1817,1964-1965,173
TS1821,1964-1965,176
TS1821,1964-1965,175
TS1821,1964-1965,174
TS1821,1964-1965,173
TS1822,1964-1965,176
TS1822,1964-1965,175
TS1822,1964-1965,174
TS1822,1964-1965,173
TS1825,1964-1965,174
TS1825,1964-1965,173
TS1825,1964-1965,172
TS1826,1964-1965,176
TS1826,1964-1965,175
TS1826,1964-1965,174
TS1826,1964-1965,173
TS1826,1964-1965,172
TS1827,1964-1965,176
TS1827,1964-1965,174
TS1827,1964-1965,173
TS1827,1964-1965,172
TS1830,1964-1965,174
TS1830,1964-1965,173
TS1831,1964-1965,174
TS1831,1964-1965,173
TS1842,1964-1965,176
TS1842,1964-1965,175
TS1842,1964-1965,174
TS1842,1964-1965,173
TS1842,1964-1965,172
TS1843,1964-1965,176
TS1843,1964-1965,175
TS1843,1964-1965,174
TS1843,1964-1965,173
TS1843,1964-1965,172
TS1845,1964-1965,177
TS1845,1964-1965,176
TS1845,1964-1965,175
TS1845,1964-1965,174
TS1845,1964-1965,173
TS1845,1964-1965,172
TS1846,1964-1965,177
TS1846,1964-1965,176
TS1846,1964-1965,175
TS1846,1964-1965,173
TS1846,1964-1965,172
TS1847,1964-1965,177
TS1847,1964-1965,176
TS1847,1964-1965,173
TS1847,1964-1965,172
TS1860,1964-1965,175
TS1860,1964-1965,174
TS1860,1964-1965,173
TS1860,1964-1965,172
TS1863,1964-1965,177
TS1863,1964-1965,176
TS1863,1964-1965,175
TS1863,1964-1965,174
TS1863,1964-1965,173
TS1863,1964-1965,172
TS2234,1964-1965,178
TS2234,1964-1965,176
TS2234,1964-1965,175
TS2234,1964-1965,174
TS2234,1964-1965,173
TS2082,1989-1990,156
TS2090,1989-1990,155
TS2108,1989-1990,156
TS2220,1989-1990,156
TS2223,1989-1990,157
TS2226,1989-1990,157
TS2245,1989-1990,154
TS2025,1990-1991,165
TS2045,1990-1991,165
TS2082,1990-1991,166
TS2083,1990-1991,168
TS2085,1990-1991,169
TS2090,1990-1991,164
TS2108,1990-1991,165
TS2220,1990-1991,169
TS2223,1990-1991,168
TS2226,1990-1991,170
TS2245,1990-1991,166
TS2248,1990-1991,165
TS2025,1991-1992,158
TS2045,1991-1992,159
TS2082,1991-1992,158
TS2083,1991-1992,160
TS2085,1991-1992,159
TS2090,1991-1992,154
TS2108,1991-1992,155
TS2220,1991-1992,157
TS2223,1991-1992,158
TS2226,1991-1992,158
TS2245,1991-1992,158
TS2248,1991-1992,158
TS2025,1992-1993,153
TS2045,1992-1993,154
TS2045,1992-1993,153
TS2083,1992-1993,154
TS2085,1992-1993,153
TS2108,1992-1993,150
TS2220,1992-1993,154
TS2223,1992-1993,154
TS2226,1992-1993,154
TS2245,1992-1993,152
TS2317,1992-1993,157
TS2320,1992-1993,151
TS2324,1992-1993,148
TS2325,1992-1993,152
TS2328,1992-1993,145
TS2329,1992-1993,146
TS2330,1992-1993,154
TS2332,1992-1993,145
TS2338,1992-1993,144
TS2025,1993-1994,163
TS2045,1993-1994,164
TS2045,1993-1994,163
TS2083,1993-1994,165
TS2085,1993-1994,164
TS2085,1993-1994,159
TS2223,1993-1994,164
TS2245,1993-1994,159
TS2317,1993-1994,166
TS2320,1993-1994,158
TS2324,1993-1994,157
TS2325,1993-1994,160
TS2328,1993-1994,152
TS2329,1993-1994,153
TS2330,1993-1994,163
TS2332,1993-1994,152
TS2338,1993-1994,151
TS2339,1993-1994,153
TS2340,1993-1994,153
TS2342,1993-1994,158
TS2344,1993-1994,151
TS2025,1994-1995,154
TS2045,1994-1995,155
TS2083,1994-1995,157
TS2085,1994-1995,154
TS2245,1994-1995,153
TS2317,1994-1995,157
TS2320,1994-1995,151
TS2328,1994-1995,147
TS2329,1994-1995,147
TS2338,1994-1995,146
TS2339,1994-1995,149
TS2340,1994-1995,148
TS2342,1994-1995,152
TS2344,1994-1995,145
TS2025,1995-1996,158
TS2045,1995-1996,158
TS2083,1995-1996,159
TS2085,1995-1996,159
TS2245,1995-1996,157
TS2320,1995-1996,154
TS2339,1995-1996,151
TS2340,1995-1996,150
TS2342,1995-1996,155
TS2344,1995-1996,147
TS2025,1996-1997,158
TS2045,1996-1997,158
TS2083,1996-1997,160
TS2085,1996-1997,158
TS2245,1996-1997,158
TS2365,1996-1997,158
TS2025,1997-1998,156
TS2045,1997-1998,156
TS2083,1997-1998,156
TS2085,1997-1998,157
TS2245,1997-1998,154
TS2365,1997-1998,156
