accenumb,campaign,trait,value
TS0092,1957-1958,days_to_heading,162
TS0092,1957-1958,days_to_heading,161
TS0094,1957-1958,days_to_heading,166
TS0094,1957-1958,days_to_heading,165
TS0094,1957-1958,days_to_heading,164
TS0095,1957-1958,days_to_heading,166
TS0095,1957-1958,days_to_heading,165
TS0095,1957-1958,days_to_heading,164
TS0095,1957-1958,days_to_heading,162
TS0098,1957-1958,days_to_heading,166
TS0098,1957-1958,days_to_heading,165
TS0098,1957-1958,days_to_heading,164
TS0098,1957-1958,days_to_heading,162
TS0099,1957-1958,days_to_heading,166
TS0099,1957-1958,days_to_heading,165
TS0099,1957-1958,days_to_heading,164
TS0100,1957-1958,days_to_heading,166
TS0100,1957-1958,days_to_heading,165
TS0100,1957-1958,days_to_heading,164
TS0100,1957-1958,days_to_heading,162
TS0102,1957-1958,days_to_heading,167
TS0102,1957-1958,days_to_heading,166
TS0102,1957-1958,days_to_heading,165
TS0102,1957-1958,days_to_heading,164
TS0102,1957-1958,days_to_heading,162
TS0111,1957-1958,days_to_heading,166
TS0111,1957-1958,days_to_heading,164
TS0112,1957-1958,days_to_heading,166
TS0112,1957-1958,days_to_heading,165
TS0112,1957-1958,days_to_heading,164
TS0112,1957-1958,days_to_heading,162
TS0113,1957-1958,days_to_heading,166
TS0113,1957-1958,days_to_heading,165
TS0113,1957-1958,days_to_heading,164
TS0116,1957-1958,days_to_heading,166
TS0116,1957-1958,days_to_heading,165
TS0116,1957-1958,days_to_heading,163
TS0116,1957-1958,days_to_heading,162
TS0116,1957-1958,days_to_heading,160
TS0117,1957-1958,days_to_heading,167
TS0117,1957-1958,days_to_heading,166
TS0117,1957-1958,days_to_heading,165
TS0117,1957-1958,days_to_heading,163
TS0117,1957-1958,days_to_heading,162
TS0117,1957-1958,days_to_heading,161
TS0117,1957-1958,days_to_heading,160
TS0121,1957-1958,days_to_heading,166
TS0121,1957-1958,days_to_heading,165
TS0121,1957-1958,days_to_heading,164
TS0121,1957-1958,days_to_heading,163
TS0121,1957-1958,days_to_heading,162
TS0121,1957-1958,days_to_heading,160
TS0123,1957-1958,days_to_heading,166
TS0123,1957-1958,days_to_heading,165
TS0123,1957-1958,days_to_heading,164
TS0123,1957-1958,days_to_heading,162
TS0125,1957-1958,days_to_heading,166
TS0125,1957-1958,days_to_heading,165
TS0125,1957-1958,days_to_heading,164
TS0125,1957-1958,days_to_heading,163
TS0125,1957-1958,days_to_heading,162
TS0125,1957-1958,days_to_heading,160
TS0131,1957-1958,days_to_heading,167
TS0131,1957-1958,days_to_heading,166
TS0131,1957-1958,days_to_heading,164
TS0136,1957-1958,days_to_heading,169
TS0136,1957-1958,days_to_heading,166
TS0136,1957-1958,days_to_heading,165
TS0136,1957-1958,days_to_heading,164
TS0136,1957-1958,days_to_heading,162
TS0136,1957-1958,days_to_heading,161
TS0137,1957-1958,days_to_heading,169
TS0137,1957-1958,days_to_heading,165
TS0137,1957-1958,days_to_heading,162
TS0137,1957-1958,days_to_heading,161
TS0140,1957-1958,days_to_heading,164
TS0140,1957-1958,days_to_heading,160
TS0141,1957-1958,days_to_heading,166
TS0141,1957-1958,days_to_heading,165
TS0141,1957-1958,days_to_heading,164
TS0141,1957-1958,days_to_heading,162
TS0141,1957-1958,days_to_heading,160
TS0142,1957-1958,days_to_heading,165
TS0142,1957-1958,days_to_heading,164
TS0144,1957-1958,days_to_heading,165
TS0144,1957-1958,days_to_heading,162
TS0144,1957-1958,days_to_heading,160
TS0146,1957-1958,days_to_heading,165
TS0146,1957-1958,days_to_heading,160
TS0148,1957-1958,days_to_heading,165
TS0148,1957-1958,days_to_heading,160
TS0149,1957-1958,days_to_heading,165
TS0149,1957-1958,days_to_heading,164
TS0149,1957-1958,days_to_heading,163
TS0152,1957-1958,days_to_heading,165
TS0152,1957-1958,days_to_heading,164
TS0152,1957-1958,days_to_heading,163
TS0152,1957-1958,days_to_heading,162
TS0155,1958-1959,days_to_heading,158
TS0156,1958-1959,days_to_heading,156
TS0157,1958-1959,days_to_heading,159
TS0159,1958-1959,days_to_heading,155
TS0160,1958-1959,days_to_heading,158
TS0164,1958-1959,days_to_heading,159
TS0166,1958-1959,days_to_heading,157
TS0172,1958-1959,days_to_heading,159
TS0174,1958-1959,days_to_heading,155
TS0177,1958-1959,days_to_heading,156
TS0178,1958-1959,days_to_heading,154
TS0179,1958-1959,days_to_heading,157
TS0180,1958-1959,days_to_heading,156
TS0181,1958-1959,days_to_heading,158
TS0183,1958-1959,days_to_heading,156
TS0225,1958-1959,days_to_heading,160
TS0225,1958-1959,days_to_heading,158
TS0225,1958-1959,days_to_heading,157
TS0225,1958-1959,days_to_heading,156
TS0225,1958-1959,days_to_heading,155
TS0241,1958-1959,days_to_heading,158
TS0241,1958-1959,days_to_heading,156
TS0241,1958-1959,days_to_heading,155
TS0241,1958-1959,days_to_heading,154
TS0241,1958-1959,days_to_heading,152
TS0242,1958-1959,days_to_heading,158
TS0242,1958-1959,days_to_heading,157
TS0242,1958-1959,days_to_heading,156
TS0242,1958-1959,days_to_heading,155
TS0242,1958-1959,days_to_heading,154
TS0258,1958-1959,days_to_heading,156
TS0258,1958-1959,days_to_heading,155
TS0258,1958-1959,days_to_heading,154
TS0265,1958-1959,days_to_heading,158
TS0265,1958-1959,days_to_heading,157
TS0265,1958-1959,days_to_heading,156
TS0286,1958-1959,days_to_heading,157
TS0286,1958-1959,days_to_heading,156
TS0286,1958-1959,days_to_heading,155
TS0286,1958-1959,days_to_heading,153
TS0288,1958-1959,days_to_heading,160
TS0288,1958-1959,days_to_heading,157
TS0288,1958-1959,days_to_heading,156
TS0288,1958-1959,days_to_heading,155
TS0289,1958-1959,days_to_heading,160
TS0289,1958-1959,days_to_heading,159
TS0289,1958-1959,days_to_heading,158
TS0289,1958-1959,days_to_heading,156
TS0289,1958-1959,days_to_heading,152
TS0294,1958-1959,days_to_heading,162
TS0294,1958-1959,days_to_heading,159
TS0294,1958-1959,days_to_heading,158
TS0294,1958-1959,days_to_heading,157
TS0294,1958-1959,days_to_heading,156
TS0294,1958-1959,days_to_heading,155
TS0294,1958-1959,days_to_heading,152
TS0310,1958-1959,days_to_heading,159
TS0310,1958-1959,days_to_heading,158
TS0310,1958-1959,days_to_heading,157
TS0310,1958-1959,days_to_heading,156
TS0310,1958-1959,days_to_heading,155
TS0310,1958-1959,days_to_heading,153
TS0325,1958-1959,days_to_heading,159
TS0325,1958-1959,days_to_heading,158
TS0325,1958-1959,days_to_heading,157
TS0325,1958-1959,days_to_heading,156
TS0325,1958-1959,days_to_heading,153
TS0337,1958-1959,days_to_heading,160
TS0337,1958-1959,days_to_heading,159
TS0337,1958-1959,days_to_heading,158
TS0337,1958-1959,days_to_heading,156
TS0337,1958-1959,days_to_heading,155
TS0347,1958-1959,days_to_heading,160
TS0347,1958-1959,days_to_heading,159
TS0347,1958-1959,days_to_heading,158
TS0347,1958-1959,days_to_heading,156
TS0347,1958-1959,days_to_heading,155
TS0347,1958-1959,days_to_heading,153
TS0350,1958-1959,days_to_heading,160
TS0350,1958-1959,days_to_heading,159
TS0350,1958-1959,days_to_heading,158
TS0350,1958-1959,days_to_heading,156
TS0350,1958-1959,days_to_heading,155
TS0371,1958-1959,days_to_heading,160
TS0371,1958-1959,days_to_heading,159
TS0371,1958-1959,days_to_heading,158
TS0371,1958-1959,days_to_heading,157
TS0371,1958-1959,days_to_heading,156
TS0371,1958-1959,days_to_heading,155
TS0371,1958-1959,days_to_heading,154
TS0380,1958-1959,days_to_heading,159
TS0380,1958-1959,days_to_heading,158
TS0380,1958-1959,days_to_heading,156
TS0380,1958-1959,days_to_heading,155
TS0380,1958-1959,days_to_heading,154
TS0431,1958-1959,days_to_heading,159
TS0431,1958-1959,days_to_heading,158
TS0431,1958-1959,days_to_heading,156
TS0431,1958-1959,days_to_heading,155
TS0436,1958-1959,days_to_heading,160
TS0436,1958-1959,days_to_heading,159
TS0436,1958-1959,days_to_heading,158
TS0436,1958-1959,days_to_heading,156
TS0436,1958-1959,days_to_heading,155
TS0437,1958-1959,days_to_heading,159
TS0437,1958-1959,days_to_heading,157
TS0437,1958-1959,days_to_heading,156
TS0437,1958-1959,days_to_heading,155
TS0439,1958-1959,days_to_heading,160
TS0439,1958-1959,days_to_heading,158
TS0439,1958-1959,days_to_heading,156
TS0439,1958-1959,days_to_heading,155
TS0461,1958-1959,days_to_heading,159
TS0461,1958-1959,days_to_heading,158
TS0461,1958-1959,days_to_heading,157
TS0461,1958-1959,days_to_heading,156
TS0483,1958-1959,days_to_heading,160
TS0483,1958-1959,days_to_heading,159
TS0483,1958-1959,days_to_heading,158
TS0483,1958-1959,days_to_heading,156
TS0483,1958-1959,days_to_heading,155
TS0498,1958-1959,days_to_heading,160
TS0498,1958-1959,days_to_heading,159
TS0498,1958-1959,days_to_heading,158
TS0498,1958-1959,days_to_heading,156
TS0498,1958-1959,days_to_heading,154
TS0499,1958-1959,days_to_heading,158
TS0499,1958-1959,days_to_heading,157
TS0499,1958-1959,days_to_heading,156
TS0509,1958-1959,days_to_heading,162
TS0509,1958-1959,days_to_heading,158
TS0509,1958-1959,days_to_heading,156
TS0535,1958-1959,days_to_heading,155
TS0553,1958-1959,days_to_heading,158
TS0555,1958-1959,days_to_heading,157
TS0574,1958-1959,days_to_heading,160
TS0574,1958-1959,days_to_heading,159
TS0574,1958-1959,days_to_heading,158
TS0574,1958-1959,days_to_heading,157
TS0574,1958-1959,days_to_heading,156
TS0574,1958-1959,days_to_heading,155
TS0577,1958-1959,days_to_heading,160
TS0577,1958-1959,days_to_heading,159
TS0577,1958-1959,days_to_heading,158
TS0577,1958-1959,days_to_heading,157
TS0577,1958-1959,days_to_heading,156
TS0577,1958-1959,days_to_heading,155
TS0578,1958-1959,days_to_heading,159
TS0578,1958-1959,days_to_heading,158
TS0578,1958-1959,days_to_heading,157
TS0578,1958-1959,days_to_heading,156
TS0578,1958-1959,days_to_heading,155
TS0579,1958-1959,days_to_heading,159
TS0579,1958-1959,days_to_heading,158
TS0579,1958-1959,days_to_heading,156
TS0579,1958-1959,days_to_heading,155
TS0580,1958-1959,days_to_heading,159
TS0580,1958-1959,days_to_heading,157
TS0580,1958-1959,days_to_heading,156
TS0580,1958-1959,days_to_heading,155
TS0587,1958-1959,days_to_heading,159
TS0587,1958-1959,days_to_heading,158
TS0587,1958-1959,days_to_heading,157
TS0587,1958-1959,days_to_heading,156
TS0587,1958-1959,days_to_heading,155
TS0622,1958-1959,days_to_heading,159
TS0622,1958-1959,days_to_heading,158
TS0622,1958-1959,days_to_heading,157
TS0622,1958-1959,days_to_heading,156
TS0622,1958-1959,days_to_heading,155
TS0623,1958-1959,days_to_heading,160
TS0623,1958-1959,days_to_heading,159
TS0623,1958-1959,days_to_heading,158
TS0623,1958-1959,days_to_heading,156
TS0623,1958-1959,days_to_heading,155
TS0634,1958-1959,days_to_heading,160
TS0634,1958-1959,days_to_heading,159
TS0634,1958-1959,days_to_heading,158
TS0634,1958-1959,days_to_heading,157
TS0634,1958-1959,days_to_heading,155
TS0635,1958-1959,days_to_heading,159
TS0635,1958-1959,days_to_heading,158
TS0635,1958-1959,days_to_heading,157
TS0635,1958-1959,days_to_heading,155
TS0638,1958-1959,days_to_heading,159
TS0638,1958-1959,days_to_heading,158
TS0638,1958-1959,days_to_heading,156
TS0645,1958-1959,days_to_heading,162
TS0645,1958-1959,days_to_heading,159
TS0645,1958-1959,days_to_heading,157
TS0645,1958-1959,days_to_heading,156
TS0645,1958-1959,days_to_heading,155
TS0646,1958-1959,days_to_heading,162
TS0646,1958-1959,days_to_heading,159
TS0646,1958-1959,days_to_heading,157
TS0646,1958-1959,days_to_heading,156
TS0655,1958-1959,days_to_heading,164
TS0655,1958-1959,days_to_heading,162
TS0655,1958-1959,days_to_heading,160
TS0655,1958-1959,days_to_heading,159
TS0942,1958-1959,days_to_heading,162
TS0942,1958-1959,days_to_heading,159
TS0942,1958-1959,days_to_heading,158
TS0942,1958-1959,days_to_heading,157
TS0942,1958-1959,days_to_heading,156
