accenumb,campaign,days_to_heading,plant_height,thousand_kernel_weight,powdery_mildew,leaf_rust,yellow_rust,septoria_tritici_ssp,protein_content,sds_sedimentation_volume
TA00648,2020-2021,128,129,63,NA,NA,NA,NA,NA,NA
TA00650,2020-2021,122,75,46,NA,NA,NA,NA,NA,NA
TA00651,2020-2021,122,80,42.5,NA,NA,NA,NA,NA,NA
TA00652,2020-2021,122,98,44,NA,NA,NA,NA,NA,NA
TA00655,2020-2021,122,87,43,NA,NA,NA,NA,NA,NA
TA00657,2020-2021,129,138,55,NA,NA,NA,NA,NA,NA
TA00659,2020-2021,128,140,55.5,NA,NA,NA,NA,NA,NA
TA00660,2020-2021,129,134,51,NA,NA,NA,NA,NA,NA
TA00661,2020-2021,121,67,NA,NA,NA,NA,NA,NA,NA
TA00663,2020-2021,122,78,47,NA,NA,NA,NA,NA,NA
TA00664,2020-2021,129,68,41.5,NA,NA,NA,NA,NA,NA
TA00665,2020-2021,122,125,58.5,NA,NA,NA,NA,NA,NA
TA00666,2020-2021,131,77,33.5,NA,NA,NA,NA,NA,NA
TA00667,2020-2021,120,86,45,NA,NA,NA,NA,NA,NA
TA00668,2020-2021,122,90,43,NA,NA,NA,NA,NA,NA
TA00669,2020-2021,132,132,42.5,NA,NA,NA,NA,NA,NA
TA00670,2020-2021,123,96,43.5,NA,NA,NA,NA,NA,NA
TA00671,2020-2021,119,95,50,NA,NA,NA,NA,NA,NA
TA00672,2020-2021,121,102,46,NA,NA,NA,NA,NA,NA
TA00673,2020-2021,121,76,43,NA,NA,NA,NA,NA,NA
TA00674,2020-2021,128,125,41,NA,NA,NA,NA,NA,NA
TA00675,2020-2021,118,110,50.5,NA,NA,NA,NA,NA,NA
TA00676,2020-2021,117,83,47,NA,NA,NA,NA,NA,NA
TA00678,2020-2021,128,78,38,NA,NA,NA,NA,NA,NA
TA00679,2020-2021,123,79,44,NA,NA,NA,NA,NA,NA
TA00682,2020-2021,137,145,46.5,NA,NA,NA,NA,NA,NA
TA00683,2020-2021,137,135,NA,NA,NA,NA,NA,NA,NA
TA00684,2020-2021,135,156,52.5,NA,NA,NA,NA,NA,NA
TA00685,2020-2021,124,96,52.5,NA,NA,NA,NA,NA,NA
TA00686,2020-2021,133,151,45,NA,NA,NA,NA,NA,NA
TA00690,2020-2021,137,150,43,NA,NA,NA,NA,NA,NA
TA00691,2020-2021,128,157,53,NA,NA,NA,NA,NA,NA
TA00692,2020-2021,130,147,43.5,NA,NA,NA,NA,NA,NA
TA00694,2020-2021,137,130,49.5,NA,NA,NA,NA,NA,NA
TA00695,2020-2021,128,65,40,NA,NA,NA,NA,NA,NA
TA00696,2020-2021,122,79,40.5,NA,NA,NA,NA,NA,NA
TA00697,2020-2021,122,75,39.5,NA,NA,NA,NA,NA,NA
TA00698,2020-2021,126,75,38,NA,NA,NA,NA,NA,NA
TA00699,2020-2021,138,100,50,NA,NA,NA,NA,NA,NA
TA00700,2020-2021,117,96,53,NA,NA,NA,NA,NA,NA
TA00701,2020-2021,118,96,53.5,NA,NA,NA,NA,NA,NA
TA00705,2020-2021,122,125,51.5,NA,NA,NA,NA,NA,NA
TA00707,2020-2021,123,93,62.5,NA,NA,NA,NA,NA,NA
TA00708,2020-2021,125,60,38.5,NA,NA,NA,NA,NA,NA
TA00709,2020-2021,121,79,39,NA,NA,NA,NA,NA,NA
TA00710,2020-2021,142,135,NA,NA,NA,NA,NA,NA,NA
TA00712,2020-2021,119,108,45,NA,NA,NA,NA,NA,NA
TA00713,2020-2021,121,89,46.5,NA,NA,NA,NA,NA,NA
TA00715,2020-2021,119,85,47.5,NA,NA,NA,NA,NA,NA
TA00716,2020-2021,125,90,46,NA,NA,NA,NA,NA,NA
TA00717,2020-2021,129,105,49.5,NA,NA,NA,NA,NA,NA
TA00718,2020-2021,131,94,37,NA,NA,NA,NA,NA,NA
TA00719,2020-2021,123,76,37,NA,NA,NA,NA,NA,NA
TA00720,2020-2021,123,80,50,NA,NA,NA,NA,NA,NA
TA00721,2020-2021,129,146,50.5,NA,NA,NA,NA,NA,NA
TA00722,2020-2021,131,135,53.5,NA,NA,NA,NA,NA,NA
TA00725,2020-2021,128,138,59,NA,NA,NA,NA,NA,NA
TA00726,2020-2021,121,122,52,NA,NA,NA,NA,NA,NA
TA00727,2020-2021,138,100,52,NA,NA,NA,NA,NA,NA
TA00729,2020-2021,123,82,48,NA,NA,NA,NA,NA,NA
TA00730,2020-2021,124,110,52,NA,NA,NA,NA,NA,NA
TA00731,2020-2021,127,90,37,NA,NA,NA,NA,NA,NA
TA00732,2020-2021,140,120,45,NA,NA,NA,NA,NA,NA
TA00733,2020-2021,123,88,41.5,NA,NA,NA,NA,NA,NA
TA00734,2020-2021,137,127,50.5,NA,NA,NA,NA,NA,NA
TA00735,2020-2021,122,68,33,NA,NA,NA,NA,NA,NA
TA00736,2020-2021,129,70,41,NA,NA,NA,NA,NA,NA
TA00738,2020-2021,132,150,57.5,NA,NA,NA,NA,NA,NA
TA00739,2020-2021,134,140,43.5,NA,NA,NA,NA,NA,NA
TA00740,2020-2021,134,136,55,NA,NA,NA,NA,NA,NA
TA00742,2020-2021,128,146,50,NA,NA,NA,NA,NA,NA
TA00743,2020-2021,127,100,59.5,NA,NA,NA,NA,NA,NA
TA00744,2020-2021,125,81,45.5,NA,NA,NA,NA,NA,NA
TA00745,2020-2021,125,78,47.5,NA,NA,NA,NA,NA,NA
TA00746,2020-2021,121,100,61.5,NA,NA,NA,NA,NA,NA
TA00747,2020-2021,126,125,57,NA,NA,NA,NA,NA,NA
TA00748,2020-2021,131,123,43.5,NA,NA,NA,NA,NA,NA
TA00749,2020-2021,115,93,51.5,NA,NA,NA,NA,NA,NA
TA00751,2020-2021,115,105,53,NA,NA,NA,NA,NA,NA
TA00752,2020-2021,119,98,47.5,NA,NA,NA,NA,NA,NA
TA00754,2020-2021,120,84,41.5,NA,NA,NA,NA,NA,NA
TA00755,2020-2021,129,98,52.5,NA,NA,NA,NA,NA,NA
TA00756,2020-2021,123,87,57,NA,NA,NA,NA,NA,NA
TA00757,2020-2021,115,90,62.5,NA,NA,NA,NA,NA,NA
TA00758,2020-2021,120,114,52,NA,NA,NA,NA,NA,NA
TA00759,2020-2021,122,105,48,NA,NA,NA,NA,NA,NA
TA00760,2020-2021,123,95,54,NA,NA,NA,NA,NA,NA
TA00761,2020-2021,128,123,47,NA,NA,NA,NA,NA,NA
TA00762,2020-2021,118,80,44.5,NA,NA,NA,NA,NA,NA
TA00763,2020-2021,125,100,52,NA,NA,NA,NA,NA,NA
TA00766,2020-2021,122,104,59,NA,NA,NA,NA,NA,NA
TA00767,2020-2021,135,133,42,NA,NA,NA,NA,NA,NA
TA00769,2020-2021,121,88,40.5,NA,NA,NA,NA,NA,NA
TA00770,2020-2021,132,88,43,NA,NA,NA,NA,NA,NA
TA00771,2020-2021,122,110,40,NA,NA,NA,NA,NA,NA
TA00772,2020-2021,123,63,44.5,NA,NA,NA,NA,NA,NA
TA00773,2020-2021,129,70,43,NA,NA,NA,NA,NA,NA
TA00774,2020-2021,123,82,47,NA,NA,NA,NA,NA,NA
TA00775,2020-2021,126,130,51,NA,NA,NA,NA,NA,NA
TA00776,2020-2021,137,60,38,NA,NA,NA,NA,NA,NA
TA00777,2020-2021,122,81,62,NA,NA,NA,NA,NA,NA
TA00778,2020-2021,125,74,38.5,NA,NA,NA,NA,NA,NA
TA00779,2020-2021,115,95,44.5,NA,NA,NA,NA,NA,NA
TA00780,2020-2021,114,100,48.5,NA,NA,NA,NA,NA,NA
TA00781,2020-2021,115,93,46.5,NA,NA,NA,NA,NA,NA
TA00782,2020-2021,134,135,49,NA,NA,NA,NA,NA,NA
TA00783,2020-2021,135,134,48.5,NA,NA,NA,NA,NA,NA
TA00784,2020-2021,129,117,48,NA,NA,NA,NA,NA,NA
TA00785,2020-2021,128,130,52.5,NA,NA,NA,NA,NA,NA
TA00786,2020-2021,135,126,50,NA,NA,NA,NA,NA,NA
TA00788,2020-2021,122,81,43.5,NA,NA,NA,NA,NA,NA
TA00792,2020-2021,121,88,52.5,NA,NA,NA,NA,NA,NA
TA00795,2020-2021,126,66,39.5,NA,NA,NA,NA,NA,NA
TA00796,2020-2021,120,82,47.5,NA,NA,NA,NA,NA,NA
TA00797,2020-2021,124,118,36.5,NA,NA,NA,NA,NA,NA
TA00799,2020-2021,122,75,44,NA,NA,NA,NA,NA,NA
TA00800,2020-2021,128,91,35.5,NA,NA,NA,NA,NA,NA
TA00802,2020-2021,136,105,44.5,NA,NA,NA,NA,NA,NA
TA00803,2020-2021,128,140,51,NA,NA,NA,NA,NA,NA
TA00804,2020-2021,121,153,53,NA,NA,NA,NA,NA,NA
TA00808,2020-2021,121,83,43.5,NA,NA,NA,NA,NA,NA
TA00809,2020-2021,122,NA,42,NA,NA,NA,NA,NA,NA
TA00810,2020-2021,129,125,51,NA,NA,NA,NA,NA,NA
TA00811,2020-2021,128,80,43.5,NA,NA,NA,NA,NA,NA
TA00812,2020-2021,111,90,53.5,NA,NA,NA,NA,NA,NA
TA00813,2020-2021,121,90,46,NA,NA,NA,NA,NA,NA
TA00814,2020-2021,122,62,43,NA,NA,NA,NA,NA,NA
TA00817,2020-2021,129,122,54.5,NA,NA,NA,NA,NA,NA
TA00818,2020-2021,122,92,53,NA,NA,NA,NA,NA,NA
TA00819,2020-2021,112,94,47.5,NA,NA,NA,NA,NA,NA
TA00820,2020-2021,137,145,49.5,NA,NA,NA,NA,NA,NA
TA00821,2020-2021,127,105,46,NA,NA,NA,NA,NA,NA
TA00822,2020-2021,140,97,45,NA,NA,NA,NA,NA,NA
TA00823,2020-2021,139,102,46,NA,NA,NA,NA,NA,NA
TA00825,2020-2021,126,67,49,NA,NA,NA,NA,NA,NA
TA00826,2020-2021,137,112,52.5,NA,NA,NA,NA,NA,NA
TA00827,2020-2021,116,96,43,NA,NA,NA,NA,NA,NA
TA00828,2020-2021,125,98,40,NA,NA,NA,NA,NA,NA
TA00829,2020-2021,118,90,40.5,NA,NA,NA,NA,NA,NA
TA00831,2020-2021,128,86,44,NA,NA,NA,NA,NA,NA
TA00833,2020-2021,123,83,45.5,NA,NA,NA,NA,NA,NA
TA00835,2020-2021,115,103,62.5,NA,NA,NA,NA,NA,NA
TA00836,2020-2021,129,130,57,NA,NA,NA,NA,NA,NA
TA00838,2020-2021,119,102,47,NA,NA,NA,NA,NA,NA
TA00839,2020-2021,119,83,44.5,NA,NA,NA,NA,NA,NA
TA00840,2020-2021,120,74,50.5,NA,NA,NA,NA,NA,NA
TA00841,2020-2021,119,77,45.5,NA,NA,NA,NA,NA,NA
TA00843,2020-2021,117,77,41,NA,NA,NA,NA,NA,NA
TA00844,2020-2021,122,74,40,NA,NA,NA,NA,NA,NA
TA00845,2020-2021,129,117,51,NA,NA,NA,NA,NA,NA
TA00846,2020-2021,137,112,47.5,NA,NA,NA,NA,NA,NA
TA00847,2020-2021,123,60,47,NA,NA,NA,NA,NA,NA
TA00849,2020-2021,140,102,50.5,NA,NA,NA,NA,NA,NA
TA00850,2020-2021,119,92,51.5,NA,NA,NA,NA,NA,NA
TA00851,2020-2021,119,73,56,NA,NA,NA,NA,NA,NA
TA00853,2020-2021,120,96,50.5,NA,NA,NA,NA,NA,NA
TA00854,2020-2021,125,85,46.5,NA,NA,NA,NA,NA,NA
TA00855,2020-2021,119,76,53,NA,NA,NA,NA,NA,NA
TA00856,2020-2021,115,74,49.5,NA,NA,NA,NA,NA,NA
TA00857,2020-2021,121,72,40.5,NA,NA,NA,NA,NA,NA
TA00858,2020-2021,120,70,52,NA,NA,NA,NA,NA,NA
TA00859,2020-2021,127,103,50.5,NA,NA,NA,NA,NA,NA
TA00860,2020-2021,124,109,50.5,NA,NA,NA,NA,NA,NA
TA00861,2020-2021,131,106,55,NA,NA,NA,NA,NA,NA
TA00862,2020-2021,122,100,56.5,NA,NA,NA,NA,NA,NA
TA00863,2020-2021,131,102,56,NA,NA,NA,NA,NA,NA
TA00864,2020-2021,123,84,57,NA,NA,NA,NA,NA,NA
TA00865,2020-2021,127,108,49.5,NA,NA,NA,NA,NA,NA
TA00866,2020-2021,129,117,53,NA,NA,NA,NA,NA,NA
TA00867,2020-2021,133,116,51.5,NA,NA,NA,NA,NA,NA
TA00868,2020-2021,122,62,34,NA,NA,NA,NA,NA,NA
TA00869,2020-2021,136,117,43,NA,NA,NA,NA,NA,NA
TA00870,2020-2021,129,115,46,NA,NA,NA,NA,NA,NA
TA00871,2020-2021,129,75,51.5,NA,NA,NA,NA,NA,NA
TA00872,2020-2021,121,82,55.5,NA,NA,NA,NA,NA,NA
TA00873,2020-2021,132,100,49,NA,NA,NA,NA,NA,NA
TA00874,2020-2021,125,70,37.5,NA,NA,NA,NA,NA,NA
TA00875,2020-2021,115,103,51,NA,NA,NA,NA,NA,NA
TA00876,2020-2021,132,126,48,NA,NA,NA,NA,NA,NA
TA00877,2020-2021,120,87,41,NA,NA,NA,NA,NA,NA
TA00878,2020-2021,131,135,58,NA,NA,NA,NA,NA,NA
TA00879,2020-2021,125,102,51,NA,NA,NA,NA,NA,NA
TA00880,2020-2021,130,142,60,NA,NA,NA,NA,NA,NA
TA00881,2020-2021,133,103,51.5,NA,NA,NA,NA,NA,NA
TA00882,2020-2021,130,133,57,NA,NA,NA,NA,NA,NA
TA00883,2020-2021,129,144,57.5,NA,NA,NA,NA,NA,NA
TA00884,2020-2021,133,160,54.5,NA,NA,NA,NA,NA,NA
TA00885,2020-2021,130,137,56.5,NA,NA,NA,NA,NA,NA
TA00886,2020-2021,133,144,60,NA,NA,NA,NA,NA,NA
TA00889,2020-2021,129,138,49,NA,NA,NA,NA,NA,NA
TA00890,2020-2021,132,143,55,NA,NA,NA,NA,NA,NA
TA00892,2020-2021,122,117,53.5,NA,NA,NA,NA,NA,NA
TA00893,2020-2021,125,88,47,NA,NA,NA,NA,NA,NA
TA00894,2020-2021,124,86,43,NA,NA,NA,NA,NA,NA
TA00895,2020-2021,133,84,51.5,NA,NA,NA,NA,NA,NA
TA00896,2020-2021,122,105,54,NA,NA,NA,NA,NA,NA
TA00897,2020-2021,122,109,48,NA,NA,NA,NA,NA,NA
TA00898,2020-2021,130,120,48,NA,NA,NA,NA,NA,NA
TA00899,2020-2021,122,140,52,NA,NA,NA,NA,NA,NA
TA00900,2020-2021,125,92,39,NA,NA,NA,NA,NA,NA
TA00901,2020-2021,122,105,64,NA,NA,NA,NA,NA,NA
TA00902,2020-2021,131,130,56,NA,NA,NA,NA,NA,NA
TA00903,2020-2021,131,130,48.5,NA,NA,NA,NA,NA,NA
TA00904,2020-2021,131,156,63.5,NA,NA,NA,NA,NA,NA
TA00905,2020-2021,122,112,53.5,NA,NA,NA,NA,NA,NA
TA00906,2020-2021,138,139,49,NA,NA,NA,NA,NA,NA
TA00907,2020-2021,131,135,57,NA,NA,NA,NA,NA,NA
TA00908,2020-2021,132,133,61.5,NA,NA,NA,NA,NA,NA
TA00909,2020-2021,133,138,59,NA,NA,NA,NA,NA,NA
TA00910,2020-2021,131,142,58.5,NA,NA,NA,NA,NA,NA
TA00911,2020-2021,122,84,46,NA,NA,NA,NA,NA,NA
TA00912,2020-2021,123,92,50.5,NA,NA,NA,NA,NA,NA
TA00913,2020-2021,122,128,63.5,NA,NA,NA,NA,NA,NA
TA00914,2020-2021,127,106,49,NA,NA,NA,NA,NA,NA
TA00915,2020-2021,131,90,48,NA,NA,NA,NA,NA,NA
TA00918,2020-2021,119,115,59,NA,NA,NA,NA,NA,NA
TA00919,2020-2021,119,73,51.5,NA,NA,NA,NA,NA,NA
TA00920,2020-2021,130,94,51.5,NA,NA,NA,NA,NA,NA
TA00921,2020-2021,131,131,49,NA,NA,NA,NA,NA,NA
TA00922,2020-2021,141,130,32,NA,NA,NA,NA,NA,NA
TA00923,2020-2021,122,89,46.5,NA,NA,NA,NA,NA,NA
TA00924,2020-2021,119,84,50,NA,NA,NA,NA,NA,NA
TA00925,2020-2021,121,80,45,NA,NA,NA,NA,NA,NA
TA00926,2020-2021,122,93,47.5,NA,NA,NA,NA,NA,NA
TA00927,2020-2021,121,91,55.5,NA,NA,NA,NA,NA,NA
TA00928,2020-2021,119,72,49.5,NA,NA,NA,NA,NA,NA
TA00929,2020-2021,118,80,64,NA,NA,NA,NA,NA,NA
TA00930,2020-2021,120,92,40,NA,NA,NA,NA,NA,NA
TA00931,2020-2021,122,83,47.5,NA,NA,NA,NA,NA,NA
TA00932,2020-2021,122,94,53,NA,NA,NA,NA,NA,NA
TA00933,2020-2021,122,77,52.5,NA,NA,NA,NA,NA,NA
TA00934,2020-2021,122,88,46.5,NA,NA,NA,NA,NA,NA
TA00935,2020-2021,126,122,51.5,NA,NA,NA,NA,NA,NA
TA00936,2020-2021,122,68,47,NA,NA,NA,NA,NA,NA
TA00937,2020-2021,123,105,52.5,NA,NA,NA,NA,NA,NA
TA00938,2020-2021,121,89,51.5,NA,NA,NA,NA,NA,NA
TA00939,2020-2021,125,112,46,NA,NA,NA,NA,NA,NA
TA00940,2020-2021,121,96,55,NA,NA,NA,NA,NA,NA
TA00941,2020-2021,129,132,57.5,NA,NA,NA,NA,NA,NA
TA00942,2020-2021,121,112,50,NA,NA,NA,NA,NA,NA
TA00943,2020-2021,121,110,49.5,NA,NA,NA,NA,NA,NA
TA00944,2020-2021,123,85,52,NA,NA,NA,NA,NA,NA
TA00945,2020-2021,125,105,51,NA,NA,NA,NA,NA,NA
TA00946,2020-2021,119,106,56.5,NA,NA,NA,NA,NA,NA
TA00949,2020-2021,117,92,NA,NA,NA,NA,NA,NA,NA
TA00950,2020-2021,122,103,61,NA,NA,NA,NA,NA,NA
TA00951,2020-2021,127,132,57,NA,NA,NA,NA,NA,NA
TA00952,2020-2021,122,79,42.5,NA,NA,NA,NA,NA,NA
TA00953,2020-2021,126,88,44,NA,NA,NA,NA,NA,NA
TA00954,2020-2021,139,104,41,NA,NA,NA,NA,NA,NA
TA00955,2020-2021,122,89,49.5,NA,NA,NA,NA,NA,NA
TA00956,2020-2021,137,88,45,NA,NA,NA,NA,NA,NA
TA00957,2020-2021,125,40,56,NA,NA,NA,NA,NA,NA
TA00958,2020-2021,121,98,55,NA,NA,NA,NA,NA,NA
TA00959,2020-2021,122,101,56,NA,NA,NA,NA,NA,NA
TA00960,2020-2021,119,100,58,NA,NA,NA,NA,NA,NA
TA00962,2020-2021,122,72,52.5,NA,NA,NA,NA,NA,NA
TA00963,2020-2021,122,76,48.5,NA,NA,NA,NA,NA,NA
TA00965,2020-2021,123,86,48,NA,NA,NA,NA,NA,NA
TA00966,2020-2021,131,79,NA,NA,NA,NA,NA,NA,NA
TA00967,2020-2021,122,123,54.5,NA,NA,NA,NA,NA,NA
TA00968,2020-2021,121,74,44,NA,NA,NA,NA,NA,NA
TA00969,2020-2021,119,85,54.5,NA,NA,NA,NA,NA,NA
TA00970,2020-2021,122,97,57.5,NA,NA,NA,NA,NA,NA
TA00971,2020-2021,122,96,59.5,NA,NA,NA,NA,NA,NA
TA00972,2020-2021,121,126,50,NA,NA,NA,NA,NA,NA
TA00973,2020-2021,119,116,49.5,NA,NA,NA,NA,NA,NA
TA00975,2020-2021,124,88,46.5,NA,NA,NA,NA,NA,NA
TA00976,2020-2021,128,130,55,NA,NA,NA,NA,NA,NA
TA00977,2020-2021,112,111,67.5,NA,NA,NA,NA,NA,NA
TA00979,2020-2021,117,98,50,NA,NA,NA,NA,NA,NA
TA00980,2020-2021,129,127,48,NA,NA,NA,NA,NA,NA
TA00981,2020-2021,120,95,51,NA,NA,NA,NA,NA,NA
TA00982,2020-2021,129,128,58,NA,NA,NA,NA,NA,NA
TA00983,2020-2021,122,70,43,NA,NA,NA,NA,NA,NA
TA00984,2020-2021,147,115,34,NA,NA,NA,NA,NA,NA
TA00985,2020-2021,132,112,39,NA,NA,NA,NA,NA,NA
TA00987,2020-2021,123,82,44,NA,NA,NA,NA,NA,NA
TA00988,2020-2021,139,130,49,NA,NA,NA,NA,NA,NA
TA00989,2020-2021,137,135,48.5,NA,NA,NA,NA,NA,NA
TA00990,2020-2021,123,80,46.5,NA,NA,NA,NA,NA,NA
TA00991,2020-2021,125,105,47.5,NA,NA,NA,NA,NA,NA
TA00992,2020-2021,120,66,44,NA,NA,NA,NA,NA,NA
TA00994,2020-2021,122,103,49,NA,NA,NA,NA,NA,NA
TA00995,2020-2021,122,74,36,NA,NA,NA,NA,NA,NA
TA00996,2020-2021,129,122,54,NA,NA,NA,NA,NA,NA
TA00997,2020-2021,122,68,39.5,NA,NA,NA,NA,NA,NA
TA00999,2020-2021,118,100,55.5,NA,NA,NA,NA,NA,NA
TA01000,2020-2021,115,76,56.5,NA,NA,NA,NA,NA,NA
TA01001,2020-2021,115,72,42,NA,NA,NA,NA,NA,NA
TA01002,2020-2021,122,75,48,NA,NA,NA,NA,NA,NA
TA01003,2020-2021,125,56,55.5,NA,NA,NA,NA,NA,NA
TA01004,2020-2021,122,78,46.5,NA,NA,NA,NA,NA,NA
TA01006,2020-2021,130,66,48.5,NA,NA,NA,NA,NA,NA
TA01008,2020-2021,128,77,53,NA,NA,NA,NA,NA,NA
TA01009,2020-2021,132,107,47.5,NA,NA,NA,NA,NA,NA
TA01010,2020-2021,126,78,39,NA,NA,NA,NA,NA,NA
TA01011,2020-2021,125,71,49.5,NA,NA,NA,NA,NA,NA
TA01012,2020-2021,122,78,48,NA,NA,NA,NA,NA,NA
TA01013,2020-2021,128,126,61,NA,NA,NA,NA,NA,NA
TA01014,2020-2021,122,125,46,NA,NA,NA,NA,NA,NA
TA01016,2020-2021,115,95,53.5,NA,NA,NA,NA,NA,NA
TA01017,2020-2021,120,92,51,NA,NA,NA,NA,NA,NA
TA01018,2020-2021,123,68,49,NA,NA,NA,NA,NA,NA
TA01019,2020-2021,121,68,41,NA,NA,NA,NA,NA,NA
TA01020,2020-2021,118,77,54,NA,NA,NA,NA,NA,NA
TA01021,2020-2021,117,72,54.5,NA,NA,NA,NA,NA,NA
TA01024,2020-2021,123,70,44,NA,NA,NA,NA,NA,NA
TA01025,2020-2021,123,143,52.5,NA,NA,NA,NA,NA,NA
TA01027,2020-2021,133,153,NA,NA,NA,NA,NA,NA,NA
TA01028,2020-2021,134,140,54,NA,NA,NA,NA,NA,NA
TA01029,2020-2021,132,155,59,NA,NA,NA,NA,NA,NA
TA01030,2020-2021,136,140,51,NA,NA,NA,NA,NA,NA
TA01031,2020-2021,138,137,46.5,NA,NA,NA,NA,NA,NA
TA01032,2020-2021,136,134,58,NA,NA,NA,NA,NA,NA
TA01044,2020-2021,129,83,36,NA,NA,NA,NA,NA,NA
TA01045,2020-2021,117,64,46,NA,NA,NA,NA,NA,NA
TA01047,2020-2021,124,78,46,NA,NA,NA,NA,NA,NA
TA01048,2020-2021,123,94,53.5,NA,NA,NA,NA,NA,NA
TA01049,2020-2021,131,115,36.5,NA,NA,NA,NA,NA,NA
TA01050,2020-2021,118,80,45.5,NA,NA,NA,NA,NA,NA
TA01051,2020-2021,130,108,36,NA,NA,NA,NA,NA,NA
TA01052,2020-2021,122,72,53.5,NA,NA,NA,NA,NA,NA
TA01053,2020-2021,123,70,33,NA,NA,NA,NA,NA,NA
TA01054,2020-2021,121,66,47,NA,NA,NA,NA,NA,NA
TA01055,2020-2021,124,108,52,NA,NA,NA,NA,NA,NA
TA01056,2020-2021,124,120,34.5,NA,NA,NA,NA,NA,NA
TA01057,2020-2021,120,73,58,NA,NA,NA,NA,NA,NA
TA01058,2020-2021,130,64,40.5,NA,NA,NA,NA,NA,NA
TA01059,2020-2021,123,72,45,NA,NA,NA,NA,NA,NA
TA01060,2020-2021,131,82,38,NA,NA,NA,NA,NA,NA
TA01061,2020-2021,127,97,54,NA,NA,NA,NA,NA,NA
TA01062,2020-2021,127,70,46,NA,NA,NA,NA,NA,NA
TA01063,2020-2021,129,118,53,NA,NA,NA,NA,NA,NA
TA01064,2020-2021,130,112,50,NA,NA,NA,NA,NA,NA
TA01065,2020-2021,122,110,48,NA,NA,NA,NA,NA,NA
TA01066,2020-2021,137,122,39,NA,NA,NA,NA,NA,NA
TA01067,2020-2021,136,142,48,NA,NA,NA,NA,NA,NA
TA01068,2020-2021,142,137,38.5,NA,NA,NA,NA,NA,NA
TA01070,2020-2021,119,88,53.5,NA,NA,NA,NA,NA,NA
TA01071,2020-2021,123,77,48.5,NA,NA,NA,NA,NA,NA
TA01073,2020-2021,122,80,46,NA,NA,NA,NA,NA,NA
TA01074,2020-2021,135,100,53,NA,NA,NA,NA,NA,NA
TA01075,2020-2021,141,138,36.5,NA,NA,NA,NA,NA,NA
TA01077,2020-2021,124,90,44.5,NA,NA,NA,NA,NA,NA
TA01078,2020-2021,115,86,43.5,NA,NA,NA,NA,NA,NA
TA01079,2020-2021,115,80,47,NA,NA,NA,NA,NA,NA
TA01081,2020-2021,140,115,46,NA,NA,NA,NA,NA,NA
TA01082,2020-2021,124,77,37.5,NA,NA,NA,NA,NA,NA
TA01083,2020-2021,131,145,54.5,NA,NA,NA,NA,NA,NA
TA01084,2020-2021,131,135,42.5,NA,NA,NA,NA,NA,NA
TA01086,2020-2021,132,136,53.5,NA,NA,NA,NA,NA,NA
TA01087,2020-2021,129,125,54,NA,NA,NA,NA,NA,NA
TA01088,2020-2021,117,111,49,NA,NA,NA,NA,NA,NA
TA01089,2020-2021,116,110,49.5,NA,NA,NA,NA,NA,NA
TA01091,2020-2021,123,101,45.5,NA,NA,NA,NA,NA,NA
TA01092,2020-2021,122,93,48,NA,NA,NA,NA,NA,NA
TA01093,2020-2021,122,83,50,NA,NA,NA,NA,NA,NA
TA01095,2020-2021,122,83,46.5,NA,NA,NA,NA,NA,NA
TA01096,2020-2021,128,88,37,NA,NA,NA,NA,NA,NA
TA01097,2020-2021,138,102,43,NA,NA,NA,NA,NA,NA
TA01098,2020-2021,132,73,33,NA,NA,NA,NA,NA,NA
TA01099,2020-2021,129,85,35.5,NA,NA,NA,NA,NA,NA
TA01100,2020-2021,123,87,34.5,NA,NA,NA,NA,NA,NA
TA01101,2020-2021,130,90,34.5,NA,NA,NA,NA,NA,NA
TA01102,2020-2021,123,92,35,NA,NA,NA,NA,NA,NA
TA01103,2020-2021,132,95,39,NA,NA,NA,NA,NA,NA
TA01104,2020-2021,125,83,42.5,NA,NA,NA,NA,NA,NA
TA01105,2020-2021,128,82,43.5,NA,NA,NA,NA,NA,NA
TA01106,2020-2021,132,150,53.5,NA,NA,NA,NA,NA,NA
TA01107,2020-2021,126,91,42,NA,NA,NA,NA,NA,NA
TA01109,2020-2021,121,91,49,NA,NA,NA,NA,NA,NA
TA01110,2020-2021,125,97,45.5,NA,NA,NA,NA,NA,NA
TA01111,2020-2021,126,88,38,NA,NA,NA,NA,NA,NA
TA01112,2020-2021,125,93,46.5,NA,NA,NA,NA,NA,NA
TA01113,2020-2021,123,100,35,NA,NA,NA,NA,NA,NA
TA01114,2020-2021,129,108,46.5,NA,NA,NA,NA,NA,NA
TA01115,2020-2021,125,85,50.5,NA,NA,NA,NA,NA,NA
TA01116,2020-2021,116,77,56,NA,NA,NA,NA,NA,NA
TA01117,2020-2021,115,78,52,NA,NA,NA,NA,NA,NA
TA01118,2020-2021,114,88,47,NA,NA,NA,NA,NA,NA
TA01119,2020-2021,114,89,52,NA,NA,NA,NA,NA,NA
TA01120,2020-2021,122,130,53,NA,NA,NA,NA,NA,NA
TA01121,2020-2021,122,85,46,NA,NA,NA,NA,NA,NA
TA01122,2020-2021,112,75,43.5,NA,NA,NA,NA,NA,NA
TA01123,2020-2021,125,86,44.5,NA,NA,NA,NA,NA,NA
TA01124,2020-2021,125,65,40.5,NA,NA,NA,NA,NA,NA
