accenumb,campaign,days_to_heading
IG 139083,2017-2018,154
IG 139085,2017-2018,156
IG 139372,2017-2018,151
IG 139439,2017-2018,141
IG 139467,2017-2018,145
IG 139468,2017-2018,145
IG 139469,2017-2018,146
IG 139477,2017-2018,142
IG 139481,2017-2018,146
IG 139483,2017-2018,151
IG 139484,2017-2018,145
IG 139491,2017-2018,119
IG 139496,2017-2018,150
IG 139525,2017-2018,138
IG 139561,2017-2018,138
IG 139564,2017-2018,142
IG 139604,2017-2018,142
IG 139701,2017-2018,146
IG 139706,2017-2018,118
IG 139725,2017-2018,137
IG 139738,2017-2018,146
IG 139770,2017-2018,140
IG 139775,2017-2018,142
IG 139824,2017-2018,145
IG 139825,2017-2018,142
IG 139827,2017-2018,143
IG 139842,2017-2018,151
IG 139854,2017-2018,118
IG 139876,2017-2018,140
IG 139879,2017-2018,139
IG 139880,2017-2018,146
IG 139883,2017-2018,145
IG 139890,2017-2018,124
IG 139893,2017-2018,125
IG 139897,2017-2018,152
IG 139913,2017-2018,150
IG 139938,2017-2018,127
IG 139939,2017-2018,145
IG 139941,2017-2018,117
IG 139942,2017-2018,128
IG 139943,2017-2018,120
IG 139948,2017-2018,121
IG 139949,2017-2018,128
IG 139954,2017-2018,144
IG 140436,2017-2018,149
IG 140872,2017-2018,151
IG 141029,2017-2018,143
IG 141030,2017-2018,154
IG 141031,2017-2018,125
IG 141048,2017-2018,146
IG 40847,2017-2018,137
IG 41685,2017-2018,142
IG 41785,2017-2018,158
IG 41886,2017-2018,130
IG 41888,2017-2018,139
IG 41897,2017-2018,121
IG 41898,2017-2018,120
IG 41899,2017-2018,121
IG 41900,2017-2018,119
IG 41901,2017-2018,121
IG 41905,2017-2018,120
IG 41963,2017-2018,129
IG 41989,2017-2018,122
IG 42001,2017-2018,129
IG 42004,2017-2018,121
IG 42017,2017-2018,125
IG 42024,2017-2018,119
IG 42028,2017-2018,121
IG 42133,2017-2018,114
IG 42141,2017-2018,121
IG 42198,2017-2018,160
IG 42259,2017-2018,152
IG 42290,2017-2018,154
IG 42332,2017-2018,161
IG 42344,2017-2018,151
IG 42352,2017-2018,159
IG 42353,2017-2018,150
IG 42358,2017-2018,149
IG 42365,2017-2018,145
IG 42366,2017-2018,146
IG 42383,2017-2018,150
IG 42396,2017-2018,141
IG 42398,2017-2018,146
IG 42399,2017-2018,113
IG 42415,2017-2018,150
IG 42432,2017-2018,152
IG 42433,2017-2018,150
IG 42442,2017-2018,150
IG 42444,2017-2018,151
IG 42461,2017-2018,152
IG 42496,2017-2018,151
IG 42499,2017-2018,154
IG 42507,2017-2018,149
IG 42509,2017-2018,152
IG 42511,2017-2018,151
IG 42525,2017-2018,149
IG 42530,2017-2018,153
IG 42535,2017-2018,154
IG 42539,2017-2018,158
IG 42554,2017-2018,151
IG 42565,2017-2018,151
IG 42570,2017-2018,145
IG 42584,2017-2018,118
IG 42586,2017-2018,116
IG 42597,2017-2018,152
IG 42601,2017-2018,141
IG 42722,2017-2018,147
IG 42725,2017-2018,147
IG 42726,2017-2018,141
IG 42733,2017-2018,162
IG 42767,2017-2018,145
IG 42776,2017-2018,142
IG 42778,2017-2018,146
IG 42801,2017-2018,140
IG 42817,2017-2018,146
IG 42840,2017-2018,156
IG 42850,2017-2018,154
IG 42984,2017-2018,154
IG 42994,2017-2018,151
IG 42998,2017-2018,158
IG 43012,2017-2018,152
IG 43013,2017-2018,167
IG 43018,2017-2018,151
IG 43023,2017-2018,159
IG 43024,2017-2018,152
IG 43025,2017-2018,152
IG 43047,2017-2018,154
IG 43049,2017-2018,158
IG 43057,2017-2018,153
IG 43063,2017-2018,157
IG 43076,2017-2018,156
IG 43077,2017-2018,150
IG 43080,2017-2018,156
IG 43083,2017-2018,153
IG 43085,2017-2018,119
IG 43088,2017-2018,152
IG 43175,2017-2018,135
IG 43188,2017-2018,146
IG 43196,2017-2018,145
IG 43214,2017-2018,146
IG 43218,2017-2018,146
IG 43220,2017-2018,141
IG 43222,2017-2018,146
IG 43229,2017-2018,158
IG 43230,2017-2018,150
IG 43249,2017-2018,133
IG 43273,2017-2018,135
IG 43274,2017-2018,121
IG 43275,2017-2018,120
IG 43278,2017-2018,119
IG 43279,2017-2018,117
IG 43288,2017-2018,122
IG 43311,2017-2018,118
IG 43337,2017-2018,126
IG 43598,2017-2018,141
IG 43599,2017-2018,140
IG 43600,2017-2018,140
IG 43601,2017-2018,142
IG 43807,2017-2018,164
IG 43902,2017-2018,114
IG 43906,2017-2018,113
IG 43907,2017-2018,112
IG 44201,2017-2018,134
IG 44202,2017-2018,134
IG 44214,2017-2018,151
IG 44219,2017-2018,117
IG 44243,2017-2018,125
IG 44278,2017-2018,141
IG 44283,2017-2018,142
IG 44286,2017-2018,145
IG 44298,2017-2018,146
IG 44299,2017-2018,145
IG 44519,2017-2018,158
IG 44535,2017-2018,139
IG 44538,2017-2018,119
IG 44540,2017-2018,126
IG 44541,2017-2018,126
IG 44550,2017-2018,113
IG 44699,2017-2018,145
IG 44700,2017-2018,146
IG 44701,2017-2018,146
IG 44705,2017-2018,146
IG 44706,2017-2018,147
IG 44710,2017-2018,142
IG 44713,2017-2018,161
IG 44716,2017-2018,158
IG 44717,2017-2018,151
IG 44718,2017-2018,144
IG 44719,2017-2018,146
IG 45320,2017-2018,141
IG 76674,2017-2018,142
IG 77631,2017-2018,143
IG 77645,2017-2018,141
IG 77655,2017-2018,144
IG 77662,2017-2018,143
IG 77674,2017-2018,145
IG 77880,2017-2018,122
IG 78379,2017-2018,139
IG 78428,2017-2018,135
IG 78956,2017-2018,133
IG 79754,2017-2018,133
IG 80088,2017-2018,128
IG 80623,2017-2018,124
IG 80630,2017-2018,118
IG 80674,2017-2018,124
IG 80687,2017-2018,139
IG 80728,2017-2018,133
IG 80878,2017-2018,134
IG 80894,2017-2018,132
IG 81053,2017-2018,149
IG 81055,2017-2018,129
IG 81056,2017-2018,129
IG 81061,2017-2018,122
IG 81089,2017-2018,123
IG 81108,2017-2018,121
IG 81148,2017-2018,124
IG 81176,2017-2018,118
IG 81199,2017-2018,122
IG 81231,2017-2018,124
IG 81256,2017-2018,113
IG 81529,2017-2018,115
IG 81546,2017-2018,125
IG 81605,2017-2018,120
IG 81627,2017-2018,125
IG 81678,2017-2018,127
IG 81872,2017-2018,124
IG 81885,2017-2018,120
IG 81941,2017-2018,138
IG 81969,2017-2018,140
IG 82018,2017-2018,147
IG 82179,2017-2018,147
IG 82286,2017-2018,151
IG 82547,2017-2018,147
IG 82570,2017-2018,152
IG 82573,2017-2018,148
IG 82628,2017-2018,146
IG 82636,2017-2018,135
IG 82655,2017-2018,140
IG 82687,2017-2018,145
IG 82688,2017-2018,147
IG 82690,2017-2018,145
IG 82691,2017-2018,146
IG 82696,2017-2018,147
IG 82721,2017-2018,146
IG 82731,2017-2018,145
IG 82732,2017-2018,145
IG 82741,2017-2018,148
IG 82748,2017-2018,146
IG 82771,2017-2018,132
IG 82785,2017-2018,144
IG 82787,2017-2018,148
IG 82793,2017-2018,147
IG 82808,2017-2018,145
IG 82809,2017-2018,141
IG 82811,2017-2018,132
IG 82831,2017-2018,144
IG 82843,2017-2018,146
IG 82893,2017-2018,141
IG 82909,2017-2018,134
IG 82921,2017-2018,143
IG 82924,2017-2018,145
IG 82926,2017-2018,147
IG 82953,2017-2018,141
IG 82966,2017-2018,143
IG 82968,2017-2018,148
IG 82980,2017-2018,143
IG 82982,2017-2018,139
IG 83034,2017-2018,146
IG 83075,2017-2018,141
IG 83078,2017-2018,135
IG 83091,2017-2018,138
IG 83244,2017-2018,133
IG 83760,2017-2018,147
IG 83766,2017-2018,135
IG 83807,2017-2018,131
IG 83859,2017-2018,124
IG 83964,2017-2018,144
IG 84029,2017-2018,141
IG 84030,2017-2018,140
IG 84031,2017-2018,142
IG 84035,2017-2018,149
IG 84081,2017-2018,131
IG 84104,2017-2018,147
IG 84107,2017-2018,150
IG 84164,2017-2018,135
IG 84167,2017-2018,140
IG 84198,2017-2018,142
IG 84248,2017-2018,146
IG 84263,2017-2018,138
IG 84271,2017-2018,148
IG 84417,2017-2018,136
IG 84443,2017-2018,139
IG 84506,2017-2018,147
IG 84515,2017-2018,148
IG 84634,2017-2018,126
IG 84665,2017-2018,151
IG 84690,2017-2018,139
IG 84708,2017-2018,127
IG 84767,2017-2018,147
IG 84776,2017-2018,143
IG 84863,2017-2018,143
IG 84867,2017-2018,140
IG 84882,2017-2018,127
IG 84885,2017-2018,131
IG 84893,2017-2018,140
IG 85232,2017-2018,143
IG 85386,2017-2018,131
IG 85412,2017-2018,126
IG 85431,2017-2018,121
IG 85433,2017-2018,131
IG 85546,2017-2018,148
IG 85548,2017-2018,149
IG 85617,2017-2018,152
IG 85621,2017-2018,150
IG 85623,2017-2018,144
IG 85676,2017-2018,146
IG 85698,2017-2018,150
IG 85706,2017-2018,150
IG 85747,2017-2018,134
IG 85779,2017-2018,129
IG 85984,2017-2018,143
IG 86411,2017-2018,121
IG 89144,2017-2018,141
IG 89198,2017-2018,146
IG 89213,2017-2018,147
IG 89225,2017-2018,146
IG 89230,2017-2018,148
IG 89240,2017-2018,152
IG 89243,2017-2018,148
IG 89247,2017-2018,148
IG 89260,2017-2018,146
IG 89266,2017-2018,147
IG 89269,2017-2018,137
IG 89270,2017-2018,140
IG 89274,2017-2018,146
IG 89299,2017-2018,147
IG 89303,2017-2018,153
IG 89304,2017-2018,152
IG 89315,2017-2018,152
IG 89316,2017-2018,148
IG 89317,2017-2018,150
IG 89318,2017-2018,148
IG 89319,2017-2018,147
IG 89328,2017-2018,147
IG 89330,2017-2018,150
IG 89346,2017-2018,147
IG 89350,2017-2018,150
IG 89354,2017-2018,146
IG 89356,2017-2018,148
IG 89357,2017-2018,148
IG 89359,2017-2018,145
IG 89361,2017-2018,148
IG 89366,2017-2018,152
IG 89383,2017-2018,150
IG 89384,2017-2018,150
IG 89389,2017-2018,150
IG 89390,2017-2018,150
IG 89391,2017-2018,150
IG 89402,2017-2018,148
IG 89403,2017-2018,148
IG 89405,2017-2018,148
IG 89407,2017-2018,147
IG 89414,2017-2018,148
IG 89418,2017-2018,132
IG 89423,2017-2018,143
IG 89425,2017-2018,143
IG 89426,2017-2018,142
IG 89429,2017-2018,128
IG 89435,2017-2018,147
IG 89484,2017-2018,130
IG 89588,2017-2018,130
IG 89590,2017-2018,129
IG 89591,2017-2018,125
IG 89598,2017-2018,129
IG 89631,2017-2018,126
IG 89632,2017-2018,135
IG 89649,2017-2018,135
IG 89653,2017-2018,130
IG 89656,2017-2018,145
IG 89719,2017-2018,125
IG 89725,2017-2018,129
IG 89751,2017-2018,135
IG 89756,2017-2018,141
IG 89908,2017-2018,143
IG 89926,2017-2018,147
IG 89941,2017-2018,143
IG 89944,2017-2018,147
IG 89949,2017-2018,144
IG 89953,2017-2018,148
IG 89955,2017-2018,147
IG 89956,2017-2018,147
IG 89961,2017-2018,147
IG 89967,2017-2018,148
IG 89970,2017-2018,147
IG 89974,2017-2018,146
IG 90002,2017-2018,151
IG 90006,2017-2018,148
IG 90012,2017-2018,146
IG 90180,2017-2018,147
IG 90243,2017-2018,150
IG 90246,2017-2018,153
IG 90258,2017-2018,164
IG 90278,2017-2018,133
IG 90408,2017-2018,131
IG 90410,2017-2018,135
IG 90412,2017-2018,135
IG 90415,2017-2018,135
IG 90416,2017-2018,135
IG 90417,2017-2018,135
IG 90418,2017-2018,132
IG 90419,2017-2018,128
IG 90420,2017-2018,129
IG 90421,2017-2018,129
IG 90427,2017-2018,127
IG 90430,2017-2018,131
IG 90433,2017-2018,130
IG 90435,2017-2018,130
IG 90438,2017-2018,132
IG 90455,2017-2018,136
IG 90458,2017-2018,127
IG 90460,2017-2018,127
IG 90463,2017-2018,135
IG 90464,2017-2018,132
IG 90465,2017-2018,131
IG 90477,2017-2018,132
IG 90478,2017-2018,132
IG 90483,2017-2018,132
IG 90485,2017-2018,127
IG 90492,2017-2018,130
IG 90494,2017-2018,130
IG 90651,2017-2018,132
IG 90653,2017-2018,134
IG 90655,2017-2018,125
IG 90656,2017-2018,125
IG 90658,2017-2018,132
IG 90661,2017-2018,136
IG 90662,2017-2018,126
IG 90666,2017-2018,127
IG 90668,2017-2018,127
IG 90693,2017-2018,131
IG 90700,2017-2018,119
IG 90701,2017-2018,126
IG 90716,2017-2018,136
IG 90720,2017-2018,126
IG 90728,2017-2018,136
IG 90730,2017-2018,136
IG 90732,2017-2018,126
IG 90733,2017-2018,136
IG 90734,2017-2018,144
IG 90737,2017-2018,142
IG 91672,2017-2018,133
IG 91698,2017-2018,132
IG 91728,2017-2018,131
IG 91758,2017-2018,127
IG 91759,2017-2018,132
IG 91760,2017-2018,132
IG 91763,2017-2018,124
IG 92338,2017-2018,132
IG 92494,2017-2018,147
IG 92499,2017-2018,147
IG 92505,2017-2018,148
IG 92603,2017-2018,138
IG 92719,2017-2018,145
IG 92730,2017-2018,130
IG 92787,2017-2018,145
IG 92796,2017-2018,141
IG 92810,2017-2018,120
IG 92811,2017-2018,121
IG 92812,2017-2018,120
IG 92814,2017-2018,121
IG 92815,2017-2018,121
IG 92816,2017-2018,123
IG 92818,2017-2018,120
IG 92819,2017-2018,119
IG 92823,2017-2018,119
IG 92825,2017-2018,118
IG 92828,2017-2018,119
IG 92832,2017-2018,121
IG 92835,2017-2018,120
IG 92840,2017-2018,120
IG 92842,2017-2018,120
IG 92847,2017-2018,118
IG 92852,2017-2018,120
IG 92858,2017-2018,140
IG 92884,2017-2018,145
IG 92919,2017-2018,145
IG 92923,2017-2018,117
IG 92952,2017-2018,139
IG 92954,2017-2018,152
IG 92985,2017-2018,146
IG 92992,2017-2018,146
IG 93009,2017-2018,140
IG 93010,2017-2018,142
IG 93011,2017-2018,141
IG 93012,2017-2018,142
IG 93018,2017-2018,145
IG 93019,2017-2018,145
IG 93027,2017-2018,141
IG 93029,2017-2018,145
IG 93032,2017-2018,141
IG 93085,2017-2018,146
IG 93093,2017-2018,146
IG 93111,2017-2018,146
IG 93118,2017-2018,148
IG 93129,2017-2018,142
IG 93130,2017-2018,143
IG 93131,2017-2018,145
IG 93133,2017-2018,151
IG 93135,2017-2018,151
IG 93139,2017-2018,145
IG 93153,2017-2018,148
IG 93252,2017-2018,146
IG 93290,2017-2018,146
IG 93304,2017-2018,148
IG 93321,2017-2018,152
IG 93323,2017-2018,148
IG 93393,2017-2018,146
IG 93428,2017-2018,143
IG 93486,2017-2018,151
IG 93600,2017-2018,134
IG 93665,2017-2018,146
IG 93754,2017-2018,145
IG 93812,2017-2018,146
IG 93889,2017-2018,146
IG 93893,2017-2018,148
IG 93928,2017-2018,148
IG 93969,2017-2018,150
IG 93970,2017-2018,151
IG 93971,2017-2018,152
IG 93979,2017-2018,146
IG 93981,2017-2018,149
IG 94024,2017-2018,146
IG 94088,2017-2018,145
IG 94095,2017-2018,143
IG 94100,2017-2018,140
IG 94225,2017-2018,142
IG 94277,2017-2018,121
IG 94314,2017-2018,141
IG 94593,2017-2018,132
IG 94624,2017-2018,147
IG 94629,2017-2018,146
IG 94635,2017-2018,141
IG 94702,2017-2018,131
IG 94706,2017-2018,130
IG 94721,2017-2018,129
IG 94722,2017-2018,152
IG 94796,2017-2018,130
IG 94814,2017-2018,143
IG 94818,2017-2018,143
IG 94852,2017-2018,119
IG 94855,2017-2018,119
IG 94856,2017-2018,118
IG 94858,2017-2018,116
IG 94859,2017-2018,119
IG 94860,2017-2018,117
IG 94863,2017-2018,117
IG 94868,2017-2018,118
IG 94869,2017-2018,119
IG 94871,2017-2018,120
IG 94887,2017-2018,116
IG 94889,2017-2018,115
IG 94892,2017-2018,114
IG 94894,2017-2018,115
IG 94906,2017-2018,134
IG 94909,2017-2018,118
IG 94922,2017-2018,144
IG 94927,2017-2018,117
IG 94956,2017-2018,138
IG 94959,2017-2018,134
IG 94963,2017-2018,148
IG 94971,2017-2018,135
IG 94972,2017-2018,139
IG 94973,2017-2018,134
IG 94974,2017-2018,148
IG 94975,2017-2018,149
IG 94976,2017-2018,119
IG 94980,2017-2018,120
IG 94981,2017-2018,121
IG 95011,2017-2018,137
IG 95025,2017-2018,120
IG 95040,2017-2018,108
IG 95054,2017-2018,113
IG 95059,2017-2018,132
IG 95063,2017-2018,132
IG 95244,2017-2018,143
IG 95245,2017-2018,144
IG 95727,2017-2018,147
IG 95820,2017-2018,136
IG 96144,2017-2018,115
IG 96147,2017-2018,135
IG 96174,2017-2018,142
IG 96189,2017-2018,138
IG 96218,2017-2018,147
IG 96273,2017-2018,127
IG 96274,2017-2018,128
IG 96279,2017-2018,135
IG 96280,2017-2018,132
IG 96292,2017-2018,135
IG 96301,2017-2018,132
IG 96309,2017-2018,132
IG 96314,2017-2018,135
IG 96366,2017-2018,131
IG 96384,2017-2018,147
IG 96391,2017-2018,153
IG 96407,2017-2018,152
IG 96411,2017-2018,152
IG 96419,2017-2018,147
IG 96428,2017-2018,150
IG 96430,2017-2018,144
IG 96440,2017-2018,152
IG 96573,2017-2018,142
IG 96670,2017-2018,117
IG 96736,2017-2018,130
IG 96774,2017-2018,143
IG 96846,2017-2018,143
IG 97055,2017-2018,125
IG 97205,2017-2018,130
IG 97210,2017-2018,136
IG 97216,2017-2018,136
IG 97383,2017-2018,153
IG 97389,2017-2018,143
IG 97412,2017-2018,131
IG 97421,2017-2018,146
IG 97514,2017-2018,136
IG 97598,2017-2018,143
IG 97836,2017-2018,135
IG 98133,2017-2018,147
IG 98275,2017-2018,151
IG 98543,2017-2018,136
IG 98546,2017-2018,127
IG 98721,2017-2018,153
IG 98724,2017-2018,147
IG 98803,2017-2018,122
IG 98816,2017-2018,120
IG 98820,2017-2018,120
IG 98822,2017-2018,120
IG 98830,2017-2018,135
IG 98837,2017-2018,132
IG 98839,2017-2018,132
IG 98843,2017-2018,130
IG 98845,2017-2018,132
IG 98846,2017-2018,132
IG 98847,2017-2018,132
IG 98848,2017-2018,132
IG 98850,2017-2018,132
IG 98851,2017-2018,130
IG 98855,2017-2018,136
IG 98856,2017-2018,121
IG 98860,2017-2018,136
IG 98862,2017-2018,137
IG 98929,2017-2018,136
IG 98932,2017-2018,136
IG 99046,2017-2018,132
IG 99047,2017-2018,135
IG 99048,2017-2018,135
IG 99050,2017-2018,132
IG 99162,2017-2018,136
IG 99174,2017-2018,150
IG 99204,2017-2018,142
IG 99209,2017-2018,109
IG 99215,2017-2018,121
IG 99220,2017-2018,125
IG 99221,2017-2018,130
IG 99224,2017-2018,125
IG 99227,2017-2018,121
IG 99229,2017-2018,122
IG 99249,2017-2018,116
IG 99260,2017-2018,115
IG 99295,2017-2018,145
IG 99307,2017-2018,150
IG 99309,2017-2018,152
IG 99310,2017-2018,143
IG 99312,2017-2018,141
IG 99313,2017-2018,143
IG 99314,2017-2018,142
IG 99315,2017-2018,136
IG 107450,2018-2019,172
IG 110711,2018-2019,164
IG 110849,2018-2019,152
IG 110860,2018-2019,152
IG 110867,2018-2019,152
IG 110874,2018-2019,147
IG 110876,2018-2019,145
IG 110879,2018-2019,152
IG 110881,2018-2019,145
IG 110888,2018-2019,152
IG 110890,2018-2019,145
IG 110891,2018-2019,147
IG 110893,2018-2019,147
IG 110898,2018-2019,145
IG 110902,2018-2019,152
IG 110907,2018-2019,147
IG 110911,2018-2019,152
IG 110913,2018-2019,152
IG 117965,2018-2019,167
IG 119422,2018-2019,167
IG 121992,2018-2019,180
IG 122003,2018-2019,172
IG 122037,2018-2019,191
IG 122108,2018-2019,176
IG 122110,2018-2019,180
IG 122176,2018-2019,172
IG 122198,2018-2019,180
IG 122201,2018-2019,176
IG 122207,2018-2019,172
IG 122238,2018-2019,176
IG 122239,2018-2019,180
IG 122244,2018-2019,172
IG 122335,2018-2019,180
IG 122357,2018-2019,172
IG 122393,2018-2019,180
IG 122479,2018-2019,180
IG 122492,2018-2019,176
IG 122499,2018-2019,178
IG 122522,2018-2019,180
IG 122526,2018-2019,180
IG 122532,2018-2019,178
IG 122550,2018-2019,180
IG 122554,2018-2019,172
IG 122585,2018-2019,172
IG 122591,2018-2019,172
IG 122620,2018-2019,172
IG 122630,2018-2019,172
IG 122641,2018-2019,172
IG 122648,2018-2019,172
IG 122650,2018-2019,164
IG 122652,2018-2019,167
IG 122658,2018-2019,178
IG 122660,2018-2019,176
IG 122667,2018-2019,172
IG 122686,2018-2019,172
IG 122691,2018-2019,176
IG 122694,2018-2019,180
IG 122695,2018-2019,176
IG 122714,2018-2019,172
IG 122741,2018-2019,167
IG 122754,2018-2019,167
IG 122758,2018-2019,167
IG 122796,2018-2019,176
IG 122800,2018-2019,172
IG 122816,2018-2019,172
IG 122829,2018-2019,167
IG 122840,2018-2019,176
IG 122841,2018-2019,172
IG 122845,2018-2019,176
IG 122847,2018-2019,167
IG 122854,2018-2019,172
IG 122860,2018-2019,167
IG 123883,2018-2019,172
IG 127463,2018-2019,178
IG 127551,2018-2019,174
IG 127553,2018-2019,178
IG 127555,2018-2019,178
IG 127560,2018-2019,178
IG 127573,2018-2019,172
IG 127602,2018-2019,172
IG 127613,2018-2019,178
IG 127619,2018-2019,178
IG 127634,2018-2019,178
IG 127648,2018-2019,178
IG 130941,2018-2019,147
IG 138790,2018-2019,172
IG 139084,2018-2019,191
IG 139383,2018-2019,176
IG 139420,2018-2019,178
IG 139454,2018-2019,180
IG 139487,2018-2019,172
IG 139534,2018-2019,164
IG 139536,2018-2019,164
IG 139550,2018-2019,169
IG 139556,2018-2019,172
IG 139647,2018-2019,164
IG 139716,2018-2019,164
IG 139727,2018-2019,167
IG 139849,2018-2019,182
IG 139908,2018-2019,172
IG 141346,2018-2019,169
IG 147331,2018-2019,182
IG 147332,2018-2019,172
IG 42292,2018-2019,178
IG 42300,2018-2019,190
IG 42414,2018-2019,178
IG 42456,2018-2019,172
IG 42459,2018-2019,172
IG 42465,2018-2019,172
IG 42779,2018-2019,167
IG 42835,2018-2019,169
IG 43062,2018-2019,180
IG 43292,2018-2019,154
IG 43304,2018-2019,164
IG 43596,2018-2019,182
IG 44249,2018-2019,172
IG 45033,2018-2019,172
IG 82737,2018-2019,178
IG 82770,2018-2019,172
IG 82795,2018-2019,172
IG 82815,2018-2019,172
IG 82891,2018-2019,167
IG 83296,2018-2019,154
IG 84091,2018-2019,178
IG 84101,2018-2019,178
IG 84110,2018-2019,178
IG 84125,2018-2019,176
IG 84181,2018-2019,172
IG 84192,2018-2019,186
IG 84203,2018-2019,178
IG 84215,2018-2019,169
IG 84229,2018-2019,178
IG 84256,2018-2019,186
IG 84258,2018-2019,178
IG 84261,2018-2019,178
IG 84267,2018-2019,188
IG 84283,2018-2019,178
IG 84294,2018-2019,178
IG 84369,2018-2019,167
IG 84385,2018-2019,178
IG 84401,2018-2019,178
IG 84425,2018-2019,178
IG 84458,2018-2019,172
IG 84476,2018-2019,182
IG 84497,2018-2019,172
IG 84501,2018-2019,172
IG 84521,2018-2019,178
IG 84588,2018-2019,178
IG 84590,2018-2019,178
IG 84595,2018-2019,178
IG 84657,2018-2019,178
IG 84667,2018-2019,178
IG 84672,2018-2019,178
IG 84681,2018-2019,178
IG 84694,2018-2019,178
IG 84701,2018-2019,178
IG 84717,2018-2019,178
IG 84733,2018-2019,178
IG 84738,2018-2019,188
IG 84742,2018-2019,184
IG 84744,2018-2019,174
IG 84753,2018-2019,178
IG 84756,2018-2019,178
IG 84763,2018-2019,182
IG 84784,2018-2019,182
IG 84790,2018-2019,178
IG 84791,2018-2019,178
IG 84799,2018-2019,178
IG 84817,2018-2019,169
IG 84853,2018-2019,147
IG 84858,2018-2019,169
IG 84876,2018-2019,178
IG 84914,2018-2019,169
IG 85065,2018-2019,172
IG 85298,2018-2019,178
IG 85831,2018-2019,178
IG 86412,2018-2019,164
IG 86663,2018-2019,178
IG 86696,2018-2019,178
IG 87690,2018-2019,164
IG 87705,2018-2019,169
IG 87724,2018-2019,172
IG 87766,2018-2019,152
IG 88396,2018-2019,155
IG 89438,2018-2019,147
IG 92304,2018-2019,167
IG 92391,2018-2019,167
IG 92549,2018-2019,178
IG 92563,2018-2019,174
IG 92569,2018-2019,178
IG 92788,2018-2019,172
IG 92955,2018-2019,176
IG 92961,2018-2019,172
IG 94253,2018-2019,164
IG 94792,2018-2019,164
IG 94986,2018-2019,169
IG 95719,2018-2019,178
IG 95789,2018-2019,164
IG 95798,2018-2019,164
IG 95802,2018-2019,164
IG 95803,2018-2019,164
IG 95806,2018-2019,164
IG 95807,2018-2019,164
IG 95822,2018-2019,167
IG 95825,2018-2019,167
IG 95830,2018-2019,167
IG 95838,2018-2019,178
IG 95849,2018-2019,167
IG 95853,2018-2019,167
IG 95857,2018-2019,167
IG 95862,2018-2019,172
IG 95876,2018-2019,167
IG 95903,2018-2019,167
IG 95905,2018-2019,169
IG 95913,2018-2019,164
IG 95930,2018-2019,172
IG 95943,2018-2019,164
IG 95979,2018-2019,167
IG 95981,2018-2019,172
IG 95994,2018-2019,176
IG 96003,2018-2019,174
IG 96008,2018-2019,174
IG 96015,2018-2019,174
IG 96033,2018-2019,172
IG 96052,2018-2019,178
IG 96078,2018-2019,178
IG 96081,2018-2019,178
IG 96091,2018-2019,178
IG 96120,2018-2019,178
IG 96125,2018-2019,174
IG 96126,2018-2019,178
IG 96154,2018-2019,167
IG 96160,2018-2019,172
IG 96167,2018-2019,174
IG 96183,2018-2019,174
IG 96191,2018-2019,167
IG 96362,2018-2019,167
IG 96393,2018-2019,178
IG 96402,2018-2019,164
IG 96424,2018-2019,169
IG 96432,2018-2019,178
IG 97357,2018-2019,172
IG 97364,2018-2019,172
IG 97365,2018-2019,172
IG 97369,2018-2019,164
IG 97380,2018-2019,172
IG 97385,2018-2019,174
IG 97394,2018-2019,169
IG 97396,2018-2019,174
IG 97397,2018-2019,167
IG 97398,2018-2019,172
IG 97432,2018-2019,174
IG 97435,2018-2019,174
IG 97436,2018-2019,178
IG 97439,2018-2019,178
IG 97448,2018-2019,169
IG 97451,2018-2019,178
IG 97454,2018-2019,178
IG 97455,2018-2019,172
IG 97456,2018-2019,178
IG 97459,2018-2019,172
IG 97460,2018-2019,167
IG 97461,2018-2019,174
IG 97463,2018-2019,169
IG 97464,2018-2019,169
IG 97466,2018-2019,169
IG 97469,2018-2019,178
IG 97470,2018-2019,178
IG 97474,2018-2019,178
IG 97477,2018-2019,178
IG 97483,2018-2019,182
IG 97484,2018-2019,176
IG 97485,2018-2019,169
IG 97497,2018-2019,172
IG 97504,2018-2019,167
IG 97508,2018-2019,167
IG 97827,2018-2019,167
IG 97828,2018-2019,178
IG 97829,2018-2019,176
IG 98719,2018-2019,178
IG 98720,2018-2019,172
IG 98817,2018-2019,178
IG 98818,2018-2019,172
IG 98823,2018-2019,172
IG 98827,2018-2019,172
IG 98831,2018-2019,172
IG 98835,2018-2019,172
IG 98838,2018-2019,172
IG 98840,2018-2019,176
IG 98849,2018-2019,178
IG 98852,2018-2019,178
IG 98859,2018-2019,172
IG 98934,2018-2019,167
IG 98937,2018-2019,172
IG 99008,2018-2019,172
IG 99107,2018-2019,164
IG 99115,2018-2019,164
IG 99116,2018-2019,164
IG 99198,2018-2019,167
IG 99261,2018-2019,167
IG 99262,2018-2019,169
IG 107110,2019-2020,106
IG 107171,2019-2020,127
IG 108518,2019-2020,91
IG 108728,2019-2020,120
IG 108733,2019-2020,127
IG 108736,2019-2020,106
IG 108737,2019-2020,101
IG 108742,2019-2020,120
IG 108760,2019-2020,110
IG 108765,2019-2020,122
IG 108767,2019-2020,124
IG 108770,2019-2020,106
IG 108771,2019-2020,122
IG 108775,2019-2020,123
IG 108779,2019-2020,106
IG 108782,2019-2020,104
IG 108824,2019-2020,123
IG 108895,2019-2020,121
IG 110711,2019-2020,99
IG 110848,2019-2020,123
IG 110856,2019-2020,121
