genotype,days_to_heading_BLUE,plant_height_BLUE,thousand_kernel_weight_BLUE
IG 119196,NA,98.75,36.83
IG 119197,140.18,93.41,NA
IG 119198,NA,NA,NA
IG 119199,140.46,94.41,NA
IG 119200,NA,NA,NA
IG 119201,140.86,90.32,38.2
IG 119202,140.37,103.91,43.88
IG 119203,NA,NA,NA
IG 119204,NA,NA,NA
IG 119205,NA,NA,NA
IG 119206,140.03,108.16,NA
IG 119207,137.29,107.17,NA
IG 119208,NA,NA,NA
IG 119209,137.54,93.75,39.6
IG 119210,137.36,103.16,NA
IG 119211,137.69,96.86,30.94
IG 119212,NA,NA,NA
IG 119215,NA,NA,NA
IG 119216,NA,NA,NA
IG 119217,137.38,105.4,NA
IG 119218,NA,NA,NA
IG 119219,137.69,110.26,NA
IG 119220,137.38,105.4,NA
IG 119221,NA,NA,NA
IG 119222,NA,NA,NA
IG 119223,137.76,100.99,38.56
IG 119224,143.08,89.22,34.84
IG 119225,NA,NA,NA
IG 119226,NA,NA,NA
IG 119227,147.51,92.52,41.09
IG 119228,139.12,102.91,NA
IG 119229,137.73,110.32,40.25
IG 119230,NA,NA,NA
IG 119231,NA,96.08,34.74
IG 119232,137.29,109.66,NA
IG 119233,140.25,109.53,40.05
IG 119234,137.29,101.92,NA
IG 119235,NA,NA,NA
IG 119236,143.48,96.24,31.1
IG 119237,137.34,104.91,NA
IG 119238,NA,NA,NA
IG 119239,NA,NA,NA
IG 119240,140.65,100.32,36.86
IG 119241,NA,NA,NA
IG 119242,133.46,106.42,NA
IG 119243,140.65,114.85,31.15
IG 119244,140.49,101.08,43.96
IG 119245,137.99,92.19,NA
IG 119246,137.42,111.26,36.7
IG 119247,137.25,104.41,NA
IG 119248,NA,NA,NA
IG 119249,NA,NA,NA
IG 119250,137.15,109.16,NA
IG 119252,NA,NA,NA
IG 119253,140.74,92.34,30.11
IG 119255,NA,NA,NA
IG 119257,139.97,101.92,NA
IG 119258,NA,NA,NA
IG 119259,NA,NA,NA
IG 119260,139.29,113.66,NA
IG 119261,NA,NA,NA
IG 119262,139.05,105.44,37.22
IG 119264,137.91,107.81,37.84
IG 119265,137.15,112.17,NA
IG 119266,139.9,113.43,NA
IG 119268,140.49,109.53,37.41
IG 119269,137.6,101.39,35.38
IG 119270,NA,NA,NA
IG 119271,137.15,116.24,35.49
IG 119272,137.69,104.22,35.4
IG 119273,140.52,99.66,NA
IG 119274,NA,NA,NA
IG 119275,NA,NA,NA
IG 119276,137.03,95.79,32.67
IG 119277,137.67,100.32,41.04
IG 119278,NA,NA,NA
IG 119279,NA,NA,NA
IG 119280,140.86,100.01,35.11
IG 119281,137.53,102.91,NA
IG 119282,137.91,112.96,40.36
IG 119283,137.53,101.17,NA
IG 119284,137.31,108.66,NA
IG 119285,NA,NA,NA
IG 119286,137.44,106.42,NA
IG 119287,141.04,108.28,37.7
IG 119288,137.15,102.66,NA
IG 119289,137.84,110.01,38.54
IG 119290,NA,NA,NA
IG 119291,NA,NA,NA
IG 119292,NA,NA,NA
IG 119293,137.54,101.39,37.47
IG 119295,NA,NA,NA
IG 119296,143.27,101.17,NA
IG 119297,137.04,106.92,NA
IG 119298,NA,NA,NA
IG 119299,NA,NA,NA
IG 119300,137.29,101.67,NA
IG 119301,NA,88.75,34.14
IG 119302,NA,NA,NA
IG 119303,NA,NA,NA
IG 119304,NA,NA,NA
IG 119305,NA,NA,NA
IG 119306,137.38,100.4,NA
IG 119307,140.2,101.67,NA
IG 119308,132.6,92.89,NA
IG 119309,NA,81.73,34.56
IG 119310,145.54,88.43,36.01
IG 119311,NA,NA,NA
IG 119312,140.28,98.66,NA
IG 119313,140.13,107.17,NA
IG 119314,137.85,109.69,37.28
IG 119315,NA,NA,NA
IG 119316,140.13,97.66,NA
IG 119317,NA,NA,NA
IG 119318,NA,NA,NA
IG 119319,139.12,103.41,NA
IG 119320,145.36,102.16,NA
IG 119321,145.54,88.9,31.15
IG 119322,NA,NA,NA
IG 119323,148.81,94.77,NA
IG 119324,NA,NA,NA
IG 119325,NA,NA,NA
IG 119326,148.08,118.75,42.64
IG 119327,NA,NA,NA
IG 119328,146.54,126.69,41.89
IG 119329,140.14,106.15,NA
IG 119330,NA,85.48,42
IG 119331,143.08,87.18,34.55
IG 119335,140.37,97.17,NA
IG 119336,NA,NA,NA
IG 119337,NA,NA,NA
IG 119338,137.29,99.55,36.06
IG 119339,NA,NA,NA
IG 119340,147.24,105.44,34.11
IG 119341,147.78,115.14,36.12
IG 119342,148.39,119.25,41.97
IG 119343,146.3,120.32,42.42
IG 119344,146.36,110.03,44.33
IG 119345,NA,NA,NA
IG 119346,NA,NA,NA
IG 119347,146.33,128.75,43.93
IG 119348,146.2,124.22,45.95
IG 119349,148.56,125.01,41.15
IG 119350,146.42,128.75,42.26
IG 119351,NA,NA,NA
IG 119352,146.86,105.12,NA
IG 119353,NA,NA,NA
IG 119354,NA,NA,NA
IG 119355,NA,NA,NA
IG 119356,146.79,123.13,NA
IG 119357,145.76,118.75,43.5
IG 119358,146.07,114.38,NA
IG 119359,NA,NA,NA
IG 119360,144.7,120.01,42.63
IG 119361,145.9,111.26,47.66
IG 119362,145.69,107.05,44.74
IG 119363,145.82,106.1,45.52
IG 119364,NA,97.18,41.8
IG 119365,146.3,108.46,45.71
IG 119366,145.71,119.77,NA
IG 119367,141.86,112.13,40.58
IG 119368,NA,NA,NA
IG 119369,NA,NA,NA
IG 119370,NA,NA,NA
IG 119371,139.8,91.41,NA
IG 119372,133.13,99.38,41.83
IG 119373,132.43,98.89,NA
IG 119374,NA,NA,NA
IG 119375,139.69,102.4,NA
IG 119376,NA,NA,NA
IG 119377,137.91,102.68,36.52
IG 119378,NA,NA,NA
IG 119422,133.9,89.43,45.57
IG 120693,141.91,98.04,NA
IG 120694,145.24,110.89,NA
IG 120695,NA,105.67,NA
IG 120696,NA,103.14,NA
IG 120697,NA,78.98,NA
IG 120699,154.27,112.57,33.21
IG 120700,NA,124.77,NA
IG 120701,152.75,108.24,27.02
IG 120702,NA,118.97,NA
IG 120703,144.51,110.63,NA
IG 120704,135.63,115.49,37.64
IG 120705,NA,108.74,NA
IG 120706,152.55,112.46,27.19
IG 120707,NA,110.54,NA
IG 120708,153.93,109.2,NA
IG 120709,NA,112.18,NA
IG 121874,141.66,93.92,34.84
IG 121875,NA,91.83,31.69
IG 121876,161.16,82.97,34.44
IG 121877,NA,91.96,NA
IG 121878,NA,93.29,NA
IG 121879,NA,81.15,29.59
IG 121880,NA,86.97,NA
IG 121881,NA,NA,NA
IG 121882,NA,85.96,NA
IG 121883,NA,103.97,NA
IG 121884,NA,89.03,23.6
IG 121885,NA,111.15,28.73
IG 121886,NA,98.76,NA
IG 121887,151.87,98.48,29.32
IG 121888,152.71,93.36,27.23
IG 121889,NA,NA,NA
IG 121890,NA,NA,NA
IG 121891,NA,94.16,NA
IG 121892,NA,95.3,26.9
IG 121893,NA,80.39,27.01
IG 121894,NA,66.97,NA
IG 121895,NA,90.04,NA
IG 121896,NA,83.02,29.25
IG 121897,NA,NA,NA
IG 121898,NA,94.54,29.69
IG 121899,NA,92.81,30.19
IG 121900,NA,92.85,24.59
IG 121901,NA,97.04,NA
IG 121902,NA,100.37,NA
IG 121903,NA,105.37,NA
IG 121904,NA,87.98,25.28
IG 121905,NA,93.02,28.33
IG 121906,NA,105.17,NA
IG 121907,NA,108.1,31.34
IG 121908,147.95,129.29,NA
IG 121909,NA,98.05,NA
IG 121910,NA,90.47,24.79
IG 121911,NA,97.55,NA
IG 121912,NA,NA,NA
IG 121913,NA,90.17,NA
IG 121914,NA,95.17,NA
IG 121915,NA,85.76,NA
IG 121916,NA,NA,NA
IG 121917,NA,88.36,29.82
IG 121918,NA,93.97,NA
IG 121919,NA,96.77,NA
IG 121920,NA,118.5,NA
IG 121921,149.3,98.01,29.85
IG 121922,NA,105.34,NA
IG 121923,NA,NA,NA
IG 121924,NA,97.37,NA
IG 121925,NA,98.97,NA
IG 121926,NA,NA,NA
IG 121927,NA,NA,NA
IG 121928,NA,90.77,NA
IG 121929,NA,97.77,NA
IG 121930,NA,97.34,34.07
IG 121931,NA,NA,NA
IG 121932,NA,94.97,NA
IG 121933,NA,102.16,NA
IG 121934,NA,92.76,NA
IG 121935,NA,91.37,NA
IG 121936,NA,102.37,NA
IG 121937,146.3,97.71,28.81
IG 121938,NA,98.57,NA
IG 121939,150.54,93.5,32.11
IG 121940,NA,103.77,NA
IG 121941,NA,96.17,NA
IG 121942,NA,97.16,NA
IG 121943,NA,90.37,NA
IG 121944,NA,99.57,NA
IG 121945,139.6,94.16,NA
IG 121946,NA,103.28,NA
IG 121947,NA,92.76,NA
IG 121948,NA,98.37,NA
IG 121949,NA,100.17,NA
IG 121950,NA,101.57,NA
IG 121951,144.77,93.75,30.72
IG 121952,NA,103.53,NA
IG 121953,146.11,105.36,NA
IG 121954,NA,99.79,NA
IG 121955,NA,103.61,30.58
IG 121956,NA,96.15,27.22
IG 121957,NA,88.66,26.89
IG 121958,NA,NA,NA
IG 121959,NA,95.64,29.36
IG 121960,NA,99.37,NA
IG 121961,NA,96.78,NA
IG 121962,149.01,96.47,28.97
IG 121963,146.8,99.68,NA
IG 121964,NA,81.49,31.69
IG 121965,NA,97.08,28.91
IG 121966,NA,97.59,28.7
IG 121967,NA,90.81,33.69
IG 121968,NA,102.76,30.55
IG 121969,NA,89.46,30.19
IG 121970,NA,98.79,NA
IG 121971,NA,105.98,NA
IG 121972,NA,93.66,30.65
IG 121973,NA,84.54,28.63
IG 121974,NA,NA,NA
IG 121975,NA,106.91,34.21
IG 121976,159.82,100.74,32.28
IG 121977,NA,96.18,NA
IG 121978,NA,99.14,NA
IG 121979,NA,101.18,NA
IG 121980,NA,103.36,NA
IG 121981,NA,104.57,NA
IG 121982,NA,95.3,30.67
IG 121983,NA,93.29,NA
IG 121984,146.97,105.01,30.96
IG 121985,NA,NA,NA
IG 121986,NA,98.03,NA
IG 121987,NA,NA,NA
IG 121988,149.15,99.33,29.4
IG 121989,141.19,102.32,40.72
IG 121990,146.05,106.62,29.81
IG 121991,153.15,96.36,26.19
IG 121992,151.06,99.79,36.43
IG 121993,147.09,101.59,32.67
IG 121994,145.66,102.95,33.03
IG 121995,149.77,96.76,32.14
IG 121996,145.83,106,29.38
IG 121997,150.78,103.32,29.84
IG 121998,152.49,99.23,29.71
IG 121999,160.22,94.78,29.87
IG 122000,152.44,105.96,34.2
IG 122001,148.89,94.45,30.4
IG 122002,145.89,107.77,33.53
IG 122003,145.9,105.23,32.23
IG 122004,147.85,97.49,28.57
IG 122005,144.61,105.52,35.43
IG 122006,145,100.19,27.54
IG 122007,145.52,101.47,36.11
IG 122008,155.31,107.08,33.44
IG 122009,154.34,100.21,28.98
IG 122010,150.13,102.89,40.32
IG 122011,145.71,98,34.64
IG 122012,151.28,107.13,30.33
IG 122013,152.61,100.41,29.85
IG 122014,147.47,101.33,37.03
IG 122015,147.09,106.45,32.53
IG 122017,NA,NA,NA
IG 122018,NA,NA,NA
IG 122019,NA,NA,NA
IG 122020,NA,118.57,NA
IG 122021,NA,111.47,NA
IG 122022,NA,106.38,NA
IG 122023,NA,100.81,29.32
IG 122024,151.23,92.66,NA
IG 122025,NA,98.68,NA
IG 122026,146.86,103.41,NA
IG 122027,NA,96.28,NA
IG 122028,NA,NA,NA
IG 122029,NA,95.37,NA
IG 122030,NA,NA,NA
IG 122031,147.17,114.79,NA
IG 122032,NA,110.14,NA
IG 122033,NA,107.94,NA
IG 122034,148.51,102.83,NA
IG 122035,NA,107.85,28.59
IG 122036,NA,104.12,29.41
IG 122037,160.63,111.46,33.69
IG 122038,NA,NA,NA
IG 122039,NA,101.15,29.8
IG 122040,NA,NA,NA
IG 122041,NA,106.96,29.8
IG 122042,NA,109.27,NA
IG 122043,NA,92.53,NA
IG 122044,147.67,103.55,NA
IG 122045,148.19,99.4,NA
IG 122046,NA,NA,NA
IG 122047,NA,NA,NA
IG 122048,NA,NA,NA
IG 122049,NA,NA,NA
IG 122050,151.48,109.57,NA
IG 122051,NA,93.77,NA
IG 122052,NA,99.96,30.93
IG 122053,NA,99.98,NA
IG 122054,NA,103.17,NA
IG 122055,NA,102.78,NA
IG 122056,NA,115.27,29.33
IG 122057,NA,108.77,NA
IG 122058,NA,NA,NA
IG 122059,NA,99.97,NA
IG 122060,NA,87.51,32.41
IG 122061,150.95,92.39,29.87
IG 122062,145.87,115.37,34.8
IG 122063,NA,110.47,34.98
IG 122064,NA,112.94,NA
IG 122065,151.27,88.44,NA
IG 122066,NA,92.17,25.69
IG 122067,NA,NA,NA
IG 122068,NA,98.78,32.28
IG 122069,NA,86.28,NA
IG 122070,152.19,90.94,NA
IG 122071,148.8,118.13,33.62
IG 122072,NA,99.87,NA
IG 122073,NA,98.29,NA
IG 122074,NA,NA,NA
IG 122075,150.28,120.57,30.01
IG 122076,NA,111.91,30.56
IG 122077,NA,NA,NA
IG 122078,NA,91.15,30.76
IG 122079,NA,NA,NA
IG 122080,NA,NA,NA
IG 122081,NA,99.38,NA
IG 122082,NA,115.98,NA
IG 122083,NA,92,26.19
IG 122084,NA,NA,NA
IG 122085,NA,NA,NA
IG 122086,NA,NA,NA
IG 122087,NA,87.03,NA
IG 122088,NA,96.18,NA
IG 122089,NA,129.58,NA
IG 122090,147.22,98.94,NA
IG 122091,NA,101.77,NA
IG 122092,NA,104.29,28.92
IG 122093,NA,101.78,NA
IG 122094,NA,NA,NA
IG 122095,NA,NA,NA
IG 122096,NA,97.55,NA
IG 122097,NA,NA,NA
IG 122098,NA,102.37,NA
IG 122099,NA,NA,NA
IG 122100,NA,102,35.08
IG 122101,NA,102.17,NA
IG 122102,133.82,102.72,NA
IG 122103,146.11,98.19,NA
IG 122104,NA,91.41,28.52
IG 122105,151.04,98.84,31.52
IG 122106,NA,102,24.24
IG 122107,145.74,104.54,34.45
IG 122108,147.12,105.43,33.74
IG 122109,156.22,106.96,33
IG 122110,152.7,98.41,31.55
IG 122111,154.66,97.49,35.52
IG 122112,142.59,105.8,43.68
IG 122113,142.11,105.51,36.12
IG 122114,142.2,106.67,33.72
IG 122115,161.03,109.77,38.36
IG 122116,143.24,98.04,29.35
IG 122117,142.4,93.68,32.16
IG 122118,NA,103.37,NA
IG 122119,NA,NA,NA
IG 122120,151.84,104.09,32.82
IG 122121,NA,94.29,30.54
IG 122122,NA,90.78,NA
IG 122123,146.24,88.72,33.92
IG 122124,147.89,92.26,30.88
IG 122125,NA,NA,NA
IG 122126,NA,101.57,NA
IG 122127,158.98,87.18,27.96
IG 122128,NA,88.15,34.29
IG 122129,159.13,107.8,NA
IG 122130,NA,109.38,NA
IG 122131,NA,99.27,NA
IG 122132,NA,NA,NA
IG 122133,NA,106.97,NA
IG 122134,NA,109.29,NA
IG 122135,NA,103.77,NA
IG 122136,NA,115.41,NA
IG 122137,NA,104.97,NA
IG 122138,147.18,106.51,NA
IG 122139,144.84,108,33.16
IG 122140,NA,99.79,30.51
IG 122141,NA,110.13,32.54
IG 122142,143.78,103.61,27.59
IG 122143,NA,104.03,36.76
IG 122144,156.94,110.03,30.91
IG 122145,NA,121.57,NA
IG 122146,NA,107.57,NA
IG 122147,NA,109.34,NA
IG 122148,159.99,96.43,37.32
IG 122149,NA,115.05,31.6
IG 122150,158.75,127.18,30.79
IG 122151,NA,111.38,NA
IG 122152,NA,NA,NA
IG 122153,NA,101.47,NA
IG 122154,NA,107.97,NA
IG 122155,147.11,100.8,28.64
IG 122156,NA,NA,NA
IG 122157,NA,112.97,NA
IG 122158,NA,101.62,39.47
IG 122159,NA,118.77,NA
IG 122160,NA,112,32.25
IG 122161,NA,105.78,NA
IG 122162,153.69,118.36,27.75
IG 122163,NA,116.77,NA
IG 122164,NA,112.38,NA
IG 122165,NA,93.7,29.45
IG 122166,NA,NA,NA
IG 122167,NA,117.74,NA
IG 122168,NA,112.74,NA
IG 122169,NA,101.69,NA
IG 122170,NA,113.01,NA
IG 122171,138.98,112.33,34.46
IG 122172,154.91,106.44,NA
IG 122173,NA,NA,NA
IG 122174,151.48,103.38,NA
IG 122175,NA,104.97,NA
IG 122176,144.35,105.94,NA
IG 122177,NA,107.68,27.68
IG 122178,155.83,114.98,NA
IG 122179,NA,NA,NA
IG 122180,NA,118.78,33.73
IG 122181,NA,106.49,32.96
IG 122182,141.93,107.03,40.48
IG 122183,145.79,95.74,19
IG 122184,NA,NA,NA
IG 122185,NA,104.29,35.67
IG 122186,NA,NA,NA
IG 122187,NA,NA,NA
IG 122188,NA,102.77,NA
IG 122189,NA,103.58,NA
IG 122190,NA,NA,NA
IG 122191,NA,104.97,NA
IG 122192,NA,103.53,31.36
IG 122193,NA,112.42,33.29
IG 122194,NA,103.77,NA
IG 122195,NA,97.17,NA
IG 122196,NA,107.34,NA
IG 122197,NA,107.78,NA
IG 122198,157.12,107.74,31.43
IG 122199,NA,NA,NA
IG 122200,NA,109.62,35.26
IG 122201,144.84,110.15,35.06
IG 122202,NA,NA,NA
IG 122203,NA,100.78,NA
IG 122204,NA,110.78,NA
IG 122205,NA,108.54,NA
IG 122206,NA,106.18,NA
IG 122207,147.86,91.71,37.59
IG 122208,NA,104.37,NA
IG 122209,156.9,109.48,NA
IG 122210,NA,110.29,NA
IG 122211,NA,110.18,NA
IG 122212,NA,108.78,30.42
IG 122213,NA,106.47,NA
IG 122214,NA,120.94,NA
IG 122215,NA,105.17,NA
IG 122216,147.01,107.84,32.95
IG 122217,NA,110.08,NA
IG 122218,NA,99.46,27.06
IG 122219,NA,110.34,NA
IG 122220,NA,105.67,NA
IG 122221,141.83,104.24,44.9
IG 122222,NA,95.97,NA
IG 122223,NA,NA,NA
IG 122224,NA,108.57,NA
IG 122225,NA,106.14,NA
IG 122226,NA,NA,NA
IG 122227,NA,104.87,NA
IG 122228,NA,103.37,NA
IG 122229,NA,96.24,23.87
IG 122230,NA,113.1,29.8
IG 122231,NA,111.83,24.85
IG 122232,NA,104.07,NA
IG 122233,NA,83.87,NA
IG 122234,NA,106.21,NA
IG 122235,NA,NA,NA
IG 122236,NA,NA,NA
IG 122237,NA,102.77,NA
IG 122238,154.65,95.25,31.11
IG 122239,132.36,81.31,NA
IG 122240,NA,111.3,NA
IG 122241,NA,116.97,NA
IG 122242,NA,108.77,NA
IG 122243,NA,84.54,32.74
IG 122244,145.17,108.49,NA
IG 122245,NA,108.18,NA
IG 122246,NA,96.21,NA
IG 122247,151.31,106.92,NA
IG 122248,NA,NA,NA
IG 122249,NA,NA,NA
IG 122250,NA,98.78,30.2
IG 122251,NA,112.17,NA
IG 122252,146.11,103.97,NA
IG 122253,NA,95.37,NA
IG 122254,148.16,99.2,31.96
IG 122255,NA,NA,NA
IG 122256,NA,NA,NA
IG 122257,NA,102.48,NA
IG 122258,NA,NA,NA
IG 122259,NA,87.47,30.02
IG 122260,NA,80.57,NA
IG 122261,NA,135.47,42.19
IG 122262,NA,104.53,NA
IG 122263,NA,92.57,NA
IG 122264,NA,116.18,NA
IG 122265,NA,108.17,NA
IG 122266,NA,NA,NA
IG 122267,147.7,110.6,NA
IG 122268,145.86,100.94,26.55
IG 122269,148.28,102.07,22.65
IG 122270,NA,NA,NA
IG 122271,152.43,107.82,36.72
IG 122272,149,101.31,26.77
IG 122273,NA,91.12,37.45
IG 122274,NA,92.72,NA
IG 122275,151.47,109.14,26.77
IG 122276,146.66,97.08,24.98
IG 122277,NA,92.72,25.98
IG 122278,149,104.24,25.91
IG 122279,146.52,110.39,26.73
IG 122280,151.6,112.45,24.12
IG 122281,149.01,116.56,23.8
IG 122282,149.07,118.11,26.27
IG 122283,149,110.71,24.74
IG 122284,147.29,112.79,25.08
IG 122285,NA,102.77,NA
IG 122286,NA,122.74,NA
IG 122287,NA,112.61,NA
IG 122288,NA,105.88,NA
IG 122289,144.27,114.19,38.53
IG 122290,NA,99.78,NA
IG 122291,NA,NA,NA
IG 122292,141.79,110.2,36.26
IG 122293,NA,115.78,27.09
IG 122294,NA,NA,NA
IG 122295,155.51,122.97,NA
IG 122296,156.56,89.17,29.32
IG 122297,151.95,110.08,NA
IG 122298,NA,NA,NA
IG 122299,NA,116.74,NA
IG 122300,NA,104.27,NA
IG 122301,NA,117.21,NA
IG 122302,NA,115.18,NA
IG 122303,NA,113.77,NA
IG 122304,NA,116.68,NA
IG 122305,NA,112.08,34.97
IG 122306,143.31,111.02,NA
IG 122307,149.63,117.76,NA
IG 122308,NA,NA,NA
IG 122309,NA,NA,NA
IG 122310,NA,NA,NA
IG 122311,152.68,116.49,NA
IG 122312,NA,NA,NA
IG 122313,143.71,109.89,35.91
IG 122314,NA,115.27,34.8
IG 122315,NA,127.38,NA
IG 122316,153.87,119.76,NA
IG 122317,NA,126.97,NA
IG 122318,NA,108.57,NA
IG 122319,151.52,102.36,35.53
IG 122320,NA,103.19,32.9
IG 122321,NA,107.81,25.56
IG 122322,NA,115.57,NA
IG 122323,151.05,106.72,32.04
IG 122324,NA,106.37,NA
IG 122325,150.76,105.32,33.25
IG 122326,150.45,103.18,33.1
IG 122327,NA,109.14,NA
IG 122328,152.26,105.71,31.86
IG 122329,NA,99.03,29.59
IG 122330,NA,108.19,26.25
IG 122331,NA,103.57,NA
IG 122332,154.99,117.29,37.73
IG 122333,NA,108.66,40.93
IG 122334,NA,113.01,NA
IG 122335,153.07,103.62,36.9
IG 122336,140.28,107.32,32.65
IG 122337,NA,101.94,NA
IG 122338,153.63,95.61,NA
IG 122339,NA,92.85,31.89
IG 122340,NA,108.98,NA
IG 122341,NA,106.57,NA
IG 122342,NA,107.68,36.42
IG 122343,140.41,107.2,33.06
IG 122344,NA,113.17,NA
IG 122345,152.77,105.03,29.64
IG 122346,NA,90.58,NA
IG 122347,NA,107.17,NA
IG 122348,NA,NA,NA
IG 122349,NA,107.17,NA
IG 122350,NA,100.47,33.64
IG 122351,NA,111.17,NA
IG 122353,NA,91.57,NA
IG 122354,147.26,103.28,NA
IG 122355,NA,110.98,32.52
IG 122356,NA,118.28,NA
IG 122357,147.67,112.41,NA
IG 122358,145.59,113.55,NA
IG 122359,143,108.81,39.22
IG 122360,NA,102.17,37.72
IG 122361,NA,98.66,29.21
IG 122362,NA,116.57,NA
IG 122363,NA,111.74,NA
IG 122364,NA,117.77,NA
IG 122365,141.46,111.19,36.67
IG 122366,NA,101.49,29.88
IG 122367,NA,112.17,NA
IG 122368,NA,106.17,NA
IG 122369,148.98,104.24,37.75
IG 122370,NA,111.49,35.82
IG 122371,NA,NA,NA
IG 122372,NA,85.78,NA
IG 122373,153.26,107.39,29.01
IG 122374,NA,110.57,NA
IG 122375,155.05,112.24,36.19
IG 122376,NA,104.54,36.43
IG 122377,NA,95.47,34.56
IG 122378,139.97,103.91,31.64
IG 122379,NA,88.7,32.3
IG 122380,147.06,104.49,NA
IG 122381,NA,NA,NA
IG 122382,132.94,116.55,43.11
IG 122383,NA,NA,NA
IG 122384,NA,NA,NA
IG 122385,NA,105.77,NA
IG 122386,NA,NA,NA
IG 122387,128.27,102.79,38.84
IG 122388,NA,NA,NA
IG 122389,156.98,103.84,29.19
IG 122390,NA,107.37,NA
IG 122391,152.39,114.92,NA
IG 122392,NA,103.36,32.04
IG 122393,149.45,98.94,29.6
IG 122394,NA,NA,NA
IG 122395,NA,105.58,NA
IG 122396,NA,NA,NA
IG 122397,NA,NA,NA
IG 122398,NA,NA,NA
IG 122399,150.71,104.65,30.75
IG 122400,NA,103.78,NA
IG 122401,NA,102.17,NA
IG 122402,NA,120.98,NA
IG 122403,NA,107.18,NA
IG 122404,NA,103.95,30.46
IG 122405,150.59,101.01,34.41
IG 122406,NA,102.17,30.65
IG 122407,NA,105.58,NA
IG 122408,NA,117.97,NA
IG 122409,155.72,105.23,NA
IG 122410,147.7,94.43,NA
IG 122411,NA,104.46,35.9
IG 122412,NA,106.57,NA
IG 122413,NA,NA,NA
IG 122414,NA,108.17,NA
IG 122415,NA,70.58,NA
IG 122416,NA,NA,NA
IG 122417,152.39,111.3,32.47
IG 122418,NA,NA,NA
IG 122419,154.6,98.23,29.66
IG 122420,NA,110.57,NA
IG 122421,NA,107.76,27.49
IG 122422,153.81,100.04,34.77
IG 122423,NA,94.17,NA
IG 122424,158.88,100.25,28.65
IG 122425,NA,NA,NA
IG 122426,157.22,105.02,28.36
IG 122427,NA,108.17,NA
IG 122428,NA,NA,NA
IG 122429,NA,NA,NA
IG 122430,NA,NA,NA
IG 122431,NA,NA,NA
IG 122432,NA,NA,NA
IG 122433,NA,NA,NA
IG 122434,NA,112.25,28.19
IG 122435,NA,104.59,36.57
IG 122436,163.52,95.17,24.32
IG 122437,NA,NA,NA
IG 122438,161.83,109.27,35.63
IG 122439,NA,110.01,NA
IG 122440,NA,115.98,NA
IG 122441,NA,NA,NA
IG 122442,NA,89.37,NA
IG 122443,157.08,105.5,38.5
IG 122444,NA,118.54,NA
IG 122445,NA,92.81,NA
IG 122446,NA,104.88,27.85
IG 122447,NA,113.57,NA
IG 122448,NA,109.18,NA
IG 122449,NA,NA,NA
IG 122450,152.98,97.41,28.94
IG 122451,NA,NA,NA
IG 122452,NA,92.51,36.47
IG 122453,148.85,99.6,45.96
IG 122455,NA,NA,NA
IG 122456,NA,NA,NA
IG 122457,143.27,103.65,35.95
IG 122458,153.26,92.81,32.96
IG 122459,150.94,97.9,31.83
IG 122460,NA,100.78,NA
IG 122461,NA,NA,NA
IG 122462,NA,106.18,NA
IG 122463,NA,93.61,NA
IG 122464,NA,NA,NA
IG 122465,145.57,94.7,40.17
IG 122466,152.21,104.35,31.76
IG 122467,NA,99.34,NA
IG 122468,NA,108.7,34.45
IG 122469,NA,101.15,30.04
IG 122470,147.67,110.59,NA
IG 122471,153.79,91.8,27.97
IG 122472,NA,103.32,36.88
IG 122473,159.71,90.39,NA
IG 122474,NA,103.1,27.89
IG 122475,NA,NA,NA
IG 122476,157.9,94.28,27.3
IG 122477,159.16,104.01,32.49
IG 122478,NA,119.57,NA
IG 122479,157.91,102.75,30.14
IG 122480,NA,107.78,NA
IG 122481,NA,120.78,NA
IG 122482,158.03,105.03,NA
IG 122483,153.85,98.94,31.47
IG 122484,NA,97.55,NA
IG 122485,NA,104.97,NA
IG 122486,NA,99.29,31.98
IG 122487,NA,109.78,NA
IG 122488,141.2,104.52,34.21
IG 122489,NA,118.81,NA
IG 122490,150.46,96.98,27.87
IG 122491,NA,93.87,NA
IG 122492,149.5,98.68,34.58
IG 122493,NA,109.97,NA
IG 122494,NA,96.93,28.67
IG 122495,NA,107,26.92
IG 122496,NA,105.77,NA
IG 122497,157.21,102.11,29.97
IG 122498,NA,NA,NA
IG 122499,151.66,97.6,31.74
IG 122500,NA,106.18,NA
IG 122501,NA,109.57,NA
IG 122502,156.2,107.35,26.86
IG 122503,NA,97.56,NA
IG 122504,NA,NA,NA
IG 122505,NA,NA,NA
IG 122506,NA,117.78,NA
IG 122507,143.44,110.25,35.9
IG 122508,147.48,104.81,31.13
IG 122509,155.44,111.53,26.57
IG 122510,NA,104.98,NA
IG 122511,NA,NA,NA
IG 122512,150.48,104.81,28.7
IG 122513,NA,98.02,27.33
IG 122514,NA,112.77,NA
IG 122515,NA,112.48,NA
IG 122516,NA,102.48,NA
IG 122517,NA,99.71,27.89
IG 122518,NA,NA,NA
IG 122519,155.28,92.82,NA
IG 122520,NA,118.57,NA
IG 122521,147.82,97.86,34.65
IG 122522,152.5,110.87,NA
IG 122523,NA,92.57,NA
IG 122524,NA,111.38,NA
IG 122525,157.31,97.9,NA
IG 122526,153.01,104.95,NA
IG 122527,NA,112.94,NA
IG 122528,NA,99.97,NA
IG 122529,NA,116.77,NA
IG 122530,NA,91.15,24.22
IG 122531,NA,105.64,26.14
IG 122532,152.91,106.02,NA
