accenumb,agent_id,doi,plant_height,days_to_heading,early_growth_tendency,thousand_kernel_weight,name,description,campaign
CGN02844,NA,10.18730/14ZDJ,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02845,NA,10.18730/14ZEK,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02846,NA,10.18730/14ZFM,115,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02847,NA,10.18730/14ZGN,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02848,NA,10.18730/14ZHP,95,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02849,NA,10.18730/14ZJQ,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02850,NA,10.18730/14ZKR,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02851,NA,10.18730/14ZMS,95,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02852,NA,10.18730/14ZNT,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02853,NA,10.18730/14ZPV,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02854,NA,10.18730/14ZQW,95,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02855,NA,10.18730/14ZRX,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02856,NA,10.18730/14ZSY,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02857,NA,10.18730/14ZTZ,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02858,NA,10.18730/14ZV*,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02859,NA,10.18730/14ZW~,90,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02860,NA,10.18730/14ZX$,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11178,NA,10.18730/16PM9,105,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11179,NA,10.18730/16PNA,105,NA,NA,42.7,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11180,NA,10.18730/16PPB,95,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11182,NA,10.18730/16PQC,90,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11183,NA,10.18730/16PRD,80,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11184,NA,10.18730/16PSE,85,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11185,NA,10.18730/16PTF,90,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11186,NA,10.18730/16PVG,90,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11187,NA,10.18730/16PWH,80,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11188,NA,10.18730/16PXJ,85,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11189,NA,10.18730/16PYK,80,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11190,NA,10.18730/16PZM,80,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11192,NA,10.18730/16Q0N,85,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11193,NA,10.18730/16Q1P,100,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11194,NA,10.18730/16Q2Q,90,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11195,NA,10.18730/16Q3R,80,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11196,NA,10.18730/16Q4S,85,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11197,NA,10.18730/16Q5T,85,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11198,NA,10.18730/16Q6V,90,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11199,NA,10.18730/16Q7W,90,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11200,NA,10.18730/16Q8X,90,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11201,NA,10.18730/16Q9Y,90,NA,NA,51.4,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11202,NA,10.18730/16QAZ,90,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11203,NA,10.18730/16QB*,90,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11205,NA,10.18730/16QC~,105,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11206,NA,10.18730/16QD$,95,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11207,NA,10.18730/16QE=,85,NA,NA,46.8,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11209,NA,10.18730/16QG0,80,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11225,NA,10.18730/1CQ3T,110,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11226,NA,10.18730/1CQ4V,110,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11227,NA,10.18730/1CQ5W,100,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11228,NA,10.18730/1CQ6X,115,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11229,NA,10.18730/1CQ7Y,105,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11230,NA,10.18730/1CQ8Z,105,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11231,NA,10.18730/1CQ9*,100,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11232,NA,10.18730/1CQA~,105,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11233,NA,10.18730/1CQB$,105,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11234,NA,10.18730/1CQC=,95,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11235,NA,10.18730/1CQDU,100,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11236,NA,10.18730/1CQE0,105,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11237,NA,10.18730/1CQF1,110,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11238,NA,10.18730/1CQG2,105,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11239,NA,10.18730/1CQH3,100,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11240,NA,10.18730/1CQJ4,100,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11241,NA,10.18730/1CQK5,105,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11242,NA,10.18730/1CQM6,105,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11243,NA,10.18730/1CQN7,105,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11244,NA,10.18730/1CQP8,100,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11245,NA,10.18730/1CQQ9,100,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11246,NA,10.18730/1CQRA,95,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN11275,NA,10.18730/1CND9,75,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11276,NA,10.18730/1CNEA,80,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11277,NA,10.18730/1CNFB,80,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11278,NA,10.18730/1CNGC,80,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11279,NA,10.18730/1CNHD,80,NA,NA,50.9,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11280,NA,10.18730/1CNMG,85,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11281,NA,10.18730/1CNPJ,75,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11282,NA,10.18730/1CNQK,75,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11283,NA,10.18730/1CNRM,80,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11284,NA,10.18730/1CNSN,70,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11285,NA,10.18730/1CNVQ,85,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11286,NA,10.18730/1CNWR,80,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11287,NA,10.18730/1CNXS,80,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11288,NA,10.18730/1CNYT,80,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11289,NA,10.18730/1CNZV,80,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11290,NA,10.18730/1CP0W,80,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11291,NA,10.18730/1CP1X,80,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11292,NA,10.18730/1CP2Y,75,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11293,NA,10.18730/1CP5~,70,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11294,NA,10.18730/1CP6$,75,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11295,NA,10.18730/1CP8U,85,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11296,NA,10.18730/1CP90,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11297,NA,10.18730/1CPA1,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11298,NA,10.18730/1CPB2,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11299,NA,10.18730/1CPC3,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11300,NA,10.18730/1CPD4,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11301,NA,10.18730/1CPE5,95,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11302,NA,10.18730/1CPF6,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11303,NA,10.18730/1CPG7,90,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11304,NA,10.18730/1CPH8,90,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11305,NA,10.18730/1CPJ9,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11306,NA,10.18730/1CPMB,85,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11307,NA,10.18730/1CPNC,80,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11308,NA,10.18730/1CPRF,75,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11309,NA,10.18730/1CPSG,70,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11310,NA,10.18730/1CPTH,80,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11311,NA,10.18730/1CPWK,80,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11312,NA,10.18730/1CPXM,75,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN11313,NA,10.18730/1CPYN,80,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
