accenumb,agent_id,doi,plant_height,days_to_heading,early_growth_tendency,thousand_kernel_weight,name,description,campaign
CGN02573,NA,10.18730/14RMQ,90,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02574,NA,10.18730/14RNR,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02575,NA,10.18730/14RPS,95,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02576,NA,10.18730/14RQT,90,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02577,NA,10.18730/14RRV,90,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02578,NA,10.18730/14RSW,115,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02579,NA,10.18730/14RTX,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02580,NA,10.18730/14RVY,95,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02581,NA,10.18730/14RWZ,95,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02582,NA,10.18730/14RX*,95,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02583,NA,10.18730/14RY~,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02584,NA,10.18730/14RZ$,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02608,NA,10.18730/14SQN,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02616,NA,10.18730/14SYW,120,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02677,NA,10.18730/14TPF,85,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN02679,NA,10.18730/14TQG,100,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN02682,NA,10.18730/14TRH,120,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN02683,NA,10.18730/14TSJ,100,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN02684,NA,10.18730/14TTK,80,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN02685,NA,10.18730/14TVM,70,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN02686,NA,10.18730/14TWN,90,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN02689,NA,10.18730/14TXP,100,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN02690,NA,10.18730/14TYQ,95,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN02691,NA,10.18730/14TZR,90,NA,NA,52.4,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN02692,NA,10.18730/14V0S,75,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN02693,NA,10.18730/14V1T,90,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN02696,NA,10.18730/14V2V,95,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN02697,NA,10.18730/14V3W,105,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN02698,NA,10.18730/14V4X,100,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN02699,NA,10.18730/14V5Y,90,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN02700,NA,10.18730/14V6Z,85,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN02701,NA,10.18730/14V7*,110,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN02702,NA,10.18730/14V8~,95,NA,NA,NA,Multiplication Spring Barley Dronten,"Location: Dronten, clay soil, sowing date 13041988",1988-1988
CGN02720,NA,10.18730/14VH5,90,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02721,NA,10.18730/14VJ6,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02722,NA,10.18730/14VK7,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02723,NA,10.18730/14VM8,115,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02724,NA,10.18730/14VN9,90,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02725,NA,10.18730/14VPA,95,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02726,NA,10.18730/14VQB,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02727,NA,10.18730/14VRC,120,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02728,NA,10.18730/14VSD,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02729,NA,10.18730/14VTE,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02730,NA,10.18730/14VVF,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02731,NA,10.18730/14VWG,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02732,NA,10.18730/14VXH,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02733,NA,10.18730/14VYJ,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02734,NA,10.18730/14VZK,115,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02735,NA,10.18730/14W0M,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02737,NA,10.18730/14W2P,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02738,NA,10.18730/14W3Q,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02739,NA,10.18730/14W4R,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02740,NA,10.18730/14W5S,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02741,NA,10.18730/14W6T,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02742,NA,10.18730/14W7V,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02743,NA,10.18730/14W8W,115,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02744,NA,10.18730/14W9X,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02745,NA,10.18730/14WAY,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02746,NA,10.18730/14WBZ,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02747,NA,10.18730/14WC*,120,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02748,NA,10.18730/14WD~,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02749,NA,10.18730/14WE$,90,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02750,NA,10.18730/14WF=,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02751,NA,10.18730/14WGU,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02752,NA,10.18730/14WH0,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02753,NA,10.18730/14WJ1,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02754,NA,10.18730/14WK2,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02755,NA,10.18730/14WM3,95,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02756,NA,10.18730/14WN4,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02757,NA,10.18730/14WP5,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02758,NA,10.18730/14WQ6,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02759,NA,10.18730/14WR7,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02760,NA,10.18730/14WS8,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02761,NA,10.18730/14WT9,95,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02762,NA,10.18730/14WVA,95,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02763,NA,10.18730/14WWB,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02764,NA,10.18730/14WXC,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02765,NA,10.18730/14WYD,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02766,NA,10.18730/14WZE,95,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02767,NA,10.18730/14X0F,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02768,NA,10.18730/14X1G,95,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02769,NA,10.18730/14X2H,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02770,NA,10.18730/14X3J,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02771,NA,10.18730/14X4K,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02772,NA,10.18730/14X5M,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02773,NA,10.18730/14X6N,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02774,NA,10.18730/14X7P,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02775,NA,10.18730/14X8Q,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02776,NA,10.18730/14X9R,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02777,NA,10.18730/14XAS,80,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02778,NA,10.18730/14XBT,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02779,NA,10.18730/14XCV,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02780,NA,10.18730/14XDW,90,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02781,NA,10.18730/14XEX,90,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02782,NA,10.18730/14XFY,95,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02783,NA,10.18730/14XGZ,95,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02784,NA,10.18730/14XH*,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02785,NA,10.18730/14XJ~,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02786,NA,10.18730/14XK$,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02787,NA,10.18730/14XM=,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02788,NA,10.18730/14XNU,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02789,NA,10.18730/14XP0,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02790,NA,10.18730/14XQ1,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02791,NA,10.18730/14XR2,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02792,NA,10.18730/14XS3,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02793,NA,10.18730/14XT4,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02794,NA,10.18730/14XV5,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02795,NA,10.18730/14XW6,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02796,NA,10.18730/14XX7,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02797,NA,10.18730/14XY8,115,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02798,NA,10.18730/14XZ9,120,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02799,NA,10.18730/14Y0A,115,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02800,NA,10.18730/14Y1B,120,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02801,NA,10.18730/14Y2C,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02802,NA,10.18730/14Y3D,120,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02803,NA,10.18730/14Y4E,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02804,NA,10.18730/14Y5F,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02805,NA,10.18730/14Y6G,115,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02806,NA,10.18730/14Y7H,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02807,NA,10.18730/14Y8J,125,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02808,NA,10.18730/14Y9K,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02809,NA,10.18730/14YAM,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02810,NA,10.18730/14YBN,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02811,NA,10.18730/14YCP,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02812,NA,10.18730/14YDQ,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02813,NA,10.18730/14YER,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02814,NA,10.18730/14YFS,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02815,NA,10.18730/14YGT,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02816,NA,10.18730/14YHV,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02817,NA,10.18730/14YJW,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02818,NA,10.18730/14YKX,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02819,NA,10.18730/14YMY,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02820,NA,10.18730/14YNZ,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02821,NA,10.18730/14YP*,115,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02822,NA,10.18730/14YQ~,95,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02823,NA,10.18730/14YR$,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02824,NA,10.18730/14YS=,115,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02825,NA,10.18730/14YTU,95,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02826,NA,10.18730/14YV0,95,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02827,NA,10.18730/14YW1,95,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02828,NA,10.18730/14YX2,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02829,NA,10.18730/14YY3,90,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02830,NA,10.18730/14YZ4,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02831,NA,10.18730/14Z05,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02832,NA,10.18730/14Z16,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02833,NA,10.18730/14Z27,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02834,NA,10.18730/14Z38,120,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02835,NA,10.18730/14Z49,105,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02836,NA,10.18730/14Z5A,100,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02837,NA,10.18730/14Z6B,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02838,NA,10.18730/14Z7C,90,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02839,NA,10.18730/14Z8D,85,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02840,NA,10.18730/14Z9E,125,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02841,NA,10.18730/14ZAF,90,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02842,NA,10.18730/14ZBG,90,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
CGN02843,NA,10.18730/14ZCH,95,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date:07041988, harvested beginning of August.",1988-1988
