accenumb,campaign,plant_height
CGN21103,1991-1991,75
CGN21104,1991-1991,80
CGN23086,1991-1991,65
CGN23460,1991-1991,70
CGN04054,1996-1996,134
CGN04083,1996-1996,103
CGN04086,1996-1996,80
CGN04122,1996-1996,104
CGN04162,1996-1996,118
CGN04164,1996-1996,114
CGN06125,1996-1996,116
CGN08424,1996-1996,126
CGN08425,1996-1996,114
CGN08428,1996-1996,114
CGN08448,1996-1996,111
CGN08458,1996-1996,118
CGN10520,1996-1996,119
CGN12118,1996-1996,78
CGN04038,2002-2002,95
CGN04060,2002-2002,100
CGN04078,2002-2002,115
CGN04119,2002-2002,90
CGN04120,2002-2002,100
CGN04121,2002-2002,95
CGN04135,2002-2002,130
CGN04149,2002-2002,85
CGN04156,2002-2002,120
CGN04158,2002-2002,125
CGN04251,2002-2002,95
CGN04255,2002-2002,120
CGN04259,2002-2002,115
CGN06099,2002-2002,95
CGN06397,2002-2002,115
CGN06516,2002-2002,95
CGN07995,2002-2002,110
CGN08010,2002-2002,90
CGN08013,2002-2002,85
CGN08022,2002-2002,120
CGN08030,2002-2002,80
CGN08032,2002-2002,95
CGN08035,2002-2002,85
CGN08167,2002-2002,90
CGN08268,2002-2002,110
CGN08269,2002-2002,105
CGN08412,2002-2002,120
CGN08432,2002-2002,115
CGN08433,2002-2002,115
CGN08438,2002-2002,110
CGN08439,2002-2002,115
CGN08440,2002-2002,105
CGN08445,2002-2002,110
CGN08447,2002-2002,115
CGN08448,2002-2002,120
CGN08452,2002-2002,130
CGN08453,2002-2002,120
CGN08454,2002-2002,120
CGN08455,2002-2002,120
CGN08461,2002-2002,110
CGN08464,2002-2002,105
CGN08467,2002-2002,100
CGN08469,2002-2002,80
CGN08472,2002-2002,95
CGN08476,2002-2002,110
CGN08484,2002-2002,115
CGN08487,2002-2002,115
CGN08488,2002-2002,125
CGN08490,2002-2002,115
CGN08491,2002-2002,120
CGN08497,2002-2002,115
CGN08503,2002-2002,120
CGN09704,2002-2002,100
CGN09740,2002-2002,105
CGN09755,2002-2002,105
CGN09757,2002-2002,105
CGN09792,2002-2002,105
CGN09815,2002-2002,90
CGN09843,2002-2002,100
CGN10408,2002-2002,110
CGN10478,2002-2002,95
CGN10577,2002-2002,90
CGN10587,2002-2002,100
CGN10593,2002-2002,105
CGN10594,2002-2002,105
CGN10600,2002-2002,100
CGN10611,2002-2002,95
CGN10614,2002-2002,100
CGN10616,2002-2002,105
CGN10622,2002-2002,95
CGN10626,2002-2002,95
CGN10628,2002-2002,100
CGN10629,2002-2002,100
CGN10633,2002-2002,105
CGN10634,2002-2002,95
CGN10637,2002-2002,100
CGN10638,2002-2002,95
CGN10649,2002-2002,110
CGN11166,2002-2002,65
CGN11167,2002-2002,80
CGN12038,2002-2002,90
CGN12039,2002-2002,85
CGN12040,2002-2002,90
CGN12054,2002-2002,80
CGN12056,2002-2002,105
CGN12062,2002-2002,105
CGN12068,2002-2002,105
CGN12070,2002-2002,94
CGN12074,2002-2002,105
CGN12075,2002-2002,110
CGN12076,2002-2002,100
CGN12078,2002-2002,105
CGN12080,2002-2002,90
CGN12093,2002-2002,115
CGN12122,2002-2002,95
CGN12264,2002-2002,85
CGN12749,2002-2002,95
CGN12751,2002-2002,90
CGN13144,2002-2002,90
CGN19285,2002-2002,80
CGN23460,2002-2002,105
CGN04268,2002-2003,115
CGN04297,2002-2003,120
CGN04298,2002-2003,125
CGN04310,2002-2003,95
CGN04332,2002-2003,145
CGN04348,2002-2003,120
CGN04360,2002-2003,120
CGN04365,2002-2003,125
CGN04368,2002-2003,125
CGN04380,2002-2003,130
CGN04390,2002-2003,110
CGN04430,2002-2003,115
CGN04442,2002-2003,135
CGN04448,2002-2003,130
CGN04449,2002-2003,120
CGN04450,2002-2003,130
CGN04461,2002-2003,130
CGN04472,2002-2003,125
CGN04475,2002-2003,140
CGN04484,2002-2003,135
CGN04485,2002-2003,105
CGN04486,2002-2003,130
CGN05389,2002-2003,105
CGN05451,2002-2003,120
CGN05476,2002-2003,135
CGN05491,2002-2003,125
CGN05492,2002-2003,130
CGN05494,2002-2003,130
CGN05574,2002-2003,140
CGN05639,2002-2003,110
CGN05672,2002-2003,120
CGN05781,2002-2003,120
CGN08534,2002-2003,120
CGN09740,2002-2003,100
CGN09757,2002-2003,110
CGN09843,2002-2003,100
CGN11448,2002-2003,100
CGN11454,2002-2003,130
CGN11465,2002-2003,125
CGN11475,2002-2003,110
CGN11477,2002-2003,125
CGN11480,2002-2003,95
CGN11605,2002-2003,115
CGN11606,2002-2003,110
CGN11951,2002-2003,90
CGN11953,2002-2003,100
CGN12055,2002-2003,105
CGN12056,2002-2003,105
CGN12060,2002-2003,100
CGN12093,2002-2003,105
CGN12137,2002-2003,110
CGN12225,2002-2003,95
CGN12230,2002-2003,105
CGN12231,2002-2003,120
CGN12235,2002-2003,85
CGN12253,2002-2003,105
CGN14994,2002-2003,95
CGN16028,2002-2003,85
CGN04221,2005-2005,95
CGN04261,2005-2005,105
CGN06397,2005-2005,110
CGN06516,2005-2005,90
CGN06530,2005-2005,110
CGN06531,2005-2005,110
CGN06532,2005-2005,120
CGN06542,2005-2005,130
CGN06558,2005-2005,95
CGN06560,2005-2005,90
CGN06561,2005-2005,105
CGN06565,2005-2005,80
CGN06597,2005-2005,95
CGN07975,2005-2005,105
CGN07993,2005-2005,120
CGN07996,2005-2005,110
CGN08006,2005-2005,85
CGN08020,2005-2005,95
CGN08025,2005-2005,85
CGN08028,2005-2005,115
CGN08032,2005-2005,75
CGN08033,2005-2005,90
CGN08035,2005-2005,85
CGN08045,2005-2005,95
CGN08046,2005-2005,90
CGN08102,2005-2005,120
CGN08130,2005-2005,110
CGN08137,2005-2005,105
CGN08140,2005-2005,110
CGN08149,2005-2005,110
CGN08150,2005-2005,110
CGN08151,2005-2005,110
CGN08153,2005-2005,105
CGN08158,2005-2005,95
CGN08159,2005-2005,105
CGN08160,2005-2005,90
CGN08161,2005-2005,105
CGN08162,2005-2005,105
CGN08163,2005-2005,95
CGN08164,2005-2005,120
CGN08168,2005-2005,85
CGN08169,2005-2005,110
CGN08194,2005-2005,105
CGN08201,2005-2005,100
CGN08247,2005-2005,120
CGN08248,2005-2005,110
CGN08249,2005-2005,130
CGN08250,2005-2005,100
CGN08251,2005-2005,110
CGN08252,2005-2005,100
CGN08254,2005-2005,105
CGN08255,2005-2005,90
CGN08256,2005-2005,105
CGN08261,2005-2005,115
CGN08262,2005-2005,100
CGN08279,2005-2005,120
CGN08303,2005-2005,110
CGN08309,2005-2005,120
CGN08328,2005-2005,95
CGN08331,2005-2005,90
CGN08335,2005-2005,135
CGN08336,2005-2005,110
CGN08344,2005-2005,95
CGN08345,2005-2005,115
CGN08349,2005-2005,115
CGN08356,2005-2005,120
CGN08362,2005-2005,105
CGN08368,2005-2005,110
CGN08373,2005-2005,125
CGN08374,2005-2005,120
CGN08375,2005-2005,110
CGN08376,2005-2005,115
CGN08377,2005-2005,125
CGN08378,2005-2005,115
CGN08379,2005-2005,115
CGN08380,2005-2005,130
CGN08381,2005-2005,110
CGN08382,2005-2005,120
CGN08385,2005-2005,130
CGN08386,2005-2005,120
CGN08387,2005-2005,120
CGN08388,2005-2005,110
CGN08389,2005-2005,120
CGN08390,2005-2005,115
CGN08391,2005-2005,115
CGN08392,2005-2005,120
CGN08393,2005-2005,105
CGN08395,2005-2005,115
CGN08403,2005-2005,115
CGN08405,2005-2005,105
CGN08406,2005-2005,110
CGN08408,2005-2005,100
CGN08409,2005-2005,140
CGN08411,2005-2005,115
CGN08435,2005-2005,115
CGN08474,2005-2005,110
CGN08475,2005-2005,110
CGN08496,2005-2005,110
CGN08499,2005-2005,120
CGN09792,2005-2005,100
CGN10395,2005-2005,90
CGN10401,2005-2005,95
CGN10406,2005-2005,80
CGN10407,2005-2005,95
CGN10413,2005-2005,110
CGN10417,2005-2005,95
CGN10418,2005-2005,115
CGN10419,2005-2005,120
CGN10422,2005-2005,130
CGN10425,2005-2005,105
CGN10439,2005-2005,120
CGN10475,2005-2005,125
CGN10497,2005-2005,120
CGN10561,2005-2005,90
CGN10567,2005-2005,90
CGN10587,2005-2005,100
CGN10610,2005-2005,95
CGN10639,2005-2005,100
CGN10640,2005-2005,100
CGN12016,2005-2005,85
CGN12026,2005-2005,100
CGN12037,2005-2005,90
CGN12041,2005-2005,85
CGN12044,2005-2005,120
CGN12052,2005-2005,90
CGN12071,2005-2005,100
CGN12077,2005-2005,100
CGN12080,2005-2005,95
CGN12094,2005-2005,95
CGN12096,2005-2005,115
CGN12104,2005-2005,95
CGN12129,2005-2005,80
CGN12268,2005-2005,95
CGN12275,2005-2005,110
CGN12276,2005-2005,105
CGN12278,2005-2005,120
CGN12281,2005-2005,80
CGN12291,2005-2005,125
CGN12299,2005-2005,105
CGN12300,2005-2005,105
CGN13142,2005-2005,90
CGN16061,2005-2005,110
CGN16072,2005-2005,95
CGN16100,2005-2005,130
CGN19285,2005-2005,90
CGN04294,2011-2012,100
CGN04301,2011-2012,120
CGN04326,2011-2012,130
CGN04386,2011-2012,130
CGN04455,2011-2012,120
CGN05521,2011-2012,130
CGN05733,2011-2012,130
CGN05781,2011-2012,130
CGN08171,2011-2012,130
CGN08544,2011-2012,130
CGN09143,2011-2012,80
CGN09719,2011-2012,100
CGN09838,2011-2012,95
CGN09883,2011-2012,90
CGN09901,2011-2012,80
CGN09902,2011-2012,90
CGN09907,2011-2012,90
CGN09912,2011-2012,80
CGN09917,2011-2012,80
CGN09919,2011-2012,80
CGN09926,2011-2012,80
CGN09927,2011-2012,80
CGN09947,2011-2012,80
CGN11458,2011-2012,130
CGN11573,2011-2012,100
CGN12035,2011-2012,120
CGN12106,2011-2012,100
CGN14992,2011-2012,100
CGN14994,2011-2012,120
CGN14995,2011-2012,110
CGN06432,2014-2015,80
CGN06454,2014-2015,130
CGN09719,2014-2015,90
CGN09838,2014-2015,90
CGN04265,2015-2016,152
CGN04279,2015-2016,141
CGN04291,2015-2016,151
CGN04295,2015-2016,150
CGN04299,2015-2016,146
CGN04309,2015-2016,106
CGN04314,2015-2016,147
CGN04319,2015-2016,115
CGN04334,2015-2016,134
CGN04339,2015-2016,145
CGN04340,2015-2016,153
CGN04342,2015-2016,149
CGN04346,2015-2016,139
CGN04347,2015-2016,132
CGN04351,2015-2016,145
CGN04352,2015-2016,142
CGN04376,2015-2016,157
CGN04377,2015-2016,129
CGN04384,2015-2016,149
CGN04393,2015-2016,149
CGN04394,2015-2016,142
CGN04400,2015-2016,114
CGN04406,2015-2016,150
CGN04418,2015-2016,153
CGN04426,2015-2016,159
CGN04433,2015-2016,152
CGN04451,2015-2016,133
CGN04453,2015-2016,154
CGN04473,2015-2016,153
CGN04474,2015-2016,143
CGN04476,2015-2016,122
CGN04477,2015-2016,146
CGN04478,2015-2016,135
CGN05412,2015-2016,117
CGN05456,2015-2016,118
CGN05522,2015-2016,147
CGN05566,2015-2016,142
CGN05599,2015-2016,143
CGN05631,2015-2016,133
CGN05706,2015-2016,123
CGN05733,2015-2016,134
CGN05764,2015-2016,136
CGN08420,2015-2016,98
CGN08534,2015-2016,128
CGN08544,2015-2016,143
CGN09143,2015-2016,83
CGN09704,2015-2016,109
CGN09883,2015-2016,108
CGN09901,2015-2016,121
CGN09902,2015-2016,120
CGN09907,2015-2016,117
CGN09912,2015-2016,119
CGN09917,2015-2016,113
CGN09919,2015-2016,100
CGN09926,2015-2016,113
CGN09927,2015-2016,120
CGN09947,2015-2016,103
CGN10520,2015-2016,151
CGN10642,2015-2016,143
CGN11458,2015-2016,143
CGN11562,2015-2016,128
CGN11563,2015-2016,115
CGN11567,2015-2016,115
CGN11573,2015-2016,121
CGN11575,2015-2016,123
CGN11576,2015-2016,122
CGN11580,2015-2016,133
CGN11588,2015-2016,127
CGN11947,2015-2016,138
CGN11949,2015-2016,90
CGN12101,2015-2016,127
CGN12102,2015-2016,130
CGN12108,2015-2016,121
CGN12215,2015-2016,88
CGN14992,2015-2016,93
CGN14994,2015-2016,124
CGN14995,2015-2016,117
CGN16020,2015-2016,75
CGN16030,2015-2016,138
CGN16038,2015-2016,108
CGN16042,2015-2016,120
CGN16043,2015-2016,125
CGN16047,2015-2016,123
CGN04044,2018-2018,110
CGN04169,2018-2018,100
CGN06125,2018-2018,125
CGN08424,2018-2018,115
CGN09755,2018-2018,115
CGN09815,2018-2018,90
CGN12035,2018-2018,110
CGN12036,2018-2018,90
CGN12039,2018-2018,85
CGN04078,2019-2019,70
CGN04221,2019-2019,75
CGN06086,2019-2019,60
CGN06176,2019-2019,90
CGN06191,2019-2019,80
CGN06554,2019-2019,90
CGN06597,2019-2019,70
CGN08377,2019-2019,95
CGN08382,2019-2019,100
CGN08407,2019-2019,80
CGN08409,2019-2019,100
CGN10424,2019-2019,70
CGN10482,2019-2019,95
CGN10492,2019-2019,120
CGN10625,2019-2019,60
CGN10640,2019-2019,75
CGN12027,2019-2019,80
CGN12086,2019-2019,75
CGN12263,2019-2019,70
CGN12713,2019-2019,55
CGN04264,2020-2021,125
CGN05418,2020-2021,120
CGN05522,2020-2021,125
CGN08359,2020-2021,110
CGN08388,2020-2021,120
CGN09917,2020-2021,115
CGN09926,2020-2021,120
CGN11484,2020-2021,150
CGN11581,2020-2021,140
CGN12126,2020-2021,110
CGN12713,2020-2021,110
