accession_match,responsibility,instcode,crop,genus,species,species_authority,accenumb,declatitude,declongitude
ICARDA_wheat/IG 84283,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 84283,NA,NA
ICARDA_wheat/IG 84305,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 84305,NA,NA
ICARDA_wheat/IG 84310,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 84310,NA,NA
ICARDA_wheat/IG 84316,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 84316,NA,NA
ICARDA_wheat/IG 84320,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 84320,NA,NA
ICARDA_wheat/IG 84324,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 84324,NA,NA
ICARDA_wheat/IG 84325,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 84325,NA,NA
ICARDA_wheat/IG 84331,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 84331,NA,NA
ICARDA_wheat/IG 84333,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 84333,NA,NA
ICARDA_wheat/IG 84351,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 84351,NA,NA
ICARDA_wheat/IG 84371,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 84371,NA,NA
ICARDA_wheat/IG 84376,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 84376,NA,NA
ICARDA_wheat/IG 84382,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 84382,NA,NA
ICARDA_wheat/IG 84384,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 84384,NA,NA
ICARDA_wheat/IG 84410,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 84410,NA,NA
ICARDA_wheat/IG 85621,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 85621,NA,NA
ICARDA_wheat/IG 85632,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 85632,NA,NA
ICARDA_wheat/IG 85634,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 85634,NA,NA
ICARDA_wheat/IG 85644,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 85644,NA,NA
ICARDA_wheat/IG 85703,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 85703,NA,NA
ICARDA_wheat/IG 85707,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 85707,NA,NA
ICARDA_wheat/IG 85716,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 85716,NA,NA
ICARDA_wheat/IG 127826,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 127826,NA,NA
ICARDA_wheat/IG 127835,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 127835,NA,NA
ICARDA_wheat/IG 127838,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 127838,NA,NA
ICARDA_wheat/IG 127844,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 127844,NA,NA
ICARDA_wheat/IG 138455,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 138455,NA,NA
ICARDA_wheat/IG 138465,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 138465,NA,NA
ICARDA_wheat/IG 138485,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 138485,NA,NA
ICARDA_wheat/IG 138500,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 138500,NA,NA
ICARDA_wheat/IG 139459,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 139459,NA,NA
ICARDA_wheat/IG 139460,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 139460,NA,NA
ICARDA_wheat/IG 139466,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 139466,NA,NA
ICARDA_wheat/IG 139472,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 139472,NA,NA
ICARDA_wheat/IG 139477,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 139477,NA,NA
ICARDA_wheat/IG 139495,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 139495,NA,NA
ICARDA_wheat/IG 139497,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 139497,NA,NA
ICARDA_wheat/IG 139505,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 139505,NA,NA
ICARDA_wheat/IG 139526,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 139526,NA,NA
ICARDA_wheat/IG 139534,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 139534,NA,NA
ICARDA_wheat/IG 139537,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 139537,NA,NA
ICARDA_wheat/IG 139538,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 139538,NA,NA
ICARDA_wheat/IG 94881,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 94881,NA,NA
ICARDA_wheat/IG 94890,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 94890,NA,NA
ICARDA_wheat/IG 94898,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 94898,NA,NA
ICARDA_wheat/IG 94912,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 94912,NA,NA
ICARDA_wheat/IG 94917,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 94917,NA,NA
ICARDA_wheat/IG 94920,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 94920,NA,NA
ICARDA_wheat/IG 94938,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 94938,NA,NA
ICARDA_wheat/IG 94950,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 94950,NA,NA
ICARDA_wheat/IG 94952,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 94952,NA,NA
ICARDA_wheat/IG 94957,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 94957,NA,NA
ICARDA_wheat/IG 94960,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 94960,NA,NA
ICARDA_wheat/IG 94981,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 94981,NA,NA
ICARDA_wheat/IG 94982,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 94982,NA,NA
ICARDA_wheat/IG 94997,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 94997,NA,NA
ICARDA_wheat/IG 94999,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 94999,NA,NA
ICARDA_wheat/IG 97517,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97517,NA,NA
ICARDA_wheat/IG 97525,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97525,NA,NA
ICARDA_wheat/IG 97534,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97534,NA,NA
ICARDA_wheat/IG 97540,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97540,NA,NA
ICARDA_wheat/IG 97545,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97545,NA,NA
ICARDA_wheat/IG 97559,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97559,NA,NA
ICARDA_wheat/IG 97568,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97568,NA,NA
ICARDA_wheat/IG 97572,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97572,NA,NA
ICARDA_wheat/IG 97576,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97576,NA,NA
ICARDA_wheat/IG 97585,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97585,NA,NA
ICARDA_wheat/IG 97591,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97591,NA,NA
ICARDA_wheat/IG 97604,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97604,NA,NA
ICARDA_wheat/IG 97624,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97624,NA,NA
ICARDA_wheat/IG 97630,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97630,NA,NA
ICARDA_wheat/IG 97632,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97632,NA,NA
ICARDA_wheat/IG 97637,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97637,NA,NA
ICARDA_wheat/IG 97652,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97652,NA,NA
ICARDA_wheat/IG 119104,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 119104,NA,NA
ICARDA_wheat/IG 78341,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 78341,NA,NA
ICARDA_wheat/IG 78342,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 78342,NA,NA
ICARDA_wheat/IG 78363,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 78363,NA,NA
ICARDA_wheat/IG 78371,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 78371,NA,NA
ICARDA_wheat/IG 78376,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 78376,NA,NA
ICARDA_wheat/IG 78384,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 78384,NA,NA
ICARDA_wheat/IG 78385,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 78385,NA,NA
ICARDA_wheat/IG 78403,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 78403,NA,NA
ICARDA_wheat/IG 93115,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 93115,NA,NA
ICARDA_wheat/IG 93124,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 93124,NA,NA
ICARDA_wheat/IG 93150,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 93150,NA,NA
ICARDA_wheat/IG 93158,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 93158,NA,NA
ICARDA_wheat/IG 93171,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 93171,NA,NA
ICARDA_wheat/IG 93180,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 93180,NA,NA
ICARDA_wheat/IG 95153,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 95153,NA,NA
ICARDA_wheat/IG 95156,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 95156,NA,NA
ICARDA_wheat/IG 95161,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 95161,NA,NA
ICARDA_wheat/IG 95178,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 95178,NA,NA
ICARDA_wheat/IG 95183,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 95183,NA,NA
ICARDA_wheat/IG 95213,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 95213,NA,NA
ICARDA_wheat/IG 95734,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 95734,NA,NA
ICARDA_wheat/IG 95743,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 95743,NA,NA
ICARDA_wheat/IG 95788,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 95788,NA,NA
ICARDA_wheat/IG 95789,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 95789,NA,NA
ICARDA_wheat/IG 97761,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97761,NA,NA
ICARDA_wheat/IG 97776,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97776,NA,NA
ICARDA_wheat/IG 97783,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97783,NA,NA
ICARDA_wheat/IG 97795,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97795,NA,NA
ICARDA_wheat/IG 97799,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97799,NA,NA
ICARDA_wheat/IG 97802,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97802,NA,NA
ICARDA_wheat/IG 97807,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97807,NA,NA
ICARDA_wheat/IG 97814,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97814,NA,NA
ICARDA_wheat/IG 97841,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97841,NA,NA
ICARDA_wheat/IG 97909,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97909,NA,NA
ICARDA_wheat/IG 94418,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 94418,NA,NA
ICARDA_wheat/IG 94420,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 94420,NA,NA
ICARDA_wheat/IG 94423,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 94423,NA,NA
ICARDA_wheat/IG 94437,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 94437,NA,NA
ICARDA_wheat/IG 94457,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 94457,NA,NA
ICARDA_wheat/IG 96986,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 96986,NA,NA
ICARDA_wheat/IG 97000,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97000,NA,NA
ICARDA_wheat/IG 97003,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97003,NA,NA
ICARDA_wheat/IG 97020,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97020,NA,NA
ICARDA_wheat/IG 97049,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97049,NA,NA
ICARDA_wheat/IG 97051,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97051,NA,NA
ICARDA_wheat/IG 97052,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97052,NA,NA
ICARDA_wheat/IG 97065,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97065,NA,NA
ICARDA_wheat/IG 97075,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97075,NA,NA
ICARDA_wheat/IG 97080,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97080,NA,NA
ICARDA_wheat/IG 97088,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97088,NA,NA
ICARDA_wheat/IG 97103,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97103,NA,NA
ICARDA_wheat/IG 97120,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97120,NA,NA
ICARDA_wheat/IG 97121,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97121,NA,NA
ICARDA_wheat/IG 97123,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97123,NA,NA
ICARDA_wheat/IG 97128,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97128,NA,NA
ICARDA_wheat/IG 97131,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 97131,NA,NA
ICARDA_wheat/IG 110872,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 110872,NA,NA
ICARDA_wheat/IG 110879,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 110879,NA,NA
ICARDA_wheat/IG 110892,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 110892,NA,NA
ICARDA_wheat/IG 110894,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 110894,NA,NA
ICARDA_wheat/IG 110898,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 110898,NA,NA
ICARDA_wheat/IG 110907,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 110907,NA,NA
ICARDA_wheat/IG 110908,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 110908,NA,NA
ICARDA_wheat/IG 113107,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 113107,NA,NA
ICARDA_wheat/IG 113108,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 113108,NA,NA
IHAR_wheat/21462,IHAR,POL003,Wheat,Triticum,aestivum,L.,21462,NA,NA
NPPC_wheat/C0103710,NPPC,SVK001,Wheat,Triticum,aestivum,L.,C0103710,NA,NA
NPPC_wheat/C0105538,NPPC,SVK001,Wheat,Triticum,NA,NA,C0105538,NA,NA
NPPC_wheat/C0103672,NPPC,SVK001,Wheat,Triticum,aestivum,L.,C0103672,NA,NA
IHAR_wheat/1140,IHAR,POL003,Wheat,Triticum,sp.,NA,1140,NA,NA
IHAR_wheat/2702,IHAR,POL003,Wheat,Triticum,aestivum,L.,2702,NA,NA
IHAR_wheat/4685,IHAR,POL003,Wheat,Triticum,aestivum,L.,4685,NA,NA
NPPC_wheat/C0104957,NPPC,SVK001,Wheat,Triticum,NA,NA,C0104957,NA,NA
NPPC_wheat/C0105736,NPPC,SVK001,Wheat,Triticum,NA,NA,C0105736,NA,NA
NPPC_wheat/C0200720,NPPC,SVK001,Wheat,Triticum,NA,NA,C0200720,NA,NA
IHAR_wheat/484,IHAR,POL003,Wheat,Triticum,aestivum,L.,484,NA,NA
NPPC_wheat/C0103315,NPPC,SVK001,Wheat,Triticum,aestivum,L.,C0103315,NA,NA
NPPC_wheat/C0104342,NPPC,SVK001,Wheat,Triticum,NA,NA,C0104342,NA,NA
NPPC_wheat/C0105192,NPPC,SVK001,Wheat,Triticum,NA,NA,C0105192,NA,NA
NPPC_wheat/C0105619,NPPC,SVK001,Wheat,Triticum,NA,NA,C0105619,NA,NA
IHAR_wheat/20243,IHAR,POL003,Wheat,Triticum,aestivum,L.,20243,NA,NA
NPPC_wheat/C0102078,NPPC,SVK001,Wheat,Triticum,aestivum,L.,C0102078,NA,NA
IHAR_wheat/22529,IHAR,POL003,Wheat,Triticum,aestivum,L.,22529,NA,NA
IHAR_wheat/5849,IHAR,POL003,Wheat,Triticum,aestivum,L.,5849,NA,NA
NPPC_wheat/C0105724,NPPC,SVK001,Wheat,Triticum,NA,NA,C0105724,NA,NA
NPPC_wheat/C0200109,NPPC,SVK001,Wheat,Triticum,monococcum,L.,C0200109,NA,NA
ICARDA_wheat/IG 127847,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 127847,NA,NA
ICARDA_wheat/IG 127856,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 127856,NA,NA
ICARDA_wheat/IG 127857,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 127857,NA,NA
ICARDA_wheat/IG 127858,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 127858,NA,NA
ICARDA_wheat/IG 127861,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 127861,NA,NA
ICARDA_wheat/IG 127883,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 127883,NA,NA
ICARDA_wheat/IG 127885,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 127885,NA,NA
ICARDA_wheat/IG 127891,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 127891,NA,NA
ICARDA_wheat/IG 127913,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 127913,NA,NA
ICARDA_wheat/IG 127919,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 127919,NA,NA
ICARDA_wheat/IG 127920,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 127920,NA,NA
ICARDA_wheat/IG 141632,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 141632,NA,NA
ICARDA_wheat/IG 141637,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 141637,NA,NA
ICARDA_wheat/IG 141641,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 141641,NA,NA
ICARDA_wheat/IG 141644,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 141644,NA,NA
ICARDA_wheat/IG 141646,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 141646,NA,NA
ICARDA_wheat/IG 141649,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 141649,NA,NA
ICARDA_wheat/IG 141658,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 141658,NA,NA
ICARDA_wheat/IG 142358,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 142358,NA,NA
ICARDA_wheat/IG 142368,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 142368,NA,NA
ICARDA_wheat/IG 142374,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 142374,NA,NA
ICARDA_wheat/IG 142376,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 142376,NA,NA
ICARDA_wheat/IG 142378,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 142378,NA,NA
ICARDA_wheat/IG 142385,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 142385,NA,NA
ICARDA_wheat/IG 142392,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 142392,NA,NA
ICARDA_wheat/IG 142428,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 142428,NA,NA
ICARDA_wheat/IG 142455,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 142455,NA,NA
ICARDA_wheat/IG 142482,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 142482,NA,NA
ICARDA_wheat/IG 142545,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 142545,NA,NA
ICARDA_wheat/IG 98337,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 98337,NA,NA
ICARDA_wheat/IG 98358,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 98358,NA,NA
ICARDA_wheat/IG 98359,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 98359,NA,NA
ICARDA_wheat/IG 122027,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 122027,NA,NA
ICARDA_wheat/IG 122032,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 122032,NA,NA
ICARDA_wheat/IG 122033,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 122033,NA,NA
ICARDA_wheat/IG 122046,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 122046,NA,NA
ICARDA_wheat/IG 122082,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 122082,NA,NA
ICARDA_wheat/IG 122085,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 122085,NA,NA
ICARDA_wheat/IG 122099,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 122099,NA,NA
ICARDA_wheat/IG 93428,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 93428,NA,NA
ICARDA_wheat/IG 93443,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 93443,NA,NA
ICARDA_wheat/IG 93452,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 93452,NA,NA
ICARDA_wheat/IG 93464,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 93464,NA,NA
ICARDA_wheat/IG 93479,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 93479,NA,NA
ICARDA_wheat/IG 93481,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 93481,NA,NA
ICARDA_wheat/IG 93506,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 93506,NA,NA
ICARDA_wheat/IG 93507,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 93507,NA,NA
ICARDA_wheat/IG 93511,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 93511,NA,NA
ICARDA_wheat/IG 93512,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 93512,NA,NA
ICARDA_wheat/IG 93525,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 93525,NA,NA
ICARDA_wheat/IG 96019,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 96019,NA,NA
ICARDA_wheat/IG 96023,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 96023,NA,NA
ICARDA_wheat/IG 96024,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 96024,NA,NA
ICARDA_wheat/IG 96038,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 96038,NA,NA
ICARDA_wheat/IG 96040,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 96040,NA,NA
ICARDA_wheat/IG 96063,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 96063,NA,NA
ICARDA_wheat/IG 96072,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 96072,NA,NA
ICARDA_wheat/IG 78428,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 78428,NA,NA
ICARDA_wheat/IG 78429,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 78429,NA,NA
ICARDA_wheat/IG 78433,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 78433,NA,NA
ICARDA_wheat/IG 78456,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 78456,NA,NA
ICARDA_wheat/IG 78457,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 78457,NA,NA
ICARDA_wheat/IG 78459,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 78459,NA,NA
ICARDA_wheat/IG 78462,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 78462,NA,NA
ICARDA_wheat/IG 78469,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 78469,NA,NA
ICARDA_wheat/IG 78489,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 78489,NA,NA
ICARDA_wheat/IG 78491,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 78491,NA,NA
ICARDA_wheat/IG 78493,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 78493,NA,NA
ICARDA_wheat/IG 78506,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 78506,NA,NA
ICARDA_wheat/IG 78513,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 78513,NA,NA
ICARDA_wheat/IG 78515,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 78515,NA,NA
ICARDA_wheat/IG 78518,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 78518,NA,NA
ICARDA_wheat/IG 78520,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 78520,NA,NA
ICARDA_wheat/IG 78537,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 78537,NA,NA
ICARDA_wheat/IG 78538,ICARDA-Morocco,LBN002,Wheat,Triticum,NA,NA,IG 78538,NA,NA
