accession_match,responsibility,instcode,crop,genus,species,species_authority,accenumb,declatitude,declongitude
CREA_wheat/TA01151,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01151,42.4016906,12.8629992
CREA_wheat/TA01153,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01153,NA,NA
CREA_wheat/TA01157,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01157,NA,NA
CREA_wheat/TA01161,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01161,43.4226456,11.1263939
CREA_wheat/TA01166,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01166,NA,NA
CREA_wheat/TA01168,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01168,NA,NA
CREA_wheat/TA01170,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01170,NA,NA
CREA_wheat/TA01172,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01172,NA,NA
CREA_wheat/TA01174,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01174,42.4016906,12.8629992
CREA_wheat/TA01178,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01178,42.4016906,12.8629992
CREA_wheat/TA01180,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01180,44.3751508,9.8788819
CREA_wheat/TA01184,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01184,43.7698711,11.2555756
CREA_wheat/TA01186,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01186,43.7698711,11.2555756
CREA_wheat/TA01187,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01187,43.7698711,11.2555756
CREA_wheat/TA01189,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01189,45.4384958,10.9924122
CREA_wheat/TA01195,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01195,41.8933203,12.4829319
CREA_wheat/TA01197,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01197,NA,NA
CREA_wheat/TA01200,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01200,42.4016906,12.8629992
CREA_wheat/TA01205,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01205,NA,NA
CREA_wheat/TA01207,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01207,NA,NA
CREA_wheat/TA01211,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01211,42.4016906,12.8629992
CREA_wheat/TA01213,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01213,NA,NA
CREA_wheat/TA01215,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01215,NA,NA
CREA_wheat/TA01217,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01217,42.4016906,12.8629992
CREA_wheat/TA01220,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01220,45.3881156,11.38799
CREA_wheat/TA01229,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01229,42.4016906,12.8629992
CREA_wheat/TA01231,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01231,NA,NA
CREA_wheat/TA01353,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01353,45.2380669,9.4086558
CREA_wheat/TA00686,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00686,44.6723442,8.4735278
CREA_wheat/TA00696,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00696,42.9231661,10.5268192
CREA_wheat/TA00697,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00697,42.9231661,10.5268192
CREA_wheat/TA00699,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00699,NA,NA
CREA_wheat/TA00859,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00859,42.4016906,12.8629992
CREA_wheat/TA00861,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00861,42.4016906,12.8629992
CREA_wheat/TA00863,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00863,42.4016906,12.8629992
CREA_wheat/TA00864,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00864,42.4016906,12.8629992
CREA_wheat/TA00865,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00865,42.4016906,12.8629992
CREA_wheat/TA00866,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00866,42.4016906,12.8629992
CREA_wheat/TA00867,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00867,42.4016906,12.8629992
CREA_wheat/TA00868,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00868,42.4016906,12.8629992
CREA_wheat/TA00871,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00871,42.4016906,12.8629992
CREA_wheat/TA00872,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00872,42.4016906,12.8629992
CREA_wheat/TA00873,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00873,42.4016906,12.8629992
CREA_wheat/TA00874,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00874,44.4937578,11.3430308
CREA_wheat/TA00875,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00875,44.4937578,11.3430308
CREA_wheat/TA00876,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00876,NA,NA
CREA_wheat/TA00878,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00878,42.4016906,12.8629992
CREA_wheat/TA00881,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00881,42.4016906,12.8629992
CREA_wheat/TA00883,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00883,42.4016906,12.8629992
CREA_wheat/TA00885,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00885,42.4016906,12.8629992
CREA_wheat/TA00892,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00892,40.6384044,15.8022075
CREA_wheat/TA00894,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00894,NA,NA
CREA_wheat/TA00895,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00895,NA,NA
CREA_wheat/TA00897,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00897,42.4016906,12.8629992
CREA_wheat/TA00903,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00903,NA,NA
CREA_wheat/TA00905,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00905,44.5780369,7.7918331
CREA_wheat/TA00907,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00907,40.8359336,14.2487825
CREA_wheat/TA00908,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00908,40.8359336,14.2487825
CREA_wheat/TA00912,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00912,NA,NA
CREA_wheat/TA00918,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00918,NA,NA
CREA_wheat/TA00921,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00921,38.1112267,13.3524433
CREA_wheat/TA00923,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00923,NA,NA
CREA_wheat/TA00925,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00925,44.4937578,11.3430308
CREA_wheat/TA00927,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00927,44.4937578,11.3430308
CREA_wheat/TA00929,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00929,44.4937578,11.3430308
CREA_wheat/TA00931,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00931,44.4937578,11.3430308
CREA_wheat/TA00933,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00933,44.4937578,11.3430308
CREA_wheat/TA00936,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00936,44.4937578,11.3430308
CREA_wheat/TA00938,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00938,44.4937578,11.3430308
CREA_wheat/TA00942,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00942,45.2380669,9.4086558
CREA_wheat/TA00944,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00944,NA,NA
CREA_wheat/TA00951,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00951,45.2918819,10.8837881
CREA_wheat/TA00957,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00957,42.4016906,12.8629992
CREA_wheat/TA00966,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00966,45.2380669,9.4086558
CREA_wheat/TA00970,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00970,42.4016906,12.8629992
CREA_wheat/TA00972,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00972,42.4016906,12.8629992
CREA_wheat/TA00979,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00979,NA,NA
CREA_wheat/TA00981,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00981,NA,NA
CREA_wheat/TA00983,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00983,44.4161414,12.2017617
CREA_wheat/TA00987,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00987,NA,NA
CREA_wheat/TA00988,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00988,45.7184694,7.2866133
CREA_wheat/TA00989,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00989,45.7184694,7.2866133
CREA_wheat/TA00990,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00990,44.8372736,11.618645
CREA_wheat/TA00992,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00992,44.4161414,12.2017617
CREA_wheat/TA00994,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00994,45.2918819,10.8837881
CREA_wheat/TA00995,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00995,44.6310706,10.7849881
CREA_wheat/TA00996,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00996,NA,NA
CREA_wheat/TA00998,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00998,NA,NA
CREA_wheat/TA00999,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA00999,45.0698167,11.78882
CREA_wheat/TA01000,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01000,45.0698167,11.78882
CREA_wheat/TA01002,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01002,NA,NA
CREA_wheat/TA01003,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01003,NA,NA
CREA_wheat/TA01004,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01004,42.9231661,10.5268192
CREA_wheat/TA01008,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01008,NA,NA
CREA_wheat/TA01016,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01016,44.4937578,11.3430308
CREA_wheat/TA01020,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01020,44.4937578,11.3430308
CREA_wheat/TA01024,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01024,NA,NA
CREA_wheat/TA01025,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01025,42.3489203,13.3979672
CREA_wheat/TA01028,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01028,42.3489203,13.3979672
CREA_wheat/TA01030,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01030,42.3489203,13.3979672
CREA_wheat/TA01045,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01045,44.4715667,11.4048592
CREA_wheat/TA01048,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01048,NA,NA
CREA_wheat/TA01050,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01050,41.8933203,12.4829319
CREA_wheat/TA01053,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01053,44.4937578,11.3430308
CREA_wheat/TA01055,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01055,44.4937578,11.3430308
CREA_wheat/TA01059,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01059,44.4937578,11.3430308
CREA_wheat/TA01061,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01061,44.4937578,11.3430308
CREA_wheat/TA01064,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01064,44.4937578,11.3430308
CREA_wheat/TA01071,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01071,42.4016906,12.8629992
CREA_wheat/TA01074,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01074,NA,NA
CREA_wheat/TA01077,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01077,NA,NA
CREA_wheat/TA01078,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01078,NA,NA
CREA_wheat/TA01081,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01081,45.3881156,11.38799
CREA_wheat/TA01083,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01083,42.4016906,12.8629992
CREA_wheat/TA01088,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01088,42.4016906,12.8629992
CREA_wheat/TA01092,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01092,NA,NA
CREA_wheat/TA01095,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01095,NA,NA
CREA_wheat/TA01097,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01097,41.8933203,12.4829319
CREA_wheat/TA01099,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01099,41.8933203,12.4829319
WUR_wheat/CGN11604,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN11604,36.6,72.433056
WUR_wheat/CGN11607,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN11607,36.333056,72.333056
WUR_wheat/CGN11941,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN11941,36.316944,72.566944
WUR_wheat/CGN12038,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN12038,8.85,40.6
WUR_wheat/CGN12065,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN12065,36.433056,72.333056
WUR_wheat/CGN12074,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN12074,36.066944,72.433056
WUR_wheat/CGN12077,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN12077,36.683056,72.916944
WUR_wheat/CGN12080,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN12080,35.633056,71.7
WUR_wheat/CGN12108,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN12108,NA,NA
WUR_wheat/CGN12156,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN12156,NA,NA
WUR_wheat/CGN12376,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN12376,NA,NA
WUR_wheat/CGN13146,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN13146,NA,NA
WUR_wheat/CGN16034,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN16034,36.266944,72.25
WUR_wheat/CGN16041,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN16041,36.266944,72.516944
WUR_wheat/CGN04160,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN04160,32.333056,-9.283056
WUR_wheat/CGN04170,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN04170,NA,NA
INIA_wheat/NC038463,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC038463,NA,NA
INIA_wheat/NC027610,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC027610,NA,NA
INIA_wheat/NC050294,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC050294,37.678279,-2.058352
INIA_wheat/NC008804,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC008804,43.08055556,-6.238611111
INIA_wheat/NC027867,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC027867,NA,NA
INIA_wheat/NC027869,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC027869,NA,NA
INIA_wheat/NC028581,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC028581,NA,NA
INIA_wheat/NC029484,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC029484,43.47666667,-3.830555556
INIA_wheat/NC038465,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC038465,NA,NA
INIA_wheat/NC027828,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC027828,NA,NA
INIA_wheat/NC018874,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC018874,37.34388889,-3.785555556
INIA_wheat/NC008792,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC008792,43.06666667,-4.783333333
INIA_wheat/NC027235,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC027235,40.22555556,-6.8775
INIA_wheat/NC012566,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC012566,43.26861111,-7.668055556
INIA_wheat/NC073254,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC073254,29.057179,-13.561217
INIA_wheat/NC092173,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC092173,43.22194444,-6.465277778
INIA_wheat/NC012572,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC012572,43.15138889,-8.738333333
INIA_wheat/NC001205,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC001205,42.92944444,-8.161944444
INIA_wheat/NC001207,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC001207,42.55833333,-7.389722222
INIA_wheat/NC080166,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC080166,NA,NA
INIA_wheat/NC012637,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC012637,43.12972222,-7.586944444
INIA_wheat/NC029514,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC029514,NA,NA
INIA_wheat/NC027868,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC027868,43.414301,-5.969716
INIA_wheat/NC035530,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC035530,41.40194444,1.053055556
INIA_wheat/NC024759,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC024759,NA,NA
INIA_wheat/NC091674,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC091674,40.3625,-0.447777778
INIA_wheat/NC027899,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC027899,NA,NA
INIA_wheat/NC009810,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC009810,41.625788,-7.512136
INIA_wheat/NC013895,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC013895,41.180477,-6.892216
INIA_wheat/NC028599,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC028599,NA,NA
INIA_wheat/NC083082,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC083082,NA,NA
INIA_wheat/NC028499,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC028499,NA,NA
INIA_wheat/NC028417,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC028417,NA,NA
INIA_wheat/NC028428,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC028428,NA,NA
INIA_wheat/NC028432,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC028432,NA,NA
CREA_wheat/TA01323,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01323,42.4168442,12.1051147
CREA_wheat/TA01325,CREA-CI,ITA383,Wheat,Triticum,aestivum,L.,TA01325,42.4168442,12.1051147
WUR_wheat/CGN04253,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN04253,12.2,37.566944
WUR_wheat/CGN04256,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN04256,11.3,39.683056
WUR_wheat/CGN04276,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN04276,NA,NA
WUR_wheat/CGN04291,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN04291,NA,NA
WUR_wheat/CGN04294,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN04294,34.666944,133.9
WUR_wheat/CGN04300,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN04300,NA,NA
WUR_wheat/CGN04304,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN04304,NA,NA
WUR_wheat/CGN04365,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN04365,NA,NA
WUR_wheat/CGN04384,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN04384,NA,NA
WUR_wheat/CGN04455,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN04455,NA,NA
WUR_wheat/CGN05360,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN05360,NA,NA
WUR_wheat/CGN05469,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN05469,NA,NA
WUR_wheat/CGN05666,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN05666,NA,NA
WUR_wheat/CGN06093,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN06093,NA,NA
WUR_wheat/CGN06372,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN06372,NA,NA
WUR_wheat/CGN07994,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN07994,9.133056,42.083056
WUR_wheat/CGN08013,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN08013,10.166944,38.15
WUR_wheat/CGN08023,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN08023,11.083056,39.733056
WUR_wheat/CGN08039,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN08039,5.333056,39.583056
WUR_wheat/CGN08042,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN08042,8.183056,36.45
WUR_wheat/CGN08448,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN08448,NA,NA
WUR_wheat/CGN08845,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN08845,NA,NA
WUR_wheat/CGN09680,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN09680,30.383056,67
WUR_wheat/CGN09684,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN09684,NA,NA
WUR_wheat/CGN09689,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN09689,30.716944,66.666944
WUR_wheat/CGN09696,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN09696,NA,NA
WUR_wheat/CGN09708,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN09708,29.216944,66.833056
WUR_wheat/CGN09740,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN09740,NA,NA
WUR_wheat/CGN09753,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN09753,NA,NA
WUR_wheat/CGN09758,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN09758,30.416944,67.283056
WUR_wheat/CGN09764,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN09764,30.433056,67.616944
WUR_wheat/CGN09775,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN09775,NA,NA
WUR_wheat/CGN09784,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN09784,30.333056,68.683056
WUR_wheat/CGN09787,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN09787,30.333056,68.683056
WUR_wheat/CGN09791,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN09791,30.233056,68.166944
WUR_wheat/CGN09799,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN09799,NA,NA
WUR_wheat/CGN09869,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN09869,NA,NA
WUR_wheat/CGN09885,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN09885,NA,NA
WUR_wheat/CGN09925,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN09925,NA,NA
WUR_wheat/CGN09930,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN09930,NA,NA
WUR_wheat/CGN09935,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN09935,30.516944,67.333056
WUR_wheat/CGN09939,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN09939,NA,NA
WUR_wheat/CGN10396,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN10396,NA,NA
WUR_wheat/CGN10649,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN10649,35.933056,71.8
WUR_wheat/CGN11472,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN11472,36.3,72.333056
WUR_wheat/CGN11565,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN11565,36.316944,72.216944
WUR_wheat/CGN11571,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN11571,36.266944,72.366944
WUR_wheat/CGN11576,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN11576,36.15,72.1
WUR_wheat/CGN11583,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN11583,36.416944,72.3
WUR_wheat/CGN11584,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN11584,36.3,72.266944
WUR_wheat/CGN11588,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN11588,36.35,72.35
WUR_wheat/CGN11589,WUR,NLD037,Wheat,Triticum,aestivum,L.,CGN11589,36.4,72.366944
INIA_wheat/NC040592,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC040592,NA,NA
INIA_wheat/NC029528,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC029528,NA,NA
INIA_wheat/NC024735,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC024735,43.21916667,-2.733888889
INIA_wheat/NC035559,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC035559,NA,NA
INIA_wheat/NC028593,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC028593,NA,NA
INIA_wheat/NC035422,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC035422,NA,NA
INIA_wheat/NC069068,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC069068,41.32916667,-6.187777778
INIA_wheat/NC029511,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC029511,41.65472222,-5.996666667
INIA_wheat/NC029475,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC029475,NA,NA
INIA_wheat/NC029502,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC029502,NA,NA
INIA_wheat/NC027824,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC027824,NA,NA
INIA_wheat/NC027990,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC027990,38.775672,-4.836412
INIA_wheat/NC026187,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC026187,40.01166667,-4.880555556
INIA_wheat/NC027795,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC027795,43.41555556,-5.966388889
INIA_wheat/NC012768,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC012768,40.83666667,-4.885
INIA_wheat/NC024702,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC024702,39.49972222,-2.869444444
INIA_wheat/NC011706,INIA,ESP004,Wheat,Triticum,aestivum,(L.) Thell.,NC011706,NA,NA
